actor,año_nacimiento,que_hace,conocido_por,lista premios
Zoë Bell,1978.0,"['Especialistas', 'Reparto', 'Producción']","['Los odiosos ocho (2015)', 'Grindhouse (2007)', 'Death Proof (2007)']","['World Stunt Awards', 'Las Vegas International Film Festival', 'Maverick Movie Awards', 'CinEuphoria Awards', 'Artemis Women in Action Film Festival']"
Joe Raffa,,"['Reparto', 'Dirección', 'Guion']",[],"['Terror in the Bay Film Festival', 'Vegas Movie Awards', 'Cobb International Film Festival']"
Tim Gallin,,"['Especialistas', 'Reparto', 'Producción']","['Los pasajeros del tiempo (2017)', 'The Following (2013)']",['Screen Actors Guild Awards']
Vaile Fuchs,1980.0,['Reparto'],"['Inga Lindström (2004)', 'Rote Rosen (2006)', 'Eclíptica Willkommen Mexiko (2013)']",
Aleksandar Djurica,1969.0,['Reparto'],"['En tierra de sangre y miel (2011)', 'Ljubav dolazi kasnije (2013)', 'Zaboravljeni umovi Srbije (2007)']",[]
Barbara Goodson,1949.0,"['Reparto', 'Sonido', 'Música']","['Akira (1988)', 'Power Rangers (1993)']","['Behind the Voice Actors Awards', 'NAVGTR Awards', 'Independent Horror Movie Awards']"
Tamao Satô,1973.0,['Reparto'],"['Chôriki sentai Ôrenjâ (1995)', 'Chôriki sentai Ohranger Vs Kakuranger (1996)']",[]
Karthika Nair,1992.0,"['Reparto', 'Producción']","['Ko (2011)', 'Makaramanju (2010)', 'Brother of Bommali (2014)']",['Vanitha Film Awards']
Matthew Cureton,,['Reparto'],[],
Henrik Horge,1976.0,['Reparto'],"['Julekongen (2012)', 'Schmokk (2011)', 'Norwegian Ninja (2010)']",[]
Colleen Davis,,['Reparto'],[],
Ashwin Kaushal,,"['Reparto', 'Dirección', 'Guion']","['Jawan (2023)', 'PK (2014)', 'Ghulam (1998)']",[]
Avi Kline,,['Reparto'],[],
Nigel O'Neill,,['Reparto'],"['Boys from County Hell (2020)', 'Bad Day for the Cut (2017)', 'Juego de tronos (2011)']",
Reine Brynolfsson,1953.0,['Reparto'],"['Ofelia kommer til byen (1985)', 'Korparna (2017)']","['Danish Film Awards (Robert)', 'Thessaloniki Film Festival']"
Brandon Ottesen,,['Reparto'],[],
Gabe White,,['Reparto'],[],
Dylan O'Brien,1991.0,"['Reparto', 'Producción', 'Banda sonora']","['Teen Wolf (2011)', 'El corredor del laberinto (2014)']","['MTV Movie + TV Awards', 'Teen Choice Awards', 'Young Hollywood Awards']"
Les Bubb,,"['Reparto', 'Equipos adicionales', 'Guion']","['Harry Potter y la cámara secreta (2002)', 'Eat the Rich (1987)', 'Tarzán (2013)']",[]
Eli Loga,,['Reparto'],[],
Francis Bosco,,['Reparto'],[],['Asian First Film Festival']
Anne Lockhart,1953.0,"['Reparto', 'Equipos adicionales', 'Sonido']","['Más allá del tiempo (2009)', 'Daño colateral (2002)', 'La conspiración del pánico (2008)']",[]
Benny Nieves,,"['Reparto', 'Producción', 'Especialistas']",[],
Deborah Lee Dick,,['Reparto'],[],
Uisenma Borchu,1984.0,"['Reparto', 'Dirección', 'Guion']","['Schau mich nicht so an (2015)', 'Schwarze Milch (2020)', 'En el lugar del crimen (1970)']","['Bavarian Film Awards', 'Munich Film Festival', 'Taipei Film Festival', 'Osaka Asian Film Festival', 'Asian Film Festival Barcelona']"
Joe Fontana,,['Dirección de fotografía y cámara'],[],
Isamu Sugihara,,['Reparto'],[],
Terry Chen,1975.0,"['Reparto', 'Guion', 'Producción']","['Casi famosos (2000)', 'Jessica Jones (2015)', 'House of Cards (2013)']",['ICVM Crown Awards']
Sevier Crespo,1976.0,"['Producción', 'Reparto', 'Dirección de producción']","['Billy Knight (2024)', 'Karen (2021)', 'Borrego (2022)']","['New York City International Film Festival, US']"
Paloma Baeza,1975.0,"['Reparto', 'Dirección', 'Guion']","['Sunshine (2007)', 'La casa (2022)', 'Poles Apart (2017)']","['Annecy International Animated Film Festival', 'Annie Awards', 'BAFTA Awards', 'Edinburgh International Film Festival', 'ANIMA - Córdoba International Animation Festival', 'Short Shorts Film Festival & Asia']"
Ladislav Ondrej,1991.0,['Reparto'],"['Ordinace v ruzové zahrade (2005)', 'Ordinace v ruzové zahrade 2 (2008)', 'Na vlastní nebezpecí (2008)']",
Sten-Markus Rohtla,,['Reparto'],[],
Yûki Furukawa,1987.0,['Reparto'],"['Desaparecido (2017)', 'Eien no 0 (2013)', 'Kamisama no Ekohiiki (2022)']",[]
Yannick Bandali-Renard,,"['Reparto', 'Guion']",[],
Gladkaya Luna,,['Reparto'],[],
Courtney Holley,,['Reparto'],[],
Xinjie Fei,,['Reparto'],[],
Michèle Oth,,['Reparto'],[],
Kira Madallo Sesay,,"['Producción', 'Guion', 'Reparto']",[],[]
Evin Grensted,,['Reparto'],[],
Mikey Post,1982.0,"['Reparto', 'Producción']","['Más allá de los sueños (2008)', 'El caballero negro (2001)', 'Buttwhistle (2014)']",[]
Stephanie Pessoa,,"['Reparto', 'Producción']",[],
Leona Clarke,1993.0,"['Reparto', 'Producción', 'Dirección de producción']","['Blood Highway (2022)', 'An Inspector Calls (2018)', 'Charlotte and the Therapist (2021)']","['Accolade Competition', 'Top Indie Film Awards', 'Oniros Film Awards', 'Best Actor Award', 'Florence Film Awards', ""WRPN Woman's International Film Festival"", 'Prague International Monthly Film Festival', 'Best Film Awards', 'London International Monthly Film Festival', 'Milan Gold Awards', 'New York Istanbul Short Film Festival', '1st Monthly Film Festival', 'OTB - Only The Best International Film Awards']"
Mehmet Çepiç,1962.0,['Reparto'],"['Berivan (2002)', 'Sicak saatler (1998)', 'Intikam Oyunlari (2023)']",
Tomas Havrlik,,['Reparto'],[],
Vas Blackwood,1962.0,"['Reparto', 'Guion']",['Creep (2004)'],[]
Ankur Rathee,1991.0,"['Reparto', 'Dirección', 'Guion']","['Eternamente confusos y deseosos de amor (2022)', 'Thappad (2020)']",['FOI Online Awards']
Damon Gregory,,['Reparto'],[],
Kristen Adair,,['Reparto'],[],
Tusshar Kapoor,1976.0,"['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']","['Golmaal 3 (2010)', 'Golmaal Returns (2008)']","['Awards of the International Indian Film Academy', 'Zee Cine Awards', 'Bollywood Awards', 'Stardust Awards, India', 'The Ghanta Awards', 'Filmfail Awards', 'Star Gold Comedy Honors', ""Bollywood Hungama Surfers' Choice Movie Awards"", 'Screen Awards, IN', 'Lions Gold Awards', 'Global Film Awards', 'Annual Kalakar Awards']"
Rachel Mureatroyd,,['Reparto'],['El hijo de Rambow (2007)'],
Garland Whitt,,['Reparto'],[],
Alfredo Caceres,,['Reparto'],[],
Laura Heikkinen,,['Reparto'],[],
Philip Reich,,"['Reparto', 'Guion', 'Dirección']",[],
Amitosh Nagpal,1984.0,"['Guion', 'Reparto', 'Música']","['Hindi Medium (2017)', 'Dabangg (2010)']","['Indian Television Academy Awards, India']"
Phyllis Applegate,1930.0,['Reparto'],"['Esta abuela es un peligro (2000)', 'Dinamita negra (2009)']",[]
Kenny Bigbee Jr.,,['Reparto'],[],
Ellis Ainsle,,['Reparto'],[],
Clifton Powell,1956.0,"['Reparto', 'Producción', 'Dirección']","['Ray (2004)', 'Next Friday (2000)']","['American Black Film Festival', 'Top Shorts Film Festival']"
Peng Lu,,['Reparto'],[],
Mike Schatz,,"['Reparto', 'Guion']",[],
Júlia Creus,1994.0,"['Reparto', 'Especialistas', 'Guion']","['Merlí (2015)', '3 bodas de más (2013)', 'A Look to the Past (2016)']",[]
Lexi Delarosa,,"['Reparto', 'Especialistas']",[],
Joel Henderson,,"['Reparto', 'Guion', 'Dirección']",[],
Ania Marson,1949.0,"['Reparto', 'Banda sonora']","['Nicolás y Alejandra (1971)', 'Mira cómo corren (2022)', 'Emma (1972)']",[]
Arielle Mance,,['Reparto'],[],
Mia Marcon,,['Reparto'],"['Magnum (2018)', 'Driven (2018)', 'El mentalista (2008)']",[]
Alix Henning,,['Reparto'],[],
Sheng Wei He,,['Reparto'],[],
David Huddleston,1930.0,"['Reparto', 'Producción', 'Dirección']","['El gran Lebowski (1998)', 'Sillas de montar calientes (1974)', 'Los productores (2005)']",['Golden Boot Awards']
Chang Yun,,"['Guion', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Daniel Cruz,,['Reparto'],"['Higher Power (2018)', 'Gang Related (2014)', 'Southland (2009)']",
Ahmet Oztürk,,"['Reparto', 'Especialistas']",[],
Geoff Samuels,,"['Reparto', 'Cámara y electricidad', 'Especialistas']",[],
Denise Williamson,1983.0,"['Reparto', 'Equipos adicionales']","['Friday Night Lights (2006)', 'Lugares oscuros (2015)', 'Exists (2014)']",[]
Franklin Westbrooks,1999.0,['Reparto'],"['Bad Day (2016)', 'Against the Grain (2012)', 'Dress Rehearsal (2006)']",[]
Jennifer Russoli,1968.0,"['Reparto', 'Producción']",['Remnants (2013)'],
Brian Oviedo,,['Reparto'],[],
Swan Sky Aguilar,,"['Reparto', 'Guion', 'Producción']",[],
Ananda Everingham,1982.0,"['Reparto', 'Producción']","['Red Eagle (2010)', 'Happy Birthday (2008)']",['Thailand National Film Association Awards']
Michael Schaar-Ney,,"['Producción', 'Reparto', 'Guion']",['The Moustache (2017)'],"['Edmonton International Film Festival', 'Oniros Film Awards', 'Ontario International Film Festival']"
Dwayne Wycoff,,['Reparto'],"['Infiltrado (2001)', 'Underground (2003)', 'The Man in 3B (2015)']",
Midanah Penda,,['Reparto'],[],
Ferdi Gülcü,,['Reparto'],[],
Kei-Yan Lam,,['Reparto'],[],
Michael Markiewicz,,"['Reparto', 'Producción']",['The Blacklist (2013)'],
Jay Thomas,1948.0,"['Reparto', 'Guion', 'Producción']","['Santa Claus 2 (2002)', 'Profesor Holland (1995)']","['Primetime Emmy Awards', 'Walk of Fame']"
Katie Mackey,,['Reparto'],[],
Roger Paris,,['Reparto'],[],
Daniil Vorobyov,1981.0,"['Reparto', 'Guion']","['Out of Love (2016)', 'Riviera (2017)', 'Posledniy ronin (2024)']",['Riviera International Film Festival']
Randall Franks,,"['Reparto', 'Producción', 'Dirección']",[],['Culture and Diversity Film Festival']
Preeti Barameeanat,1982.0,"['Reparto', 'Dirección', 'Guion']","['Choice (2013)', 'Kuhlab satan (2011)', 'Fireball (2009)']",
Fernando Becerril,2023.0,['Reparto'],"['La máscara del Zorro (1998)', 'Ravenous (1999)', 'Vacaciones en el infierno (2012)']",[]
Ivy Cerelle Gray,,['Reparto'],[],
Heidi Marie Wanser,,['Reparto'],[],
Gal Hayun,,['Reparto'],[],
Brian True,,"['Producción', 'Dirección de producción', 'Localización']",[],[]
Rodica Isabella Shaldan,,"['Producción', 'Reparto', 'Casting']",[],"['Action on Film International Film Festival, USA', ""Producer's Choice Honors""]"
Tony Wong Palms,,['Reparto'],[],
Mia Wasikowska,1989.0,"['Reparto', 'Dirección', 'Guion']","['Alicia en el País de las Maravillas (2010)', 'Stoker (2013)', 'La cumbre escarlata (2015)']","['Australian Film Institute', 'Hollywood Film Awards', 'SXSW Film Festival', 'Teen Choice Awards', 'Alliance of Women Film Journalists', 'Gold Derby Awards', 'Grimmfest']"
Lal Kumara,,"['Reparto', 'Especialistas']",[],
Charlotte Ross,1968.0,"['Reparto', 'Banda sonora']","['Furia ciega (2011)', 'Policías de Nueva York (1993)']",[]
Cha Tae-hyun,1976.0,"['Reparto', 'Dirección', 'Banda sonora']","['My Sassy Girl (2001)', 'Babo (2008)', 'Choegoui Ihon (2018)']","['Grand Bell Awards, South Korea', 'Blue Dragon Awards', 'KBS Drama Awards']"
Julian Adams,,"['Producción', 'Reparto', 'Dirección']","['Con todos los honores (2019)', 'Phantom (2013)']","['Breckenridge Festival of Film', 'Long Island International Film Expo', 'Great Lakes Film Festival', 'Park City Film Music Festival', 'Tahoe Reno International Film Festival', 'Westwood International Film Festival']"
Jennifer Rose Freuler,,"['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']",[],
David Light,,"['Guion', 'Producción', 'Efectos visuales']",[],[]
Albert Escamilla,,['Reparto'],[],
Alexandre Barros,,['Reparto'],"['Água na Boca (2008)', 'Presença de Anita (2001)']",
Anthony Phelan,1954.0,"['Reparto', 'Sonido']",['The Nightingale (2018)'],['Toronto Worldwide Short Film Festival']
Christian Couto,,['Reparto'],[],
Richard Corgan,,"['Reparto', 'Equipos adicionales']","['Última noche en el Soho (2021)', 'Dune Drifter (2020)']",
Lorna Tolentino,1961.0,"['Reparto', 'Producción']","['Maging akin ka lamang (1987)', 'Narito ang puso ko (1992)']","['FAP Awards, Philippines', 'FAMAS Awards', 'Golden Screen Awards, Philippines', ""Entertainment Editors' Choice Awards""]"
Hannibal Buress,1983.0,"['Reparto', 'Guion', 'Producción']",['Malditos vecinos (2014)'],['Just for Laughs Comedy Festival']
Alec Back,,"['Especialistas', 'Reparto']",[],
Bianca Ilich,,"['Dirección de la segunda unidad o asistencia a dirección', 'Reparto', 'Producción']",[],
Maudy Ayunda,1994.0,"['Reparto', 'Composición', 'Banda sonora']","['Losmen Bu Broto (2021)', 'Perahu Kertas 2 (2012)']","['Indonesian Movie Actor Awards', 'Maya Awards']"
Andrei Alexe,,"['Composición', 'Banda sonora']",[],
Bob Stewart,,"['Reparto', 'Equipos adicionales']",[],"[""Cowpokes Int'l Film Festival""]"
Elene Bezarashvili,,['Reparto'],[],
Rick Ravanello,1967.0,['Reparto'],"['La caverna maldita (2005)', 'La guerra de Hart (2002)']","['Connect Film Festival, AUS', 'Marina Del Rey Film Festival', 'XicanIndie FilmFest']"
Hamdi Alkan,1967.0,"['Dirección', 'Guion', 'Reparto']","['Arka Siradakiler (2007)', 'Ögretmen Kemal (2010)']",[]
Weihua Liu,,['Dirección de arte'],[],
Vincent Martinelli,1933.0,"['Dirección de fotografía y cámara', 'Cámara y electricidad']","['La mujer biónica (1976)', 'Cuentos asombrosos (1985)', 'Spiderman (1977)']",[]
James Barrett,,"['Reparto', 'Especialistas']","['SEAL Team (2017)', 'Kirby Buckets (2014)', 'Helio (2015)']",
Philippe Noiret,1930.0,"['Reparto', 'Equipos adicionales', 'Guion']","['Cinema Paradiso (1988)', 'Coup de torchon (1981)']","['Berlin International Film Festival', 'BAFTA Awards', 'César Awards, France', 'David di Donatello Awards', 'European Film Awards', 'Italian National Syndicate of Film Journalists', 'London Critics Circle Film Awards', 'National Board of Review, USA', 'Venice Film Festival', 'Prix Henri Langlois']"
Sean M.D.,,['Reparto'],[],
Andy Jacek,,['Reparto'],[],['Couch Film Festival']
Zan Calabretta,1977.0,"['Reparto', 'Producción']","['Smoked (2005)', 'Perspective (2007)', 'Trapped in Perfection (2008)']",[]
Matthew Porretta,1965.0,"['Reparto', 'Equipos adicionales', 'Banda sonora']",['Alan Wake (2010)'],[]
Faneal Godbold,,"['Reparto', 'Producción', 'Dirección']","['Historias de ultratumba (2005)', 'Nascent Nation (2017)']",
Henning Reiss Semb,,"['Reparto', 'Guion', 'Edición']",[],
Aisha Tyler,1970.0,"['Reparto', 'Producción', 'Dirección']","['Archer (2009)', 'Fear the Walking Dead (2015)', 'Axis (2017)']","['Daytime Emmy Awards', 'Newport Beach Film Festival', 'Richard Harris International Film Festival']"
Ulyana Chan,,['Reparto'],[],[]
Stephen Staley,,['Reparto'],[],
James D. Weston II,,"['Reparto', 'Especialistas', 'Equipos adicionales']",[],[]
Saharsh Kumar Shukla,1983.0,['Reparto'],"['Chhichhore (2019)', 'Talvar (2015)', 'Highway (2014)']","['Cult Critic Movie Awards', ""L' Age d'Or International Arthouse Film Festival""]"
Alexander Castillo-Nuñez,,['Reparto'],[],
Mareena,,['Reparto'],"['Nellikka (2015)', 'Kumbarees (2019)', 'Twenty One Grams (2022)']",
Valeriy Sergeev,,['Reparto'],[],
Frederic Forrest,1936.0,"['Reparto', 'Banda sonora']","['Apocalypse Now (1979)', 'La conversación (1974)', 'Un día de furia (1993)']","['National Society of Film Critics Awards, USA']"
Julio Perez,,"['Edición', 'Edición', 'Producción']",[],['Primetime Emmy Awards']
Mitchell Lance Adams,,"['Reparto', 'Especialistas']",[],
Sarah Howison,,['Reparto'],[],
Andrew Leago,,"['Reparto', 'Sonido']",[],
Keith Carter,,['Cámara y electricidad'],[],
Jatin Goswami,,['Reparto'],"['Bombay Summer (2009)', 'Anek (2022)']",[]
Robbie Allen,,"['Reparto', 'Especialistas', 'Efectos especiales']",[],['The Southern California International Film Festival']
Steven Lee Allen,,['Reparto'],[],[]
Matthew John Morley,,['Reparto'],"['Soldiers of damned (2015)', 'Hollyoaks (1995)', 'Les Crabes Terribles (2014)']",
Kotono,1967.0,"['Reparto', 'Música', 'Banda sonora']",['Neon Genesis Evangelion (1995)'],[]
Roientan Enkesar,,['Reparto'],[],
Hugh Jackman,1968.0,"['Reparto', 'Producción', 'Equipo ejecutivo']","['Los miserables (2012)', 'Logan (2017)']","['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Film Critics Circle of Australia Awards', 'Australian Movie Convention', 'Bambi Awards', 'Primetime Emmy Awards', 'Golden Globes, USA', 'Satellite Awards', 'Grammy Awards', 'Hollywood Film Awards', 'MTV Movie + TV Awards', 'National Board of Review, USA', 'New York International Independent Film & Video Festival', 'San Sebastián International Film Festival', 'Santa Barbara International Film Festival', 'ShoWest Convention, USA', 'Walk of Fame', 'Empire Awards, UK', 'Zurich Film Festival', 'Scream Awards', 'IGN Summer Movie Awards', 'Online Film & Television Association', 'Awards Circuit Community Awards', 'Golden Schmoes Awards', 'Spike Video Game Awards', 'Australian Academy of Cinema and Television Arts (AACTA) Awards', 'Dorian TV Awards', 'Odyssey Awards']"
Anghel Damian,1991.0,"['Reparto', 'Guion', 'Dirección']","['Clanul (2022)', 'Vlad (2019)', 'Oameni de treaba (2022)']","['CineMAiubit - International Student Film Festival', 'Transilvania International Film Festival']"
Dexter Fletcher,1966.0,"['Dirección', 'Reparto', 'Producción']","['Ghosting (2023)', 'Rocketman (2019)', 'Bohemian Rhapsody (2018)']","['Camerimage', ""Writers' Guild of Great Britain"", 'Zlín International Film Festival for Children and Youth']"
Thara Kalyan,,['Reparto'],[],
Nea Dune,,"['Reparto', 'Maquillaje', 'Especialistas']",[],['The Buddha International Film Festival']
Garrett Smith,,"['Reparto', 'Producción', 'Dirección']",[],
Gerald Anderson,1989.0,"['Reparto', 'Banda sonora']","['Lo recordaras (1991)', 'On the Job (2013)', 'First Day High (2006)']","['FAMAS Awards', 'Golden Screen TV Awards, Philippines']"
Kofi Natei,,"['Reparto', 'Producción', 'Dirección']",['Tough Call (2004)'],
Giovanni Manza,,['Reparto'],[],
Michael Mikel,,['Equipos adicionales'],[],
Dean Matthew Ronalds,1976.0,"['Producción', 'Reparto', 'Dirección']",['Ashley (2013)'],"['Phoenix Film Festival', 'Filmstock International Film Festival', 'Atlantic City Cinefest', 'Studio City Film Festival, US', 'Buffalo Dreams Fantastic Film Festival']"
Leslie Bibb,1973.0,"['Reparto', 'Producción', 'Banda sonora']","['Iron Man (2008)', 'Un ciudadano ejemplar (2009)', 'Miss Nobody (2010)']","['Young Hollywood Awards', 'Boston Film Festival']"
Katheryn Winnick,1977.0,"['Reparto', 'Producción', 'Dirección']","['Vikingos (2013)', 'Big Sky (2020)', 'El día de la bandera (2021)']","['New York International Independent Film & Video Festival', 'Beverly Hills Film Festival', ""Women's Image Network Awards""]"
Sofia Helin,1972.0,"['Reparto', 'Guion', 'Producción']",['El muñeco de nieve (2017)'],"['Danish Film Awards (Robert)', 'Kristallen', 'The Equity Ensemble Awards']"
Glen Diller,,"['Cámara y electricidad', 'Dirección de fotografía y cámara', 'Arte']",[],
Trevor Gretzky,1992.0,"['Reparto', 'Producción']","['Milla 22 (2018)', 'Depredador alpha (2021)']",[]
Jessie Graff,1984.0,"['Especialistas', 'Reparto', 'Dirección de casting']","['Wonder Woman (2017)', 'Wonder Woman 1984 (2020)']",['Screen Actors Guild Awards']
Stefan Rudolf,1974.0,['Reparto'],"['Verbotene Liebe (1995)', 'Die Chefin (2012)']",
Tammy O'Neal,,['Reparto'],[],
Dory Owen,,['Reparto'],[],
Barbara Ronchi,1982.0,['Reparto'],"['Felices sueños (2016)', 'Settembre (2022)', 'Mondocane (2021)']","['David di Donatello Awards', 'Italian National Syndicate of Film Journalists', 'BIFEST - Bari International Film Festival']"
Ernanta Kusuma,,"['Reparto', 'Dirección de casting']",['Battle of Surabaya (2015)'],
Bharat Kumar,,['Reparto'],[],['Nandi Awards']
Bryan J. Thomas,,"['Especialistas', 'Reparto', 'Dirección']","['El increíble Hulk (2008)', 'Jumper (2008)']",
Brian Luna,,"['Reparto', 'Producción', 'Guion']",[],['Micheaux Film Festival']
David Arthur Earl,,['Reparto'],[],
Jesse Bradford,1979.0,"['Reparto', 'Producción', 'Dirección']","['A por todas (2000)', 'Presunto inocente (1990)', 'Banderas de nuestros padres (2006)']","['Newport Beach Film Festival', 'Young Hollywood Awards']"
Christian Nájera,,['Reparto'],[],
Ceasare Willis,,"['Reparto', 'Banda sonora']","['Step Up Revolution (2012)', 'Be Cool (2005)', 'Al ritmo del Breakdance (2007)']",
Sunwoo Eun-sook,1959.0,['Reparto'],"['Gaeul donghwa (2000)', 'Biyeolhan geori (2006)', 'Buhwal (2005)']",
Greg Collins,1952.0,"['Reparto', 'Especialistas']","['La Roca (1996)', 'El bar Coyote (2000)', 'Armageddon (1998)']",[]
Aaron Harvey,1980.0,"['Producción', 'Dirección', 'Guion']","['Sed de venganza (2019)', 'The Neighbor (2017)']","['Rhode Island International Film Festival', 'American Documentary Film Festival and Film Fund', 'Hollywood Reel Independent Film Festival', 'Downtown Film Festival Los Angeles', 'Beloit International Film Festival', 'International Film Festival of Cinematic Arts Los Angeles', 'Laughlin International Film Festival', 'Santa Monica Independent Film Festival']"
Rake Yohn,1975.0,"['Reparto', 'Producción']","['Blockheads in Britain (2022)', 'Jackass 3D (2010)', 'A Halfway House Christmas (2005)']",[]
Ricky Crawford,1976.0,"['Reparto', 'Producción', 'Guion']",[],[]
Jamie O'Keefe,,"['Producción', 'Reparto', 'Especialistas']","['10 (2011)', 'New City Fighter (2011)']",
Jin Ogasawara,,['Reparto'],[],
Frank Giovanni,,['Reparto'],[],
Meghann Reynolds,,"['Reparto', 'Producción']",[],
Mark Smith,1969.0,"['Reparto', 'Especialistas', 'Producción']","['Argo (2012)', 'Yardie (2018)', 'Zootrópolis (2016)']",[]
Alysa King,,"['Reparto', 'Producción', 'Efectos especiales']","['Titanes (2018)', 'Slasher (2016)', 'Bed of the Dead (2016)']","['Blood in the Snow Canadian Film Festival', 'HorrorQuest Film Festival']"
Christopher Kirby,,"['Reparto', 'Producción', 'Equipos adicionales']",[],"['Couch Film Festival', 'Green Mountain Film Festival (GMFF)', 'NYC Web Fest', 'International Online Web Fest', 'TO Webfest', 'Unrestricted View Film Festival', 'Bilbao Seriesland Festival', 'NZ Web Fest', 'Asia Web Awards', 'London International Motion Pictures Award', 'Digital Griffix film festival', 'British Web Awards', 'World Cine Fest', 'Golden Lion International Film Festival', 'Baltimore Next Media Web Fest']"
Gianna Rochelle,,"['Reparto', 'Especialistas']",[],
Andreas Wetell,1979.0,['Reparto'],"['Hydra (2003)', 'Killer Dogs (2001)', 'Gold Fever (1999)']",
Franky Lankester,,"['Reparto', 'Producción', 'Especialistas']",[],
Christian Victor Levatino,,"['Reparto', 'Dirección', 'Guion']","['The Last Godfather (2010)', 'Otra clase de justicia (2014)', 'All Between Us (2018)']",[]
Adam La Rosa,,"['Reparto', 'Producción']","['Suzi Q (2019)', 'The Cost (2022)', 'La leyenda de Ben Hall (2017)']",
Neli Sabour,,['Reparto'],"['Bullet Train Down (2022)', 'Rogue (2020)']",
Jacques Seiler,1928.0,['Reparto'],"['Los 3 Mosqueteros (1961)', 'Les quatre Charlots mousquetaires (1974)', 'La venganza de Milady (1961)']",
Beau Jackett,,['Reparto'],[],
Johan Skålberg,,"['Reparto', 'Equipos adicionales']",[],
Ian M. Court,,['Reparto'],[],
Erika Yamakawa,1982.0,['Reparto'],"['Suzuran (1999)', 'The Aaah Detective Agency (2004)']",
Ahku,,"['Reparto', 'Equipos adicionales', 'Cámara y electricidad']",[],['Austin Revolution Film Festival']
Hideyoshi,,['Reparto'],[],
Larry Agoha,,"['Reparto', 'Equipos adicionales']",[],
Arnaud Riedinger,,"['Sonido', 'Reparto']",[],
Stasya Knight,,"['Reparto', 'Dirección', 'Producción']",[],
Mark Oliver,,"['Reparto', 'Dirección', 'Banda sonora']",[],[]
Shari Washington,,['Reparto'],[],
Will Gressman,,"['Reparto', 'Composición']",[],['IndieFEST Film Awards']
James Corden,1978.0,"['Producción', 'Guion', 'Reparto']","['The Late Late Show with James Corden (2015)', 'Into the Woods (2014)', 'Peter Rabbit (2018)']","['BAFTA Awards', 'British Comedy Awards', 'Broadcasting Press Guild Awards', 'Primetime Emmy Awards', 'Satellite Awards', 'PGA Awards', 'Razzie Awards', 'Royal Television Society, UK', ""Writers' Guild of Great Britain"", 'TV Quick Awards, UK', 'BAFTA/LA Britannia Awards', 'Telly Awards', 'The Webby Awards', 'YouTube Creator Awards', 'Comedy.co.uk Awards']"
Tobias Jelinek,1977.0,"['Reparto', 'Producción', 'Banda sonora']","['Stranger Things (2016)', 'Baskets (2016)']",[]
Josh Uema,,"['Reparto', 'Producción']",[],
Gurpreet Rakra,,['Reparto'],[],
Alyssa Wapanatâhk,,"['Reparto', 'Dirección', 'Guion']",[],[]
Guangjie Li,1981.0,"['Reparto', 'Banda sonora']","['La tierra errante (2019)', 'The City of Chaos (2018)', 'Wo zai weilai deng ni (2019)']","['Golden Phoenix Awards, China', 'Chinese American Film Festival (C.A.F.F.)', 'Huading Award', 'Asia Rainbow TV Awards', 'Domestic TV series Ceremony, China', 'Iqiyi TV and Movie Awards', 'Golden Bud Network Film and Television Festival', 'Television Series of China Quality Ceremony']"
Steven R. Pyykkonen,,['Reparto'],[],
Natasha Mayet,,"['Reparto', 'Producción', 'Guion']",[],['IndieX Film Festival']
Priyanko Chatterjee,,['Reparto'],[],
Mark Holland,,"['Reparto', 'Producción', 'Dirección']",[],"['Lift-Off Global Network, London', 'New York Independent Cinema Awards']"
Billy Blanco Jr.,,['Reparto'],[],[]
Tobias Fagerström,,['Reparto'],[],
Owen Harn,,"['Reparto', 'Producción', 'Guion']","['Cobra Kai (2018)', 'Vice Principals (2016)', 'Into the Badlands (2015)']",
Lindsay Arber,,['Reparto'],"['The Singing Dead (2014)', 'Jane Wants a Boyfriend (2015)', 'Black White and the Greys (2023)']",
Thomas McDonell,1986.0,"['Reparto', 'Dirección', 'Composición']","['El reino prohibido (2008)', 'Fin de curso (2011)', 'Los 100 (2014)']",[]
Rupert Evans,1976.0,"['Reparto', 'Dirección', 'Banda sonora']","['El hombre en el castillo (2015)', 'The Boy (2016)']",['Fantasporto']
Kristna Saikia,,['Reparto'],['Bukur Majot Jole (1999)'],
Troy Coe,,"['Especialistas', 'Reparto', 'Dirección de producción']",[],
Noah Stanich,,['Reparto'],[],
Mayu Matsuoka,1995.0,['Reparto'],"['Un asunto de familia (2018)', 'A Silent Voice (2016)', 'Katte ni furuetero (2017)']","['Tokyo International Film Festival', 'Blue Ribbon Awards']"
Ashwin Kakumanu,1987.0,['Reparto'],"['7aum Arivu (2011)', 'Mankatha (2011)']",
Caco Ciocler,1971.0,"['Reparto', 'Producción', 'Dirección']","['Páginas da Vida (2006)', 'Disparos (2012)', 'Partida (2019)']","['Recife Cine PE Audiovisual Festival', 'São Paulo Association of Art Critics Awards', 'Rio de Janeiro International Film Festival', 'Prêmio Qualidade, Brazil', 'Porto/Post/Doc Film & Media Festival', 'Festival Aruanda do Audiovisual Brasileiro']"
Rihito Itagaki,2002.0,['Reparto'],"['Kamen Raidâ Jiô (2018)', 'Alice in Borderland (2020)', 'Yakusoku no Neverland (2020)']",
