puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
83,-,Fanny Lecendre,Fanny Lecendre,"Hugo and Damien lost their parents when they were very young. They grew up in two different foster families in a small seaside resort in northern France. Hugo is impatiently waiting for him to lawful age so that he can live with his older brother, the only person he trusts, and work with him in the workshop that their father then ran. During a several-day trip to the ... Leer todo",25,Drama,northern light,2015
nan,-,Craig Newman,Craig Newman,-,-,Drama,a long time comin',2015
33,-,Terry Weston Marsh,Terry Weston Marsh,-,9,Drama,thicker than blood,2015
71,-,Nikon Romanchenko,Nikon Romanchenko,"A young couple wants to leave the country. The girl's parents have divorced long ago. They mind her relationship with the young guy. The guy is spied upon. In spite of all that, the girl is trying to find the way out.",15,Drama,carousel,2015
nan,-,Sasha Singh,Sasha Singh,-,26,Drama,thikana (refuge),2015
nan,-,Dejan Babosek,-,-,-,Drama,maria masle feat. prince myles - dame dame,2015
nan,-,Guilherme Duarte Braz,-,-,-,Drama,admirável mundo velho,2015
nan,-,Pierrick Roland,Pierrick Roland,-,-,Drama,nightcall,2015
nan,-,"['Aline Guimarães', 'Dandara Guerra']","['Thalita Carauta', 'Aline Guimarães', 'Anna Righi']",-,-,Drama,pele 1 real,2015
nan,-,Nonidh Yadav,-,"There are plenty of ways to make money. You could be a doctor, lawyer, photographer or even a freelance writer - all honorable ways to make a living. But when you rely on others to just hand you money for being cute or extremely hot then there's a special name just for you - a gold digger. The story of Gold diggers movie described behind a scene where woman who dates ... Leer todo",-,Drama,golddiggers,2015
nan,-,Lucas Gonzalez,"['Martín Cutino', 'Alejandro Giandinoto']",-,15,Drama,boedo 2108,2015
nan,-,Sean Hasty,Joshua Silveus,"A lonely man going through an emotional crisis seeks advice from a wise, world-weary bartender.",7,Drama,i don't usually imbibe on libations,2015
nan,-,Em Johnson,Em Johnson,Two ex lovers reunite at a mutual friends wedding.,-,Drama,down by the lake,2015
nan,-,"['Lucas Mokrani-Delaval', 'Viktor Poisson', 'Louis Didaux']","['Lucas Mokrani-Delaval', 'Viktor Poisson', 'Kevin Zonnenberg']","Dany is a young professional boxer. His father, a hard and authoritarian man, devoted his entire life to his son's career. With the support of Sam, his girlfriend, Dany is preparing to lead the hardest fight of his life: out of the shadow of his father.",35,Drama,le maelstrom,2015
nan,-,Nina Ristic,Nina Ristic,"Ted moves to a new country which speaks a completely foreign language and he feels alone, homesick and in a rut. But one day, a mysterious note appears outside his door. This note only has one word: 'hi'.",22,Drama,a simple hi,2015
nan,-,Denise Sganzerla,Denise Sganzerla,-,-,Drama,memórias - canal mosaico,2015
92,-,Tom Beaver,-,-,4,Drama,summertime,2015
78,-,August Dannehl,Chris Barlow,-,-,Drama,friends,2015
nan,-,Nicolas Prada,"['Maria Andrea Garcia', 'David a Molina', 'Nicolas Prada']","After disappearing, an unsuccessful magician tries to redeem himself for a mistake of the past that costed his friendship.",16,Drama,ta da!,2015
nan,-,Christelle Younes,Christelle Younes,"Samir wakes up one day in his coffin attending his own funeral. On this day, he is gifted to see, hear what is going on around him and also hear the people's thoughts which will help him remember the tragic accident that led to his death.",21,Drama,"samir, sheikh el chabeb",2015
nan,-,Etienne Magnin,-,-,21,Drama,la vallée,2015
nan,-,Éric Falardeau,Éric Falardeau,-,10,Drama,élégie nocturne,2015
36,-,"['Max Nadolny', 'Jonas Staerk']",Max Nadolny,"A day in the life of a filthy rich family of pigs living in a castle, as told through the eyes of their human butler.",4,Drama,eat the rich,2015
nan,-,"['Ching-lin Chan', 'Garvin Chan', 'Ko-Chin Chen']",-,"Based on the theme of ""My Dream Place"", fifteen directors make a one-minute short film each. Kek Huat Lau from Malaysia reminisces his hometown in the evening breezes; Hsin-yao Huang shoots the conversation between the shaman and the god; Kai-Yan Yang contacts an interview shown from the homeless people's point of view - The limited time frame puts the director's visu... Leer todo",16,Drama,li xiang zhuang tai,2015
46,-,Nicholas J. Moore,Elizabeth Wardlaw,"A couple finds an old box of letters when they move into their new house. Destine to track down the owner of the letters, the wife investigates the family and story behind ""The Letter"".",8,Drama,the letter,2015
nan,-,Ting-Ning Chen,Ting-Ning Chen,"Ann lives with her little brother and grandmother together in a military dependents' village. Her father, Guo, has no stable job and is seldom at home, so Ann has to take care of this family. With Chinese New Year approaching, Guo comes home with lots of fireworks and looks forward to making a big fortune by selling them.",26,Drama,"winter, fireworks and my father",2015
nan,-,U.V. Eranna,-,-,-,Drama,nindu chandrudu,2015
nan,6.6,Lucrecia Martel,Lucrecia Martel,Members of an indigenous community in Argentina dedicated to grazing cows claim the acres of land from their ranch appropriated by the local landowner illegally.,12,Drama,leguas,2015
nan,-,Vihaan Natarajan,-,-,-,Drama,dil say,2015
nan,-,Showy Lin,-,-,2,Drama,go lala go ii title sequence,2015
nan,-,Joep Lommerse,Joep Lommerse,"Thomas lives with his father after his mother died. His father doesn't do a great job raising his son. After Thomas' father gets paralyzed, the tables turn.",8,Drama,vader,2015
nan,-,Corentin Camplong,Corentin Camplong,"Sofiane, Ivan, Pierre and Mouss all have a different past. They will meet on the same day at the same time on the subway.",9,Drama,quelques gouttes suffisent,2015
nan,-,Jana Younes,Jana Younes,"A paranoid father embarks on a dance with his belated wife. His daughter witnesses it all. Set in a realm of sensational language, The family engages in a virtual conversation of love, loss and the impossibility to forget.",14,Drama,and so do i,2015
nan,-,Talor Ohana,Talor Ohana,-,-,Drama,the seventh soul,2015
15,-,Sam Zarrin,-,-,-,Drama,grace,2015
nan,-,Michael Jenkins,"['Chanelle Bernard', 'Michael Benjamin St Louis', 'Delano Gournet Moore']",-,-,Drama,grade,2015
-,-,Bianca Catbagan,Bianca Catbagan,-,-,Drama,paraluman,2015
nan,-,"['Torbjörn Berg', 'Per Wickander']","['Torbjörn Berg', 'Per Wickander']","Set in the small community ancient pride, Hotel Esplanad. A hotel in Etelhem in the middle of Gotland, which has not been in use since the 30th century. Inside, among dust and dead flies, time has stood still. Now, the eroded environments are taken and brought to life by colourful characters. The abandoned village street fills with people and life. The railways put in... Leer todo",26,Drama,hotel esplanad,2015
nan,-,Daniel Alvarenga,-,-,-,Drama,affekt,2015
-,-,Valerie Powers,Valerie Powers,A recently parted couple struggles to find closure.,3,Drama,leaving,2015
nan,-,Maximilian Zammit,"['Craig Helfer', 'Maximilian Zammit']",God and Lucifer decide to play a game to see who has the most influence on a troubled youth named Chris.,10,Drama,religame,2015
nan,-,Parlav Chaudhary,-,The following film is a sarcastic take on the social issue of drinking and driving in a light and symbolic way without actually showing any kind of accident or blood and gore.,-,Drama,ghanta (psa),2015
82,-,Yuvraj Thakur,Yuvraj Thakur,-,-,Drama,filling in the blanks,2015
nan,-,Kendall Christianson,Kendall Christianson,"'Whence Cometh Evil is an experimental short film created by Kendall Christianson. It outlines in flashy, colorful detail the problems with the American political system in only two minutes.",2,Drama,whence cometh evil?,2015
nan,-,Sharon Burrell,Allie Costa,-,20,Drama,glitter and smoke,2015
76,-,Chris Godwin,Chris Godwin,-,15,Drama,the appointment,2015
nan,-,Vladislav Kovalyov,Vladislav Kovalyov,"A group of teenagers riding in a car for a picnic. On the way, one of the guys accidentally shoots a kidnapped girl from a car overtaken on the phone. The guy decides not to tell anyone anything, and soon terrible things start happening to him.",25,Drama,plyaska smerti,2015
80,-,"['Gregory Mc', 'Cann']","['Gregory Mc', 'Cann', 'Joseph Victory']",-,-,Drama,brick,2015
nan,-,Gergely Mózes,Dávid Kovács,-,11,Drama,ponty,2015
nan,-,Rockeshh Reddy,Rockeshh Reddy,-,-,Drama,dirty picture,2015
5,-,Johanna Boyer-Dilolo,Johanna Boyer-Dilolo,"Adrien and his girlfriend Fred spend a peaceful evening on the waterfront. The next day, Fred wakes up with bruises and bleeding in the nose and realizes that she is unable to remember what happened between 8pm and 9pm. For his part, Adrien is subject to strange visions.",25,Drama,abduction,2015
nan,-,Guilherme Sadeck Cunha,Guilherme Sadeck Cunha,"Due to a complicated relationship, a man vents his troubles.",4,Drama,incapaz,2015
nan,-,Ricardo Urueta,Ricardo Urueta,A daughter taking care of her father who is ill but very abusive.,-,Drama,cariño mío,2015
nan,-,Ismayil Zeynalov,"['Ramiz Rovshan', 'Ismayil Zeynalov']",-,-,Drama,23: sen cavabla,2015
11,-,Peng Wang,Peng Wang,A destitute father has no choice but murdering a person. At the moment when he thinks the problems has gone he realize there is another choice which is waiting for him to make.,9,Drama,the moment,2015
nan,-,-,-,Reparto principal,-,Drama,"like father, like son.",2015
nan,-,Björn Schagerström,Björn Schagerström,"When two business partners meet up in a parking garage, small talk turns quickly into serious conversations that takes an unexpected turn. A multi-layered-dialogue-scene where there is a lot boiling under the surface.",9,Drama,bullshit,2015
nan,-,Rodrigo Reinhardt,"['Fernanda Denuzzo', 'Rodrigo Reinhardt']",-,-,Drama,o curto adeus,2015
nan,-,Rahma Nurlindasari,Rahma Nurlindasari,The film depicts the daily life of a grandmother in the kitchen cooking with a traditional furnace. The grandmother impaired health because of smokes that often inhaled while cooking. She felt ill and soon after being hospitalized died. The Granddaughter felt lonely and lost after grandmother's death. She put some flowers at the furnace in the memory of her grandmothe... Leer todo,5,Drama,grandma's stove,2015
nan,-,Edward Rieber-Mohn,Edward Rieber-Mohn,"During the Holocaust, 50,000 gay men were placed in the Concentration Camp, identified by a Pink Triangle on their chest. After the war, the arrest orders were sent out to all of the ""Allied Countries"" resulting in their freedom being taken away once again. This film is dedicated to those who were arrested and in the memory of those who died.",-,Drama,the return of the pink triangle,2015
nan,-,Rebecca Selle,Rebecca Selle,-,23,Drama,tag x,2015
nan,-,Balendra Kaler,Balendra Kaler,-,-,Drama,i am rebel,2015
-,-,Victor Araneda Jure,Victor Araneda Jure,Sarah is an ordinary woman with a surprising new job. She accidentally got herself hired as a hostage interrogator and her first assignment is not forthcoming. Her inexperience will make this interrogation go from bad to worse.,9,Drama,debut,2015
-,-,Alix Lepienne,"['Alix Lepienne', 'Hubert Selby Jr.']","The most notorious of the stories in Hubert Selby's ""Last Exit to Brooklyn"", published in 1964, is that of the young prostitute, Tralala. Born into Brooklyn's underclass, a tragic lost woman, who roam the streets, the hoods and the bars, for a grain of attention. She totally fails to recognize her one hope of salvation when it's staring her in the face.",5,Drama,tralala,2015
25,-,Philip Asaad,Philip Asaad,-,-,Drama,proud,2015
nan,-,Alve Lindenbaum,Alve Lindenbaum,A narrow hallway at a home party and a desperate search for contact. A short story about creating an independent space when you're totally focused on getting someones attention.,7,Drama,steg,2015
nan,-,Jianna Maarten Saada,Leif Eric Johnson,-,-,Drama,ghost star,2015
nan,-,Agustina Sánchez Gavier,Agustina Sánchez Gavier,"""The Storm"" - Feli and Lali prepare and act out an improvised performance in a limited space.",6,Drama,das gewitter,2015
nan,-,Marcos Seneor,Marcos Seneor,-,8,Drama,macapá,2015
-,-,Sheung-shing Chan,Sheung-shing Chan,"Ma is about to close the Angela laundry shop for the day when a young man Sham appears. With a handful of dirty clothes from his stay at the street during the Umbrella Movement, Sham needs his clothes washed.",25,Drama,angela,2015
nan,-,Ray Goldberg,"['Ray Goldberg', 'Paige Wood']",-,-,Drama,dragging it out,2015
nan,-,Kam Hei Chan,"['Kam Hei Chan', 'Wing-Yiu Wong']","In order to fulfill the expectation of her mom and her grandpa, Nam is raised as a boy since she was born. She dresses like a boy every day before going to school, gets changed back to a girl's uniform, and puts on a boy's outfit before heading home. Her hysterical mom anticipates the return of her husband, which is a dream never come true. Nam finds her only shelter ... Leer todo",24,Drama,conditioned,2015
nan,-,Sin Yan Law,Sin Yan Law,"What constitutes a ""disadvantaged youth""? Man Hang did have noble and lofty goals for his life after graduation, but they were quickly crushed by the harsh reality of life. Working an unglamorous job at a warehouse along a colleague with autism, Man Hang was bullied by his boss with unreasonable demands. His mind wanders back to his school days especially when he was ... Leer todo",25,Drama,and afterwards,2015
nan,-,Kin-Ho Poon,Chung-Yan Szeto,"Angela has no doubt that ""one of these days, father will come back from the outer space to take her away because he is an alien."" This thought was instilled by Angela's mother who committed suicide due to severe mental illness. Ever under the watchful eyes of her grandmother and psychiatrist, Angela starts to hear voices from the sky. Weary and scared, the grandmother... Leer todo",20,Drama,an indigo,2015
nan,-,Mei-Fung Lui,"['Mei-Fung Lui', 'Kwan-Sin Shum']","Lai Ha, once a notorious mob boss, has always been strategically planning the career of her only son Yan. It is however never in Yan's intention to follow her mother's footsteps - instead he aspires to be a filmmaker. As a mob, Yan is highly incompetent, and his disappointing performance already messed up a simple drug deal. Lai Ha desperately tries to save her most s... Leer todo",24,Drama,where's the head?,2015
98,-,Ka-Yan Lee,Ka-Yan Lee,"Japanese band Aomori Hensou is the only thing that makes Mei Bo feels alive in this mundane city until she meets Lily, her new neighbour. It happens that Lily is also a huge fan of the band so they start to get along with each other like twin sisters. They wander around the city, from second-hand CD shops, to goldfish market, and other secret spots that nobody knows. ... Leer todo",25,Drama,two of us,2015
nan,-,Lih Janowitz,"['Lih Janowitz', 'Anja Tuckermann']",-,6,Drama,am bahnhof zoo,2015
nan,6.0,Karin Pennanen,Karin Pennanen,-,19,Drama,om vägar,2015
-,-,-,-,Reparto principal,-,Drama,the curfew,2015
nan,-,Vid Steh,"['Rok Sifrer', 'Vid Steh']",Two brothers try to fix their broken relationship after their parents death.,7,Drama,sporazum,2015
21,-,Bonnie Discepolo,Kathleen Roy,-,8,Drama,disconnected,2015
65,-,Peter Lilly,-,"Anna a mother of two struggles to figure out what illness is afflicting her son Robbie as he is constantly being hospitalized. However, things may not be as they seem.",11,Drama,proxy,2015
nan,-,William Vale,William Vale,-,-,Drama,froggy night,2015
-,-,Emily Diana Ruth,Emily Diana Ruth,-,20,Drama,cold,2015
nan,-,Karen Withem,"['Bina High', 'Karen Withem']",-,7,Drama,a rude awakening,2015
nan,-,Katherin Hussein,Katherin Hussein,An older brother uses his imagination to shield his younger sister from their toxic family dynamic.,12,Drama,go far,2015
nan,-,Sergey Arutynyan,"['Sergey Arutynyan', 'Andrey Rubanov']",-,18,Drama,secret video,2015
nan,5.3,"['Rosanna Reccia', 'Alberto Vianello']","['Rosanna Reccia', 'Alberto Vianello']",An Italian couple who emigrated to France is facing an unexpected situation.,10,Drama,domani,2015
86,-,Amit Aanand,-,This is the story of a boy who lives in the city and his mother lives in the village.,-,Drama,maa,2015
nan,-,Meja L. Shoba,Meja L. Shoba,14yr old Tumi searches for manhood in the wrong places. His bad luck quickly changes after running into Pearl.,14,Drama,dear pearl,2015
26,-,Isaiah Stratton,Isaiah Stratton,-,-,Drama,stay,2015
47,-,Noël Barlow,-,"Alice, an exemplary employee, is overlooked for a promotion at work in favor of her colleague Elliot. But is everything in Elliot's life as glamorous as it appears? Or does success depend on perspective? Let us see what happens.",-,Drama,picture perfect,2015
nan,-,David S. Murga,David S. Murga,-,13,Drama,exánimes,2015
nan,-,Konstantinos Giannakopoulos,-,-,9,Drama,stegna,2015
73,-,Jing Jessie Guo,Jing Jessie Guo,-,-,Drama,love at first sight,2015
79,-,Hai Rihan,Hai Rihan,"When a broken family is caught up with breaking news, teenage angst can mean serious danger.",5,Drama,breaking news,2015
nan,-,Iago Barrado,Julia Castro,-,-,Drama,cartas a la memoria,2015
nan,-,Iago Barrado,-,-,-,Drama,madre,2015
nan,-,Trent Welstead,"['Kyle Mc', 'Laughlin', 'Trent Welstead']","Sam and Colin embark on a mission to end mass shootings, but their tactics feature a rather unconventional approach to resolving the escalating, societal crisis.",39,Drama,a glory revealed,2015
nan,-,Trico Fullerton,Trico Fullerton,-,-,Drama,midnight brawl,2015
nan,-,Federico Tamburini,Federico Tamburini,-,-,Drama,other side,2015
100,-,Inbar Horesh,-,"Three sons as three queens portraying their three mothers - reveal the various facets of their lives in a political-comic documentary which exposes the tensions between drag performance and real life. Elias, Aviram and Oz are a trio of Jerusalemite drag- queens who perform together in underground queer parties called ""Jerusalem is Burning"". But as Oz has decided to le... Leer todo",40,Drama,crossing,2015
nan,-,Humberto Vallejo,Humberto Vallejo,-,21,Drama,mi memoria está llena de gatos,2015
nan,-,Luciano Chungong,-,-,-,Drama,the glance,2015
nan,-,"['Garth Mc', 'Carthy']","['Garth Mc', 'Carthy']","A love triangle, involving two brothers, has tragic consequences.",7,Drama,"blink, a tragic tale",2015
nan,-,Omar Moujaes,Omar Moujaes,"An old woman, LAYLA (70), encounters a hallucination of her dead brother, MARK (18), who persists on annoying her with his fascination with the planet Saturn. He describes the beauty of the planet to her through playful tricks like walking on water, while trying to loosen Layla's conservatism. Disillusioned, Layla plays along, accepting the reality that her brother is... Leer todo",27,Drama,enceladus,2015
nan,-,"['Alex Gabassi', 'Rafael GrampáManuel Nogueira']",Felipe Braga,-,-,Drama,romeo reboot,2015
38,-,Marc di Domenico,"['Chloe Pangrazzi', 'Marc di Domenico']","Lila, Boris, Simon and Chiara live like all the young French people of their generation. Between lack of perspective and space, they seek to make a living with the small pieces they find.",26,Drama,housewarming,2015
nan,-,Omar Moujaes,Omar Moujaes,"After AYZEBEL is denied entrance to eleven hospitals, her family finds an elderly home. Her lungs have inflated, and due to her insurance status, she is unable to receive any oxygen. Her parents, ELIAS and MARIAM, conflicted with what the best option is, encounter AMAL, the head nurse at the elderly home, and must convince her to help their daughter. As the story unfo... Leer todo",15,Drama,ayzebel,2015
20,-,Sydney Wattiez,Sydney Wattiez,"At a party, Joanna, a young stripper, meets a rich client, but she is not at the end of her surprises.",19,Drama,joanna,2015
nan,-,Irina Octavia Andronic,Irina Octavia Andronic,-,-,Drama,"find me, keep me, love me",2015
nan,-,Ann Britt Pedersen,Ann Britt Pedersen,-,-,Drama,et gammelt piano,2015
25,-,Majid Farhad,-,-,-,Drama,sleepless,2015
73,-,Lauren Tamke,Lauren Tamke,-,34,Drama,haunters,2015
nan,-,"['Ste Bergin', 'Gabby Ellison', 'Lukas Vitkauskas']","['Ste Bergin', 'Gabby Ellison', 'Lukas Vitkauskas']",-,-,Drama,revolution c,2015
67,-,James D. Meyer,James D. Meyer,Can we see behind the homeless face to have compassion for the person who finds themselves living on the street?,11,Drama,diamond in the rough,2015
-,6.1,Robert Aquino,Robert Aquino,"Kevin, a recently single twenty-something living in Brooklyn, spends his days and nights drowning out his thoughts with booze and sex. He cruises through the neon-drenched nights looking for stimulation and closure, only to find that everything reminds him of his previous failed relationship, one he can't shake due to his inability to understand how it all came crashi... Leer todo",20,Drama,catharsis,2015
nan,-,Saskia Sá,Saskia Sá,-,-,Drama,exílio,2015
nan,-,Cody Andrew Whealy,Cody Andrew Whealy,"A low-income man is just trying to enjoy his day off on an epic winter snowy day, but then his boss calls. What unfolds is the worst morning ever.",10,Drama,syringa,2015
83,-,"['James D. Meyer', 'Sara Meyer']","['Ted Cox', 'James D. Meyer', 'Ivana Simova']",-,42,Drama,the lost sons,2015
nan,-,Ian Walker Hendry,"['Ian Walker Hendry', 'Michael Nimmo']",A tourist takes an audio guide tour of the iconic city of Carcosa.,6,Drama,carcosa,2015
nan,-,Richard Greenwood Jr.,Richard Greenwood Jr.Collin Watts,Milo is forced to discover the truth of his betrayal in this twisted Groundhog Day scenario.,8,Drama,engrossed,2015
nan,-,Fernanda Sales Rocha,Fernanda Sales Rocha,"In an upper-class gated community, a boy was violently attacked by the dog of a couple of residents. Therefore, his parents discuss the need to apprehend or sacrifice the animal.",15,Drama,mancha de sangue no porcelanato,2015
nan,-,Mila Prates,Mila Prates,-,-,Drama,o voo da borboleta,2015
nan,-,Geovany Hercules,Geovany Hercules,"Eduardo is a film student who undergoes internal changes and in the interim life and death interfere with his plans with his girlfriend, Ana. He is then plagued by his memories.",15,Drama,fora de quadro,2015
nan,-,Ximin Yu,Ximin Yu,-,-,Drama,a dog day night,2015
nan,-,Florin Calin,-,-,25,Drama,evenimentul zilei,2015
nan,-,Daniel SanzÁlvaro Sarró,Hugo LópezÁlvaro Sarró,-,20,Drama,renacimiento,2015
95,-,Colin Rivera,Allison Hawkins,Christina finds out that her boyfriend is seeing another woman and decides to confront him about it.,-,Drama,the artist,2015
nan,-,Luca Rovello,"['Julie Besnier', 'Ethan Boury', 'Samuel Helfrik']",-,15,Drama,"c'est rien, je suis tombée",2015
nan,-,Gabriel Anthony Herndon,Gabriel Anthony Herndon,"On the edge of a mental collapse, an employee struggles to get a raise for her medication.",-,Drama,neurotic,2015
nan,-,Conrad Mericoffer,Conrad Mericoffer,"Victor Rebengiuc is an unknown actor from Bucharest. He is called to audition for a ""miracle lotion"" commercial. A satire about the actors' problems in Romania.",12,Drama,casting call,2015
nan,-,José Negrete,José Negrete,-,-,Drama,mensajes de antonio,2015
nan,-,Valeria Rios Castro,Valeria Rios Castro,-,-,Drama,punto de partida,2015
96,-,Inbar Horesh,Inbar Horesh,"Inbar takes a taxi from Jaffa to Tel Aviv central bus station. Everyday conversation with the driver raises many questions, some of which were hidden beneath the surface.",5,Drama,taxi,2015
nan,-,Gabriel Savignac,-,-Louise loves her son and will do anything to protect him until tension between him and an older work colleague threatens their relationship.,10,Drama,ma lionne,2015
nan,-,Wislan Esmeraldo,Wislan Esmeraldo,-,22,Drama,para minha mãe,2015
nan,-,"['Gabriel Ariza', 'Carlos Marin Fernandez']","['Noemí Guerra', 'Elisa Vicedo']",-,-,Drama,osculum mortis,2015
nan,-,Finian Robbins,Finian Robbins,Two young men from a small town in the Irish Midlands agree to meet at the local Railway station in order to take a train to a better place.,7,Drama,railway,2015
32,-,Brian Lawes,Brian Lawes,"After giving up on his family, an estranged son seeks to reconnect with his father and brother.",26,Drama,home again,2015
nan,-,Ashutosh Jha,Ashutosh Jha,-,-,Drama,dushchakra: vicious circle,2015
-,-,Fortunato Valente,"['Marco Ballarin', 'Fortunato Valente']","Andrea is in love of a girl Mia, met at the party, they hang out together till Mia feel oppressed.",12,Drama,mia,2015
nan,-,Stephen Portman,-,-,3,Drama,bon-zo,2015
nan,-,Tatyana Dogileva,Tatyana Dogileva,-,-,Drama,horizont,2015
nan,-,Daniel Stilst,-,-,-,Drama,infidèle,2015
78,-,Pratik Hamand,-,"Days in the life of a happy-go-lucky youth who strives to fight a haunting, unpleasant memory.",24,Drama,five days,2015
nan,-,Danni He Ault,Danni He Ault,"A middle aged Chinese business man Mr Zhang decides to come to Australia to visit his recently graduated daughter Annie. Is he ready to know his daughter is in a relationship with an Australian man, Michael? On a dinner table, Annie's secret is no longer hidden. And, as Annie had predicted, Mr Zhang couldn't possibly accept Michael - someone who isn't the traditional ... Leer todo",11,Drama,mr zhang comes to australia,2015
nan,-,Patrik Krivanek,Patrik Krivanek,-,-,Drama,maminko,2015
nan,-,Jonathan van Tulleken,-,-,2,Drama,date #1: heart,2015
78,-,Mário J.R. Matos,Mário J.R. Matos,Never take things as they are - all can change in a moments' notice.,3,Drama,forgotten,2015
-,-,Luo Min,"['Luo Min', 'Sun Jia Wen']","In a Chinese remote village, old people start to commit suicide.",20,Drama,black mountain,2015
nan,-,Derek Morales,-,-,-,Drama,kalakal,2015
nan,-,John Giordano,John Giordano,Two friends embark on a journey of senses by blending with the edges of nature.,4,Drama,falling as we grow,2015
nan,-,Angie Antoine,"['Angie Antoine', 'Ben Fenton']",-,8,Drama,the butterfly,2015
nan,-,Pieter Verlaak,Pieter Verlaak,-,-,Drama,joey,2015
-,-,Ralph Ramos,Kristoffer Bradley Cruz,A voice helps a teenage boy cope with the loss of his girlfriend.,12,Drama,relapse,2015
nan,-,Sterling Knight,"['Analu Cruze', 'Sterling Knight', 'Maia Posten']",-,-,Drama,morpheum,2015
nan,-,Walt Hermosa,Walt Hermosa,A young boy tries to get a job as a movie critic.,15,Drama,edad ante mente,2015
-,-,Rahul Chakraborty,-,"Sometimes in life, you just have to be strong. This is what the song tells you about, with the Singer Neerja Joshi and Music Director Rajatabh Banerjee.",-,Drama,soch,2015
