puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Helios Nieto,Francisco Gonzalez Piña,"A young female athlete with Asperger's syndrome and no experience in high altitude mountain running sets a new record by climbing 3 volcanoes in less than 24 hours, going through Mexico City's rush hour. Presented by RedBull.",11,Accion,tres picos,2020
36,-,Ethan Hill,"['Ethan Hill', 'Garrison Hill', 'Gianna Hill']",-,-,Accion,superdad,2020
nan,-,Jim Onyemenam,Sam Hamilton,"In London's deserted streets, a young man named Miles tries desperately to escape the gang he is part of with his girlfriend Daisy. Miles' actions have thrust him into indirect confrontation with an underworld ringleader under the peculiar nickname of Blondie. The 15 minutes shor... Leer todo",-,Accion,kissing concrete,2020
nan,-,Bryan Edwards,-,-,-,Accion,salon fury,2020
nan,7.9,Mark Finbow,Mark Finbow,A devout Puritan must go to war against the Crown if he is to secure the people of England's religious and political freedom.,1,Accion,freedom of the people,2020
nan,-,Jay Conning,Jay Conning,"Nine years have passed since Peter Parker donned the mask and as a new threat plots to terrorize New York's underbelly, the seasoned photojournalist is tasked to investigate at the request of editor-in-chief, J. Jonah Jameson.",-,Accion,parker,2020
nan,-,Xenia Leblanc,Xenia Leblanc,A covert operation faces a mundane predicament. An award-winning one minute action film.,1,Accion,covert message,2020
nan,-,Arron Kinser,Arthur Romeo,-,8,Accion,passage,2020
nan,-,Jennaoui Marouane,Jennaoui Marouane,-,35,Accion,solo,2020
nan,-,Andrew Kadikian,Laura Breen,-,8,Accion,a count of treason,2020
nan,-,Naim Abdeslam,Naim Abdeslam,-,3,Accion,acting reel ¨naim abdeslam 2020¨,2020
nan,-,Angela M. Gordon,"['Cynthia Marshall', 'C.j. Scott', 'Benedikt Sebastian']",-,8,Accion,scorched sea,2020
nan,-,Jordan Currie,Jordan Currie,-,19,Accion,the marauder,2020
nan,-,Grant Brown,-,-,28,Accion,ghost rider vs freddy krueger,2020
nan,-,Papa Dadams,"['Papa Dadams', 'BJ Jackson']","After being hit by a bus being driven by Morgan Freeman, Bus Man swears revenge against him.",11,Accion,busman,2020
nan,-,Young-H. Lee,"['Craig Busek', 'Young-H. Lee']","In the violent underworld of a future Asian city, a group of cyborg criminals abduct women to sell into sex slavery. When they abduct Grace, the girlfriend of an assassin, he seeks out the help of a black clinic doctor who convinces him that there's only one way to save her: beco... Leer todo",25,Accion,raze of the cyborg,2020
nan,-,Diana Mills Smith,Diana Mills Smith,"A skilled hitman is given a new performance enhancer before his latest assignment. When this drug causes bizarre and unexpected side effects, the hitman must fight his way out of a dark maze filled with a deadly crime syndicate.",-,Accion,bad hit,2020
nan,-,Jason Gonzalez,Jason Gonzalez,An insurgent scientist turns a soldier into the ultimate war machine to avenge his parents death.,17,Accion,artificial souldier,2020
nan,-,Achyut Prashast Singh,Achyut Prashast Singh,Sandeep narrates the story of a confrontation between a cop who suspects someone for a reason and the suspect who believes the cop is mistaken due to a second reason.,4,Accion,sandigdh,2020
nan,-,Kevin Terry,-,-,11,Accion,fables issue #8: animal farm,2020
nan,-,BJ Jackson,"['Papa Dadams', 'BJ Jackson']","Kcalb Atnas is the only human left in the world due to the invasion of the alien Copsqu, but when a Copsqu discovers his home, he starts to question whether they are all that bad.",13,Accion,kcalb atnas,2020
nan,-,Vanesha Chanta,Vanesha Chanta,-,-,Accion,ex fight,2020
nan,-,Coreetta Buchan,Coreetta Buchan,-,-,Accion,trials of volkore (part 4),2020
nan,-,"['Abhishek Kapdi', 'Kapdi Bhargav']","['Kapdi Abhishek', 'Abhishek Kapdi']",Based On True Indicent.. Wenderfull Movie,21,Accion,indian terrorist,2020
nan,-,Gabriel Garcia,Gabriel Garcia,A man must save one who has been lost.,3,Accion,for the one,2020
nan,-,Coreetta Buchan,Coreetta Buchan,-,-,Accion,journey of three worlds - the re-take,2020
nan,8.4,Sergey A.,Sergey A.,"The main character loves his white shirt, but once it was attacked by gray and dirt. What will the hero do?",4,Accion,anti-dirt,2020
nan,-,Scott Clist,Scott Clist,-,18,Accion,lost soldiers,2020
nan,6.7,Tony Cole,Tony Cole,"Former AIA agent Ryan Sefton has ""officially"" left the world of the living to escape the wrath of a vengeful criminal organization. But as an old saying goes, faking your death is easy - staying dead, not so much.",4,Accion,faked,2020
nan,-,Bryan Edwards,-,-,-,Accion,duck crisis,2020
nan,-,Yasmin Neal,Yasmin Neal,"A team of assassins attack a compound in search of something, and find that their mission is much more than it seems.",-,Accion,fieldcraft,2020
nan,-,Eduardo Javier Zayas,Eduardo Javier Zayas,-,-,Accion,cyberpunk,2020
nan,-,Casey Joel,Casey Joel,"When Sonny, nephew of well known and feared mob boss Jack Holy Smokes Montana, steals money in a heist from his grandfather, he has two options Escape, or go up in flames.",23,Accion,holy smokes,2020
nan,-,Leonardo Orna,"['Chiara Muro', 'Juan Travierza']","Video Tv Short Promotional of projects of the Audiovisual Producer of Cinema and Tv LOH Films Media, an audiovisual group specialized in the creation, development and production of Fiction and Entertainment formats for Film and Television that is committed to talent and the devel... Leer todo",4,Accion,loh films media,2020
nan,-,Tapio Kauma,Tapio Kauma,Two friends head out for summer cottage for some relaxation. However they encounter strange visitors and bloody mayhem breaks loose. In the middle of shooting and explosions the men are faced with question about the true nature of manhood.,-,Accion,kuningasmies,2020
nan,-,-,-,"An entry for the Westworld Scoring Competition 2020 from HBO and Spitfire Audio, featuring an original score by composer Paul Terry, entitled Switching Genres (2020).",5,Accion,switching genres,2020
nan,-,Bernardo Macapagal Jr.,Bernardo Macapagal Jr.Aljohn Mercado,-,42,Accion,dante,2020
nan,-,John Galligan,John Galligan,-,-,Accion,indiana jones and the secret of the queens giant,2020
nan,7.6,Tony Cole,Tony Cole,"The CIA's medically enhanced assassin program has been shut down and all its assets regarded liabilities. One of the few surviving agents, Bryan Stryker, is slowly running out of the drug that made him the program's top operative. Now he must rely solely on his instincts and expe... Leer todo",11,Accion,the stryker ascension,2020
nan,8.7,Jonas Grimås,Jonas Grimås,-,7,Accion,the running man 2020,2020
nan,-,Roman Medjanov,Roman Medjanov,Having fled an ill fated battle a young throne heir is tracked down by a band of mercenaries seeking the end of his bloodline.,14,Accion,an ill wind,2020
nan,-,Rim Shafigullin,"['Rim Shafigullin', 'Daria Shokhina']",-,16,Accion,pizdets,2020
nan,-,Joey Harlow,Joey Harlow,Sometimes the only way out is to fight.,10,Accion,retaliation,2020
nan,-,Stanescu Motatu Demetrio Leonidas,"['Stanescu Motatu Demetrio Leonidas', 'Shaiful Reezal Tajri']",-,-,Accion,leonidas dacul,2020
12,-,Nacho Serapio,Ana Eva CobosÁngel Pan,-,-,Accion,virus,2020
nan,-,Brian Jackson,Brian Jackson,"A burned C.I.A Operative must defend his safe house, after his entire team is killed on a mission in Yemen.",38,Accion,failed state,2020
nan,-,Mico Saad,Daniel L. Rivera,"4 friends decided to skip school for a day to hang out and party with some boys. However, this poor leaves them in the hands of a group of Human Sex Traffickers who beat them, drug them and attempt to sell them. The hunt to find the girls is on as the Detectives have 72 hours bef... Leer todo",-,Accion,207,2020
nan,-,"['El', 'Sutan David Melendez']","['El', 'Sultan David Melendez']",-,-,Accion,rude teenager (adolescente rebelde),2020
nan,-,Nate Jaxon,Nate Jaxon,"A short film about two brothers trying to sell their super steroid to the Russian Mafia, but what happens when the Russian mafia doesn't want to pay the price? Watch on July 10th and find out what happens.",9,Accion,the fury serum,2020
nan,-,James E. Whitley III,"['Philippe Prosper', 'James E. Whitley III']",-,2,Accion,the road ahead,2020
nan,-,Berton Pierce,Berton Pierce,A vigilante millionaire is out to save humanity from itself.,2,Accion,mission: deadly,2020
nan,-,-,Barbara Caffarel,-,-,Accion,o'neil reyes ( showreel) actor ficcion,2020
nan,-,Tazito Garcia,Tazito Garcia,"Three female bank robbers with a mysterious mission use wit, sex appeal and a hostage who's coerced into working for them to retrieve a long lost item to bring an art thief to justice",-,Accion,scampo,2020
nan,-,Alejo Vega,Alejo Vega,-,-,Accion,indiana jones and the last tp,2020
59,-,Kevin Mounce,"['Chris Varteressian', 'Cole Wenger']",Fiona is a musician just trying to go to her show before a thief interrupts her day. This short film takes the audience through her experience in just one continuous camera shot.,-,Accion,one shot,2020
nan,9.4,Mohamed Amine Toujani,Warren Blanchard,"In a neighborhood where crime reigns, a police officer and his unit discover a large stock of cocaine that will be the perfect motive to generate revenge.",26,Accion,l'agent jimmy,2020
nan,-,Cameron Thom,Cameron Thom,"Santo and Johnny, two young thriving mafia soldatos meet to discuss their recent heist and future plans within the chain. Santo has been informed through intel that Johnny has spoken too much, too much outwith the family. It's now Santo's and the family's word, to take him out. I... Leer todo",4,Accion,sleep walk,2020
58,-,James Quinn,James Quinn,-,-,Accion,cornered,2020
nan,-,Allison Albano Knight,-,Type o vodka is a special vodka for vampires and only vampires can drink it. A batch was lost in an accident.,22,Accion,type o vodka,2020
nan,-,Papa Dadams,"['Papa Dadams', 'Benjamin Hayllar', 'BJ Jackson']","When Milkman's milk business starts to dry up, Milkman becomes depressed. However, soon that isn't very important when the world is caught up in an alien invasion and he has to survive.",-,Accion,milkless,2020
nan,-,Jesse van Olderen,Jesse van Olderen,-,-,Accion,youtubekids dora editie 3: dora en de opperhoofd,2020
nan,-,Joshua Ortiz,Joshua Ortiz,The Falcons are defeated. Their base is destroyed. The Darkorians are now planning to invade the nearby planet of Chrystali. The only hope left is the Falcon Fleet stationed on Planet Raleenia.,16,Accion,valiant falcons 2: heroes of the galaxy,2020
nan,-,Leesa Robinson,"['Darran Mc', 'Cabe']",-,-,Accion,smoking man,2020
nan,-,Matteo Maraffio,"['Riccardo Balatti', 'Sebastiano Fumagalli', 'Matteo Maraffio']",-,5,Accion,code yellow,2020
nan,9.0,Lauritz Mazin,Lauritz Mazin,This film follows Wanda Maximoff as she is slowly losing her grasp on reality with her reality warping powers. The Avengers must stop at nothing to stop her world-ending madness.,36,Accion,spectrum cinema's house of m,2020
nan,7.0,Jacob K. Ebbesen,Jacob K. Ebbesen,"In the year of 2008, Thomas Lund gets a mission to catch a spy hunter named Wolf. For Lund it's a little personal, because Wolf was responsible for the death of a beloved friend and colleague.",10,Accion,wolf: a thomas lund story,2020
nan,-,Jacob Boatsman,Jacob Boatsman,-,-,Accion,chip manson 3 - this time it's personal,2020
45,-,Robert Short,"['Shashone Lambert-Short', 'Robert Short']","Qwick, a hip-hop loving tech geek, must find a way to get a secret cure to his late grandfather's restricted lab. Just one thing...there's some people who'd kill to get that cure...literally.",-,Accion,the cure,2020
nan,-,Marjean Holden,Said Kakese Dibinga Chota,"Providence takes time off too spend time with her son, when she is ambushed by an Australian hit team out to collect a bounty that's been placed on her in Europe..",5,Accion,pheromone: providence,2020
nan,-,Adam Roberts,"['Adam Hall', 'Adam Roberts']",-,6,Accion,lost and found,2020
85,-,Samir Ali,Samir Ali,-,-,Accion,to the end,2020
91,-,Brendan Kelleher,Brendan Gerard Kelleher,A top assassin is invited to take part in a deadly new experiment that will change the face of warfare.,8,Accion,under fire,2020
nan,8.1,Sam Wickert,Eric Leigh,-,16,Accion,chalk warfare 4.0,2020
nan,-,"['Marie France Louis', 'Twee Vu Sosa']",Twee Vu Sosa,-,-,Accion,beyond the best,2020
nan,-,-,-,Reparto principal,6,Accion,the rhythm section: fight or flight,2020
-,-,Thomas Merzlak,Thomas Merzlak,"Two people duel for some reason, and are beleaguered by a mysterious presence.",6,Accion,duel,2020
nan,-,Paul Krueger,Paul Krueger,-,-,Accion,man of action,2020
nan,-,Tracy 'Twinkie' Byrd,-,-,-,Accion,because i believe,2020
nan,-,Jason J. Tavares,Jason J. Tavares,"A kid came along who needed a favor, he wasn't a friend and he wasn't a neighbor - Eddie knew better than to trust a strange face, one that lurked out of the shadows from some other time and place.",28,Accion,eddie thurber-iii-the final countermeasure,2020
88,7.7,Tony Cole,Tony Cole,"To rescue the kidnapped son of the President of the United States, John Bailey leads his inseparable and indestructible group of mercenaries into the volatile Horazon. In order to accomplish their task, The Club must take on the entire army of the rogue nation and come face-to-fa... Leer todo",22,Accion,the club,2020
48,6.6,Emre Orun,Emre Orun,A gym owner struggles against an old adversary to keep his gym open while dreams give him clues to help him along the way.,25,Accion,battle,2020
nan,-,Kevin Terry,-,-,12,Accion,fables issue #9: animal farm,2020
nan,-,Martin Holper,Martin Holper,"When unemployed Ben learns that the treatment of his daughter suffering from leukemia is no longer financed, he decides to rob a car rental company .",19,Accion,resolve,2020
nan,-,Piotr Hoang,Piotr Hoang,"Rockstar Puppy, a celebrity in the universe ruled by Cyberpunk Puppies, has a bounty on him and must use his wit to evade Assassin Pitbull - world's most feared puppy hunter.",4,Accion,rockstar puppy: we are the rockstars,2020
nan,-,-,"['Victor Fleischauer Figueiredo', 'Tiago Fleischauer de Oliveira']",Two agents decide to infiltrate a high-security building to steal data from a computer and get rich.,-,Accion,a way in,2020
nan,-,Chris Correa,Chris Correa,Two survivors try to fight on in a terrible world filled with the undead infecting everyone. Will they survive or let the City of Raleigh collapse.,4,Accion,nerfpocalypse,2020
nan,7.9,Aidan Walsh,Aidan Walsh,-,35,Accion,horroverse full movie,2020
nan,-,Chris Correa,Chris Correa,-,2,Accion,r/c warthog,2020
37,-,Aj Cross,-,A new mission brings Peter head to head with a ruthless Karlov who will stop at nothing to incite warfare.,33,Accion,maximum ride,2020
100,-,Josh Hale,-,-,-,Accion,skin deep,2020
78,-,-,-,Reparto principal,-,Accion,dead end,2020
nan,-,Toom Chanda,Toom Chanda,-,-,Accion,betrayal,2020
nan,-,Martin L. Carlton,Martin L. Carlton,-,-,Accion,clear!,2020
nan,-,Faris Jawad,Faris Jawad,-,1,Accion,run hasan run!,2020
nan,-,Charles Steven Durán,Charles Steven Durán,Three mercenaries are hired to assassinate one of their own but there's more to this mission than meets the eye. Dive into the expanded universe of Crosswalk.,-,Accion,crosswalk: mercenaries,2020
nan,-,Bethany Edwards,Bethany Edwards,-,-,Accion,girl's night,2020
nan,8.7,Maarten Lemmens,Maarten Lemmens,"During a Foosball goalkeeper's frustration of being unable to get involved in the action, his pole breaks. He tries to show that he is meant for more than 'just' a goalkeeper.",2,Accion,goalie,2020
nan,-,"['Brian Mcnu', 'Ity']","['Brian Mc', 'Nulty']",-,-,Accion,bloody finch,2020
nan,-,Thorsten Kramer,-,"The music video for the title song ""DEVIL"" (TEUFEL) of the anti-bullying-film ""WHY? You can be the next one!"" (WARUM? Es kann jeden treffen!).",8,Accion,devil,2020
nan,-,"['Brigitte Kali Canales', 'Hayley Keown']","['Brigitte Kali Canales', 'Hayley Keown']","When a Chihuahua named Cholula is kidnapped in broad daylight, her owner vows to do whatever it takes to rescue her fur-baby and make the evil captor pay. Never underestimate the love and determination of a dog mom.",-,Accion,love in the time of cholula,2020
80,5.3,Royce Adkins,Royce Adkins,An ex super soldier with chronic asthma fights to prove his worth.,14,Accion,outcast,2020
nan,-,Lance Muise,Lance Muise,-,3,Accion,ben 10 parody: if the omnitrix was a troll,2020
nan,7.4,Shôjirô Nakazawa,"['Yasuko Kobayashi', 'Shôji Yonemura']","Anna, a 10-year-old girl, runs away from home and later chased by Shocker. She manages to hop onto DenLiner and she gets off during 1989 - the first year of the Heisei Era and has a great adventure with Momotaros and others.",23,Accion,kamen raidâ den'ô: puriti den'ô tôjô!,2020
nan,-,Stelios Daniel Antoniou,Stelios Daniel Antoniou,"A quirky Man, a crazy Lady, a possibly demonic entity and an over-confident captive, collide in this other-worldly tale that focuses on character, morality, and quirky dialogue",-,Accion,ethereal living,2020
nan,-,Lou Ratchett,"['Jayj Blanco', 'Lou Ratchett']","A rising rapper (Blanco) and his friend (Lou) are on a mission to make it out of the streets of Pittsburgh, PA. Now that a notorious drug kingpin (Shiz) is looking for retribution, Lou and Blanco's chance of making it out is slim-to-none.",44,Accion,consignment: betrayal,2020
nan,-,Kenneth Castillo,-,-,-,Accion,unstopable,2020
25,-,Raphaël Kaddour,Raphaël Kaddour,AXEL AND JAWAD WANT TO ROB AUDRY'S HOUSE AND BECOME OBSESSED WITH A SAFE.,-,Accion,obsession,2020
nan,7.5,Terry Leung,Terry Leung,People battling to the death in a seemingly endless wasteland searching for the Embodiment of Angst.,175,Accion,open doom crescendo,2020
nan,-,-,-,Reparto principal,-,Accion,pass the strike,2020
nan,-,"['Silas Dunn', 'Tyler Flowers']",Silas Dunn,Jason Todd comes face to face with an adversary from his past. Only one of them will walk away.,7,Accion,red hood vs nightwing: fallen disciple,2020
nan,9.3,Water Handblast,Water Handblast,"Submarine Man and his friends embark on an epic battle against a dark and evil entity known as ""The Stocking"".",17,Accion,the stocking,2020
nan,-,Samtu Palouki,Samtu Palouki,"SPC Palouki, a Fort Bragg soldier, suddenly hears from his leadership that he will be deployed to Iran the next day, to support the US Troops in the middle east, following the assassination of the Iranian General Qasem soleimani. He has only few hours to prepare and inform his fa... Leer todo",-,Accion,the last call: world war iii,2020
nan,-,Martin Helstáb,Martin Helstáb,"The hand which can't grab it, Stays clean or becomes bloody. Bottom of the lake seen from the mountain, Inside and outside came from the same fountain. ...The special relationship of a hunter, a robot, a giant salamander and a bird creature.",6,Accion,feast of the condor,2020
10,-,Jared Goudsmit,Aidan Beasley,"In a world hurtling toward destruction, Winston has a memory to unravel - and an urgent message to deliver.",5,Accion,phantoms,2020
nan,-,James Barbatano,"['James Barbatano', 'Drew Daly Hopper', 'Bethany Hoover']","Andrew Myst, a young detective hunts down a masked criminal known as the ""Duke"" while protecting the only person he's got left. Meanwhile, secrets unravel and his world is taken by storm.",-,Accion,blood hunter,2020
nan,-,James Wakenell,James Wakenell,"Crime boss Lee Jenkins runs the city and no-one dares to oppose him. However, when rising vigilante Astaroth captures him, steals his leverage and delivers him to the police, Jenkins plots to seek revenge upon his new foe.",15,Accion,astaroth,2020
nan,7.7,Davide Grisolia,"['Davide Grisolia', 'Rick Pfeiffer']","Earth: 65 Million Years ago. The evil Argor Zordak visit the blue Planet searching after animals for his evil experiments. Planet Earth today: A Group of Students, Eva Melas , Anna S. Madres and Tour Guide Biff Wilson follows Joseph Miles into the Cave, but you will not believe w... Leer todo",36,Accion,bad rap rising,2021
nan,-,Zac Fudge,"['Zac Fudge', 'Olivier Lunardi']",A seasoned operative is called in to retrieve an asset on a particularly emotional day off.,-,Accion,extraction: f-229's day off,2021
nan,-,-,-,-,-,Accion,cars and coffee movie,2021
nan,-,Jenny Gärtner,Jenny Gärtner,-,-,Accion,aimbot,2021
nan,-,Justin Mireku,Justin Mireku,-,-,Accion,code black: the journey,2021
nan,-,-,-,It continues nearly six years later.,-,Accion,untitled 2nd epic nerf battle project,2021
nan,-,Fouad Hajji,Fouad Hajji,-,-,Accion,order of khan,2021
nan,-,Faton Millanaj,Faton Millanaj,-,-,Accion,roulette,2021
nan,-,Jenifer Yeuroukis,Jenifer Yeuroukis,-,10,Accion,blessing,2021
nan,-,-,-,"The Dark and Gothic City Known as ""Gotham City"" has been under attack by aliens and the caped crusader and other heroes need help to stop this evil, and solve whom it may be.",-,Accion,pixel batman: enter the phantom zone,2021
nan,-,Sedrick Amar II,"['Sedrick Amar IIMatt Gould', 'Dan Zand']",A Director kidnaps a Writer to make the perfect movie.,-,Accion,blood on the screenplay,2021
nan,7.9,Richard de Carvalho,"['Erik Magnusson', 'Richard de Carvalho']","On the trail of a crashed Imperial Shuttle, two bounty hunters collide over a valuable cargo, only to discover they're not the only hired guns around.",18,Accion,a blaster in the right hands: a star wars story,2021
100,7.9,Marcos de la Rosa,Marcos de la Rosa,-,9,Accion,vagabond,2021
nan,-,Jon Mancinetti,Jon Mancinetti,Anyone can be a hero in their brother's eyes.,25,Accion,super bois,2021
nan,6.5,Rui Constantino,Rui Constantino,"Two divers are exploring underwater caves when they are attacked by a shark, the head of the maritime police joins forces with a young apprentice and a shark hunter to hunt the shark before it takes hold of the beaches.",44,Accion,tubarão: o regresso,2021
nan,-,Ewan French,"['Ewan French', 'Jake Mason']",-,-,Accion,the red room,2021
nan,-,Lorenzo Gutiérrez,"['Lorenzo Gutiérrez', 'Vincenzo Nappi']","In the distant future, within the city of LOS MUTANTES, FREDA DAVIS and LUCILLE NERO, two spies from the National Union of National Spies (N.U.N.S.), ask BETTY POWELL to help bring down the Catholic Association of Quebec (C.A.Q.) and its oppressive leader, JEANNE VERSACON.",13,Accion,n.u.n.s. with nunchucks,2021
nan,-,Romel Xavier Moralez,"['Romel Xavier Moralez', 'Alyxandrya Prynce']",-,-,Accion,losin control,2021
nan,-,Frederick Tabiyus Nah IV,"['Alexander Jesus Burgos', 'Frederick Tabiyus Nah IV']","California native Jamie Gonzalez, an amateur MMA fighter on the verge of his pro debut battles with self worth, past mistakes, tragedy, and the acceptance of those closest to him with his chosen life path. He realizes later that the only acceptance he needs is his own.",-,Accion,find your faith,2021
24,-,Austin Kinser,"['Nick Desantis', 'Austin Kinser', 'Tyler Kinser']","When Chris is accused by his boss of being a rat, he must find his own way out of the cage he now finds himself in",-,Accion,caged,2021
nan,-,Gerardo Herrera,Gerardo Herrera,-,-,Accion,la tercera caída,2021
93,-,"['Yadi Nieves', 'Michael W. Pleasant']","['Christina Johnson', 'Yadi Nieves']",-,-,Accion,revenge,2021
nan,-,John Denton,John Denton,"Max, a reckless corporate employee, is running late for an important board meeting. If he doesn't make it in time, then he faces termination of his job and his life.",-,Accion,constantly in action man,2021
nan,-,Sandra Del Cid,-,-,-,Accion,raquel's legacy the revenge,2021
nan,8.7,"['Chris Oz Mc', 'Intosh']","['Garrett Davis', 'Tori Hartley']","A young woman plans to hold up a gas station as she leaves town, but her plan goes sideways. Fast.",-,Accion,stick up,2021
nan,7.0,Alex Proyas,Alex Proyas,"A young woman lost in a nocturnal, dreamlike city, with her twin psychic brothers who try to help her find her way home as she is pursued by a shadowy cult known as The Mysterious Ones.",20,Accion,mask of the evil apparition,2021
nan,-,Jacob Trup,Jacob Trup,-,-,Accion,the flight of the manakins,2021
nan,-,"['James Stewart', 'Darren Keilan']","['Darren Keilan', 'James Stewart']","Half brothers, Kai and Leo, both desperately want this job. Unfortunately, their deep seeded disdain for each other might land them in hot water.",-,Accion,an awkward encounter,2021
nan,7.1,Kyohei Yamaguchi,Naruhisa Arakawa,-,39,Accion,mashin sentai kirameijâ za mûbî: bî-bappu dorîmu,2021
nan,-,Kyle Wong,"['Jasmin Chong', ""James O'Barr"", 'Kyle Wong']","Based on the hit comic book series ""The Crow"", a new incarnation where Sergeant Mark Leung and his wife are murdered and their daughter Isabelle taken by a Triad run human trafficking ring. Mark's partner Caitlin races to locate them before the trail runs cold and her chance at r... Leer todo",36,Accion,the crow - nightwatch,2021
nan,-,Jake Rist,Jake Rist,"One long, uncut shot turned short film, about an 18 year old Australian soldier arriving on the front line of the Turkish battle in World War I, and following his time in battle.",6,Accion,one war,2021
nan,-,Justin Li,Justin Li,A puzzled college student seeks to assemble an award-winning film from the scattered pieces of his imagination.,10,Accion,formulation,2021
nan,-,Faton Millanaj,"['James De', 'Monaco', 'Faton Millanaj']",-,-,Accion,purge: one v. all,2021
-,-,Robert Bond,"['Robert Bond', 'Russell Newton']",A seemingly innocent young woman's trip to the cinema is almost ruined when three thugs barricade themselves in the screen.,-,Accion,popcorn,2021
nan,8.1,Loukman Ali,Loukman Ali,"Jeff has a crush on a girl that's way outside his social class but he won't let that stop him. He'll do whatever it takes, including breaking a few rules.",29,Accion,the blind date,2021
nan,7.7,Rui Constantino,Rui Constantino,"A man works for a museum in Lisbon, and receives an artefact from a colleague working on excavations in Egypt. But this object has a supernatural strength.",32,Accion,o artefacto,2021
nan,-,Chris Kang,Chris Kang,-,-,Accion,kurdaitcha,2021
nan,-,Kristian Repshus,Kristian Repshus,Leo is an insecure non-risk taker who is on daily basis being pushed down and ridiculed by the same group of bullies. Until he meets Annie and everything changes.,-,Accion,a confident man,2021
nan,-,Wendell Nielson,Wendell Nielson,A blissfully ignorant teen comes of age when a drug deal gone bad erupts into violence outside of the bathroom where she hides.,-,Accion,easy livin',2021
nan,9.2,"['Charley Kendall', 'Cameron Ashplant', 'Jason Hancock']",Cameron Ashplant,"Leo is taken prisoner before his departure home. The businessman is accused of working for American intelligence. He insists he is innocent, but his time in jail will change him forever.",-,Accion,a silent imprisonment,2021
50,-,Clay E Jones,Clay E Jones,-,-,Accion,greed,2021
nan,-,Antoine M. Dillard,Antoine M. Dillard,"Staff Sergeant Blaine, a decorated sniper recently discharged from the 160th Special Operations Aviation Regiment (Army Night Stalkers), goes back to his hotel to get some sleep. Due to PTSD and noisy surroundings, Blaine can't sleep and is compelled to take matters into his own ... Leer todo",15,Accion,citizen blaine,2021
nan,-,Dylan Niemi,"['Brianna Johnson', 'Dylan Niemi']","RUN... Those three letters haunted Blair Saddler's very existence. For four years Blair dedicated herself to protecting animals from the harsh hands of hunters. However, the shelter owner who saved and rehabilitated animals never thought in a million years that she would switch p... Leer todo",-,Accion,seven shots,2021
nan,-,Clay E Jones,Clay E Jones,-,-,Accion,the corie,2021
100,-,Clay E Jones,Clay E Jones,-,-,Accion,wake up,2021
nan,-,"['Glenn Mc', 'Allen-Finney']","['Tommy Bee', 'Glenn Mc', 'Allen-Finney']",-,-,Accion,the n0ughty list iii,2021
nan,-,Tracey Wilkerson,Tracey Wilkerson,-,-,Accion,paragenex terror of the kitai,2021
33,-,Cécile Delepière,John Pirkis,-,-,Accion,trenchcoat,2021
nan,-,Mico Saad,Daniel L. Rivera,"Joe Riv, a decorated and highly trained ex-special forces veteran who was thought to be dead for three years after a Top Secret mission, returns home to avenge the death of his sister who was brutally murdered by the sons of the biggest gangster in town at a night club.",-,Accion,joe riv,2021
nan,7.7,Rumen Russev,"['Kal Minev', 'Marin Rangelov']","When an airborne virus infects the entire population on Earth, one secret organisation discovers an extraordinary man, whose immune system can help them preserve humankind.",-,Accion,covid-20,2021
nan,7.5,James Campbell,James Campbell,"In 1986, Gotham's Dark Knight comes face-to-face with The Punisher as they hunt the same man.",-,Accion,1986,2021
nan,-,Lawrence Whitener,Lawrence Whitener,"Sequel to ""The Handler I - Junkyard Dog."" Dog helps a friend in the 23rd most dangerous city in the world, Baltimore. A dirty cop with MS-13 and BGF gangs means this time, he's all Business.",7,Accion,the handler ii - city dog,2021
nan,8.5,Joseph G. Bucci,Joseph G. Bucci,When deciding on going to war the President is faced with the dilemma that each soldier is someones child.,10,Accion,child warfare,2021
-,-,Jeff Frey,Jeff Frey,Life can change in a heartbeat.,10,Accion,every second counts,2021
nan,-,Leesa Robinson,"['Darran Mc', 'Cabe']",-,-,Accion,smoking man,2021
nan,-,Jason Li,-,Sequel to Gladiolus : It's been 2 years since Evelyn's disappearance. Luke has no idea where she might be until he receives a mysterious phone call,-,Accion,gladiolus: part 2,2021
nan,7.5,Stanton Chong,"['Stanton Chong', 'Hallie Ann Jacobson', 'Sean Kohnke']",-,13,Accion,street fighter: psychosis,2021
nan,-,"['Evangelos Giovanis', 'George Giovanis']",Evangelos Giovanis,Life gets a bit strange with Covid-19 guidelines and boxing.,4,Accion,kovid-20 no new normal,2021
nan,-,Roger Greene Jr.,Roger Greene Jr.,"After the flashy diabolical killer Goldie and his vicious crew murders his partner, introverted undercover cop Reese Walker goes red for vengeance as he sets on a quest for vigilante justice.",-,Accion,kill everybody in the room,2021
nan,-,Harris Josey,Harris Josey,"A 1980s Crime/Thriller set in San Fransisco, California. Watch Tony Han and Marcus Ford as they try to uncover the truth and solve the mystery behind the sudden murder of Tina Lin.",-,Accion,the seal of death,2021
nan,-,Isaac Williams,-,"Northamptonshire local Justine calls for backup from the only person who will believe that aliens have landed in her field, Egon, her conspiracy theorist ex boyfriend. They must save earth from destruction.",18,Accion,alien hunters,2021
100,-,Chloe Cosette,Chloe Cosette,-,-,Accion,hindsight,2021
nan,-,Romel Xavier Moralez,Romel Xavier Moralez,-,10,Accion,sacrifice versus reward,2021
