puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Mengle Han,-,-,2,Accion,mlbb x transformers cinematic trailer,2022
77,-,Roy Finch,Nadine Kostine,-,-,Accion,match point,2022
nan,-,Saleh Tariq,"['Abdulla Al-Adimi', 'Saleh Tariq']","Hossam tries to take revenge on his daughter's killers, but he is in danger.",10,Accion,killing mission,2022
nan,-,Joshua Ortiz,Joshua Ortiz,"General Jesse, Shiloh, and Ani are joined by new recruits in their continuing war to save the galaxy from evil in the form of Supreme Bolgor and King Dennis.",16,Accion,valiant falcons 4: hope of the stars,2022
nan,-,Craig Tiber,Craig Tiber,-,-,Accion,mary's tale,2022
nan,-,"['François-Xavier Aubague', 'David Tessier']",François-Xavier Aubague,-,5,Accion,chasseurs de tornades,2022
nan,-,Geremy Barahona,"['Geremy Barahona', 'Jean Carlos Soto']","After Beating Mickey, Sonic decides to finish off Mickey and Finally end the war that started this mess. Or will he?..",-,Accion,sonic infinity war: part 2,2022
nan,-,Charley Blum,Anthony Cooper,A short film about a group of Crusaders sent on a mission to defeat an enemy beyond their realm.,-,Accion,the knight,2022
20,-,Shant Zadouri,Shant Zadouri,"When a woman finds herself the target of an assassination attempt, she must survive the fight of her life in order to uncover who put out the hit.",10,Accion,the hit,2022
83,-,Liam W. Jennings,Liam W. Jennings,-,14,Accion,bluebird,2022
nan,8.6,Naseer Pasha,Akira Toriyama,"Given diplomatic orders by the Grand Council, Vegeta, now king of the Saiyans, sets out on an interstellar assassination mission.",10,Accion,legend: a dragon ball tale,2022
nan,-,Jackson Bartholomew,Jackson Bartholomew,-,32,Accion,the seekers: a hereafter story,2022
nan,-,Achyut Prashast Singh,Achyut Prashast Singh,A young man named Shivam resorts to destruction with his hammer.,1,Accion,a cold common man,2022
nan,-,-,-,The violent man Shivam finds a new weapon and tests his fighting skills.,1,Accion,a cold common man ii,2022
nan,-,-,-,"The violence-loving Shivam tries to play pretend with a toy shotgun, only to learn a permanent lesson.",1,Accion,a cold common man iii,2022
nan,-,Lawrence Ribeiro,-,"Winner of 15 awards including Best Action and Best Director. An all-out car chase on the streets of Lisbon that roars to an epic ending. The sequel to ""The Chase"" by Lawrence Ribeiro.",-,Accion,part deux: the chase,2022
61,-,Samuel Moyle,Samuel Moyle,-,-,Accion,this time around,2022
nan,-,Anabel Díez,Carlos Troyano,-,-,Accion,verano,2022
nan,-,"['George Watson', 'Kapers Williams Jr.']","['George Watson', 'Kapers Williams Jr.']","Professor Utonium's perfect little girls are all grown up and ready for college, but just when their lives are about to change a new villain appears from nowhere to end them.",-,Accion,townsville,2022
54,-,Neil N.,"['Gabrielle Fritz', 'Dawson James', 'Marianna Ladas']","Grace, an American undercover agent, has been sent on an mission to London to monitor a group of scientists that the U.S. Government suspects poses a possible biological threat. Grace, however, discovers the threat to be a cover up for something entirely different. She is questio... Leer todo",-,Accion,instinct,2022
40,-,Yasmin Nik,Yasmin Nik,-,-,Accion,goodbye,2022
nan,-,"['Karel Konings', 'Maarten Sleegers']","['Karel Konings', 'Maarten Sleegers']","After a group of so-called paedophile hunters beat up an alleged paedophile, one of them fears he has been recognized by him.",-,Accion,jagers,2022
nan,9.5,Bahri Baykal,Bahri Baykal,"Atay auditions for the role of a hitman. When he learns of his rejection, he must make a choice; one possibility being he replaces his gun's blank magazine with a magazine full of real bullets.",12,Accion,seçim,2022
nan,-,Akhil Aron,Akhil Aaron,-,-,Accion,kanal palarum paranja kadha,2022
nan,-,-,Sourav Sarswa,-,-,Accion,crime investigation buddhus,2022
nan,-,Sean Johnson,"['Sean Johnson', 'Kan Shimozawa']","A Blind traveler is making his way across the land, but some Bandits try to cut his journey short. However, their plan takes an unexpected turn.",8,Accion,eyes in the dark,2022
nan,6.5,Darc Mavid,Darc Mavid,-,-,Accion,da capo - the town of music,2022
nan,-,Nathan Block,"['Alex Arredondo', 'Robert Becka', 'Nathan Block']",-,-,Accion,something right,2022
nan,-,Matthew Hornibrook,"['Matthew Hornibrook', 'Tom Lowe']","Seagram, a modern day gunslinger, sets out to find the men who murdered his girlfriend and avenge her.",10,Accion,seagram,2022
nan,-,Ruben Ramirez,"['Jayy Gunna', 'Ruben Ramirez']","A beef between Mexicans and blacks come down to one last meeting. Their only interest in each other is the drug game. As blacks being their number 1 customer, they have to set their issues to the side for business.",-,Accion,a ok,2022
nan,-,Jonathan Carlander,-,-,2,Accion,prop gun,2022
nan,-,Bill Thorpe,Bill Thorpe,-,-,Accion,doom - part 1 - shareware,2022
nan,6.8,Sergey A.,Sergey A.H.P. Lovecraft,"Ctulhu awakens in the city of Kalyazin, and only a video blogger from YouTube and Howard Phillips Lovecraft himself can save the day.",10,Accion,kalyazin. city of the ctulhu,2022
nan,8.2,Sergey A.,Sergey A.A.A. Milne,"Piglet became a Satanist and called on the spirit of Chikatilo, who moved into the baby. Only Winnie the Pooh can stop the returned maniac.",14,Accion,winnie the pooh vs chikatilo,2022
nan,-,Domas Vilcinskas,"['Marija Judzentaviciute', 'Domas Vilcinskas']","Religious groom-to-be and two of his buddies celebrate his bachelor's party in a traditional Lithuanian sauna, where not only their bodies, but also their souls get an unexpected deep cleansing.",18,Accion,inner cleansing,2022
nan,-,Ryley Wayne,Ryley Wayne,-,15,Accion,blake toked 3 hard,2022
nan,7.5,Sergey A.,Roman A.Sergey A.,"A young fisherman tries to catch Sharkey with vodka, but events take a completely unexpected turn.",8,Accion,sharkey 3. merciless summer,2022
nan,7.8,Lars Johnsrud,Lars Johnsrud,A frustrated woman seeks help from a friend for a man who does not listen because he is obsessed with his telephone.,9,Accion,nå skal du høre,2022
nan,-,"['Arto Laukkanen', 'Riitta Jalonen']","['Riitta Jalonen', 'Arto Laukkanen']",Story of a Finnish stunt driver Mauri Uuskoski aka Crazy Mike.,-,Accion,crazy unelma,2022
nan,-,Agustín Marchese,Agustín Marchese,-,18,Accion,a última hora,2022
nan,-,Slav Syrkin,-,"Netology - bringing back high-level education after CoVid but on a new level - online with teachers, with a huge range of professions (from coding to filming), and for all ages.",-,Accion,netology - teach you something new,2022
nan,-,Mars Marshall,-,-,4,Accion,a priceless proposal,2022
nan,-,Mara Cisse,"['Danny Châu', 'Mara Cisse']",-,-,Accion,oh les batards!,2022
nan,-,Jonathan Carlander,-,-,-,Accion,showdown,2022
nan,-,Jonathan Carlander,-,-,-,Accion,kombat'n,2022
nan,-,Matteo Bonissi,Matteo Bonissi,-,3,Accion,correndo,2022
94,-,Will Garber,Will Garber,A web adventure series host and his cameraman venture into the Black Hills of South Dakota hoping to get some good footage. Things take a deadly turn very quickly and now the duo must find the strength and courage to survive before the become prey.,7,Accion,prey,2022
nan,-,Matt Kane,Matt Kane,"In a distant realm, two masters, each representing their clan's unique fighting style, must settle a score.",5,Accion,kick master vs elbow master,2022
nan,-,Alex Dashwood,Alex Dashwood,-,-,Accion,this party's dead,2022
nan,-,Vance Major,"['Vance Major', 'Adam Mullen']",-,-,Accion,threat level midnight: a star trek fan production,2022
nan,-,Josh Pulido,"['Josh Pulido', 'Carlo Becerra']","Two screenwriters struggle to come up with an idea to pitch to their boss at a film studio, and they have less than an hour until their appointment with.....the boss.",17,Accion,the film café,2022
nan,-,Christian Taliaferro,"['Christian Taliaferro', 'Ethan White']","Louis, Jack, Caleb and Vanessa return to continue their search for the Golden Eagle. But conflicting priorities and a sinister dark talon plot attempt to send the group in different directions.",24,Accion,north texas treasure hunters: part 2,2022
nan,-,Nathaniel Dolquist,-,-,2,Accion,steel tango,2022
nan,-,NCA,-,-,-,Accion,kala fasana,2022
nan,-,-,Toby Osborne,Mad Moxxi deals with troublemakers at her infamous bar during the intergalactic launch of her own brand of Ballantine's whiskey in this live show based on the Borderlands video game.,-,Accion,moxxi's finest,2022
nan,-,Zach Crotty,Zach Crotty,"After being resurrected, Clay Anderson tries to track down his former victim and outrun two shady figures with questionable agendas.",-,Accion,speed reaper,2023
14,-,"['Matthew D. Mc', 'Cabe']","['Cathy Mc', 'Cabe', 'Matthew D. Mc', 'Cabe', 'E. Quincy Sloan']",-,-,Accion,legacy,2023
50,-,Jesse Stoudt,-,-,-,Accion,the frontier,2023
nan,-,Liam Owen,Liam Owen,"This short film follows lawyer Matt Murdock. His daily life and his night job too, an action packed sequence of events, true to the ""daredevil"" character.",-,Accion,murdock by day,2023
nan,-,Thomas Gardner,Thomas Gardner,"Set before the events of the acclaimed short 'The Fronts of War', Private William Mawlbury is tasked on finding his close friend Albert, who went missing during a routine patrol.",-,Accion,the prelude to war,2023
nan,-,"['Anton Bucher', 'Michael Schweighart']","['Anton Bucher', 'Michael Schweighart']","A dynamic young agent with the number ""009"" has to solve a big mystery with the help of his CIA associate ""Leo Meckes"".",-,Accion,agent 009: chollapsis,2023
nan,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,3,2023
96,-,Cameron Lessard,Cameron Lessard,"When he attempts to rob a convenience store, a timid young man soon realizes that he isn't the only one with the same idea.",-,Accion,buddy,2023
nan,9.8,"['Arjun Vardhan', 'Kiran Vardhan', 'Ritika Vardhan']",-,-,-,Accion,hacker 3.0,2023
nan,-,Krstover Luaay,Krstover Luaay,"Money greed is a short film abut four gang members planning to Rob a jewelry store, after they come back from robbing the jewelry store, the boss will split the money not equally because hi is greedy, and they will fight because of that.",-,Accion,money greed,2023
nan,8.4,Rui Constantino,Rui Constantino,-,48,Accion,the exterminator: don teschio's revenge,2023
nan,7.1,Oscar Boyson,"['Oscar Boyson', 'Erin De', 'Witt']","While trying to navigate a city that won't provide him a bathroom, a delivery worker discovers an unearthly presence infecting women all over New",20,Accion,power signal,2023
nan,-,Rúni Djurhuus,"['Rúni Djurhuus', 'Bjarni Samson']","Mojave Desert: A woman offers a ride to an Austrian photographer with a penchant for posing his models as dead bodies, leading to a shocking confrontation between the pair.",-,Accion,das photo,2023
nan,-,Garshasp Ghobadi,Garshasp Ghobadi,-,-,Accion,the free hearts: friedrich nietzsche,2023
nan,-,Michael Gibson,Michael Gibson,-,13,Accion,minotaur madness,2023
nan,-,Mat Newcomb,-,Take a look behind the scenes of Prizefighter: The Life of Jem Belcher and how Matt Hookings brought together heavyweight stars on his passion project that took him 10 years to make.,23,Accion,the making of prizefighter: the life of jem belcher,2023
nan,-,Vishal Ranjithkumar,-,This is a short story set in an alley where a person kills someone on the top of the building,4,Accion,the alley in still,2023
nan,-,Ron Wilson,Ron Wilson,"In this neo-western, a young bodyguard named Adelade (Alyssa Mills) has to protect her newest client (Broghanne Jessamine) from a vicious criminal (Nicholas Cochetto). However, before she can, Adelade's best friend Maya (Belle Pace) must help her overcome her self-doubts about he... Leer todo",16,Accion,adrenalade,2023
nan,-,Jonathan Cocco,Irene Plax,-,-,Accion,pickle fight,2023
nan,-,Izaiha Fm,Charles B. Soto,"With Morty 18, He is all moved out and ready for College. He rents an apartment to stay in, but can he prove is awesomeness to Katie?",38,Accion,morty & friends: the next generation!,2023
nan,-,Asterios Karatzas,"['Karatzas Asterios', 'Konstantinos Lampadaris', 'Petros Stavrianos']","A guy named the one gets confronted by his negative version, the holy one, while giving a fight of death and love.",-,Accion,revenge of the ninia: the cressent of the last vyssinfield,2023
nan,8.1,Brian Tang,Brian Tang,"After a young Arthur stumbles into the spirit world, Hiro, his father, and captain of an elite SWAT Samurai team, rescues him from a terrifying Yokai Spirit, solidifying Arthur's unrealistic admiration for his savior.",15,Accion,kodama,2023
nan,-,Johnny K,"['John Broughton', 'Johnny KPaul Sieber']",The crew of the Starship Farragut enter a new era to battle an old foe.,-,Accion,farragut forward,2023
nan,-,Noah Hasselmann,Noah Hasselmann,"James Duck Thanatos Project (a James Bond fan film) tells the story of the one and only James Duck, agent of the MI6, who is tasked to save the world one another time because Blofeld, the rich and evil antagonist, is about to plunge the world into chaos with a secret project call... Leer todo",27,Accion,james duck thanatos project,2023
nan,-,Jonathan Carlander,-,-,2,Accion,watching,2023
nan,-,Ioan Rotarescu,Ioan Rotarescu,-,3,Accion,strange encounter,2023
nan,-,Matthew Arnashus,Matthew Arnashus,-,-,Accion,dealing death,2023
nan,-,Danny Shepherd,Ian Volner,-,-,Accion,genshin impact: sumeru showdown,2023
nan,-,Scottio Arnold,Scottio Arnold,-,1,Accion,lead by example- d fortune,2023
nan,-,Luca Luongo,"['Maurice Leblanc', 'Luca Luongo']",Snowblind traces the origins of Arsène Lupin. The Snowblind police force deals with infiltration into the crime system all over the world. A great crisis begins when the list of the agents stationed in Italy is cryptically stolen.,34,Accion,snowblind,2023
nan,-,"['Muslim', 'Muhammad Muslim']","['Muslim', 'Muhammad Muslim']",The movie begins with Two gangs known as Lala Bhai Gang and Moosa Bhai Gang. The Moosa and Lala Do murders of people for their own profit. Their peoples can kill anyone without any hesitation. The Aim of this movie is to overcome this hooliganism produced by The two gangs.,-,Accion,gangs of larkanapur,2023
nan,4.6,Neo Damberg,Neo Damberg,What happens when evolution and revolution collide? A peaceful dinosaur gets disturbed by the brutal Batman. But it's not the regular Batman... it's silver Batman. They fight til' death... but who will win? The peaceful dinosaur or Batman? This movie shows the epic fight between ... Leer todo,1,Accion,epic dinosaur and batman fight,2023
nan,-,Abison Yumnam,-,-,-,Accion,one one three,2023
0,-,Oscar Wolfgang,Ian Boyd,"Akiko and her sister Yua, plan to escape the city, but Akiko is not ready to settle without violence.",-,Accion,spine,2023
nan,-,Omar N'Diaye,Omar N'Diaye,-,30,Accion,craig: the new path,2023
nan,10.0,"['Nathan Bell', 'Nathan Villanueva']","['Nathan Bell', 'Chris Nathan Mc', 'Call', 'Nathan Villanueva']","Austin Felix, a young rookie Criminal who is neither a hero nor a villain, just a victim of fate's circumstances, this time he must deal with the consequences of his Mistakes, a short film directed created, and written by Nathan Bell, by fast-paced cinema. that gives a message in... Leer todo",-,Accion,at the edge of today,2023
nan,-,Gábor Könczöl,Gábor Könczöl,"Some villains plan an evening burglary, but a lottery draw on television changes the night and the fight for the lottery ticket begins.",-,Accion,gazfickók,2023
nan,-,Lenny Vitulli,Lenny Vitulli,A mysterious blacksmith develops special powers in his quest to defeat Exmortus.,-,Accion,exmortus mind of metal,2023
nan,-,Ganiyu Amusan,Ganiyu Amusan,"Ex-military must take down four criminals who invaded his home. Justice may be served, but do we ever hear the end of crimes? ""When you fight a battle, never forget the war never ends""",27,Accion,offenders,2023
nan,-,Tal Somech,Tal Somech,Emily celebrates her 6th birthday on a magical trip with her family and slowly exposed to the horrifying reality that her parents are trying to council from her using modern technology and entertainment systems.,-,Accion,emily's mountain,2023
nan,-,Patrik Seno,Patrik Seno,"An ex-military is being hunted by a criminal organization. Fighting to survive, he will be losing everything he ever cared about.",-,Accion,target: the fall of phantom,2023
nan,-,André Joseph,Michael Schiavo,"A short fan film inspired by the classic Hasbro toy line and Marvel Comics animated series. Set after the events of 1987's G.I. JOE: THE MOVIE, a recovering Duke sends Stalker, Scarlett, and Snake-Eyes on an unsanctioned mission to Cobra Island where they confront a newly revived... Leer todo",14,Accion,g.i. joe: the fall of cobra,2023
nan,-,"['Alex Aymard', 'Rodolphe Aymard']",Alex Aymard,"2023, Antarctica. Power outage. Marie, a researcher, abandoned by her colleague, is on her own to restart the generators and survive.",2,Accion,-13°c,2023
nan,-,Henry Hobson,"['Darren Beresford', 'Richard Gayton']",-,-,Accion,live from ps5,2023
nan,-,Enzo Trenson,-,-,-,Accion,liason secrète,2023
nan,9.1,Matthew Price,Matthew Price,"Jon Tizick and Taro Koka talk about their lives before Taekwondo, how they got into Taekwondo and how they ultimately became world champions.",25,Accion,taekwondo: the champions,2023
94,-,Andronica Marquis,-,"In this action-driven drama, a troop of military misfits are sent on a covert mission to test pilot-navigated weaponized government drones. They soon find themselves fighting for their lives when they discover the mission is not what it seems.",13,Accion,drone,2023
nan,10.0,Yale Sky,"['Yale Sky', 'Spence Wards']",A rich man in London gets his expensive watch stolen.,1,Accion,crime pays,2023
nan,-,Jhon Texis,-,-,-,Accion,k.i.t,2023
nan,-,"['Jack Campise', 'JP Stanley']",JP Stanley,"Michael, a young teenager, moves to the big city with his hopes, dreams, and Inner Child, the manifestation of his true self. After getting worn down by the city, it's up to Michael to reignite his inner passion.",-,Accion,american dream,2023
nan,-,Ryan Groves,Ryan Groves,-,-,Accion,abducted,2023
nan,6.6,Alex Cohen,Alex Cohen,"Justin Huang, an elite junior squash player who helps train children, becomes entangled in a game of blood, sweat, and spit when a wealthy father approaches him with a deal to help his son.",15,Accion,crack shot,2023
nan,-,Andrew Warzecha,Andrew Warzecha,A big boy goes out to fight his nemesis.,5,Accion,bubby's nemesis,2023
nan,-,Gruffudd Ab Owain,"[""Finn O'Ceallaigh Llywelyn"", 'Gruffudd Ab Owain']",-,-,Accion,sacré bleu,2023
nan,-,Graham Holliday,Graham Holliday,"Red Phantom, a superhero with a hidden superpower, confronts a skilled trafficking gang that corners him into revealing his superpower with devastating consequences.",6,Accion,red phantom,2023
90,-,Patricio Mosse,Patricio Mosse,"Lublin, 1944. Tomasz and Szymon raid a Nazi camp before joining the Polish resistance.",-,Accion,warsaw,2023
91,-,Cosimo Nando,Cosimo Nando,-,6,Accion,vincere,2023
nan,-,Tobiasz Walkiewicz,Tobiasz Walkiewicz,Corporate employee and Student are going in opposite directions and have a problem with passing each other. They try to solve it in an unconventional way. The Kung fu - way.,5,Accion,sztuka mijania,2023
nan,-,Jacob K. Ebbesen,Jacob K. Ebbesen,"Viktor Storm is no longer the apprentice of Scorpius. He is now on the hunt for the criminal Rhett Coleman, after he executed a terrorist attack in England. Viktor soon finds himself face to face, with the diamond collector Silverclaw.",17,Accion,silverclaw,2023
nan,-,Macc Dundee,"['Ian Cranston', 'Macc Dundee']",-,-,Accion,fresh out,2023
nan,-,"['Jared Draney', 'Ben Hess']","['Jared Draney', 'Ben Hess']","Rick Sharpe, the son of late cancer researcher Martin Sharpe, in an effort to keep his father's work alive, breaks into Sharpe Labs to steal his father's recent cure for cancer. But when his Uncle, Victor Sharpe, stops Rick in his tracks, he must use his resources to take the cur... Leer todo",12,Accion,malignant,2023
nan,6.8,Neill Blomkamp,-,"As one of the three warring MegaCorporations ruling the island, Cascadia Global teeters on the brink of chaos. Board member Vincent Roberts cannot allow that to happen.",7,Accion,vincent - off the grid cinema,2023
nan,-,Kishor Kayastha,-,-,-,Accion,power liquid liner reizvoll cosmetics,2023
nan,-,Mpolypragmon,Mpolypragmon,"After a vehement battle of excruciating pain, a common folk makes haste to gain aid from the heroes she has heard tales of. What she finds might not be what she expects.",5,Accion,"crouching party, drunken cleric",2023
31,-,Lauren Alice,Curtis J Brown,-,9,Accion,wild card,2023
nan,-,Brandon Morgan,Brandon Morgan,"Based on the 'Star Wars' franchise created by George Lucas, two padawans struggle to come to terms with reality after surviving the infamous Order 66. The two come to a disagreement on how to move forward and a battle between them ensues.",7,Accion,duel of the fallen,2023
nan,-,Jonathan Carlander,-,An adventurer embarks on a quest for a lost dagger and fights off someone else with the same idea.,2,Accion,raiders of the lost dagger,2023
nan,-,Arash Shabany,"['Arash Shabany', 'Michael-Eoin Stanney']",When a routine operation goes wrong; an intelligence officer watches helplessly as his unit is torn apart.,-,Accion,troops in contact,2023
nan,-,Moritz Sacher,"['Mackenzie Criswell', 'Moritz Sacher']",Two brothers get into a fight over a plate of crackers that ends in death.,1,Accion,feindseligkeit,2023
nan,-,Philippe Cornette,Philippe Cornette,"Eva, a young teacher, is heckled by her students. One day, she expels Medhi from her class after a strong altercation. The young man swears to come back the next day to put a bullet in her head.",-,Accion,putain d'amendement,2023
nan,-,Peter Hervol,Peter Hervol,"There are some debts that must be paid for in blood. The Punisher journeys into the New York underbelly on a mission to find the man who killed his wife and daughter. On the way, he learns more about himself and the world around him.",-,Accion,punisher: blood debt(fan film),2023
nan,-,Tommaso Gorani,Tommaso Gorani,-,7,Accion,una storia d'azione italiana,2023
nan,-,Bryson Sams,"['Scotty Demorest', 'Israel Ridley', 'Bryson Sams']","Jaxon Cross searches for a Mob Boss, but he finds the task is too easy.",5,Accion,jaxon cross,2023
nan,-,"['Guy Chackarov', 'Omri Dagan']","['Guy Chackarov', 'Omri Dagan']","Rookie cops Jheanell and JD let a career-making bust slip through the cracks. Demoted and disarmed, they look for a chance at redemption by trying to catch crime boss, Max Danger.",-,Accion,supervised,2023
47,-,Charlie Harris,-,-,-,Accion,redemption,2023
nan,-,Iaw Stopmotion,Iaw Stopmotion,Stan Bridges and ST join forces to take down a common enemy.,2,Accion,enforcer,2023
50,-,Taber Johnson,Taber Johnson,-,12,Accion,fubar,2023
83,4.8,James Chappell,"['Shae Beadman', 'Taryn Beadman']","On the run from a corrupt government, we open on twins, Jessie and Freya in a training sim. Jessie, tormented throughout the sim by her inner demons, fails to complete the mission and save her sister. Ambushed by a group of male soldiers from the government, Freya desperately tri... Leer todo",-,Accion,fuse,2023
nan,-,Raymond Ritzau,Raymond Ritzau,-,-,Accion,no return,2023
31,-,Mikael Aron,Mikael Aron,"Santa is late delivering presents, again. Santa's agency sends one of their best agents to find him and help him back on his journey throughout the world.",-,Accion,christmas cookies,2023
nan,-,"['Tom Bracke', 'Rocco Mareri']",-,"2023 Roberto Perez meets up with Sierra Martinez to conduct a ""business deal."" Both have told each other to come alone but both have also lied to each other.",7,Accion,double crossed,2023
nan,9.1,-,-,Reparto principal,7,Accion,honkai impact 3rd: graduation trip,2023
nan,7.6,"['Ángel Gómez Hernández', 'Aure Roces']","['Charles Davis', 'Aure Roces', 'Will Shephard']",-,3,Accion,honor: cruce de caminos,2023
nan,-,Jacin Guillienne Gayent Dixon,Jacin Guillienne Gayent Dixon,"A race car driver struggles with imposter syndrome. As she debates her worth, by hiding in bed, her encouraging parents wait impatiently for her to rise.",-,Accion,bhatl battle,2023
nan,-,"['Siddhesh Patil', 'Sushant Pawar']","['Siddhesh Patil', 'Chaitanya Pawar']","This is the story of a boxer who has potential but fails every time to make a decision. Even in the midst of his life, he is incapable of making decisions. He is afraid to take new decisions. The boxer's coach helped him see his potential when he defeated an invincible opponent o... Leer todo",-,Accion,inner conflict,2023
63,-,Jonathan Carlander,-,-,2,Accion,knock out,2023
nan,8.8,Tony Cole,Tony Cole,"1942. The Continuation War rages on, and intel acquired by Finnish intelligence suggests a major Soviet offensive supported by local partisans is imminent on the Eastern border. Sissi lieutenant Jussi Nygård is sent to stop the attempt in its tracks.",38,Accion,the partisans,2023
nan,-,Xingyuan Ouyang,Xingyuan Ouyang,"Neil, an amateur actor, goes to an audition that's mysteriously in an isolated cabin, where he discovers Smith, and his evil plot.",4,Accion,the chip in brain,2023
nan,7.8,Blue Hat Animator,Blue Hat Animator,Sequel to Sledge. Lego Stop Motion short.,6,Accion,sledge 2: back from the dead,2023
nan,-,Henry Kro,-,-,37,Accion,mir,2023
nan,-,Tony Cole,Tony Cole,"1972. Weapons-grade carbon monoxide changes hands on the black market, and all signs point to a fascist-leaning guerrilla army in the backwoods of Patagonia. George Whitebrooke is sent to track down its violent and business-wise leader Lionel Juan Bautista, who shares a surprisin... Leer todo",21,Accion,george whitebrooke: through fire and water,2023
nan,-,Tony Cole,Tony Cole,"Governor Dennis Burton's brother is murdered in a case of mistaken identity, and it becomes apparent the Governor has a price on his head. Stern and hard boiled Secret Service agent Jonathan Stafford is assigned to the protection detail. Not only does Stafford have to face off wi... Leer todo",22,Accion,all it takes is a triggerman,2023
-,-,Sierra Dixon,Sierra Dixon,"Miguel Garcia was the leader of the largest luxury car theft ring in the Southwest Region. After firing his friend and business partner, Louis Lopez, a violent turf war ensued. This war continues to plague the city of Albuquerque. This is the believed cause of Miguel's brutal mur... Leer todo",-,Accion,fate,2023
nan,9.0,Tómas Nói Emilsson,Tómas Nói Emilsson,"Broken by a tragic loss, a young man turns to a fight club to battle his inner devil through physical violence, but he risks losing himself in the process.",5,Accion,devil never killed,2023
nan,8.0,Gianfranco Sorrentino,Blake Swift,"The Lamb returns to his cult with mushrooms. He marries a new spouse. He makes the mushrooms into a soup, and gave it to his followers. They become high burn the entire cult down. They also attacked the Lamb. The Lamb killed all of them.",8,Accion,cult of the lamb: doom & shroom,2023
nan,-,Kristen Gish,Kristen Gish,-,10,Accion,kelly and the kung fu gators,2023
nan,-,Nicolas Van Beveren,"['François Rémond', 'Nicolas Van Beveren']",-,20,Accion,vercingetorix,2023
nan,-,Jon Gillette,Jon Gillette,A legendary retired hit man gets a surprise visit from his former apprentice and a hit squad looking to settle an old score.,-,Accion,the hitman's apprentice - chapter 2,2023
nan,9.1,Caden Butera,Caden Butera,John Wick's overweight rival John THICK is minding his own business when a a handful of masked goons break into his house to steal his last donut.,6,Accion,john thick,2023
nan,-,India Millward,India Millward,"It's New Year's Eve and Frida is getting ready to go to a party. There is a knock on the door, and even though Frida is not expecting a visitor, she opens it - which was a big mistake. The man on the other side of the door hurries to grab Frida and drag her out, but it was not Fr... Leer todo",13,Accion,ude af kontrol,2023
nan,-,Marine Hébert,Marine Hébert,-,-,Accion,tomoe,2023
nan,-,Christopher B. Walsh,-,"Sídero in Greek means, iron. ""As iron sharpens iron, so one man sharpens another."" Proverbs 27:17. When two men contradict each other, a duel transpires; a combat between them, armed with lethal rapiers to resolve the conflict once and for all. However, after coming to full blows... Leer todo",-,Accion,sídero,2023
nan,-,Julian Wallner,Julian Wallner,The leader of a group of wrongly convicted witches wants to take revenge on the murderer of her family during a rescue mission.,-,Accion,the spawn,2023
nan,-,Nicholas Silvaggio,Nicholas Silvaggio,"Before Scarecrow and after Outré, Experience the Triplets Story in the Scarecrow Timeline",-,Accion,a triplets tale,2023
nan,-,James Thomas,-,-,-,Accion,kiss the girl,2023
nan,-,"['Colm Mc', 'Carry']","['Colm Mc', 'Carry', 'Lucas Ramos']",-,-,Accion,bumblebee: a downfallverse story,2023
nan,-,Monica Golovina,-,A young Red Army soldier left without ammunition is forced to fight against two armed German soldiers.,-,Accion,one against two,2023
nan,8.0,Jacopo SpanóAlessandro Felice,Jacopo Spanó,"A secret agent without fear, but a lot of cliché try to get informations about a diamond stolen by an intelligent thief.",15,Accion,the fucking diamond,2023
nan,-,Harley Jay,Harley Jay,"After she killed her demon, The Lady comes back and finds herself confused why this thought-to-be dead demon is still alive - and killing her at every possible moment.",10,Accion,myself 2: a dream,2023
nan,-,Cristiano Benussi,Cristiano Benussi,"Arie is an orphaned and resourceful girl who lives in an abandoned plane. She studies and works every day to be able to follow in the footsteps of her parents, explorers who died in a plane crash.",18,Accion,il quarto angelo,2023
nan,-,Noah Miles,Noah Miles,"Stanley lost his entire life's savings in the span of 5 seconds. Can he get it back? More importantly, at what cost?",-,Accion,the bet ii,2023
nan,-,-,Rihaan Patel,Even though Captain bahadur has called off from his duty but he has still not stopped serving the nation and now he is on his own mission to protect our society by eliminating the unlawful activity and maintaining peace.,-,Accion,captain bahadur: protecting the motherland,2023
nan,-,Gabriel Morse,Gabriel Morse,-,10,Accion,joe of the dead,2023
nan,-,Louis Obioha,Louis Obioha,-,-,Accion,hermanita,2023
nan,9.5,Chen Sikunda,Chen Sikunda,"Part two of a trilogy of short films in a futuristic world, where machines have access to the human mind. A person's memory and personality can be erased with the push of a button. Lauren, a secret agent, who came to meet with another agent named Amy, finds herself fighting for h... Leer todo",4,Accion,reform,2023
nan,-,Gimbals Moonier,Gimbals Moonier,A recreational winter adventure takes a bizarre turn when a monoskier is transported to a beach.,-,Accion,the lost monoskier,2023
nan,-,Ks Rathore,"['Ks Rathore', 'Sonu Yadav']","There are four friends who go for a walk in a fort, but during this time something happens to them on the way that their friends disappear one by one.",15,Accion,who was he?,2023
nan,6.5,Joe Lopez Perez,Joe Lopez Perez,-,3,Accion,dllblv: the end of my world,2023
nan,9.7,Manos Kasapakis,Christos Arfanis,"As a tourist wanders through the dark alleys of Gotham City, she suddenly find herself face to face with the city's enigmatic vigilante but is this encounter too good to be true?",4,Accion,crime night,2023
