actor,año_nacimiento,que_hace,conocido_por,lista premios
Jonathan Martínez,2008.0,"['Reparto', 'Sonido']",['Special Delivery (2007)'],
Jess Jacobs,,"['Reparto', 'Producción', 'Guion']","['Butterfly Caught (2017)', 'Un fin de semana inesperado (2021)']",['San Diego Film Festival']
Andy Nyman,1966.0,"['Reparto', 'Guion', 'Dirección']","['Judy (2019)', 'Historias de ultratumba (2017)', 'Un funeral de muerte (2007)']","['Cherbourg-Octeville Festival of Irish & British Film', 'Fangoria Chainsaw Awards']"
Kunal Sharma,1987.0,"['Reparto', 'Banda sonora']","['Prison Break (2005)', 'Los chicos están bien (2010)']",[]
Sierra Benson,,['Reparto'],[],
Nina Brundahl Warnolf,,['Reparto'],[],
Ullas,,"['Reparto', 'Dirección', 'Guion']",[],
Rich Pintello,,"['Reparto', 'Guion', 'Producción']",[],
Freddy Downham,,['Reparto'],[],
Sean Farley,,"['Guion', 'Producción']",[],
Arshad Warsi,1968.0,"['Reparto', 'Guion', 'Dirección de la segunda unidad o asistencia a dirección']","['Lage Raho Munna Bhai (2006)', 'Ishqiya (2010)']","['Filmfare Awards', 'Awards of the International Indian Film Academy', 'Zee Cine Awards', 'Apsara Film Producers Guild Awards', 'Bollywood Awards', ""People's Choice Awards, India"", 'Indian Television Academy Awards, India', 'BIG Star Entertainment Awards, India', 'Sabsey Favourite Kaun Awards', 'Screen Awards, IN', ""Bengal Film Journalists' Award"", 'Global Film Awards', 'Talent Track Awards', 'Bollywood Life Awards']"
Peggy Lukac,1949.0,['Reparto'],"['Knallerfrauen (2011)', 'Rote Rosen (2006)', 'Lacoma (2009)']",[]
Gary Furlong,,['Reparto'],[],
Glenn G. Bowman III,,"['Reparto', 'Guion', 'Cámara y electricidad']",[],
Donna Brunsdale,,"['Reparto', 'Guion', 'Cámara y electricidad']",[],[]
Yannick Choirat,,"['Reparto', 'Guion']",[],
Joep Drewes,,['Reparto'],[],
Jay Paulson,2008.0,"['Reparto', 'Banda sonora']","['Trampa 22 (2019)', 'I Am the Night (2019)', 'Mad Men (2007)']",[]
Abbey Dubin,1983.0,"['Reparto', 'Guion', 'Edición']",[],
Olivia Avante,,['Reparto'],[],
Arvind Krishna,,['Reparto'],[],
Brooke L. Berry,,['Reparto'],[],
Nada Sharp,,['Reparto'],[],
Mevlut Akkaya,,"['Producción', 'Dirección', 'Reparto']","['Terrorismo en New York (2010)', 'A Jazz Story (1999)']",
Andrew Leeds,,"['Reparto', 'Guion', 'Producción']","['El paciente (2022)', 'Barry (2018)']",[]
Tamás Jordán,1943.0,"['Reparto', 'Dirección']","['En cuerpo y alma (2017)', 'Tüzvonalban (2007)', 'A tökfilkó (1982)']",[]
Bob Ross,1942.0,['Reparto'],[],[]
Alicia Mezza,,['Reparto'],[],
Yvo René Scharf,1979.0,"['Reparto', 'Producción', 'Dirección']","['Toxic Lullaby (2010)', 'Ostwind 2 (2015)', 'Damned on Earth (2014)']",[]
J. Anthony McCarthy,,"['Reparto', 'Producción', 'Guion']","['The WiseGuys (2009)', 'Boris and the Bomb (2019)']",
Jurnee Woo,,"['Reparto', 'Producción', 'Guion']",[],
Michael Wawrzynek,,"['Reparto', 'Guion']",[],
Camila Giacometti,,['Reparto'],[],
Lucy Liemann,1973.0,['Reparto'],"['El ultimátum de Bourne (2007)', 'Hotel Babylon (2006)', 'Reggie Perrin (2009)']",[]
Marcella Grimaux,,['Reparto'],[],
Cristina Umaña,1974.0,"['Reparto', 'Producción', 'Banda sonora']","['Yo amo a Paquita Gallego (1997)', 'Distrito Salvaje (2018)', 'Noticia de un Secuestro (2022)']",['The Platino Awards for Iberoamerican Cinema']
Josh O'Connor,1990.0,"['Reparto', 'Guion', 'Composición']","['Tierra de Dios (2017)', 'The Crown (2016)']","['British Independent Film Awards', 'Critics Choice Awards', 'Chicago International Film Festival', 'Primetime Emmy Awards', 'Golden Globes, USA', 'Screen Actors Guild Awards', 'Stockholm Film Festival', 'Empire Awards, UK', 'Online Film & Television Association', 'International Online Cinema Awards (INOCA)', 'Gold Derby Awards', 'LesGaiCineMad, Madrid International LGBT Film Festival', 'Barcelona-Sant Jordi International Film Festival', 'Hollywood Critics Association Television Awards', 'Apolo Awards']"
Kris Andersson,1969.0,"['Reparto', 'Dirección de producción']","['Titanic (1997)', 'Scream 2 (1997)', 'Héroes por casualidad (1998)']",
Leo Allen,1972.0,"['Guion', 'Producción', 'Reparto']","['Jon Benjamin Has a Van (2011)', 'Nathan al rescate (2013)', 'Una historia casi divertida (2010)']","['Writers Guild of America, USA']"
Jamie Roberts,1974.0,"['Dirección de casting', 'Casting', 'Reparto']","['Zootrópolis (2016)', 'Vaiana (2016)']","['Casting Society of America, USA', 'Voice Arts Awards']"
Monzer Al Kodare,,['Reparto'],[],
Gena,1930.0,"['Reparto', 'Equipos adicionales', 'Guion']","['El diario de Noa (2004)', 'Una mujer bajo la influencia (1974)', 'Siempre queda el amor (1998)']","['Academy Awards, USA', 'Berlin International Film Festival', 'Boston Society of Film Critics Awards', 'Daytime Emmy Awards', 'Primetime Emmy Awards', 'Golden Globes, USA', 'Satellite Awards', 'Hamptons International Film Festival', 'Italian National Syndicate of Film Journalists', 'Kansas City Film Critics Circle Awards', 'Lone Star Film & Television Awards', 'Los Angeles Film Critics Association Awards', 'National Board of Review, USA', 'San Sebastián International Film Festival', 'Seattle International Film Festival', 'Sundance Film Festival', 'Temecula Valley International Film Festival', 'Boston Film Festival', 'Savannah Film Festival', 'Ojai Film Festival', 'New York Women in Film & Television', 'Online Film & Television Association', 'Elle Women in Hollywood Awards', 'Los Angeles Greek Film Festival (LAGFF)', 'AARP Movies for Grownups Awards']"
Arbend Drishti,,['Reparto'],[],
Nicholas Ball,1946.0,"['Reparto', 'Producción']","['Crónicas mutantes (2008)', 'Overlord (1975)']",[]
Philip Green,,"['Reparto', 'Especialistas', 'Guion']",['Pennyworth (2019)'],[]
Eva Moral,,['Reparto'],[],
Gene Gabriel,1970.0,"['Reparto', 'Guion', 'Producción']","['Blue Bloods (2010)', 'Brittany corre una maratón (2019)', 'The Blacklist (2013)']","['Best Shorts Competition', 'Top Shorts Film Festival', 'Global Shorts, Los Angeles']"
Marcos Montes,1967.0,"['Reparto', 'Dirección de casting']","['El murmullo de las venas (2003)', 'Whisky Romeo Zulu (2004)']",
Lourdes Faberes,,"['Reparto', 'Producción', 'Guion']","['Sandman (2022)', 'Hierve (2021)']","['Accolade Competition', 'Asians On Film Festival']"
Milo Ellis Arena,,['Reparto'],"['Our RoboCop Remake (2014)', 'I Want to Thank the Academy (2022)', 'Breaking Angels (2014)']",
Lois Ramsey,1922.0,"['Reparto', 'Banda sonora']","['The Box (1974)', 'Grass Roots (2000)', 'The Box (1975)']",['Australian Film Institute']
Carson Mell,,"['Guion', 'Producción', 'Reparto']",[],['SXSW Film Festival']
Isabel Brook,,['Reparto'],[],
Christian Ehrich,,"['Reparto', 'Guion']",[],
Renata Bras,,['Reparto'],[],
Yoo Seung-ho,1993.0,['Reparto'],['Bogoshipda (2012)'],"['Young Artist Awards', 'SBS Drama Awards', 'KBS Drama Awards', 'MBC Drama Awards']"
Brendan Dempsey,,"['Reparto', 'Guion', 'Producción']",[],
Elphie Pambu,,['Reparto'],[],
Kyle Parker,,"['Reparto', 'Música']",['En un barrio de Nueva York (2021)'],
Bryan Phillip Clark,2002.0,['Reparto'],"['A Mil with a Key (2019)', 'Unwrapping Christmas (2020)']",[]
Leopold Witte,1959.0,"['Reparto', 'Guion y continuidad', 'Guion']","['Gooische vrouwen (2005)', 'Dokter Deen (2012)', 'Nieuwe buren (2014)']","['TeleVizier-Ring Gala, Netherlands']"
Krister Brandling,,['Reparto'],[],
Gürkan Deniz Akhanli,,['Reparto'],"['Arif V 216 (2018)', 'Dip (2018)']",
Justin Leigh,,['Reparto'],[],
Karen Seimears,,"['Producción', 'Dirección', 'Edición']",[],
Marijam Agischewa,1958.0,['Reparto'],"['Familie Neumann (1984)', 'Derrick (1974)', 'In aller Freundschaft (1998)']",[]
Joshua Morris,,['Reparto'],[],
Amber O'Shea,,['Reparto'],"['The Favorite (1989)', 'Nash Bridges (1996)', 'The Surprise Party (2001)']",
Lucien Laviscount,1992.0,"['Reparto', 'Banda sonora']","['Nunca digas su nombre (2017)', 'Snatch (2017)', 'Sobrenatural (2005)']",[]
José Palma,1989.0,"['Reparto', 'Dirección de fotografía y cámara']",['The Liberator (2020)'],"['Actors Awards, Los Angeles']"
Gail Strickland,1945.0,"['Reparto', 'Banda sonora']","['El presidente y Miss Wade (1995)', 'Sombras en la oscuridad (1966)', 'Nieve que quema (1978)']",[]
Angelique Cabral,2013.0,"['Reparto', 'Producción', 'Guion']",[],[]
Louis-José Houde,1977.0,"['Reparto', 'Guion', 'Producción']","['Dos polis en apuros (2006)', 'De père en flic (2009)']",
Pala Karuppaiah,,"['Reparto', 'Producción']",[],
Benjamin Portnoe,,['Reparto'],[],
David Lipper,1969.0,"['Reparto', 'Producción', 'Dirección']","['Un canguro superduro (2005)', 'Frequency (2016)']","['Another Hole in the Head Genre Film Festival', 'Oregon International Film Awards, US', 'Edmonton Festival Of Fear International Film Festival']"
Paloma Arredondo,,"['Reparto', 'Equipos adicionales', 'Casting']",[],
Cherise Bangs,,"['Reparto', 'Dirección de casting', 'Producción']","['iCarly (2007)', 'Save Me (2013)', 'Hasta que la muerte nos separe (2006)']",
Ulrika Hansson,,['Reparto'],"['Kontorstid (2003)', 'Blankt vapen (1990)', 'Vinterviken (1996)']",
Nicholas Morrow,,['Reparto'],[],
Mark Seif,1967.0,['Reparto'],[],
Keith Allen,1953.0,"['Reparto', 'Dirección', 'Guion']","['Los otros (2001)', '24 Hour Party People (2002)']",[]
Lucien Jean-Baptiste,,"['Reparto', 'Guion', 'Dirección']",[],[]
Ivo Pitanguy,1923.0,['Reparto'],"['Rio Sex Comedy (2010)', 'Pânico na TV (2003)']",[]
Bojesse Christopher,,"['Reparto', 'Producción', 'Dirección']","['True Detective (2014)', 'Le llaman Bodhi (1991)', 'Deputy (2020)']",
Daniel Hubbard,1975.0,"['Dirección de casting', 'Casting', 'Producción']","['Capitán Phillips (2013)', 'King Kong (2005)', 'United 93 (2006)']",[]
Jonás Trueba,,"['Guion', 'Dirección', 'Producción']","['La virgen de agosto (2019)', 'La reconquista (2016)', 'Los exiliados románticos (2015)']","['Cinema Writers Circle Awards, Spain', 'Karlovy Vary International Film Festival', 'Málaga Spanish Film Festival', 'Mar del Plata Film Festival', 'Mons International Festival of Love Films', 'San Sebastián International Film Festival', 'Nantes Spanish Film Festival', 'Turia Awards', 'Toulouse Cinespaña', 'Días de Cine Awards']"
Grazia Schiavo,,"['Reparto', 'Equipos adicionales']","['Agrodolce (2008)', 'Poli opposti (2015)', 'Divorzio a Las Vegas (2020)']",[]
Safak Sezer,1970.0,"['Reparto', 'Guion', 'Dirección']",['Vizontele (2001)'],['Golden Palm Awards']
Joey Greco,,"['Reparto', 'Producción', 'Guion']","['Ghostbreakers (2011)', 'Night Crawlers (2009)', 'The Janky Promoters (2009)']",[]
Kar-Ying Law,1947.0,"['Reparto', 'Música', 'Banda sonora']","['Desde Pekín con amor (1994)', 'Nu ren si shi (1995)', 'Daai laap mat taam Ling Ling Fat (1996)']","['Golden Horse Film Festival', 'Hong Kong Film Awards']"
Sarah Murphy,,"['Reparto', 'Especialistas', 'Equipos adicionales']","['The Tale of the Magic Flute (2005)', 'Terror en la Antártida (2009)']",['Gemini Awards']
Dave Kirkeby,,['Reparto'],[],
Susana Zabaleta,1964.0,['Reparto'],"['Sobrenatural (1996)', 'Sexo y otros secretos (2007)']","['Ariel Awards, Mexico']"
Dusan Milasinovic,,['Reparto'],[],
Jane Davis,,"['Efectos especiales', 'Reparto']",[],
Francisco Miguez,,"['Reparto', 'Guion', 'Dirección']",[],"['Recife Cine PE Audiovisual Festival', 'Prêmio Guarani', 'Festival Internacional de Cine Independiente de Madrid (FICIMAD)']"
Luke Kirby,1978.0,"['Reparto', 'Producción']","['Mambo Italiano (2003)', 'Take This Waltz (2011)']","['Primetime Emmy Awards', 'International Online Cinema Awards (INOCA)']"
Candace Marie,1985.0,"['Reparto', 'Banda sonora']","['Magic Mike (2012)', 'Padre de familia (1999)', 'El show de Cleveland (2009)']",
L.B. Sriram,,"['Reparto', 'Guion', 'Producción']",[],
Anna Schenk-Rollmann,,['Reparto'],[],
Carl Rimi,,"['Reparto', 'Guion', 'Producción']",[],['New York Film Awards']
Paul Nouhet,,"['Edición', 'Dirección', 'Reparto']",[],[]
Keri Bunkers,,"['Reparto', 'Equipos adicionales', 'Maquillaje']","['The Bequeather (2014)', 'TMI Hollywood (2012)', 'IceBreaker (2009)']",
Max von Sydow,1929.0,"['Reparto', 'Equipos adicionales', 'Dirección']","['Flash Gordon (1980)', 'El séptimo sello (1957)']","['Australian Film Institute', 'Bodil Awards', 'Cannes Film Festival', 'Cartagena Film Festival', 'Sitges - Catalonian International Film Festival', 'European Film Awards', 'Fotogramas de Plata', 'Guldbagge Awards', 'Kansas City Film Critics Circle Awards', 'Karlovy Vary International Film Festival', 'Los Angeles Film Critics Association Awards', 'Danish Film Awards (Robert)', 'San Sebastián International Film Festival', 'Stockholm Film Festival', 'Tokyo International Film Festival', 'Valladolid International Film Festival', 'Venice Film Festival', 'Western Heritage Awards', 'Napierville Cinema Festival', 'Capri, Hollywood', 'Almería International Film Festival', 'Tallinn Black Nights Film Festival', 'CinEuphoria Awards', 'Online Film & Television Association']"
Christine Sullivan,,"['Dirección', 'Producción', 'Guion']",[],"['Moondance International Film Festival', 'Buffalo Niagara Film Festival']"
Bernard Ballet,1941.0,"['Reparto', 'Equipos adicionales']",['La fausse suivante (1985)'],
Jessie James Grelle,1985.0,"['Reparto', 'Guion', 'Sonido']","['Ataque a los titanes (2013)', 'El niño y la bestia (2015)']",[]
Rob Helms,,"['Reparto', 'Equipos adicionales']",[],
Richard Williams,1933.0,"['Animación', 'Dirección', 'Producción']","['A Lecture on Man (1962)', 'El regalo de Ziggy (1982)']","['Academy Awards, USA', 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'Annecy International Animated Film Festival', 'Annie Awards', 'Boston Society of Film Critics Awards', 'BAFTA Awards', 'Primetime Emmy Awards', 'Evening Standard British Film Awards']"
Jaye Taylor,,"['Reparto', 'Producción', 'Guion']","['Este cuerpo me sienta de muerte (2020)', 'Amor de calendario (2020)', 'Jungle Cruise (2021)']",
Jonathan Doone,,"['Reparto', 'Producción']",[],[]
Richard Evans,1935.0,"['Reparto', 'Dirección', 'Dirección de fotografía y cámara']",['Harry Monument (2004)'],[]
Malati Sardeshpande,,['Reparto'],[],
Nick Garcia,,['Reparto'],[],
William Marshall,1924.0,['Reparto'],"['Maverick (1994)', 'Drácula negro (1972)']",[]
Marina Andina,,['Reparto'],[],
Elyssa Davalos,1957.0,"['Reparto', 'Producción', 'Guion']","['MacGyver (1985)', 'Tycus (1999)', 'Diagnóstico asesinato (1993)']",
Lindsey Ambrose,,"['Reparto', 'Equipos adicionales', 'Guion']",[],
Robert De La Haye,1965.0,"['Reparto', 'Especialistas']","['Thuis (1995)', 'De bossen van Vlaanderen (1991)']",[]
Fedya,,['Reparto'],[],
James McBride,,['Reparto'],[],
Kjell Bergqvist,1953.0,"['Reparto', 'Guion', 'Equipos adicionales']","['Den bästa sommaren (2000)', 'Mal (2003)', 'Bröllopsfotografen (2009)']","['Guldbagge Awards', 'Kristallen']"
David Lawson,1981.0,"['Producción', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']","['Something in the Dirt (2022)', 'El infinito (2017)', 'She Dies Tomorrow (2020)']",['Frightening Ass Film Festival']
James Cade,,"['Reparto', 'Equipos adicionales']",[],
Thu Kim,,['Reparto'],[],
J.J. Soria,1981.0,"['Reparto', 'Producción']",[],['WorldFest Houston']
Tom Gulager,1965.0,"['Reparto', 'Dirección', 'Guion']",['The Collector (2009)'],[]
J. Claude Deering,,"['Reparto', 'Producción', 'Guion']","['Efectos secundarios (2013)', '12 Deadly Days (2016)']",[]
Semyon Slepakov,1979.0,"['Guion', 'Producción', 'Composición']","['Domashniy arest (2018)', 'Ozabochennye (2015)']","['Nika Awards', 'APKIT Awards']"
Michel Bercovitch,1966.0,"['Reparto', 'Producción']","['Beleza Pura (2008)', 'Woman on Top (2000)']",
Taylor Nichols,1959.0,"['Reparto', 'Producción', 'Dirección']","['Metropolitan (1989)', 'Barcelona (1994)', 'El informador (2000)']",[]
Driver,1983.0,"['Reparto', 'Producción', 'Banda sonora']",['Paterson (2016)'],"['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Camerimage', 'Chicago Film Critics Association Awards', 'Dallas-Fort Worth Film Critics Association Awards', 'Florida Film Critics Circle Awards', 'Gotham Awards', 'Hamptons International Film Festival', 'Film Independent Spirit Awards', 'Kansas City Film Critics Circle Awards', ""Kids' Choice Awards, USA"", 'Los Angeles Film Critics Association Awards', 'Monte-Carlo TV Festival', 'MTV Movie + TV Awards', 'Online Film Critics Society Awards', 'Palm Springs International Film Festival', 'San Diego Film Critics Society Awards', 'Santa Barbara International Film Festival', 'Southeastern Film Critics Association Awards', 'Teen Choice Awards', 'Toronto Film Critics Association Awards', 'Venice Film Festival', 'Vancouver Film Critics Circle', 'Sant Jordi Awards', 'Washington DC Area Film Critics Association Awards', 'IMDb STARmeter Awards', 'Maui Film Festival', 'Telluride Film Festival, US', 'Alliance of Women Film Journalists', 'Detroit Film Critics Society Awards', 'Indiana Film Journalists Association, US', 'Dublin Film Critics Circle Awards', 'Georgia Film Critics Association (GAFCA)', 'Utah Film Critics Association Awards', 'Oklahoma Film Critics Circle Awards', 'Houston Film Critics Society Awards', 'Online Film & Television Association', 'Awards Circuit Community Awards', 'Women Film Critics Circle Awards', 'Internet Film Critic Society', ""Indiewire Critics' Poll"", 'North Carolina Film Critics Association', 'Phoenix Critics Circle', 'Nevada Film Critics Society', 'Yoga Awards', 'AACTA International Awards', 'Philadelphia Film Critics Circle Awards', 'Atlanta Film Critics Circle', 'Online Association of Female Film Critics', 'Hollywood Critics Association', 'Greater Western New York Film Critics Association Awards', 'DiscussingFilm Critic Awards', 'Chicago Indie Critics Awards (CIC)', 'Columbus Film Critics Association', 'Seattle Film Critics Society', 'Odyssey Awards', 'San Francisco Film Awards Night']"
Teik Kim Pok,,['Reparto'],[],
Judith Scott,1965.0,['Reparto'],"['Adivina quién (2005)', 'Fracture (2007)']",[]
Grant Jordan,,"['Reparto', 'Sonido']",[],
Nicolas Guillet,,['Reparto'],[],
Gloria Reuben,1964.0,"['Reparto', 'Música', 'Producción']","['Lincoln (2012)', 'Falling Skies (2011)']","['Screen Actors Guild Awards', 'Viewers for Quality Television Awards', 'Online Film & Television Association']"
Raymond Ligardes,,['Reparto'],[],
Rosie De Candia,1969.0,"['Reparto', 'Arte', 'Equipos adicionales']","['Famous (2021)', 'Game Shakers (2015)', 'Mani (2017)']",
Jessica James,1929.0,['Reparto'],"['Movida de verano (1983)', 'Quien tiene una suegra tiene un tesoro (1983)', 'Soup for One (1982)']",
Hans Alfredson,1931.0,"['Reparto', 'Guion', 'Dirección']","['El asesino cándido (1982)', 'Falsk som vatten (1985)']","['Berlin International Film Festival', 'Bodil Awards', 'Chicago International Film Festival', 'Guldbagge Awards', 'Danish Film Awards (Robert)']"
Sean Mitchell,,['Reparto'],[],[]
Petra Watzlawik-Li,,"['Reparto', 'Producción', 'Casting']",[],
Joanne Whalley,1961.0,['Reparto'],"['Willow (1988)', 'El hombre que no sabía nada (1997)', 'El detective cantante (1986)']",['San Diego Film Critics Society Awards']
Billy Gardell,1969.0,"['Reparto', 'Producción', 'Guion']","['Bad Santa (2003)', 'El protector (2002)', 'Dragon Wars (2007)']",[]
Richard Reay,1977.0,"['Edición', 'Reparto', 'Dirección de fotografía y cámara']","['Roulette (2004)', 'Mad About the Boy (2011)', 'A Royal Salute (2005)']",[]
Randall Wulff,,['Reparto'],[],
Katie Opaczewski,,['Reparto'],[],
Shia LaBeouf,1986.0,"['Reparto', 'Guion']","['Honey Boy (2019)', 'La familia que tú eliges (2019)', 'Corazones de acero (2014)']","['BAFTA Awards', 'Daytime Emmy Awards', 'Gijón International Film Festival', 'Hollywood Film Awards', 'Newport International Film Festival, Rhode Island', 'ShoWest Convention, USA', 'Sundance Film Festival', 'Teen Choice Awards', 'American Documentary Film Festival and Film Fund', 'Hollywood Reel Independent Film Festival', 'Scream Awards', 'Marietta International Film Festival', 'Online Association of Female Film Critics']"
68,,"['Maquillaje', 'Sonido']",[],
Raymond Pental,,['Reparto'],[],
Bill Hopkins,,['Cámara y electricidad'],[],
Kain O'Keeffe,1987.0,"['Reparto', 'Edición', 'Dirección']","['A contracorriente (2003)', 'Fireflies (2004)']",
Tom Ladshaw,,['Producción'],[],
Rossie Harris,1969.0,"['Reparto', 'Dirección', 'Guion']","['Aterriza como puedas (1980)', 'Testamento final (1983)', 'Hart y Hart (1979)']",[]
Robert Walsh,,['Reparto'],"['Atrapado en la Navidad (2015)', 'Amistad (1997)']",
Alison Haislip,,"['Reparto', 'Producción', 'Guion']","['Battleground (2012)', 'BattleBots (2015)']",[]
Ramesh Thilak,1985.0,"['Guion', 'Reparto']","['Master (2021)', 'Vikram (2022)', 'Tik Tik Tik (2018)']",[]
Rachel House,1971.0,"['Reparto', 'Equipos adicionales', 'Dirección']","['Vaiana (2016)', 'A la caza de los ñumanos (2016)']",['Behind the Voice Actors Awards']
Robert Palatano,,['Reparto'],[],
Kristoffer Polaha,2003.0,"['Reparto', 'Producción', 'Dirección']","['The Shift (2023)', 'A Work of Art (2021)']",['Seattle Shorts Film Festival']
Sophia Khan,,"['Reparto', 'Guion', 'Producción']",[],"['IndieX Film Festival', 'Dark Comedy Film Festival']"
Liv Tyler,1977.0,"['Reparto', 'Producción', 'Banda sonora']",['Armageddon (1998)'],"['Critics Choice Awards', 'National Board of Review, USA', 'Online Film Critics Society Awards', 'Russian Guild of Film Critics', 'Screen Actors Guild Awards', 'Phoenix Film Critics Society Awards', 'Scream Awards', 'Awards Circuit Community Awards', 'The Stinkers Bad Movie Awards', 'Gold Derby Awards', 'Bravo Otto']"
Doug Henderson,,"['Reparto', 'Producción', 'Dirección']","['The Special (2020)', 'Haze (2016)', 'Where the Scary Things Are (2022)']","['World Music and Independent Film Festival', 'The 48 Hour Film Project, Baltimore, US']"
Kiki Haynes,1976.0,"['Reparto', 'Producción']","['For Better or Worse (2011)', 'A Wesley Christmas (2022)']",
Amelia Hatcher,,['Reparto'],[],
Stepán Kubista,1978.0,['Reparto'],"['Cert ví proc (2003)', 'Kancelár Blaník (2014)', 'Baráz (2002)']",
Abdel-Hafed Benotman,1960.0,"['Reparto', 'Guion']","['Fièvres (2013)', 'Mordre (2008)']",
Samantha Weinstein,1995.0,"['Reparto', 'Banda sonora']","['Carrie (2013)', 'Jesus Henry Christ (2011)', 'Alias Grace (2017)']","['ACTRA Awards', 'Cyprus International Film Festival']"
Cristina,1990.0,['Reparto'],"['Halo (2022)', 'Demasiado viejo para morir joven (2019)', 'Nadie saldrá vivo de aquí (2021)']",[]
Paulina Singer,1991.0,['Reparto'],"['Gotham (2014)', 'El becario (2015)', 'High School Lover (2017)']",[]
Justice Smith,1995.0,"['Reparto', 'Banda sonora']",[],[]
Adrian Grabe,1985.0,['Producción'],"['Better Man (2025)', 'En tierra de santos y pecadores (2023)']",
Juan Paiva,,['Reparto'],[],"['São Paulo Association of Art Critics Awards', 'Los Angeles Brazilian Film Festival, US', 'SESC Film Festival, Brazil']"
Victoria De Mare,1974.0,"['Reparto', 'Música', 'Composición']","['The Prototype (2022)', 'The Rideshare Killer (2022)', 'Más allá de la ley (2019)']","['Zed Fest Film Festival', 'Pinnacle Film Awards', 'Florence Film Awards']"
Nadia Fossier,1971.0,['Reparto'],"['419 (2020)', 'Les insoumis (2008)', 'Police district (2000)']",
Jenica Bergere,1974.0,"['Reparto', 'Producción', 'Dirección']","['Seguridad no garantizada (2012)', 'Ratas a la carrera (2001)', 'Come Simi (2015)']",['LA Femme International Film Festival']
Bronson Pelletier,1986.0,['Reparto'],[],[]
Brittney Powell,1972.0,"['Reparto', 'Guion', 'Producción']","['Trouble Is My Business (2018)', 'Airborne (1993)', 'The Wonders (1996)']","['Action on Film International Film Festival, USA', 'L.A. Neo-Noir Erotic Film Fest']"
Bentley Mitchum,1967.0,"['Reparto', 'Guion', 'Dirección']","['Verano en Louisiana (1991)', 'Baja Run (1996)']",[]
Jesse Meriwether,,"['Vestuario', 'Reparto']",[],
Paola Rey,1979.0,['Reparto'],"['Pasión de gavilanes (2003)', 'Pobres Rico (2012)', 'Sala de Urgencias 2 (2016)']",[]
Giovanna Romo,,['Reparto'],[],
Chiara Francini,1976.0,['Reparto'],"['La peggior settimana della mia vita (2011)', 'Maschi contro femmine (2010)']","['Italian National Syndicate of Film Journalists', 'Capri, Hollywood']"
Jeremy Crutchley,,"['Reparto', 'Guion', 'Producción']","['American Gods (2017)', 'The Blacklist (2013)', 'Salem (2014)']",[]
Damen Sanders,,"['Reparto', 'Sonido']",[],
Christian Pagh,,"['Reparto', 'Dirección', 'Dirección de fotografía y cámara']",[],
Timm Williams,,"['Reparto', 'Cámara y electricidad']",[],
Diane Klimaszewski,1971.0,"['Reparto', 'Banda sonora']","['Date Movie (2006)', 'Scary Movie 3 (2003)', 'Espía como puedas (1996)']",[]
Karina Arroyave,,['Reparto'],"['The Blacklist (2013)', 'Orange Is the New Black (2013)', '24 (2001)']",[]
Sarah Doerner,,"['Reparto', 'Equipos adicionales', 'Casting']",[],['FFTG Awards']
Vincenzo Pietroiaco,,['Reparto'],[],
Ursula Burton,,"['Reparto', 'Producción', 'Dirección']","['The Happiest Day of His Life (2007)', 'Manna from Heaven (2002)', 'Sargento Bilko (1996)']","['Melbourne International Film Festival', 'Newport Beach Film Festival', 'Rhode Island International Film Festival', 'Sarasota Film Festival', 'Fort Myers Beach Film Festival', 'Empire Film Festival']"
Gunnar Ernblad,1946.0,"['Reparto', 'Dirección', 'Guion']","['War Dog (1987)', 'El príncipe de la tierra de Más allá (1987)']",
Filip Hajdukovic,,"['Reparto', 'Guion']",[],
Franklyn Ajaye,1949.0,"['Reparto', 'Guion', 'Producción']","['Locos de remate (1980)', 'La boda de mi mejor amiga (2011)']",[]
Clea Martin,,['Reparto'],"['La casa del dragón (2022)', 'Hanna (2019)', 'Showtrial (2021)']",
Debbie Chazen,1971.0,['Reparto'],"['Suzie Gold (2004)', 'Doctor Who (2005)', 'The Smoking Room (2004)']",[]
Kyeong-rok Han,,['Reparto'],[],
James Russel,,['Producción'],[],
Elodie Foussadier,,['Reparto'],[],
Greg Bell,,"['Dirección de la segunda unidad o asistencia a dirección', 'Equipos adicionales', 'Localización']",[],
Bwanga Pilipili,,['Reparto'],[],
Ashley Williams,2011.0,"['Reparto', 'Dirección', 'Guion']","['Cómo conocí a vuestra madre (2005)', 'The Jim Gaffigan Show (2015)', 'Algo prestado (2011)']","['Beverly Hills Film Festival', 'Hang Onto Your Shorts Film Festival, NJ']"
Michelle Ang,1983.0,"['Reparto', 'Producción', 'Dirección']","['Fear the Walking Dead (2015)', 'Triple 9 (2016)', 'Esta abuela es mi padre (2011)']","['VC FilmFest - Los Angeles Asian Pacific Film Festival', 'New Zealand Film and TV Awards (II)', 'Out on Film, Atlanta, US']"
Kirby Heyborne,1977.0,"['Reparto', 'Producción', 'Dirección']","['Los tres chiflados (2012)', 'Santos y soldados (2003)', 'Pirates of the Great Salt Lake (2006)']",['Voice Arts Awards']
Maurice Roëves,1937.0,"['Reparto', 'Banda sonora']","['El último mohicano (1992)', 'Juez Dredd (1995)', 'Ha llegado el águila (1976)']",[]
