actor,año_nacimiento,que_hace,conocido_por,lista premios
Ginny Wolfe,,['Reparto'],[],
Gail O'Grady,1963.0,"['Reparto', 'Producción']","['Gigoló (1999)', 'Policías de Nueva York (1993)', 'Deadly Draw (2023)']","['Screen Actors Guild Awards', 'Riverside International Film Festival']"
Richard Stanke,1967.0,['Reparto'],"['Bod obnovy (2023)', 'Rodinné tajomstvá (2005)', 'Zborovna (2000)']",
LeRoy McCray,1996.0,"['Reparto', 'Guion', 'Producción']",['One Wild Night (2019)'],[]
Faradina Mufti,,['Reparto'],[],[]
Natasha Coker,,['Reparto'],[],
Pamela Jayne Morgan,,"['Reparto', 'Producción']",[],"['Garden State Film Festival', 'Manhattan Film Festival', 'Best Shorts Competition', 'Imagine Magazine Imaginnaire Awards, US', 'World Humanitarian Awards', 'Nightmares Film Festival', 'NOLA Horror Film Fest', 'Toronto Shorts International Film Festival', 'New York Long Island Film Festival']"
Virginia Méndez,,['Reparto'],[],['Gramado Film Festival']
Bhagyashree Borse,,['Reparto'],[],
Jun Pancho,,"['Reparto', 'Transporte']",[],
Rodney Scott,1978.0,['Reparto'],"['La esquina (2000)', 'The District (2000)', 'Jóvenes rebeldes (2000)']",[]
Lee Williams,,['Reparto'],[],['First Run Festival']
Sten Elfström,1942.0,['Reparto'],"['Real Humans (2012)', 'Profitörerna (1983)']",
Rachael MacKenna,,['Reparto'],[],
Charles Eduardos,,['Reparto'],[],
Jan Buhr Frederiksen,,['Reparto'],[],
Al-Hassan Ly,,"['Reparto', 'Guion']",[],['CinEuphoria Awards']
Elijah Shane Bell,,"['Reparto', 'Producción', 'Guion']",[],
Karina Samms,,['Reparto'],[],[]
Domenico Centamore,,"['Reparto', 'Banda sonora']",[],
Marcelo Ferrarini,,"['Reparto', 'Guion']",[],
Chelsea Plumley,2004.0,['Reparto'],[],
Whulandary Herman,,['Reparto'],[],
Lloyd Kaufman,1945.0,"['Reparto', 'Producción', 'Dirección']",['El vengador tóxico (1984)'],"['Bare Bones International Film & Music Festival', 'Sitges - Catalonian International Film Festival', 'Fantafestival', 'Fantasporto', 'WorldFest Houston', 'Amsterdam Fantastic Film Festival', 'Raindance Film Festival', 'New York City Horror Film Festival', 'San Francisco Indiefest', 'Accolade Competition', 'Chicago Horror Film Festival', 'Northeast Film Festival, US', 'Boston Science Fiction Film Festival, US', 'Impact Docs Awards', 'Telly Awards', 'Another Hole in the Head Genre Film Festival', 'South African Horrorfest', 'FANtastic Horror Film Festival, San Diego', ""Horrorant Film Festival 'Fright Nights'"", 'IndieFEST Film Awards', 'Miami International Science Fiction Film Festival', 'Top Indie Film Awards', 'Mad Monster Party Film Festival', 'Starburst Media City Film Festival', 'Cult Critic Movie Awards', 'Milwaukee Twisted Dreams Festival', 'LUSCA Fantastic Film Fest', 'Vegas Movie Awards', 'Vancouver Horror Show', 'Cannes World Film Festival', 'Fortean Film Festival', 'MegaFlix Film Awards']"
Ivan Fellner,,['Reparto'],[],
Tri Yudiman,,['Reparto'],[],
Russell MacLeod,,"['Especialistas', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']","['The Machine (2013)', 'El otro guardaespaldas (2017)']",['Screen Actors Guild Awards']
Jason McCabe,,"['Música', 'Composición']",[],
Raghunath Manet,,['Reparto'],[],
Nolan Gerard Funk,,"['Reparto', 'Producción', 'Banda sonora']",[],[]
Outi Condit,1977.0,"['Reparto', 'Guion']","['The Actress (2017)', 'Savuna ilmaan (2009)', 'Detective Harjunpäa (2022)']",
James Gallanders,1970.0,['Reparto'],"['La novia de Chucky (1998)', 'Saw II (2005)']",[]
Jorge Hernández,1969.0,"['Guion', 'Producción', 'Dirección']","['La sombra del Catire (2023)', 'El búfalo de la noche (2007)', 'Los Herederos (2015)']",['Warsaw International Film Festival']
José Ramírez 'El Cheli',,['Reparto'],[],
Deena Dill,,"['Reparto', 'Producción', 'Guion']",[],"[""Rose d'Or Light Entertainment Festival""]"
Carl Washington,1978.0,"['Reparto', 'Producción', 'Guion']","['Urban Massacre (2002)', 'The Atheist (2017)', 'Money Over Faith (2017)']",[]
Riko Fukumoto,2000.0,"['Reparto', 'Banda sonora']","['El juego del billón (2023)', 'Secret Unrequited Love (2019)']",['Awards of the Japanese Academy']
Jake Gonzales,,['Dirección de fotografía y cámara'],[],
Philippe Anciaux,,['Reparto'],[],
Kel Mitchell,1978.0,"['Reparto', 'Producción', 'Guion']",['Good Burger (1997)'],"['CableACE Awards', ""Kids' Choice Awards, USA""]"
Michele Bevilacqua,,"['Reparto', 'Dirección', 'Guion']",[],
A.D. Massi,,"['Producción', 'Reparto', 'Equipos adicionales']","['Grand Theft Auto V (2013)', 'World of Warcraft (2005)']",
Renée Humphrey,1975.0,"['Reparto', 'Dirección de casting', 'Producción']","['Mallrats (1995)', 'Fun (1994)', 'Jay y Bob el Silencioso contraatacan (2001)']","['Gijón International Film Festival', 'Sundance Film Festival']"
Srinivasa Meshtru,,['Reparto'],[],
Chuck Douglas,1974.0,"['Casting', 'Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad']","['RocknRolla (2008)', 'Caza al asesino (2015)']",[]
Mark DeCarlo,1969.0,"['Reparto', 'Guion', 'Producción']","['Seinfeld (1989)', 'Cincuenta sombras más oscuras (2017)']",[]
Stacy Martin,1990.0,"['Reparto', 'Equipos adicionales', 'Banda sonora']","['Todo el dinero del mundo (2017)', 'La serpiente (2021)']",['Ole Awards']
Ivana Firestone,1977.0,['Reparto'],"['De boda en boda (2005)', '100 chicas (2000)']",[]
Patrick Serena,,['Reparto'],[],
Guoqiang Tang,1952.0,"['Reparto', 'Dirección', 'Guion']","['Chang zheng (2001)', 'Yong Zheng wang chao (1997)', 'Kai Guo Ling Xiu Mao Ze Dong (1999)']","['Golden Rooster Awards', 'Huabiao Film Awards', 'Golden Eagle Awards, China', 'Golden Phoenix Awards, China', 'Feitian Television Awards', 'Chinese American Film Festival (C.A.F.F.)', 'Huading Award']"
Tzi Ma,,"['Reparto', 'Producción']","['Hora punta (1998)', 'El americano impasible (2002)', 'La llegada (2016)']","['Back in the Box, California', 'Chinese American Film Festival (C.A.F.F.)', 'Vancouver Asian Film Festival', 'Canada China International Film Festival (CCIFF)', 'Gold List']"
Steve Passmore,,"['Producción', 'Arte', 'Guion']",[],
Shanoor Sana,,['Reparto'],[],
Ra'Shawn Durell,,"['Reparto', 'Producción', 'Dirección']",[],[]
Majid Shahryari,,['Reparto'],[],
Nancy Alvarez-Pellegrini,,['Reparto'],[],
Jeff Pustil,,"['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']",[],[]
Christian Friedel,1979.0,"['Reparto', 'Banda sonora', 'Music Artist']","['La zona de interés (2023)', '13 minutos para matar a Hitler (2015)', 'Babylon Berlin (2017)']","['Munich Film Festival', 'Montclair Film Festival (MFF)']"
Chris Spencer,1968.0,"['Guion', 'Producción', 'Reparto']","['Los colegas del barrio (1996)', 'Postal (2007)', 'Real Husbands of Hollywood (2013)']",[]
Tot Chan,,['Reparto'],[],
Morgan Read-Davidson,,['Reparto'],[],
Fabio Carella,,['Reparto'],[],
JoJo Henrickson,,"['Reparto', 'Dirección', 'Guion']",[],['Tabloid Witch Awards']
Robert Phipps,,['Reparto'],[],
Chad McKnight,,['Reparto'],"['Synchronicity (2015)', 'Birdbath (2013)']",[]
Sveng Socheata,,['Reparto'],[],
Fausto Maria Sciarappa,1966.0,"['Reparto', 'Producción']","['Inferno (2016)', 'El código Da Vinci (2006)', 'Roma criminal (2008)']",['British Independent Film Festival']
Judith Sims,,['Reparto'],[],
Victor Pagan,,['Reparto'],"['Un pequeño cambio (2010)', 'Safe (2012)', 'Líbranos del mal (2014)']",
Mathieu Demy,1972.0,"['Reparto', 'Dirección', 'Guion']","['Al borde (2021)', 'Oficina de infiltrados (2015)', 'Tomboy (2011)']","['Angers European First Film Festival', 'Berlin International Film Festival', 'Paris Film Festival', 'Uppsala International Short Film Festival', 'Côté Court Festival']"
Bruna Spinelli,,['Reparto'],[],
Susan Brecht,,['Reparto'],[],
Claudia Renner,,['Reparto'],[],
Haddix,,['Reparto'],[],
Yolande Folliot,1952.0,"['Reparto', 'Equipos adicionales']","['Les grandes conjurations (1978)', 'Au théâtre ce soir (1966)', 'Richelieu (1977)']",
Angela Iarrera,,['Reparto'],[],
Yang Hee-Won,,['Reparto'],[],
Alan Lovell,,"['Reparto', 'Guion', 'Dirección']","['True Colours (1999)', 'The Kiss (1998)']",
Angela Punch McGregor,1953.0,"['Reparto', 'Dirección']","['La isla (1980)', 'Prueba de amor (1984)', 'Newsfront (1978)']",['Australian Film Institute']
Frédérique Bonnal,1953.0,['Reparto'],"['Marius y Jeannette (1997)', 'Las nieves del Kilimanjaro (2011)']",
Judi Beecher,,"['Reparto', 'Dirección', 'Producción']","['Tango Shalom (2021)', 'La Garçonne (2020)', 'V3nganza (2014)']","['New York International Independent Film & Video Festival', 'Jaipur International Film Festival', 'Golden Door International Film Festival of Jersey City', 'New Delhi Film Festival', 'Artisan Festival International World Peace Initiative', 'Montreal Independent Film Festival', 'Toronto Film Channel']"
David Andreatta,,['Reparto'],[],
Barry Piacente,,"['Reparto', 'Música']",[],"['Crimson Screen Horror Film Fest', 'Sin City Horror Fest']"
Fouad Habash,,['Reparto'],[],[]
Jackie Chan,1954.0,"['Producción', 'Reparto', 'Especialistas']","['Hora punta (1998)', 'Armas invencibles (1985)']","['Academy Awards, USA', 'Asia-Pacific Film Festival', 'Blockbuster Entertainment Awards', 'Cinequest San Jose Film Festival', 'Fantasia Film Festival', 'Udine Far East Film Festival', 'Golden Horse Film Festival', 'Golden Rooster Awards', 'Hollywood Film Awards', 'Hong Kong Film Awards', 'Awards of the International Indian Film Academy', ""Kids' Choice Awards, USA"", 'Montréal World Film Festival', 'MTV Movie + TV Awards', ""People's Choice Awards, USA"", 'Shanghai International Film Festival', 'Walk of Fame', 'World Stunt Awards', 'American Choreography Awards, USA', 'MTV Asia Awards', 'Golden Phoenix Awards, China', 'ASEAN International Film Festival and Awards', 'Macau International Movie Festival', 'Online Film & Television Association', 'Guinness World Record Award', 'Huading Award', 'Behind the Voice Actors Awards', 'Weibo Awards Ceremony', 'New York Asian Film Festival']"
Drake Dalgleish,,"['Dirección', 'Guion', 'Reparto']",[],"['LA Shorts Awards', 'Independent Shorts Awards', 'Independent Shorts Awards International Film Festival', 'Indie Short Fest']"
Michaela Hinnenthal,,"['Reparto', 'Guion']","['Wintertochter (2011)', 'Der alte Affe Angst (2003)', 'Agnes und seine Brüder (2004)']","[""German Children's-Film & TV-Festival""]"
Iku Haruka,,['Reparto'],[],
Bárbara Mori,1978.0,"['Reparto', 'Producción', 'Guion']","['Rubí (2004)', 'Viento en contra (2011)', 'Kites (2010)']","['MTV Movie Awards, Latin America', 'Premios Canacine, MX', 'Premios TVyNovelas']"
John Brand,,"['Arte', 'Equipos adicionales']",[],
Lauren Mikkor,,['Reparto'],[],
Daniel Di Giulio,,['Reparto'],[],
Elzbieta Jarosik,1948.0,['Reparto'],"['Dzien swira (2002)', 'Ekipa (2007)', 'Anatomia zla (2015)']",
Matthew Smalley,1984.0,"['Reparto', 'Producción']","['Campamento castigo (2008)', 'La amenaza de Andrómeda (2008)', 'Escuela de asesinos (2002)']",
Nathan Lane,1956.0,"['Reparto', 'Producción', 'Banda sonora']","['Los productores (2005)', 'Una jaula de grillos (1996)', 'El rey león (1994)']","['American Comedy Awards, USA', 'Daytime Emmy Awards', 'Primetime Emmy Awards', 'GLAAD Media Awards', 'National Board of Review, USA', ""People's Choice Awards, USA"", 'Screen Actors Guild Awards', 'Walk of Fame', 'DVD Exclusive Awards', 'GALECA: The Society of LGBTQ Entertainment Critics', 'Online Film & Television Association', 'Gold Derby Awards']"
Giovanni Caniglia,,['Reparto'],[],
Quinn K. Redeker,1936.0,"['Reparto', 'Guion', 'Producción']","['El cazador (1978)', 'Gente corriente (1980)']","['Soap Opera Digest Awards', 'Soapy Awards', 'Final Draft Big Break Competition', 'The I AM Film Festival', 'DaVinci Film Festival', 'Circus Road Films', 'Cordillera International Film Festival', 'Best Film Awards', 'WRPNSC Screenplay Competition']"
Doctor,1965.0,"['Music Artist', 'Reparto', 'Composición']","['Straight Outta Compton (2015)', 'The Wash (2001)']","['Primetime Emmy Awards', 'Grammy Awards', 'Maverick Movie Awards', 'MTV Video Music Awards (VMA)', 'American Music Awards', 'Soul Train Awards', 'MOBO Awards']"
Walid Benmbarek,1980.0,['Reparto'],"['Alles is nog steeds zoals het zou moeten zijn (2023)', 'Broeders (2017)']","['Golden and Platin Film, Netherlands']"
Prity Biswas,,['Reparto'],[],
Leyla Sassi,,"['Dirección', 'Guion']",[],
Klarissa Mesee,,"['Reparto', 'Maquillaje']",[],
Garance Mazureck,,['Reparto'],[],
Norman Mikeal Berketa,1963.0,"['Reparto', 'Producción']","['Pánico nuclear (2002)', 'Amar peligrosamente (2003)']",
Abbey Abimbola,,"['Reparto', 'Guion', 'Producción']","['Badcop (2023)', 'Afua (2021)', 'Nelayan (2023)']",
Hugo Mesa,,['Reparto'],[],
Junxiao Liu,,['Reparto'],[],
Jerry Ferrara,1979.0,"['Reparto', 'Producción', 'Guion']",['Plan en Las Vegas (2013)'],[]
Murielle Arden,,['Reparto'],"['Infiel (2002)', 'Siempre a tu lado (2001)']",
Shirell Ferguson-Coleman,,"['Reparto', 'Música']",[],
Barbara Marten,1947.0,['Reparto'],"['Otra vuelta de tuerca (2020)', 'Hamlet (2015)', 'Casualty (1986)']",[]
Rachael Lightfoot,,['Reparto'],[],
Zarif Tamet,,['Reparto'],[],
Joel Gretsch,1963.0,"['Reparto', 'Dirección', 'Producción']","['Push (2009)', 'Minority Report (2002)', 'Los 4400 (2004)']",[]
Matti Kaihlajärvi,,['Reparto'],[],
Michael Angelo Stuno,,['Reparto'],[],
Alisson Lalieux,,['Reparto'],[],
Anne Girouard,1976.0,['Reparto'],"['Kaamelott (2004)', 'No Limit (2012)']",
Jingchu Zhang,1980.0,"['Reparto', 'Producción']","['Protégé (2007)', 'Hora punta 3 (2007)']","['Cairo International Film Festival', 'Huabiao Film Awards', 'Beijing Student Film Festival', 'Shanghai Film Critics Awards', 'Cinefan - Festival of Asian and Arab Cinema', 'Chinese Film Media Awards', 'Asian Film Critics Association Awards', 'Jackie Chan International Action Film Week', 'Weibo Awards Ceremony']"
Salem Trabelsi,,"['Dirección', 'Guion']",[],
Ann Walker,1944.0,['Reparto'],"['Al filo de la sospecha (1985)', 'Sordid Lives (2000)']",
Krisztián Kovács,1978.0,"['Reparto', 'Animación', 'Equipos adicionales']","['Antigoné (2011)', 'Antigone (2011)', 'Zero (2015)']",[]
Ainsley Jordan,,['Reparto'],[],
Elisa Nixon,,"['Reparto', 'Casting', 'Producción']",[],"['Los Angeles Reel Film Festival, US']"
Heather Craney,,['Reparto'],"['El secreto de Vera Drake (2004)', 'El niño 44 (2015)', 'El duque (2020)']",[]
Stephanie Wyatt,,"['Reparto', 'Producción', 'Guion']","['Tornado versus Volcano (2015)', 'Two Days in February (2012)']",
Sumalee Montano,2011.0,"['Reparto', 'Producción', 'Equipo ejecutivo']",[],[]
Gary Lewis,,"['Reparto', 'Banda sonora']","['Gangs of New York (2002)', 'Valhalla Rising (2009)']","['Gijón International Film Festival', 'Flaiano Film Festival']"
Bryce Lindemann,,"['Equipos adicionales', 'Reparto']",[],
Barbara Lerici,,['Reparto'],[],[]
Kodi Smit-McPhee,1996.0,"['Reparto', 'Banda sonora']","['Déjame entrar (2010)', 'Slow West (2015)']","['Film Critics Circle of Australia Awards', 'Australian Film Institute', 'Chicago Film Critics Association Awards', 'Dallas-Fort Worth Film Critics Association Awards', 'Florida Film Critics Circle Awards', 'Golden Globes, USA', 'Satellite Awards', 'London Critics Circle Film Awards', 'Los Angeles Film Critics Association Awards', 'New York Film Critics Circle Awards', 'Online Film Critics Society Awards', 'Southeastern Film Critics Association Awards', 'Savannah Film Festival', 'Phoenix Film Critics Society Awards', 'Austin Film Critics Association', 'Washington DC Area Film Critics Association Awards', 'St. Louis Film Critics Association, US', 'Alliance of Women Film Journalists', 'New York Film Critics, Online', 'Iowa Film Critics Awards', 'Boston Online Film Critics Association', 'Utah Film Critics Association Awards', 'Oklahoma Film Critics Circle Awards', 'Houston Film Critics Society Awards', 'Online Film & Television Association', 'North Carolina Film Critics Association', 'Black Film Critics Circle Awards', 'Gold Derby Awards', 'AACTA International Awards', 'Philadelphia Film Critics Circle Awards', 'The BAM Awards', 'New Mexico Film Critics', ""Music City Film Critics' Association Awards"", 'Online Association of Female Film Critics', 'North Dakota Film Society', 'Columbus Film Critics Association', 'San Francisco Bay Area Film Critics Circle', 'Seattle Film Critics Society']"
Ayça Bingöl,1975.0,['Reparto'],"['Öyle Bir Geçer Zaman ki (2010)', 'Müslüm (2018)', 'Ay Büyürken Uyuyamam (2011)']","['Pantene Golden Butterfly Awards', 'Kemal Sunal Culture and Art Award', 'International Izmir Film Festival']"
Stephan Croughs,,['Reparto'],[],
Vincenzo Fabricino,,"['Reparto', 'Dirección de producción']",[],
Amadou Coulibaly,,['Arte'],[],
Hillary Clinton,1947.0,"['Producción', 'Reparto', 'Guion']","['Madam Secretary (2014)', 'How Saba Kept Singing (2023)']",['Grammy Awards']
Dino Valiotis,,['Reparto'],[],
Adam Murphy,,['Reparto'],[],
Alejandro Abellan,1965.0,"['Reparto', 'Equipos adicionales']","['El guerrero nº 13 (1999)', 'Los líos de Gray (2006)']",
Ipen Philipsen,,['Reparto'],[],
Samet Denizdurduran,,['Reparto'],[],
Kiara Mckenna,,['Reparto'],[],
Mayur Patel,1973.0,"['Efectos visuales', 'Dirección de fotografía y cámara']",[],['Visual Effects Society Awards']
Lydia Grote,,['Reparto'],[],
Marion Calvert,,['Reparto'],[],
Joanna Osyda,1988.0,['Reparto'],"['Majka (2010)', 'M jak milosc (2000)', 'Na dobre i na zle (1999)']",
John Fisher,,"['Reparto', 'Banda sonora']",['Sojourn (2022)'],
Dirk Denoyelle,,['Reparto'],[],
Otto Gustavsson,,['Reparto'],[],
Danny Richter,1973.0,['Reparto'],"['El experimento (2001)', 'Alles was zählt (2006)']",
Sophie Aigner,,['Reparto'],[],
Jorge Luis Ramos,1961.0,"['Reparto', 'Producción']","['La fuerza de la naturaleza (2020)', 'Capitán Ron (1992)']",
Angela Brown,2002.0,"['Producción', 'Guion', 'Dirección']","['Ask a House Cleaner (2017)', 'How to Remove Thick Grease from Kitchen Cabinets (2022)']",[]
Sylvain Marcel,,['Reparto'],"['Dos polis en apuros (2006)', 'Lac Mystère (2013)', 'Aline (2020)']",[]
Nick Vallelonga,,"['Dirección', 'Guion', 'Reparto']","['Green Book (2018)', 'Santos criminales (2021)', 'The Oscars (2019)']","['Academy Awards, USA', 'Austin Film Festival', 'Golden Globes, USA', 'Hollywood Film Awards', 'PGA Awards', 'Western Heritage Awards', 'Phoenix Film Critics Society Awards', 'Capri, Hollywood', 'Detroit Film Critics Society Awards', 'Los Angeles Film Awards', 'West Coast International Film Festival', 'Mount Vernon International Film Festival', 'Oniros Film Awards', 'Lucky Strike Film Festival', 'Global Film Festival Awards', 'Independent Shorts Awards', 'Open World Toronto Film Festival']"
Julianne Nicholson,1971.0,"['Reparto', 'Producción', 'Dirección']","['Agosto (2013)', 'Blonde (2022)']","['Primetime Emmy Awards', 'Hollywood Film Awards', 'US Comedy Arts Festival', 'Capri, Hollywood', 'Women Film Critics Circle Awards', 'International Online Cinema Awards (INOCA)', 'Montclair Film Festival (MFF)', 'Nevada Film Critics Society']"
Laura Rojas Godoy,1983.0,['Reparto'],"['Tentaciones (1994)', 'La Reina de Indias y el Conquistador (2020)']",
Goldie Sumal,,['Reparto'],[],
Nevin Efe,1947.0,['Reparto'],"['Alacakaranlik (2003)', 'Sahipli (2017)']",
Sergey Dzyalik,,['Reparto'],[],
Spela A. Dragas,,['Reparto'],[],
John Charles II,,"['Reparto', 'Producción']","['Black and Blue (2019)', 'Silence Is Compliance (2020)']",[]
Vaijnath Chougule,,['Reparto'],[],
Ryan Ramos,,['Reparto'],[],
Gora,,"['Reparto', 'Guion', 'Producción']","['Imago (2023)', 'Roving Woman (2022)', 'El Rey de Varsovia (2020)']","['Polish Film Festival', 'Tofifest - International Film Festival']"
Kazuya Kojima,,['Reparto'],"['Tokyo Sonata (2008)', 'Gekijôban Kamen Raidâ Zerowan (2020)']",
Giulio Berruti,1984.0,"['Reparto', 'Producción', 'Banda sonora']","['Walking on Sunshine (2014)', 'El otro guardaespaldas 2 (2021)', 'Monte Carlo (2011)']",[]
Edith Dume,,['Reparto'],[],
Giorgio Petrotta,,"['Reparto', 'Guion', 'Dirección de producción']",[],
Satwant Bal,,['Especialistas'],[],
Karina Brandlmayer,,['Reparto'],[],
Stéphane Foenkinos,1968.0,"['Dirección de casting', 'Reparto', 'Casting']","['Midnight in Paris (2011)', 'La delicadeza (2011)', 'Aliados (2016)']",[]
L.Q. Jones,1927.0,"['Reparto', 'Producción', 'Dirección']","['El desafío (1997)', 'La máscara del Zorro (1998)', 'Grupo salvaje (1969)']","['Hugo Awards', 'Golden Boot Awards']"
Jennifer Engstrom,,['Reparto'],[],['Accolade Competition']
Lucy Marshall,,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Guion y continuidad']",[],
Leslie Phillips,1924.0,"['Reparto', 'Producción', 'Dirección']","['Venus (2006)', 'Harry Potter y la piedra filosofal (2001)']","['British Independent Film Awards', 'Evening Standard British Film Awards', 'London Critics Circle Film Awards']"
Richard Dreyfuss,1947.0,"['Reparto', 'Producción', 'Guion']","['La chica del adiós (1977)', 'Encuentros en la tercera fase (1977)', 'Tiburón (1975)']","['Academy Awards, USA', 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'BAFTA Awards', 'David di Donatello Awards', 'Golden Globes, USA', 'Satellite Awards', 'Hasty Pudding Theatricals, USA', 'Hollywood Film Awards', 'Kansas City Film Critics Circle Awards', 'Los Angeles Film Critics Association Awards', 'Montréal World Film Festival', 'Palm Springs International Film Festival', 'USA Film Festival', 'Venice Film Festival', 'Walk of Fame', 'California Independent Film Festival', 'L.A. Comedy Film Festival and Screenplay Competition', 'Catalina Film Festival']"
José Carlos Rodríguez,,['Reparto'],[],[]
Soundarya Jayamala,,['Reparto'],[],
Horacio Peña,,"['Reparto', 'Sonido']",[],[]
Issei Ogata,1952.0,"['Reparto', 'Banda sonora']","['Silencio (2016)', 'Yi yi (2000)', 'Sol (2005)']",[]
Philip Cooley,1974.0,"['Reparto', 'Equipos adicionales']",['Home Invaders (2001)'],[]
Amber Coyle,,"['Reparto', 'Equipos adicionales']","['Black Jesus (2014)', 'New Girl (2011)', 'Party of Five (2020)']",
Simon Phillips,1980.0,"['Reparto', 'Producción', 'Guion']","['En tierras peligrosas (2021)', 'The Witcher (2019)', 'Fubar (2023)']","['Newport International Film Festival, Rhode Island', 'International Film Festival of Wales', 'British Independent Film Festival', 'Sin City Horror Fest', 'Ontario International Film Festival']"
Ann Bee,,['Reparto'],[],
Antonio Moreno,1887.0,"['Reparto', 'Dirección']","['La mujer y el monstruo (1954)', 'La bailarina española (1923)', 'Ello (1927)']","['Photoplay Awards', 'Walk of Fame']"
Nayjah Mickens,,['Reparto'],"['Terror on the Rappahannock (2020)', 'Saving Ana (2023)']",['World Music and Independent Film Festival']
Maxie Rickard,,['Reparto'],[],
Christopher Body,,['Reparto'],[],
Rex Ryon,1953.0,['Reparto'],"['Superdetective en Hollywood (1984)', 'Visión fatal (1984)', 'Los mosqueteros del Rey (1998)']",[]
Yuvika Chaudhary,1983.0,['Reparto'],"['Om Shanti Om (2007)', 'Daddy Cool Munde Fool (2013)', 'Enemmy (2013)']",['Gold Awards']
Rick Beatty,,['Equipos adicionales'],[],
Kyle Penington,,['Reparto'],[],
Joy Success-Dandison,,['Reparto'],[],
Jason Fijal,,"['Diseño de producción', 'Reparto', 'Dirección de arte']",[],['MTV Video Music Awards (VMA)']
Badja Djola,1948.0,['Reparto'],"['El último boy scout (1991)', 'Arde Mississippi (1988)', 'La serpiente y el arco iris (1988)']",[]
Joseph Hathaway-Wilson,,['Reparto'],[],
Courtney Compton,,"['Reparto', 'Producción']","['The Last Heist (2016)', 'Black Site Delta (2017)', 'BlackJacks (2014)']",
Ken Leek,,['Reparto'],[],
Fortesa Hoti,1988.0,"['Reparto', 'Equipos adicionales']","['Kenny Starfighter (1997)', 'Andra avenyn (2007)', 'Orion (2013)']",
Emer McEvoy,,['Reparto'],[],
Gina Holden,1975.0,"['Reparto', 'Producción']","['Destino final 3 (2006)', 'El efecto mariposa 2 (2006)']",['Eyegore Awards']
Cândido Ferreira,2021.0,['Reparto'],"['A Herdade (2019)', 'Grandes Livros (2009)']",[]
Angela Dee,,['Casting'],[],
Angelo Maggi,1955.0,"['Reparto', 'Equipos adicionales']","['Kung Fu Panda (2008)', 'Mi novia es un zombie (1994)', 'Il maresciallo Rocca (1996)']","['Italian National Syndicate of Film Journalists', ""Leggio d'oro"", ""Il Festival Nazionale del Doppiaggio Voci nell'Ombra""]"
Maria Grazia Di Meo,,"['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Yuki Tokuhiro,,['Reparto'],[],
John Neaves,,['Especialistas'],[],
Kurdt Cosmo,,['Reparto'],[],
Nina Fernandez,,['Reparto'],[],
Boston Rush Freeman,,"['Reparto', 'Equipos adicionales']","['Venom (2018)', 'Bumblebee (2018)', 'Paradise Club (2015)']",
Alla Sergiyko,1956.0,['Reparto'],"['La batalla por Sebastopol (2015)', 'Po glavnoy ulitse s orkestrom (1986)', 'Znak sudby (2007)']",
Daniela Amato,,['Reparto'],[],
Jabari Prince,,['Reparto'],[],
Sarvadaman Banerjee,,['Reparto'],"['Vivekananda (1998)', 'Shri Krishna (1993)']",[]
Antal Tímea,,"['Arte', 'Diseño de producción', 'Equipos adicionales']",[],
Brittney Matthews,,['Reparto'],[],
Michael Trotter,2021.0,"['Reparto', 'Producción']",[],
Frank Adamson,,"['Reparto', 'Dirección', 'Guion']","['Ciudad maldita 436 (2006)', 'Cortocircuito 2 (1988)']",
Leslie Lyles,1986.0,"['Reparto', 'Guion']","['Brigada 49 (2004)', 'Speak (2004)', 'Blue Jasmine (2013)']",[]
Joshua Miller,1974.0,"['Guion', 'Reparto', 'Producción']","['Las últimas supervivientes (2015)', 'Los viajeros de la noche (1987)', 'Una disparatada bruja en la universidad (1989)']","['Sitges - Catalonian International Film Festival', 'Fright Meter Awards']"
Peyton Reavis,,['Reparto'],[],
Veronica Sanchez,1977.0,"['Reparto', 'Banda sonora']","['Gordos (2009)', 'La montaña rusa (2012)', 'Al sur de Granada (2003)']","['Spanish Actors Union', 'ASECAN']"
Bill Bellamy,1965.0,"['Reparto', 'Producción', 'Guion']",['The Neighborhood (2018)'],[]
Boots Southern,,['Reparto'],[],
Shane West,1978.0,"['Reparto', 'Producción', 'Banda sonora']","['Un paseo para recordar (2002)', 'La Liga de los Hombres Extraordinarios (2003)', 'What We Do Is Secret (2007)']","['Philadelphia Film Festival', 'Teen Choice Awards', 'Young Hollywood Awards']"
Shilpa Mittal,1981.0,"['Producción', 'Reparto']","['Akasha Gopuram (2008)', 'Storage 24 (2012)']",
Gabriella Casali,,['Reparto'],[],
Brijesh Tripathi,,['Reparto'],[],
Alex Klaus,,"['Dirección', 'Guion', 'Reparto']",[],"['UK Film Festival, UK']"
Bogdan Uritescu,1967.0,"['Reparto', 'Especialistas']","['BloodRayne (2005)', 'Bunraku (2010)', 'Una bala en la recámara (2012)']",
Kathryn Skatula,1954.0,['Reparto'],"['Riptide (1984)', 'Cita con los dioses (1987)']",[]
Brian Reddy,,['Reparto'],[],
Jeridette Donaldson,,['Reparto'],[],
