,puntuacion_imdb,direccion,guion,argumento,duracion,titulo,anio;;;;;
"1116,5.3,Seth Kearsley,""['Brooks Arthur', 'Allen Covert', 'Brad Isaacs']"",-,76,eight crazy nights,2002";;;;;
"1117,4.4,Mark Stratton,Dave Eisenstark,""To spice up her ho-hum life, college senior Amy sleeps with Aaron and Dil, her two best friends since the 3rd grade. But her best-laid plans turn their perfect, if predictable, platonic triangle into a tangled web of supercharged emotions."",96,monkey love,2002";;;;;
"1118,6.3,""['Anthony Russo', 'Joe Russo']"",""['Anthony Russo', 'Joe Russo']"",-,86,welcome to collinwood,2002";;;;;
"1119,5.7,Brian Burns,Brian Burns,""After a man finally gets over his former girlfriend, who has moved to Los Angeles and become a television star, and falls in love with another woman, the former girlfriend's show is canceled and she wants him back."",95,you stupid man,2002";;;;;
1120,7.3,Paul Thomas Anderson,Paul Thomas Anderson,-,95,punch-drunk love,2002;;;;;
"1121,4.9,Gil Cates Jr.,""['Michael A. Goorjian', 'Ron Marasco', 'Edgar Allan Poe']"",""""""The Mesmerist"""" is a twisted black comedy about a doctor who convinces a dying man's family to allow him to put the man in a trance and what happens when he descends into the after-world"",95,the mesmerist,2002";;;;;
1122,7.3,Michael Winterbottom,Frank Cottrell Boyce,-,117,24 hour party people,2002;;;;;
"1123,6.8,Mars Callahan,""['Mars Callahan', 'Chris Corso']"",-,99,poolhall junkies,2002";;;;;
1124,6.2,Jake Kasdan,Mike White,-,82,orange county,2002;;;;;
1125,5.6,Simon Rumley,Simon Rumley,One eventful night at a seedy London nightclub in 1993.,79,club le monde,2002;;;;;
"1126,4.0,-,""['S.M. Ahale', 'Shashi', 'Javed Siddiqui']"",A villager pretends to be disabled in order to be near an NRI (Non-Resident Indian).,148,pyaar diwana hota hai,2002";;;;;
1127,6.0,Tony Shalhoub,Lynne Adams,-,96,made-up,2002;;;;;
"1128,6.9,Steven Shainberg,""['Erin Cressida Wilson', 'Mary Gaitskill', 'Steven Shainberg']"",-,107,secretary,2002";;;;;
1129,6.6,Elia Suleiman,Elia Suleiman,-,92,yadon ilaheyya,2002;;;;;
"1130,4.2,Milton Brown,Milton Brown,""Pal and Bobby Ray travel the West until one of them commits a crime which drives the two apart for three decades. Returning home after 30 years, the former friends must decide whether to try again, or to carry a grudge until their deaths."",89,mi amigo,2002";;;;;
1131,3.7,Tamra Davis,Shonda Rhimes,-,93,crossroads,2002;;;;;
"1132,4.9,Harry Basil,""['Rodney Dangerfield', 'Harry Basil']"",""A restaurant owner falls in love with an opera singer and, desperate to impress her, travels to Italy to learn how to sing."",97,the 4th tenor,2002";;;;;
1133,6.7,Michael Snow,Michael Snow,A surreal and comic exploration of an office space and the decorations of a living room.,92,*corpus callosum,2002;;;;;
"1134,8.0,Frank Ciota,Joseph A. Ciota,""An Italian-American travels back to his ancestors' land to coach a colorful team in Italy's fledgling American Football League. A beautiful young girl forces him to face the same decision as his immigrant grandfather had, 70 years earlier."",100,ciao america,2002";;;;;
1135,4.2,Peter Hastings,Mark Perez,-,88,the country bears,2002;;;;;
"1136,5.1,Martyn Burke,""['William Porter', 'Steve Mackall']"",""A woman who has just discovered she is the daughter of a murdered Mafia chieftain seeks revenge, with the aide of her father's faithful bodyguard."",97,avenging angelo,2002";;;;;
"1137,7.3,""['Dean De', 'Blois', 'Chris Sanders']"",""['Chris Sanders', 'Dean De', 'Blois']"",-,85,lilo & stitch,2002";;;;;
"1138,7.1,""['Phil Hay', 'Matt Manfredi']"",Matt Manfredi,An eclectic group of individuals in Silverlake are propelled by a series of cause-and-effect chain reactions to a common destiny.,86,bug,2002";;;;;
"1139,5.7,Terence Ryan,""['Susan Morrall', 'Spike Milligan', 'Terence Ryan']"",Spike Milligan's book about the divided Irish village of Puckoon comes to the big screen.,82,puckoon,2002";;;;;
"1140,3.4,Matthias Dinter,""['Matthias Dinter', 'Martin Ritzenhoff']"",""Two friends who are doing civil service flee to the Austrian Alps to escape being forced into the army. While there, one of them rediscovers his past and they realise that it's going to be more fun than they thought."",83,""feuer, eis & dosenbier"",2002";;;;;
"1141,8.2,Jai Dixit,Jai Dixit,""A group of regulars and bar staff find themselves trapped in their local after a bizarre violent incident. As they wait for help to arrive, they become aware that the helpful stranger in their midst might not be the good Samaritan he seems to be. """"... Incredidly Fast"""" takes you on a strange, dark journey after hours where the air is thick with cigarette smoke, the liq... Leer todo"",-,it all happens incredibly fast,2002";;;;;
"1142,7.1,""['Chris Weitz', 'Paul Weitz']"",""['Nick Hornby', 'Peter Hedges', 'Chris Weitz']"",-,101,about a boy,2002";;;;;
"1143,5.6,Alexandre Rockwell,""['Brandon Cole', 'Alexandre Rockwell']"",""Things aren't looking so good for television clown Banana's career, and the fact that his estranged wife, Suzi, has just been arrested for assaulting his girlfriend, Lily, just serves to compound Banana's despair."",93,13 moons,2002";;;;;
1144,5.2,Mark Malone,Mark Malone,-,94,dead heat,2002;;;;;
"1145,4.8,David Lister,""['Christopher Atkins', 'Stephen Ronald Francis', 'Gus Silber']"",""Brother and sister, Peter and Shannon, are left alone at home";" they stumble across a truck full of stolen gold and are held captive by three incompetent bank robbers."",82,pets to the rescue,2002";;;;
"1146,5.8,Kevin Bray,""['Ronald Lang', 'Ice Cube']"",""Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their women join."",95,all about the benjamins,2002";;;;;
"1147,5.9,Bill Bennett,Bill Bennett,""'The Nugget' looks at how instant wealth suddenly changes the lives of three working class men - not necessarily for the better, but always with hilarious consequences."",97,the nugget,2002";;;;;
"1148,6.8,Oliver Parker,""['Oscar Wilde', 'Oliver Parker']"",-,97,the importance of being earnest,2002";;;;;
"1149,6.6,Peter Thorwarth,""['Peter Thorwarth', 'Matthias Dinter', 'Martin Ritzenhoff']"",""A group of rather slapdash builders are rather imaginative at solving what problems come their way. Whatever it is that doesn't fit the picture, it will be made fit in no time. This approach works equally well with a tightfisted contractor or the remains of an illegal foreign worker on the site. And then they're saddled with an arrogant student of architecture who is ... Leer todo"",101,""was nicht passt, wird passend gemacht"",2002";;;;;
1150,6.5,Woody Allen,Woody Allen,-,112,hollywood ending,2002;;;;;
"1151,5.3,Stephen Townsend,Stephen Townsend,""A group of high school misfits go on a quest to make prom night memorable. Canvassing L.A., crashing party after party, meeting girls and running from a violently jealous boyfriend - all in the name of love - or maybe just a good high."",95,kingston high,2002";;;;;
"1152,5.9,Malcolm D. Lee,""['John Ridley', 'Michael Mc', 'Cullers']"",-,86,undercover brother,2002";;;;;
"1153,3.1,Henri Charr,""['Henri Charr', 'Jess Mancilla', 'Sree Scanda']"",""Samson and Hercules, the extraordinary dogs of Little Heroes 1 and 2 are back."",90,little heroes 3,2002";;;;;
"1154,5.4,Wallace Wolodarsky,""['Joe Jarvis', 'Greg Coolidge']"",""Strapped for cash, three fraternity playboys make one last attempt to live the high life - cheaply - by masquerading as girls. But their chauvinistic ways come back to haunt them as they get a crash course in the opposite sex."",93,sorority boys,2002";;;;;
1155,5.4,Daisy von Scherler Mayer,Tracey Jackson,-,94,the guru,2002;;;;;
1156,6.8,Burr Steers,Burr Steers,-,98,igby goes down,2002;;;;;
"1157,3.5,Djamel Bensalah,""['Djamel Bensalah', 'Gilles Laurent']"",""In exchange for a sum of four million dollars that must be paid to them by Carlito, the boss of the Mafia in Saint-Denis, Tacchini, Sami, Yaya and Kader pretend to be top athletes and engage in a raid worldwide."",94,le raid,2002";;;;;
"1158,5.8,Steven Brill,""['Clarence Budington Kelland', 'Robert Riskin', 'Tim Herlihy']"",-,96,mr. deeds,2002";;;;;
"1159,5.6,Joel Schumacher,""['Gary M. Goodman', 'David Himmelstein', 'Jason Richman']"",-,125,bad company,2002";;;;;
"1160,4.0,Arlene Sanford,""['Mark Perez', 'Dave Sheridan']"",""After his work partner is murdered, a gung-ho insurance claims investigator teams with a new female investigator to uncover a massive, homicidal fraud the company seems to be perpetrating on its biggest clients."",83,""frank mcklusky, c.i."",2002";;;;;
"1161,6.0,Scott Roberts,Scott Roberts,""3 brothers are in and out of prison in connection with heists planned by their lawyer et al. He gets them out for the heists and """"looks after"""" the money and one's wife."",102,the hard word,2002";;;;;
"1162,6.2,David Caesar,David Caesar,""1973 Sydney: An Australian gangster sees booming business, due to U.S. soldiers being in town for relaxing between their tours to the Vietnam war, attracts the attention of first the Chicago mafia, and then their East Coast competitors."",110,dirty deeds,2002";;;;;
"1163,6.1,Delphine Gleize,Delphine Gleize,""After a bull dies in an arena, its remains are transported throughout Belgium, France, and Spain, where various characters cross its path."",130,carnages,2002";;;;;
1164,5.5,Herschell Gordon Lewis,W. Boyd Ford,A cannibal caterer kills various young women in preparation for a ritual feast for a long-dormant Egyptian goddess that has him under its control.,92,blood feast 2: all u can eat,2002;;;;;
1165,5.7,Bob Dolman,Bob Dolman,-,98,the banger sisters,2002;;;;;
"1166,5.2,Brian Levant,""['Jim Kouf', 'Tommy Swerdlow', 'Michael Goldberg']"",-,99,snow dogs,2002";;;;;
1167,4.7,Leonardo Ricagni,Tino Lucente,-,93,29 palms,2002;;;;;
"1168,6.4,Paolo Virzì,""['Francesco Bruni', 'Francesco Piccolo', 'Paolo Virzì']"",""Tanino, looking for a girl he met during the summer, embarks on a journey across the United States, facing the real American dream."",100,my name is tanino,2002";;;;;
"1169,7.0,François Ozon,""['François Ozon', 'Marina de Van', 'Robert Thomas']"",-,111,8 femmes,2002";;;;;
"1170,4.9,""['Chuck De', 'Bus']"",""['Chuck De', 'Bus', 'Larry Eisenburg']"",""A desperate young couple, on the run from the mob, drop anchor at a remote rundown restaurant in the middle of the desert named the Nautilus. At first, it seems like a great place to hideout but soon they find themselves smack dab in the center of a family that gives a whole new definition to the word crazy and makes them think that maybe they'd be better off with the... Leer todo"",89,fish don't blink,2002";;;;;
"1171,5.4,Marc Munden,Rob Young,""A librarian begins a passionate affair with a mysterious woman who walks into his library. When she suddenly disappears, he travels down to London to search for her, only to discover that she has three identities, dancer, dominatrix, and con woman. But which one is the real Miranda?"",90,miranda,2002";;;;;
"1172,4.7,Uwe Janson,Jens Urban,""The Surgeon Steffen is innocently accused of the murders of women that have taken place in the city in recent months. Attempts to clear his identity are hampered by the fact that he has recently been sitting and watching his colleague Katharina from a distance in her home. To put everything right, he takes the police's talkative psychologist hostage and sets out in se... Leer todo"",95,nachts im park,2002";;;;;
"1173,6.7,Jonas Åkerlund,""['Will De Los Santos', 'Creighton Vero']"",-,101,spun,2002";;;;;
"1174,6.9,Don Coscarelli,""['Joe R. Lansdale', 'Don Coscarelli']"",-,92,bubba ho-tep,2002";;;;;
"1175,3.8,Albert Saguer,""['Sergi Pàmies', 'Albert Saguer', 'Francesc Orteu']"",Police inspector Vivancos is assigned to look into a double homicide and quickly discovers the two deceased to be fellow policemen.,89,vivancos 3,2002";;;;;
1176,3.4,Kelly Sandefur,Jim Geoghan,It's the attack of the genetically-altered killer bats.,94,fangs,2002;;;;;
"1177,5.8,Stephen Herek,""['John Scott Shepherd', 'Dana Stevens']"",-,103,life or something like it,2002";;;;;
"1178,5.1,Gerry Lively,Rolfe Kanefsky,""A private detective, a young woman, bank robbers and crooked cops all embark on a chase for a piece of paper that will lead them to three million dollars."",95,shattered lies,2002";;;;;
"1179,6.9,Todd Louiso,Gordy Hoffman,""Following the unexplained suicide of his wife Liza, a web designer turns to gasoline fumes and remote-control airplanes while avoiding an inevitable conflict with his mother-in-law."",90,love liza,2002";;;;;
"1180,7.3,Petr Zelenka,Petr Zelenka,""Documentary maker Jan Holman follows the ultrafamous singer/songwriter Jaromír Novahica during his tour with the band Cechomor. The combination is very succesful, but it draws a heavy toll on the band members and Jan Holman."",88,rok dábla,2002";;;;;
1181,6.8,Amber Benson,Amber Benson,A young woman tries to find the right man to be with while dealing with her own life and family problems.,75,chance,2002;;;;;
"1182,5.5,Mick Jackson,""['Po Bronson', 'Jon Favreau', 'Gary Tieche']"",""Andy works in marketing but wants to create something """"real"""" so he gets a job in research with huge a pay cut. He teams with 3 nerds to develop a $99 PC for 3rd world students. Then comes the dot-com crash."",105,the first $20 million is always the hardest,2002";;;;;
"1183,6.6,Juan Antin,""['Juan Antin', 'Lautaro Núñez de Arco']"",""When his pet is killed by a probe from earth, Mercano, a Martian, travels to earth angered. Landing in Buenos Aires, at first no one takes any notice of him."",87,""mercano, el marciano"",2002";;;;;
"1184,5.8,Alex Proyas,""['Alex Proyas', 'Dave Warner', 'Michael Udesky']"",-,105,garage days,2002";;;;;
"1185,3.6,Enrique Álvarez,""['Sygfredo Ariel', 'Enrique Álvarez']"",""Four young people meet up in the harbour of Havana. A colourful Caribbean story about exile, love and earning money."",93,miradas,2002";;;;;
"1186,4.7,Jean-Claude La Marre,Jean-Claude La Marre,""Two guys are robbed of a winning lottery ticket at a diner. The robber, Belinda, is arrested with the ticket hidden. To get the ticket back, the two guys dress as women and get arrested."",94,go for broke,2002";;;;;
"1187,6.4,Walt Becker,""['Brent Goldberg', 'David Wagner']"",-,92,national lampoon's van wilder,2002";;;;;
"1188,6.3,Rich Thorne,Mark Thompson,""Keith Bennets mother passed away a year ago, and he feels like he has moved on with his life, until one morning his mothers jewelry shows up on Keiths bathroom sink. The same jewelry she was buried in. Keith tells his wife Karen, about the jewelry and that is the last straw. She claims he is distant and has shut her out. Now he thinks he is seeing things that aren't t... Leer todo"",76,mother ghost,2002";;;;;
"1189,4.8,Gurudev Bhalla,""['Urmi Juvekar', 'Tanveer Khan']"",A miscreant who commits a misdemeanor is sentenced to do community service in an old-folks home.,155,shararat,2002";;;;;
"1190,4.4,""['Constance L. Hoy', 'Matt Lagman']"",Matt Lagman,-,90,training wheels,2002";;;;;
"1191,6.8,Otar Iosseliani,Otar Iosseliani,""Vincent lives in a village. Every morning he goes to the factory to work, and in the evening he takes care of his family. One day, he decides to go on a trip with the money given by his father."",-,lundi matin,2002";;;;;
"1192,6.0,Kar Lok Chin,Tak-Sam Leong,""Takashi Okamura is back on another wacky adventure. This time he is mistaken for a foreign assassin, which leads to him being chased by a maverick martial arts master, an oddball cop, the gangsters who hired him and the true assassin."",104,mou man tai 2,2002";;;;;
"1193,5.9,Jean Odoutan,Jean Odoutan,""Paris. Belleville quarter. Mama Aloko has to put up with her broken fridge, the cause of all her woes. She will come up with the one thousand francs to buy a new fridge to prevent the Health Dept from shutting down her restaurant."",90,mama aloko,2002";;;;;
"1194,5.6,""['Cathy Malkasian', 'Jeff Mc', 'Grath']"",""['Kate Boutilier', 'Arlene Klasky', 'Gabor Csupo']"",-,85,the wild thornberrys movie,2002";;;;;
"1195,4.7,""['Frédéric Saurel', 'Jan Kounen']"",""['Frédéric Saurel', 'Xavier Thiam']"",-,90,bâtards,2002";;;;;
"1196,6.5,Lawrence Blume,""['Matt Walsh', 'Ian Roberts', 'Katie Roberts']"",""Martin tried to kill himself. He's back at the advertising agency with everybody knowing. He sees a shrink, Dr. Orloff, with hilarious results."",87,martin & orloff,2002";;;;;
"1197,6.1,""['Gerhard Ertl', 'Sabine Hiebler']"",""['Gerhard Ertl', 'Sabine Hiebler']"",Three stories about couples who all have a gas station in Austria.,90,nogo,2002";;;;;
"1198,5.8,John Bradshaw,""['Tony Johnston', 'Mark Thomas']"",One of two deadly hired kilers switches places with one of a duo of conmen in order to pursue love.,96,triggermen,2002";;;;;
1199,7.3,Cédric Klapisch,Cédric Klapisch,-,122,l'auberge espagnole,2002;;;;;
"1200,6.3,Mark Medoff,""['Truman Capote', 'Douglas Sloan']"",""12 year old Lily Bobbit moves to Medda, Ala, and immediately makes an impression on the residents when she and her friends team up to outsmart a con man, the town is changed forever."",102,children on their birthdays,2002";;;;;
"1201,5.3,Mark Hoeger,""['George Mills', 'Don Winslow']"",""When a troubled teen is caught by the law, it's a choice of jail or an all-star football training camp. If he can control his attitude problem, and with the love of a girl he meets, they both might be able to turn their lives around."",95,full ride,2002";;;;;
"1202,5.9,""['Alain Berbérian', 'Frédéric Forestier']"",""['Alexandre Coquelle', 'Manuel Delilez', 'Thomas Langmann']"",""It is the story of two types: Moltes a criminal in prison and Reggio one of the guards. Crazy adventures happen when following a winner ticket to Africa, they competes in a rally and are chased by the Turk, a sworn enemy of Moltes."",107,rally,2002";;;;;
"1203,3.8,Peter Hewitt,""['Peter Hewitt', 'Phil Hughes']"",-,87,thunderpants,2002";;;;;
"1204,5.5,Tom Dey,""['Jorge Saralegui', 'Keith Sharon', 'Alfred Gough']"",-,96,showtime,2002";;;;;
1205,7.0,Dan Settani,Dan Settani,Follow the lives of some failed filmmakers as they come to grips with their Sundance film festival rejection letters.,83,wrong way to sundance,2002;;;;;
"1206,5.9,Jon Sherman,Eric Pomerance,""A woman experiences five blind dates in one year, but only one of them is """"Mr. Right""""."",90,i'm with lucy,2002";;;;;
1207,5.0,Jordan Susman,Jordan Susman,A dramedy that centers on a self-procalimed anarchist and his like-minded friends.,101,the anarchist cookbook,2002;;;;;
"1208,6.2,Mark Mylod,""['Sacha Baron Cohen', 'Dan Mazer']"",-,85,ali g indahouse,2002";;;;;
"1209,7.3,Shuqin Huang,""['Lili Gao', 'Shuqin Huang', 'Qi Zhang']"",-,-,hi frank!,2002";;;;;
1210,5.8,Doris Wishman,Doris Wishman,The love lives of three young women who share an apartment.,79,dildo heaven,2002;;;;;
"1211,7.0,""['Letitia Mc', 'Quade']"",""['Ross Daniels', 'Letitia Mc', 'Quade']"",Two friends start their own cult.,83,guru wayne,2002";;;;;
"1212,6.8,Bobby Eerhart,""['Karin van Holst Pellekaan', 'Martin van Waardenberg']"",""Loonies is a touching comedy about five psychiatric patients who are forced to exchange their familiar surroundings for an old-fashioned, impersonal institution. Partly because of the severe regime of a dreadful nurse, the five decide to escape from their new home and go back to the old one under their own steam. After a drastic confrontation with the 'normal' outside... Leer todo"",90,loenatik - de moevie,2002";;;;;
"1213,6.0,Amy Hobby,Karl Geary,""A touching and humorous story about a man who gets cold feet, leaving his bride at the altar. On return to mend their relationship, he finds she is engaged to another man."",93,coney island baby,2002";;;;;
"1214,6.2,David L. Williams,""['Paul Barnhill', 'Roger Thomas', 'Neil Warhurst']"",""Good-looking, well-spoken Phil is broke and cannot understand how flatmate James has recently acquired a lot of extra cash and a permanent grin on his face. James's secret? Adonis Escorts - 40 pounds an hour, 150 for the night. Faced with imminent eviction, a reluctant Phil is persuaded to join the agency and soon the two gigolos have a loyal following including bored... Leer todo"",82,flyfishing,2002";;;;;
1215,6.0,Luciano Ligabue,Luciano Ligabue,Four middle-aged friends plan to re-experience an old weekend in Rimini.,99,da zero a dieci,2002;;;;;
"1216,6.7,Gurinder Chadha,""['Gurinder Chadha', 'Guljit Bindra', 'Paul Mayeda Berges']"",-,115,bend it like beckham,2002";;;;;
"1217,4.9,Mort Nathan,""['Mort Nathan', 'William Bigelow']"",-,94,boat trip,2002";;;;;
"1218,5.3,Ernesto Aguilar,""['Germán Favier', 'Jorge Dyszel', 'Milos Twilight']"",Two sisters meet back after many years. They have the most strange confrontation. Satiric view of Argentine's society.,84,mi suegra es un zombie,2002";;;;;
"1219,6.2,""['Drew Daywalt', 'David Schneider']"",""['Drew Daywalt', 'Patrick Kiely', 'David Schneider']"",A crook quietly plots his revenge against the boss who murdered his brother while working for him.,101,stark raving mad,2002";;;;;
1220,5.3,Robert Rodriguez,Robert Rodriguez,-,100,spy kids 2: island of lost dreams,2002;;;;;
"1221,6.4,Jeff Anderson,Jeff Anderson,""On the eve of his bachelor party, a man learns his fiancee wants to call off the wedding. The unmarried couple returns to New Jersey to sort out their relationship."",102,now you know,2002";;;;;
"1222,6.9,Scott Malchus,Scott Malchus,""A young man in his early early 20's discovers his first love is getting married so he drops everything to travel across California and stop her, with no money and no car, where he discovers life, love and secrets from his past."",113,king's highway,2002";;;;;
"1223,5.0,Patrick Timsit,""['Jean-François Halin', 'Jean-Carol LarrivéPatrick Timsit']"",""Pierre has four months left to live if he does not find a new liver. His only hope is a transplant from his brother, Paul. But Pierre hates Paul and has refused to see him for the past ten years. They are different in every aspect : their way of life, their tastes. Nevertheless, Marie, Pierre's fiancee, is determined to reconcile the two men. A love-hate relationship ... Leer todo"",100,quelqu'un de bien,2002";;;;;
"1224,6.3,Eric Till,Steve Smith,""The residents of Possum Lodge head on a road trip to the States, hoping to win a contest and thus pay a fine."",90,duct tape forever,2002";;;;;
"1225,6.8,""['Thomas Robsahm', 'Martin Asphaug', 'Arild Fröhlich']"",""['Nikolaj Frobenius', 'Marion Hagen', 'Kjetil Lismoen']"",Most people live in China. But who lives in Norway?,85,folk flest bor i kina,2002";;;;;
"1226,6.1,Dan Ireland,""['David Bakalar', 'Jim Jermanok', 'Steve Jermanok']"",""Passionada is a romantic comedy about a Portuguese widow whose husband, a fisherman, died at sea. The widow's naive teenage daughter wants to be a professional gambler and she convinces her mother to date a British man who's new in town. The widow falls for the Brit, a professional gambler who pretends to be in the fishing business."",108,passionada,2002";;;;;
"1227,6.0,Simon Cellan Jones,""['Susanne Bier', 'Peter Flannery']"",""It's love at first sight when Stevie and kitchen-installer Neil meet. But she's pregnant by her Italian footballer husband, and Neil and his girlfriend are adopting Mgala from Burkina Faso. Is it too late for love and happiness?"",91,the one and only,2002";;;;;
1228,5.2,N. Barry Carver,N. Barry Carver,This is the story of what happens to the star-cross'd lovers after Shakespeare's famous play ends.,-,romeo & juliet revisited,2002;;;;;
"1229,6.5,""['Craig Mc', 'Cracken']"",""['Charlie Bean', 'Lauren Faust', 'Craig Mc', 'Cracken']"",-,73,the powerpuff girls movie,2002";;;;;
"1230,6.0,Jean-Claude Brisseau,Jean-Claude Brisseau,""Nathalie teaches Sandrine that sexual transgression can cause violent pleasure and give those who use it a powerful weapon to climb the social hierarchy. They decide to get a job in a bank, a place where victims abound."",115,choses secrètes,2002";;;;;
"1231,4.6,José Luis García Sánchez,""['Rafael Azcona', 'José Luis García Sánchez']"",""1975... Días grises para España. Franco agonizaba y el Príncipe, Jefe de Estado en funciones, se encontraba en una posición difícil para afrontar un problema fundamental. Hassan II buscó el momento preciso para organizar la verbenesca «marcha verde» que colocaba a nuestro Ejército ante una disyuntiva gravísima. No tenía que enfrentarse con la estrategia y potencia de ... Leer todo"",91,la marcha verde,2002";;;;;
1232,6.8,Aitor Gaizka,Aitor Gaizka,-,92,entre abril y julio,2002;;;;;
"1233,6.1,Marina Valentini,""['José María Paolantonio', 'Ricardo Wullicher']"",-,89,bahía mágica,2002";;;;;
"1234,5.3,Gérard Cuq,""['Gérard Cuq', 'Michel Cuq']"",""When his credit card has just been swallowed by distributor Bruno Lussac, State Inspector Débé crosses the limits of home ethics when he learns that he has just been banned from banking. Disguised as a Southerner for a costume party where he was supposed to arrest drug dealers, he lures his colleagues into robbing a bank";" he causes a bloodbath but comes out victorious... Leer todo"",97,les percutés,2002";;;;
1235,2.9,Josh Olson,Josh Olson,Horror tale of insects which eat their victims from the inside out.,84,infested,2002;;;;;
1236,5.5,Lewis Gilbert,Shelagh Stephenson,The imperfect lives of three sisters are revealed at their unloved mother's funeral.,94,before you go,2002;;;;;
"1237,5.8,Sven Unterwaldt Jr.,Ralf König,""A player in a famous orchestra finds sexual experiences with a Russian opera singer, which he enjoys much because his wife has just left due to the fact that he has purchased a porno movie. The orchestra player gets known to his neighbour, a gay man having also relationship troubles, and together they are trying hard to find a way how to go on with their lifes."",84,wie die karnickel,2002";;;;;
"1238,4.5,James Bruce,""['Matthew Goodman', 'Paul Sampson']"",""Two long lost brothers and one hacker take on the CIA and the Mob. Dodging multiple hit squads, they try to stay one step ahead of the army of agents and Wise Guys gunning to get them whacked."",91,whacked!,2002";;;;;
"1239,7.2,Alice Nellis,Alice Nellis,""A dark and absurd road-movie comedy in which the grandmother fulfills a dream, the mother stops treating her daughters like kids, the daughters stop treating their husbands like idiots, and the father's ashes get spread all over the country. It's almost six months since he died and his ashes are still in grandma's cupboard. Everyone in the family seems to have grieved... Leer todo"",100,výlet,2002";;;;;
1240,5.9,François Velle,Craig Sherman,A once-idealistic writer inadvertently ignites a feeding frenzy in Hollywood with the mention of a mysterious new screenplay and its illusive author.,94,new suit,2002;;;;;
"1241,-,Damon Stout,Damon Stout,""Quick cash, fake diamonds, and a triple-cross... When an out of work Gulf War vet (Leo) is offered some quick cash as a bodyguard, he jumps at the chance. His job is to escort a diamond courier from the airport to a large wholesaler in L.A. ...simple enough. Unfortunately for Leo, the security boss (Sal) who hired him plans to steal the diamonds. Add two corrupt detec... Leer todo"",85,bulldog,2002";;;;;
"1242,5.4,Kevin Donovan,""['Phil Hay', 'Matt Manfredi', 'Michael J. Wilson']"",-,98,the tuxedo,2002";;;;;
"1243,5.9,Harold Ramis,""['Kenneth Lonergan', 'Peter Tolan', 'Peter Steinfeld']"",-,96,analyze that,2002";;;;;
"1244,4.7,Steven Soderbergh,Coleman Hough,""A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party."",101,full frontal,2002";;;;;
"1245,5.4,Rémi Waterhouse,""['Eric Vicaut', 'Rémi Waterhouse']"",""Like every year, Jean-Louis, the property manager, a cunning and depressed man, will chair the meeting of the co-owners. Important questions will be debated."",90,mille millièmes,2002";;;;;
"1246,3.9,Jean-Marie Poiré,Jean-Marie PoiréRaffy Shart,""Georges, a wealthy Parisian, has a mistress who wants to marry him, but he has no intention of divorcing his wife, the source of his money. The mistress, meanwhile, has a jealous boyfriend, so when Georges dumps her, two people are angry with him. Add Georges' wife, who suspects the affair. The mistress calls Georges to say she's coming to tell his wife everything, so... Leer todo"",102,ma femme... s'appelle maurice,2002";;;;;
1247,-,Sergio Myers,Sergio Myers,-,-,ward 23,2002;;;;;
"1248,5.6,Jean-Pierre Limosin,Christophe HonoréJean-Pierre Limosin,""Graham struggles to connect the pieces of his shattered short-term memory. Unable to recall the most basic facts of his life and his sexual past, he quickly falls prey to the erotic appetites of the women he encounters."",98,novo,2002";;;;;
"1249,5.0,Raúl Rodríguez Peila,""['Ricardo Rodríguez', 'Alejandro Sapognikoff']"",""Facing an imminent attack from Mars, planet Earth sends Dibu to Mars as a peace ambassador - the only hope for averting the attack. Amazingly, he finds a friendly population, whose only issue is that they are fed up of their planet being used as a nuclear dump site. Besides averting the Martian attack, Dibu also inadvertently manages the save hit planet from the diabo... Leer todo"",80,dibu 3,2002";;;;;
"1250,5.8,Brock Simpson,Brock Simpson,""Thirty year old Torontonian Asa Gemmill loves movie musicals of the 1930s and 1940s, especially little known Canadian movies starring Mar Stoddart, who he views as the Canadian Fred Astaire, and his regular partner Doreen Gaynor, most specifically one called """"Fancy Dancing"""". He is irresponsible in the way he lives his life - living in the seedy Winchester Hotel where ... Leer todo"",91,fancy dancing,2002";;;;;
"1251,3.6,Guy Ritchie,""['Guy Ritchie', 'Lina Wertmüller']"",-,89,swept away,2002";;;;;
"1252,5.7,Richard Keith,""['Scott Fernstrom', 'Doug Keith', 'Richard Keith']"",""Dex and Eric are ordinary, twenty-something guys dealing with work, relationships and friends. Their life becomes less ordinary when they encounter Herb, a mischievous and malevolent geek. What starts as an innocent game of bar trivia soon escalates into an all out war - Dex & Eric vs. Herb. Complicating matters further is the fact that commitment-shy Dex unexpectedly... Leer todo"",-,smoking herb,2002";;;;;
"1253,5.8,Manuel Gutiérrez Aragón,""['Manuel Gutiérrez Aragón', 'Miguel de Cervantes y Saavedra']"",-,122,el caballero don quijote,2002";;;;;
"1254,6.5,Michel Blanc,""['Michel Blanc', 'Joseph Connolly']"",""Two couple of friends, one very rich the other almost homeless, decides to go on Holiday. Julie, a single mother, joins them too. Once at seaside, it starts a complicate love cross among them that will involve also a transsexual, a jealous brother,a Latin Lover and another nervous stressed couple. Not to mention about the daughter of one of them that is secretly in Ch... Leer todo"",103,embrassez qui vous voudrez,2002";;;;;
