,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
1274,,,,,,lone hero,2002
1275,6.4,Olivier Marchal,Olivier Marchal,"Franck Chaievski and Nina Delgado are two undercover detectives of a French special force trying to identify two corrupts members of the Paris Police Force. Franck is pretending to be a gangster and Nina a prostitute living with him, and involved in a robbery of a fortune in diamonds, having seven deaths and some injured persons.",90,gangsters,2002
1276,3.6,['Dasari Narayana Rao'],['Dasari Narayana Rao'],-,-,kondaveeti simhasanam,2002
1277,5.2,Laetitia Masson,"['Didier Daeninckx', 'Laetitia Masson']","When an indistinct woman named Charlotte leaves a train station in hopes of changing her life forever, she's followed by a mysterious stranger with ill intentions.",125,la repentie,2002
1278,5.1,Peter Masterson,Jay Sweet,"Finding his only escape in music, Gil Blackwell (Broken English's Josh Hamilton) decides to leave his monotonous business life in Boston when his cousin dies in a car accident. Gil ignores his father's disapproval and hits the road in the family's antique truck for the promised land of California. On the way a chance encounter reunites him with an old college flame, G... Leer todo",79,west of here,2002
1279,,,,,,love liza,2002
1280,,,,,,the scoundrel's wife,2002
1281,4.8,['Alexandra Therese Keining'],['Alexandra Therese Keining'],"22-year-old Josefine move from Stockholm to Malmö in search of a better life. In an art class in Copenhagen she meets Elvis, an exuberant Dane. What begins as an innocent one-night stand grows into something bigger.",91,hot dog,2002
1282,7.3,Petr Zelenka,Petr Zelenka,"Documentary maker Jan Holman follows the ultrafamous singer/songwriter Jaromír Novahica during his tour with the band Cechomor. The combination is very succesful, but it draws a heavy toll on the band members and Jan Holman.",88,rok dábla,2002
1283,6.2,"['Sylvia Chang', 'Alan Yuen']","['Sylvia Chang', 'Alan Yuen']","When Joker meets Ling in a disco one night, he feels that he has found the perfect model of his dream project, Princess-d. Based on the image of Ling, he plans to create a novel virtual idol on the internet. In reality, however, Ling is the opposite of the perfect image. Her father is jailed for life, her mother remains half-conscious after an attack, and her brother ... Leer todo",106,seung fei,2002
1284,6.8,Amber Benson,Amber Benson,A young woman tries to find the right man to be with while dealing with her own life and family problems.,75,chance,2002
1285,6.2,Sandrine Ray,"['Antoine Lacomblez', 'Sandrine Ray']","After a brutal attack, a 19-year-old girl falls into a self-destructive cycle.",95,vivante,2002
1286,,,,,,the climb,2002
1287,,,,,,garage days,2002
1288,3.6,Enrique Álvarez,['Sygfredo Ariel Enrique'],"Four young people meet up in the harbour of Havana. A colourful Caribbean story about exile, love and earning money.",93,miradas,2002
1289,,,,,,bear's kiss,2002
1290,4.0,['Jon C Scheide'],Ray Stroeber,The Rose Technique revolves around the life of an off-beat psychiatrist who wants to join the crazy world of daytime TV.,97,the rose technique,2002
1291,,,,,,assassination tango,2002
1292,6.1,Cess Silvera,Cess Silvera,-,95,shottas,2002
1293,,,,,,black point,2002
1294,6.3,Rich Thorne,Mark Thompson,"Keith Bennets mother passed away a year ago, and he feels like he has moved on with his life, until one morning his mothers jewelry shows up on Keiths bathroom sink. The same jewelry she was buried in. Keith tells his wife Karen, about the jewelry and that is the last straw. She claims he is distant and has shut her out. Now he thinks he is seeing things that aren't t... Leer todo",76,mother ghost,2002
1295,7.0,Chris Eyre,"['Adrian C', 'Louis Jennifer', 'D Lyne']",-,84,skins,2002
1296,6.3,Eric Byler,"['Eric Byler', 'Jeff Liu']","Michael, a young mechanic, is forced to choose between a daring tryst with an alluring stranger and the habitual comfort of his bittersweet obsession: his beautiful young tenant.",85,charlotte sometimes,2002
1297,5.8,Vincent Perez,"['Vincent Perez', 'Karine Silla', 'J Tonnerre']","A grief-stricken man who just lost his mother has a one night stand with a maid. What he doesn't know is that she's a virgin. He returns to his sad world of perfume business while she, unable to forget her first lover, follows him.",85,peau d'ange,2002
1298,4.8,Gurudev Bhalla,"['Urmi Juvekar', 'Tanveer Khan']",A miscreant who commits a misdemeanor is sentenced to do community service in an old-folks home.,155,shararat,2002
1299,4.4,"['Constance L', 'Hoy Matt Lagman']",Matt Lagman,-,90,training wheels,2002
1300,,,,,,lundi matin,2002
1301,5.6,Stephan Brenninkmeijer,Stephan Brenninkmeijer,-,93,swingers,2002
1302,6.6,Mladen Maticevic,"['Srdja Andjelic', 'Mladen Maticevic']","Macak (The Cat) is the best basketball player around the blocks of New Belgrade. Meanwhile, his friend is bullied by a local gangster Coma, whom he owns money. To pay off his debt, Macak will play 1 on 1 with the rival player, eventually winning it. However, Coma doesn't stand on his promise, so Macak decides to solve this problem the other way.",90,1 na 1,2002
1303,,,,,,and now... ladies and gentlemen...,2002
1304,4.7,"['Fr Saurel', 'Jan Kounen']","['Fr Saurel', 'Xavier Thiam']",-,90,bâtards,2002
1305,6.1,"['Gerhard Ertl', 'Sabine Hiebler']","['Gerhard Ertl', 'Sabine Hiebler']",Three stories about couples who all have a gas station in Austria.,90,nogo,2002
1306,,,,,,l'auberge espagnole,2002
1307,6.3,Mark Medoff,"['Truman Capote', 'Douglas Sloan']","12 year old Lily Bobbit moves to Medda, Ala, and immediately makes an impression on the residents when she and her friends team up to outsmart a con man, the town is changed forever.",102,children on their birthdays,2002
1308,5.9,Olivier Assayas,Olivier Assayas,"A French corporation goes head-to-head with an American web media company for the rights to a 3-D manga pornography studio, resulting in a power struggle that culminates in violence and espionage.",-,demonlover,2002
1309,,,,,,left behind ii: tribulation force,2002
1310,6.5,Tony Ayres,Roger Monk,"After the death of a friend, a household of long time friends and family are tossed into the myopic world of grief, where jealousy, betrayal and desire override more polite reactions to death.",90,walking on water,2002
1311,,,,,,swimfan,2002
1312,,,,,,the emperor's club,2002
1313,,,,,,chopin: desire for love,2002
1314,,,,,,wisegirls,2002
1315,,,,,,the anarchist cookbook,2002
1316,6.7,Paul Goldman,"['Phillip Gwynne', 'Paul Goldman']","In Prospect Bay, a remote outpost on the South Australian coast, two communities, the Goonyas and the Nungas, come together on the one field they have in common, the football field. But the underlying racism and class warfare threatens to make the team's greatest victories irrelevant. This holds particularly true for Blacky, a white teen who is more interested in book... Leer todo",95,australian rules,2002
1317,5.8,Victor Nunez,Victor Nunez,"An ex-con returns to his Florida hometown after three years and becomes involved with the wife of his best friend, the local Sheriff.",110,coastlines,2002
1318,8.0,Ezio Massa,"['Jorge Bechara', 'Ezio Massa']","Daniel and Nico (Daniel's 10 years old son) returns to 'Redemption' his hometown: There's an old time friend, a woman and a secret.. Sun rises 2 cars arrives to the town.. The MANHUNT Begins.",90,cacería,2002
1319,5.8,Matthew Bright,"['Stephen Johnston', 'Matthew Bright']",-,-,ted bundy,2002
1320,6.2,Garrett Bennett,"['Garrett Bennett', 'Steve Edmiston', 'Neil Weinberger']","A down-and-out writer, Nick Sennet, runs into Harry, a man that, legend has it, died long ago. Together they attempt to revitalize a defunct factory as well as their lives.",103,farewell to harry,2002
1321,7.3,Shuqin Huang,"['Lili Gao', 'Shuqin Huang', 'Qi Zhang']",-,-,hi frank!,2002
1322,5.5,Andrzej Sekula,"['Sean Hood', 'Ernie Barbarash', 'Lauren Mc Laughlin']",-,-,cube 2: hypercube,2002
1323,6.3,Urs Egger,Jens Urban,"Jochen Epstein wird aus dem Gefängnis entlassen, in dem er 15 Jahre wegen Mordes eingesessen hatte. Er ist entschlossen, aus Deutschland auszuwandern und die Vergangenheit für immer hinter sich zu lassen. Doch vertraute Orte, verdrängte Erinnerungen und eine nie vergessene Freundin sprengen den Panzer, den der Alte um sich aufgebaut hat. Alles begann an seinem letzten... Leer todo",82,epsteins nacht,2002
1324,7.0,Emanuele Crialese,Emanuele Crialese,-,95,respiro,2002
1325,6.0,Amy Hobby,Karl Geary,"A touching and humorous story about a man who gets cold feet, leaving his bride at the altar. On return to mend their relationship, he finds she is engaged to another man.",93,coney island baby,2002
1326,6.2,Jacques Nolot,Jacques Nolot,"In a Parisian porn theater, a cashier, a 50-year-old man and a young projectionist are drawn into a complex love affair.",90,la chatte à deux têtes,2002
1327,6.0,Luciano Ligabue,Luciano Ligabue,Four middle-aged friends plan to re-experience an old weekend in Rimini.,99,da zero a dieci,2002
1328,-,Jules Williamson,-,-,16,tattoo,2002
1329,,,,,,bend it like beckham,2002
1330,6.3,Unni Straume,Unni Straume,"Sara, recently divorced and mourning the loss of her only child, rents her basement to Bogdan, a Serbian musician who brings the whole band along. As she learns more about her ex's infidelity, she wonders if Bogdan's lifestyle may be preferable to the manipulative starkness of her ex that ultimately lead to his murder.",97,musikk for bryllup og begravelser,2002
1331,6.5,Alex Cox,"['Frank Cottrell', 'Boyce Thomas Middleton']","In a post-apocalyptic Liverpool, a man returns seeking revenge for his wife's murder - and everyone speaks perfect Jacobean English.",109,revengers tragedy,2002
1332,6.0,François Armanet,"['Fran Armanet', 'Jean Helpert']","Set in Paris during the 1960s, a group of stylish teenagers hang out at a club called the Drugstore.",93,la bande du drugstore,2002
1333,5.8,['Eriq La Salle'],"['Jeremy Leven', 'Erik Jendresen']","Psychiatrist Ty Adams doesn't believe in using drugs, but the head of Sedah State Hospital does, then 'Satan' arrives ~ walk-in patient extraordinaire... From there it's a full-on freaky ride.",113,crazy as hell,2002
1334,3.7,Florian Froschmayer,"['Florian Froschmayer', 'Martin Rapold']",A man in his late twenties lands at Los Angeles airport. He takes up residence in the first motel room he finds. We join him on his journey into his past and the resulting present. The traveler becomes a stranded man.,90,l.a. x,2002
1335,5.2,Csaba Káel,"['J Katona', 'B Egressy', 'G M']","Bánk Bán, the viceroy is loyal to the ruling regime, but when he is told Otto, the brother of Endre the Second seduced his wife, he decides to join the revolution.",118,bánk bán,2002
1336,5.9,Brett Wagner,Brett Wagner,"Renee Unger is living the life she always hoped for: a little red-brick house in the small town of New Russia, Ohio, a good husband, a prospering construction business, and a baby on the way. When her husband's younger brother turns twenty-one and is released from juvenile prison, where he served five years for murder, Renee's cozy life begins to change. Colson comes ... Leer todo",89,five years,2002
1337,6.2,Anne Wheeler,"['Alice Munro', 'Charles K', 'Pitts Anne Wheeler']","1851, Manitoba's Red River Valley. As winter sets in, a young woman on the edge of madness arrives exhausted at the fort, a wilderness station, claiming she murdered her husband. She's placed in a cell; for the next several months, she sews while the local prefect, Henry Mullen, investigates. In flashbacks we see her arranged marriage to the hard-working but angry Sim... Leer todo",99,edge of madness,2002
1338,6.9,Scott Malchus,Scott Malchus,"A young man in his early early 20's discovers his first love is getting married so he drops everything to travel across California and stop her, with no money and no car, where he discovers life, love and secrets from his past.",113,king's highway,2002
1339,,,,,,bang bang you're dead,2002
1340,,,,,,all or nothing,2002
1341,5.9,['M J Bassett'],['M J Bassett'],-,-,deathwatch,2002
1342,,,,,,the house next door,2002
1343,,,,,,signs,2002
1344,,,,,,28 days later...,2002
1345,6.8,"['Thomas Robsahm', 'Martin Asphaug', 'Arild Fr']","['Nikolaj Frobenius', 'Marion Hagen', 'Kjetil Lismoen']",Most people live in China. But who lives in Norway?,85,folk flest bor i kina,2002
1346,5.0,Gerardo Herrero,"['Carlos Franz', 'Jorge Goldenberg']","In Iquitos, during the era of military dictatorships, a consul must face the arrival of a daughter he does not see in years and the stalking of a military collaborator diplomat who comes to discover his protection to a deserter pilot.",-,el lugar donde estuvo el paraíso,2002
1347,,,,,,dahmer,2002
1348,7.3,Mark Roper,"['Gil Grant', 'Arne Olsen']","Sidney inherits from the best relic hunter of the previous generation a key, and rushes with Nigel on the hunt for the one treasure he never found: Pandora's box, which was guarded by the clan of the Persian sultanate of An-Najaf. The (equally fictitious) successor state is however in revolution, and though a resourceful local father proves a welcome guide in the capi... Leer todo",44,pandora's box,2002
1349,7.9,Pedro Almodóvar,Pedro Almodóvar,-,-,hable con ella,2002
1350,6.1,Dan Ireland,"['David Bakalar', 'Jim Jermanok', 'Steve Jermanok']","Passionada is a romantic comedy about a Portuguese widow whose husband, a fisherman, died at sea. The widow's naive teenage daughter wants to be a professional gambler and she convinces her mother to date a British man who's new in town. The widow falls for the Brit, a professional gambler who pretends to be in the fishing business.",108,passionada,2002
1351,6.5,Pete Jones,Pete Jones,"A Catholic boy tries to convert a terminally ill Jewish boy, so he will be able to go to Heaven.",91,stolen summer,2002
1352,,,,,,the badge,2002
1353,,,,,,sunshine state,2002
1354,6.3,Jeffrey Lau,Jeffrey Lau,-,99,mou han fou wut,2002
1355,5.7,Gerardo Vera,Ángeles Caso,In 1945 Spain a young man with Nazi contacts fell in love with a left wing family woman.,-,deseo,2002
1356,5.5,Sergio Renán,"['Manolo Matji', 'Juan Jos', 'Mill Sergio Ren']",-,-,la soledad era esto,2002
1357,,,,,,hukkle,2002
1358,,,,,,nos miran,2002
1359,,,,,,les femmes... ou les enfants d'abord...,2002
1360,6.0,['Jean Claude Brisseau'],['Jean Claude Brisseau'],"Nathalie teaches Sandrine that sexual transgression can cause violent pleasure and give those who use it a powerful weapon to climb the social hierarchy. They decide to get a job in a bank, a place where victims abound.",115,choses secrètes,2002
1361,4.6,"['Jos Luis', 'Garc S']","['Rafael Azcona', 'Jos Luis', 'Garc S']","1975... Días grises para España. Franco agonizaba y el Príncipe, Jefe de Estado en funciones, se encontraba en una posición difícil para afrontar un problema fundamental. Hassan II buscó el momento preciso para organizar la verbenesca «marcha verde» que colocaba a nuestro Ejército ante una disyuntiva gravísima. No tenía que enfrentarse con la estrategia y potencia de ... Leer todo",-,la marcha verde,2002
1362,5.8,Yolande Zauberman,"['G Brach', 'Yolande Zauberman']","In Paris, in 1943, Jules, a 19-year-old Jew, lived without an ideal, tossed about by circumstances. He becomes in turn a traitor then a hero. Thomas, his fifteen-year-old brother, wants to act and fight in resistance.",85,la guerre à paris,2002
1363,6.0,Roberta Torre,"['Massimo D', 'Anolfi Roberta Torre']",True story of an attractive Sicilian mob-wife who participates in her husband's drug-dealing business and falls for her husband's lackey.,95,angela,2002
1364,6.6,['Ivano De Matteo'],Valentina Ferlan,-,96,ultimo stadio,2002
1365,,,,,,emmett's mark,2002
1366,6.1,['V Jorge Ruiz'],['V Jorge Ruiz'],"Filled with suspense and action, Ni Vivo Ni Muerto is a tremendous psychological thriller. Alcides' wife has been kidnapped by a dangerous gang, and he has been living with the terrible tension of not knowing if she is alive or dead. Two years later he is contacted by the same gang that makes him an offer he can't refuse: if he wants to see his wife alive, he must use... Leer todo",95,"ni vivo, ni muerto",2002
1367,5.3,Gérard Cuq,"['G Cuq', 'Michel Cuq']","When his credit card has just been swallowed by distributor Bruno Lussac, State Inspector Débé crosses the limits of home ethics when he learns that he has just been banned from banking. Disguised as a Southerner for a costume party where he was supposed to arrest drug dealers, he lures his colleagues into robbing a bank; he causes a bloodbath but comes out victorious... Leer todo",97,les percutés,2002
1368,6.0,Pierre Jolivet,"['Pierre Jolivet', 'Simon Micha']",-,115,le frère du guerrier,2002
1369,5.1,Jay Craven,"['Jay Craven', 'Scott Lax', 'Hathalee Higgs']",The Year That Trembled is a 1970 coming-of-age story set in the shadow of Kent State that focuses on a group of young characters facing the Vietnam Draft Lottery.,104,the year that trembled,2002
1370,5.5,Lewis Gilbert,Shelagh Stephenson,The imperfect lives of three sisters are revealed at their unloved mother's funeral.,94,before you go,2002
1371,,,,,,red dragon,2002
1372,7.9,-,-,"Around the world there are people of different cultures who take actions and decisions that seem out of the ordinary to the average westerner. Considered taboo, these people and their stories are now being known.",45,taboo,2002
1373,,,,,,between strangers,2002
1374,,,,,,malevolent,2002
1375,,,,,,alias,2002
1376,7.5,"['Viorica Mesin', 'Sergiu Prodan']","['Viorica Mesin', 'Camil Petrescu', 'Sergiu Prodan']","George Ladima, a poet and renowned journalist, loves Emilia, an actress whom he helps in her career, but who takes advantage of him. He commits suicide and in his pocket is found a love note to a Mrs. T.",118,patul lui procust,2002
1377,5.6,Ray Culpepper,['Brian D Poe'],"Ric and Natalie are a happy young couple headed towards marriage. When Natalie finds her trusted mate in the company of last night's entertainment, the relationship abruptly ends leaving them to travel separate roads to self-discovery.",108,big ain't bad,2002
1378,7.2,Alice Nellis,Alice Nellis,"A dark and absurd road-movie comedy in which the grandmother fulfills a dream, the mother stops treating her daughters like kids, the daughters stop treating their husbands like idiots, and the father's ashes get spread all over the country. It's almost six months since he died and his ashes are still in grandma's cupboard. Everyone in the family seems to have grieved... Leer todo",100,výlet,2002
1379,,,,,,phase iv,2002
1380,7.2,"['Luis C', 'D Angiolillo']","['Luis C', 'D Angiolillo', 'Eduardo Pavlovsky', 'Ariel Sienra']","A 60-year-old doctor tries to reconstruct a traumatic event that changed his life, while making a trip in the subway: the loss of his ten-year-old daughter.",98,potestad,2002
1381,6.6,Karen Moncrieff,Karen Moncrieff,A troubled young woman is encouraged by a teacher to enter a poetry contest.,96,blue car,2002
1382,-,Amadou Thior,Amadou Thior,A young Senegalese boy in Dakar is entrusted to a Koranic teacher who sends his pupils out into the street to beg and beats them if they return without his daily tribute. The boy flees and gets involved in other activities.,85,almodou,2002
1383,,,,,,nearest to heaven,2002
1384,5.6,['Marshall E Uzzle'],"['Marshall E', 'Uzzle Matt Terzian']",Joseph just broke up with his girlfriend and is not taking it very well. He thinks she is plotting against him with their mutual psychiatrist.,100,a light in the darkness,2002
1385,6.4,Menno Meyjes,Menno Meyjes,"A film studying the depiction of a friendship between an art dealer named Rothman and his student, Adolf Hitler.",106,max,2002
1386,,,,,,große mädchen weinen nicht,2002
1387,,,,,,le fils,2002
1388,5.4,Rémi Waterhouse,"['Eric Vicaut', 'R Waterhouse']","Like every year, Jean-Louis, the property manager, a cunning and depressed man, will chair the meeting of the co-owners. Important questions will be debated.",90,mille millièmes,2002
1389,,,,,,no good deed,2002
1390,7.0,Llorenç Soler,"['Pep Albanell', 'Lloren Soler']","Lola is a gypsy of uncertain origin, since she was adopted by a family where she has grown up in gypsy customs and traditions. About to finish high school, Lola plans, against her family and her social environment, to continue her studies and pursue a teaching career. But just then she falls in love with Juan, a gypsy from her neighborhood. The girl is torn between st... Leer todo",93,lola vende cá,2002
1391,5.9,Samantha Lang,"['G Brach', 'Samantha Lang', 'Michelle Tourneur']",-,110,l'idole,2002
1392,6.2,Michael Selditch,Ken Hanes,"Gay journalist, Frank Johnston sets out to write an expose on Dr. Apsey, a therapist who claims to convert gays to straight. Enlisted by his psychotherapist boyfriend, Jonathan, Frank finds that Apsey may not necessarily be a quack, after all. The reason for Frank's seeing Apsey becomes blurred is it for the article or for personal reasons? As Frank falls under Apsey'... Leer todo",103,fixing frank,2002
1393,5.1,Igor Fioravanti,"['Peter Andermatt', 'Igor Fioravanti']",Three friends since childhood walk towards maturity. All of them take place in Ibiza.,-,el sueño de ibiza,2002
1394,5.6,['Jean Pierre Limosin'],"['Christophe Honor', 'Jean Pierre Limosin']","Graham struggles to connect the pieces of his shattered short-term memory. Unable to recall the most basic facts of his life and his sexual past, he quickly falls prey to the erotic appetites of the women he encounters.",-,novo,2002
1395,6.5,Ron Moler,"['Norman Douglas', 'Bradley Thomas', 'Matthew Stewart', 'Ron Moler']",-,102,local boys,2002
1396,6.4,Jeff Kennedy,"['Jeff Kennedy', 'Juanita Kennedy']",A secluded cabin in the woods and a heavenly visitor help to mend the marriage of a couple who are dealing with the loss of their only child after a fatal car accident with a drunk driver just weeks before his graduation.,110,figure in the forest,2002
1397,5.4,Alexandre Arcady,"['Alexandre Aja', 'Alexandre Arcady', 'Patrick Cauvin']",The story of two ex-legionnaires in a mission of political assasination in Romania. A candid portrayal of the human side of assassins.,110,entre chiens et loups,2002
1398,7.3,Gaspar Noé,Gaspar Noé,-,-,irréversible,2002
1399,,,,,,les diables,2002
1400,6.5,"['Isaac Pierre', 'Racine Agust', 'Villaronga Lydia Zimmermann']","['Isaac Pierre', 'Racine Agust', 'Villaronga Lydia Zimmermann']","Aro Tolbukhin is a hungarian inmigrant that sets fire to seven people in an infirmary in a Mission in Guatemala, the movie traces back to see what made him do it, from his arrival in Guatemala to his childhood in Hungary.",-,aro tolbukhin - en la mente del asesino,2002
1401,-,['Dasari Narayana Rao'],-,-,-,rifles,2002
1402,5.8,['Manuel Guti Arag'],"['Manuel Guti', 'Arag Miguel', 'Cervantes Saavedra']",-,122,el caballero don quijote,2002
1403,6.4,Morten Køhlert,"['Cecil B', 'Morten K']","Denmark 1850. Tinke, a 9-year-old orphan from the wilderness, struggles to find her unknown, rich grandparents. She comes from nothing and finally gets everything, but - Tinke isn't Cinderella. Tinke is more than that.""",93,ulvepigen tinke,2002
1404,1.6,Rod Slane,Kent Frates,"The state of Oklahoma is proposing a law banning cock fights. As it appears, some people are willing to do whatever it takes to protect their little profiting hobby.",131,the round and round,2002
1405,,,,,,embrassez qui vous voudrez,2002
1406,6.3,Claude Berri,"['Claude Berri', 'Claude Berri', 'Christian Oster']","After his wife leaves him for another man, Jacques hires a housekeeper, Laura, to keep his Paris apartment in order.",91,une femme de ménage,2002
1407,5.1,"['Koji Shirakawa', 'Stephen Tyler']","['Koji Shirakawa', 'Stephen Tyler']","A two-part film featuring the stories of two individuals with unusual sex lives in Tokyo. The first part deals with a young, gay man bored with his live-in boyfriend that he seeks solace in one-time encounters. The second part features the story of aging female prostitute, her relationship with her boyfriend, and how she comes to terms with her job.",-,fasuna to chibusa,2002
1408,5.6,Phil Price,"['Myles Hainsworth', 'Phil Price']","Three childhood friends graduate from university and try, against steadily increasing odds, to enjoy one last summer of immaturity.",93,summer,2002
1409,3.2,Adrian Popovici,"['Nicu Covaci', 'Ioan C', 'Ted Nicolaou']",-,90,dracula the impaler,2002
1410,6.3,Daniel Calparsoro,"['Daniel Calparsoro', 'Juan Cavestany']",-,-,guerreros,2002
1411,6.7,Thom Fitzgerald,Thom Fitzgerald,-,97,the wild dogs,2002
1412,5.6,['Barbara Willis Sweete'],Judith Thompson,Childhood friends Marie and Patsy reunite in their hometown after 30 years. As teenagers their friendship ended suddenly after Marie left town due to trauma from her mother's abuse and an incident after a school dance.,92,perfect pie,2002
1413,,,,,,xiao cai feng,2002
1414,,,,,,marie-jo et ses 2 amours,2002
1415,5.3,Peter Mattei,Peter Mattei,"New York serves as a backdrop for a cast of characters in search of love, lust or lucre including a woman who makes awkward moves on the man renovating her SoHo loft, an embezzler, a sleazy artist and a phone psychic.",90,love in the time of money,2002
1416,,,,,,g,2002
1417,7.0,Alain Fresnot,"['Sabina Anzuategui', 'Alain Fresnot', 'Ana Maria Miranda']","The story of Orisbela, a young and religious woman who comes from Portugal to Brazil to marry Francisco de Albuquerque, a rude sugar-cane plantation owner, in 1570.",101,desmundo,2002
1418,7.4,Carlos Sorin,Pablo Solarz,-,92,historias mínimas,2002
1419,8.3,Brent Roske,"['David Lawrence', 'Baker Brent Roske']","'Wheatfield with Crows' takes the life of Vincent Van Gogh and sets it in the modern day music industry. With David Carradine, Theo Van Gogh, Kate Clarke and Henry Jaglom - featuring a soundtrack by Grammy nominated composer Willie Wisely, who also plays the lead character, Willie Vincent.",-,wheatfield with crows,2002
1420,,,,,,every stewardess goes to heaven,2002
1421,7.0,Gérard Jugnot,"['G Jugnot', 'Philippe Lopes Curval']","In 1942, in an occupied Paris, the apolitical grocer Edmond Batignole lives with his wife and daughter in a small apartment in the building of his grocery. When Pierre-Jean Lamour, his future son-in-law and collaborator of the Germans calls the Germans to arrest the Jewish Bernstein family, they move to the confiscated apartment. Some days later, the young Simon Berns... Leer todo",100,monsieur batignole,2002
1422,7.6,Elizeu Ewald,Elizeu Ewald,"Fiction/documentary about great Brazilian singer Nelson Gonçalves, where interviews about him are mixed with dramatization of episodes in his life. The film tell us about Nelson's childhood, the time when he tried his luck as a professional boxer, his career as a radio singer in the 1950s, the decadence caused by his cocaine addiction and his comeback.",72,nelson gonçalves,2002
1423,4.3,['Jean Pierre Roux'],Brad Mirman,-,94,the piano player,2002
1424,,,,,,fickende fische,2002
1425,4.4,Yin Nam,"['Yiu Ting', 'Hon Yin Nam']",A frustrated ex-cop trains four young adults as assassins to take out the a gang of bad guys the law couldn't (or wouldn't) prosecute.,87,saat sau kwong lung,2002
1426,6.2,"['Bertha Bay', 'Sa Pan']","['Oren Moverman', 'Bertha Bay', 'Sa Pan']","Genie, a Chinese-American teenager, develops feelings for a charming African-American DJ, but her grandmother forbids their romance forcing Genie to choose between family and love.",89,face,2002
1427,6.2,Lyèce Boukhitine,Lyèce Boukhitine,"Work is hard to come by for Jean and his infrequently employed pals Éric and Karim, friends since childhood. At city hall, Jean grabs a chance to swipe a valuable TV camera left unattended. Jean convinces the others to go to Lyon to sell it. With their fancy equipment the hotshots get some girls, but no sale. Jean has an idea for using the camera to rob a jewellery st... Leer todo",92,la maîtresse en maillot de bain,2002
1428,7.8,Joe Aaron,Joe Aaron,"Crazy jones is the story of Finnigan Jones, a depressed, semi-suicidal leaf-blower with Tourette's Syndrome (T.S.). He has no life (lives at home with his mother) and no reason to live. During the course of the story we also learn that his father died at age 40; and now, as Jones approaches his 40th birthday, he suffers from ""survivor's guilt."" His mother wants a norm... Leer todo",93,crazy jones,2002
1429,5.3,Claude Duty,"['Jean Philippe', 'Barrau Claude', 'Duty Pascale Faure']","Crossing paths of three lost young women: Elodie wants her daughter back, Natacha wants her cat back, and Marianne wants her soul back. They find friendship and love, encountering many drinks, sex partners, hair problems, and various animals...",100,"filles perdues, cheveux gras",2002
1430,5.8,Marcus Raboy,"['Ice Cube', 'D J Pooh']","Working as security guards, Craig and Day-Day run into the thief who stole their Christmas presents.",85,friday after next,2002
1431,3.8,Charles Buchanan,Charles Buchanan,"Young artist is torn between her male best friend, who's secretly obsessed with her, and her jealous abusive ex who died in a car crash and now apparently haunts her.",80,until death,2002
1432,6.8,Revathi,"['Priya V', 'Sudha Kongara', 'P K Mishra']",A lonely and neglected wife seeks e-friendship on the chat room while her rebellious daughter suspects her of having an affair with their neighbor.,104,mitr: my friend,2002
1433,7.2,"['Susan Kraker', 'Pi Ware']","['Susan Kraker', 'Pi Ware']",Soledad is an artist who has with drawn from society by moving into the desert. She lives a life alone seemingly immersed in noticing and painting the beauty that shes sees. Somewhere before the start of the movie she met Hillary. Hillary (unknown to Soledad) is a damaged woman. In the opening scenes the two of them are about to embark on a journey. To Soledad's think... Leer todo,99,solitude,2002
1434,,,,,,the rules of attraction,2002
1435,6.3,Álex de la Iglesia,['Jorge Guerricaechevarr Iglesia'],-,-,800 balas,2002
1436,6.6,['Jesper W Nielsen'],['Kim Fupz Aakeson'],A bittersweet comedy with dogma star Paprika Steen in the strong leading role.,97,okay,2002
1437,6.1,"['Kelly Requa', 'Whitney Requa']","['Kelly Requa', 'Whitney Requa']","Shot in beautiful coastal Washington just weeks after the 9/11 attack on America, this hip and stylish film focuses on a group of friends dealing with their passage to adulthood and their destructive buddy, Harper, pitted at the center.",102,the flats,2002
1438,4.9,Julian Richards,Simon Lubert,A single mother's search for her stolen new born baby sends her on a journey through the underworld of London and on a collision course with her past.,85,silent cry,2002
1439,6.5,Rolf Schrader,"['Glenn M', 'Benest Timothy Wurtz']","The story focuses on a young, up-and-coming chef who caters a party for four mysterious women only to discover they have a shocking surprise in store for him.",82,hungry hearts,2002
1440,6.6,Sanjay Gupta,"['Sanjay Gupta', 'Yash Keswani Vinay']",Six bank robbers trying to pull off the perfect heist discover one of them is an undercover cop.,154,kaante,2002
1441,6.2,Jacob Berger,"['Pascal Barollier', 'Jacob Berger', 'Ed Radtke']","While the whole world thinks writer Léo Shepherd is dead, he is kidnapped by his son Paul.",103,aime ton père,2002
1442,6.8,Manon Briand,Manon Briand,A seismologist investigates the mysterious cessation of the tides near her Quebec home town.,115,la turbulence des fluides,2002
1443,7.3,Fatih Akin,Ruth Toma,"In the sixties Romano Amato, his wife Rosa and their two sons Giancarlo and Gigi emigrate from Solino in Italy to Duisburg in the Ruhr area and establish the first Pizza restaurant in town. Their business emerges well and both children get used to Germany. 10 years later the brothers fall in love with the same woman; they break tie with each other in anger and Gigi re... Leer todo",124,solino,2002
