puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
6.3,"['João Rui Guerra da Mata', 'João Pedro Rodrigues']",João Rui Guerra da Mata,"China walks towards the Martim Moniz district, in Lisbon. When she passes the children scream: ""China, China!"". China is going to fly. To escape far away at dawn. She just wants to be happy. But China drinks her own poison. She drinks it all. Sometimes the air seems loaded with evil and the purgatory is a kindergarten.",19,Drama,"china, china","china, china"
-,Michelle Saldaña,"['Arla Cisneros', 'Carmín Romero', 'Michelle Saldaña']",-,11,Drama,milagros a domicilio,milagros a domicilio
6.4,Michaline Babich,"['Michaline Babich', 'Richard Courtney']",A narrative short film that follows a lonely young man through the night he meets his perfect stranger. But when he heads out for a late night hookup he gets more than he bargained for.,14,Drama,king of swords,king of swords
6.1,Mark Christopher,Mark Christopher,"HG, 21, lives a happy and openly gay life in New York until he returns to Iowa to help his alcoholic father save the family farm.",12,Drama,heartland,heartland
6.9,"['Marco Dutra', 'Juliana Rojas']","['Marco Dutra', 'Juliana Rojas']",Clarisse notices a small green leaf growing out of her right arm.,15,Drama,um ramo,um ramo
7.9,Philipp J. Pamer,Philipp J. Pamer,"At 18 years of age, Peter finally leaves the orphanage. The search for his mother leads him to a whorehouse where his mother mistakes him for a client and takes him to her room. There, they both have to face up to an unsurmountable situation.",12,Drama,odi et amo,odi et amo
9.2,Miles Finlayson,Miles Finlayson,-,17,Drama,connections,connections
8.9,Jack Hartnett,Jack Hartnett,"An analogous tale of cancer, cocaine and God.",15,Drama,la vida blanca,la vida blanca
7.8,Paul Street,Paul Street,A girl on the run finds herself in precarious situation. Alone in the desert with a suitcase and a pack of gum.,-,Drama,room nine,room nine
-,Graig Gilkeson,Graig Gilkeson,A recently married young woman copes with loneliness in a strange new city.,6,Drama,snake blood,snake blood
-,René Blanco,René Blanco,-,-,Drama,sola,sola
8.3,Lonnie Martin,Lonnie Martin,"Posi+ive takes place in a not-so-distant future where a ban on sex and marriage is placed on HIV positive individuals. In response, a biotech industry selling life-like robot ""Companions"" has arisen. Ian, a positive, purchases a Companion and tries to love her, hoping she will have the capability to love him back.",-,Drama,posi+ive,posi+ive
-,Veerapol Saivichit,"['Jeff Mizushima', 'Veerapol Saivichit']",An ex-gangster avenges the death of his friend while taking care of his friend's blind sister.,11,Drama,message to blind flower,message to blind flower
5.2,Julio Geiger,Julio Geiger,Indifference has dire consequences for two teenage boys in a romantic relationship.,14,Drama,elefante blanco,elefante blanco
-,Jim Lounsbury,Josh Wakely,Sarah discovers an old photo album that reveals a family secret.,25,Drama,the other half,the other half
8.2,Clement Hil Goldberg,Clement Hil Goldberg,An aspiring author is offered the chance to be the front person for a literary hoax and discovers a far worse fate than rejection.,11,Drama,in the spotlight,in the spotlight
6.5,Lux,Lux,-,3,Drama,unfortunately malory,unfortunately malory
7.5,Christopher Edwards,"['Christopher Edwards', 'Jeffrey Herd']",-,19,Drama,mercy,mercy
-,Ryun Montenegro,Ryun Montenegro,"Endure is the story of Lauren, a young woman who joins the military as a result of 9/11. While serving, she is horribly wounded beyond recognition that causes her to lose her ability to see and hear, but also her arms and legs. Cut off from the world but very much alive, Lauren is forced to live with memories of her life before her accident.",37,Drama,endure,endure
-,Murat Biçak,-,-,-,Drama,lost companion,lost companion
4.3,"['Lynn Breedlove', 'Jen Gilomen']",Lynn Breedlove,"To Jim, speed in its various forms is everything -- a pursuit, a vice, and the thing that courses through his veins. Even though his boss still calls him 'Elizabeth,' Jim loves his bike messenger job, because it enables him to be doing one of his favorite things: going fast. Really fast. The other thing he loves doing is his genius punkstar stripper girlfriend, Ally, ... Leer todo",18,Drama,godspeed,godspeed
-,Tamela D'Amico,Tamela D'Amico,A Video Game obsessed boy meets his final and darkest opponent imaginable...Himself.,3,Drama,game over,game over
-,Dan Sanguineti,"['Sarah Keetman', 'Dan Sanguineti']","Timmy is a child puppet and he loves his real human teacher, Miss Lucy Hart. His young heart does not know how to express his affections for her, so he just watches her and watches her. His love for her drives him to a point of insanity and with a wild transformation goes about taking his Hart for his own.",7,Drama,puppetlove,puppetlove
-,Kami Chisholm,Kami Chisholm,"While working at her desk one afternoon, Virginia lets her mind wander through the streets of Los Angeles. But no matter where she goes, from a summer party in a mansion to the city streets on a winter's evening, she is haunted by the presence of Vita.",6,Drama,street haunting,street haunting
6.3,Luke Losey,Luke Losey,"A snapshot of a terrifying moment, only partially revealed.",2,Drama,i,i
6.9,David Farley,David Farley,-,-,Drama,i think i'm alone now,i think i'm alone now
7.7,Luigi Barbieri,"['Luigi Barbieri', 'Stefano Russo']","Giovanni is a priest who lives a life full of love and certainties. He lives in a modest house with his sister Anna, devoting his life to his fellow man. Then one day a man walks into Giovanni's church and confesses to murdering two women. The priest cannot tell anyone about it, as the secret of the confession forbids him to reveal the atrocity, so he has no other opt... Leer todo",16,Drama,gli occhi di cristo,gli occhi di cristo
7.2,Peter Scobie,Peter Scobie,A friendship forms between a heart-broken fiancé and a lost teenage girl as they both discover the vast space in the Blue Mountains and themselves. An eight minute drama that shows us that there is a world beyond what we know.,8,Drama,licorice,licorice
7.9,Thouly Dosios,"['Thouly Dosios', 'Maeve Mc', 'Quillan']","Anna is content to live a life without true love, apart from others. But a chance meeting with Markos changes her outlook, and life, forever.",30,Drama,to spiti me tis elies,to spiti me tis elies
4.5,Darcy Prendergast,Darcy Prendergast,"With only one male grey panda left in the entire world, Ron the Zookeeper is sent in to get a sperm sample, no matter what.",7,Drama,ron the zookeeper,ron the zookeeper
7.8,Laurie Agard,"['Laurie Agard', 'Laurel Ladevich']","When he was four-and-a-half, my little brother was obsessed with Christmas and spiders. But that year the holiday was the last thing on our minds.",13,Drama,my first christmas tree,my first christmas tree
7.9,Tamika Lamison,"['Camille Tucker', 'Keta Brown', 'Sheilah Brooks']","James, an award winning novelist and Alex, his publicist-girlfriend, team together for his new release after a very dry spell in the writing world. Alex is used to spinning the truth but gets entangled in a web of lies that could cost her and James more than either of them could have dreamed in connection with the release of this new book.",25,Drama,spin,spin
-,Christina Conrad,Christina Conrad,"Leith - an obsessed trans artist, has been involved in a fifteen year relationship with her lover, Jelly and Jelly's dead mother, whose spirit inhabits a large fig tree in their garden beneath which Jelly's placenta is buried. Consumed by jealousy for the mother, and by a primordial urge to possess Jelly - a slippery and seemingly passive drama lecturer - Leith's worl... Leer todo",29,Drama,jelly's placenta,jelly's placenta
-,Christopher S. Clark,Scott Taylor,"An aging, depressed woman contemplates plastic surgery, but will the cost be too high? This short film explores the marks of life that make us who we are.",12,Drama,wrinkles,wrinkles
-,Nathan Milford,Kate Milford,"When underworld kingpin Eddie Wise calls in a gangland-style execution right in front of his nemesis, Miles Gage, the detective knows he's been slapped in the face; what he doesn't know is that this murder case will be his last.",21,Drama,a little silence,a little silence
-,Sebastien Begin,Sebastien Begin,-,-,Drama,heir to the waves,heir to the waves
-,Martha M. Elcan,-,An obsessed man is determined to prevent his wife from leaving him.,-,Drama,crossing the line,crossing the line
-,Alex George Pickering,Alex George Pickering,"Following a near-death experience, a father is haunted by the ghost of his deceased daughter, who leads him on a mission to save his estranged wife.",-,Drama,pearl,pearl
-,Tinge Krishnan,Tinge Krishnan,-,20,Drama,honey and razor blades,honey and razor blades
-,Alex George Pickering,Alex George Pickering,A young couple struggles to cope with the challenges of bipolar disorder in their relationship.,9,Drama,closer apart,closer apart
7.4,Asaf Korman,Asaf Korman,"The film depicts the day where Yosi (73), the father of the Korman family, redeems the family dog Shula from agonized dying of numerous diseases by putting her to sleep. Yosi decides to take Shula's inanimate body with him and bury it in the sands, nearby home. The participants in the film (the director himself, and the members of his family) play themselves in a cine... Leer todo",23,Drama,mota shel shula,mota shel shula
8.1,Conrad Jackson,Ricardo Lira Acuña,"""Shot at classic Los Angeles locations including the iconic Bradbury Building, this modern day film noir about a poet's encounter with a femme fatale is chock full of cool images."" - indieWire",-,Drama,la noir,la noir
6.7,"['Danny Le', 'Gare']","['Danny Le', 'Gare']",-,25,Drama,even if,even if
6.8,Nika Belianina,Nika Belianina,"""Who knows what evil lurks in the hearts of men?"" And who knows what secrets a man hides from his wife. In this quirky tragi-comedy a man, Mr. Lovin, tries to keep his friends from bothering his wife. Poor Mr. Lovin has a multiple personality disorder. Though frequent remedies fail, the mad psychiatrist releases his inmate/patient back to his ever lovin' wife's warm e... Leer todo",20,Drama,crazy lovin',crazy lovin'
6.5,Duncan Wellaway,Duncan Wellaway,"At a late-night meeting with nine colleagues, James, an executive of some sort, wants action to avoid their potential loss of millions of pounds daily. He throws a tantrum when one man, Bill, urges caution instead of action. Jim leaves the meeting and, while driving to his office, has a mobile phone conversation with Bill. Something unexpected happens and Bill suddenl... Leer todo",12,Drama,always crashing in the same car,always crashing in the same car
7.1,Bryan Jackson,Bryan Jackson,"With his latest film, Softly (2007), director Bryan Jackson employs dolls as actors. By staging them in miniature, handcrafted sets, he blurs the line between doll house and realitycreating a world as fragile and ephemeral as the romance that takes place within the frame. The narrative gently unfolds to music created by his collaborator, the Tokyo-based composer Eiji ... Leer todo",7,Drama,softly,softly
8.0,Shohreh Jandaghian,Shohreh Jandaghian,-,9,Drama,der lachende hund,der lachende hund
-,Véro Cratzborn,"['Véro Cratzborn', 'Sandra Stadeli']",-,27,Drama,en pays éloigné,en pays éloigné
6.7,Julien Guetta,Julien Guetta,-,28,Drama,le vacant,le vacant
6.5,Joseph Fiennes,Brent Laffoon,-,14,Drama,the spirit,the spirit
-,Jacob Hinmon,Jacob Hinmon,"In order to jump-start his life, Alex turns his car into a 'taxi', and sets out on a night-long adventure.",14,Drama,night becomes day,night becomes day
-,Tamara Maloney,Tamara Maloney,"A story of seasons, difficult places, old parks and new cities, told in faded reflections of four lives half lived.",7,Drama,resigned,resigned
-,Andreas Cyrenius,Andreas Cyrenius,-,16,Drama,die zeit zwischen zwei träumen,die zeit zwischen zwei träumen
-,Ko Kuriki,Ko Kuriki,-,3,Drama,the fear despair,the fear despair
8.4,Liliana Greenfield-Sanders,"['Liliana Greenfield-Sanders', 'Rowan Riley']",An elderly woman makes the acquaintance of a strange and disturbed little girl in this haunting film based on the Truman Capote short story 'Miriam.',15,Drama,miriam,miriam
-,Kristi Moya,Kristi Moya,-,8,Drama,edible,edible
-,"['Joe De Angelis', 'Joe Proietto']",Joe Proietto,A narrative of one man's reflection upon the love he may have had and the ultimate end that came with it.,6,Drama,letter to you,letter to you
-,Chris Schwab,Metin Yigit,"A scientist discovers his employers are performing illegal experiments on human subjects. When he tries to expose them, they go after him and his wife.",27,Drama,life extension,life extension
-,Judith Malek-Mahdavi,Judith Malek-Mahdavi,-,22,Drama,lia,lia
6.0,Helio San Miguel,Helio San Miguel,"Richard, a pathologically shy young man, falls for Karen, a beautiful blind woman. They share an intense and tender yet twisted love story, but an unforeseen turn of events reveals his much more complex and disturbing side.",32,Drama,blindness,blindness
6.2,Parminder Singh,Parminder Singh,"Sami is ready to sign for a loan with the bank, so he and his brother can open a family restaurant. But his brother doesn't show up at the bank.",29,Drama,som en familie,som en familie
5.8,Leon Ford,Leon Ford,"A defining moment in the relationship of two best friends, who must now decide where their future lies, with or without the other.",30,Drama,katoomba,katoomba
7.9,Nønne Katrine Kofoed Gervig,"['Nønne Katrine Kofoed Gervig', 'Torbjørn Rafn']",Maiken's boyfriend tells her that he once raped a girl and leaves her. From then on her life falls apart catalyzed by her meeting with an old kindergarten girlfriend.,32,Drama,noget for noget,noget for noget
7.4,Bill Allert,Bill Allert,"When a taxi driver finds himself parked outside the house where his passenger's wife and brother are having an affair he fears for everyone's life, including his own.",6,Drama,yellow,yellow
7.8,David Adam,"['David Adam', 'Sissel Dalsgaard Thomsen']","Bella is tormented both by her present and past life; she can't keep them separated, and seems to end up as an emotional looser both then and now.",43,Drama,knus,knus
6.6,Morten Boesdal Halvorsen,Morten Boesdal Halvorsen,Che and Allan are best boyhood friends but envy each others family situations. When they meet as adult they have changed.,28,Drama,mig & che,mig & che
6.9,Mirza Ekinovic,"['Esad Ekinovic', 'Mirza Ekinovic', 'Jannik Tai Mosholt']","Due to the war in ex-Yugoslavia Mustafa and his granddaughter ends as fugitives in different countries, and due to 'paragraph 15' he cannot be reunited with her.",34,Drama,paragraf 15,paragraf 15
7.6,Cheol-Woo Park,Cheol-Woo Park,"A wrong-number message left on his new cell phone leads Josh to a mysterious woman desperately looking for someone that disappeared, followed by a series of surreal events that will blur his sense of reality.",17,Drama,disconnected,disconnected
7.8,Jairaj Walia,"['Joseph Frio', 'Jairaj Walia']",-,-,Drama,in the foxhole,in the foxhole
-,Hironori Nakao,-,-,-,Drama,za shîkuretto shô,za shîkuretto shô
7.5,Markus Dietrich,"['Markus Dietrich', 'Hanna Reifgerst']","What would be, if a family is treated like an enterprise?",6,Drama,outsourcing,outsourcing
-,Maurice Durham,Maurice Durham,The story of a man and woman whose connections to a small restaurant changes their lives forever.,28,Drama,the restaurant,the restaurant
3.2,Jason Christ,"['Jason Christ', 'Rebecca Horn']","Based on the Rebecca Kennebeck poem ""Her Soul Flies Free,"" THE QUIET PLACE essays the emotional downward spiral of Hope, who frequently retreats to her own imaginary world to escape the torment of a recent personal tragedy. As she continues to fill the void inside her with darkness, the venomous misery that courses through her veins threatens to destroy her life, both... Leer todo",15,Drama,the quiet place,the quiet place
5.1,Mark Nistico,Mark Nistico,"Set in the late 1980's, two factory workers decide to boost a truckload of sugar. Their plan to rollover on their crew is discovered, as Daxter Tarta shows them that a good thief moves within the shadows.",22,Drama,shadows over sugar,shadows over sugar
-,Juan Villegas,Juan Villegas,-,6,Drama,2 en 1 auto,2 en 1 auto
-,Ari Gill,Ari Gill,Set in the heart of East London. A young college graduate tries hard to please his family and his best friend but just can't cope with a pretentious lifestyle one should have to succeed. Then one day he accidentally learns about a stolen black briefcase which contains £1.5 million.,15,Drama,the briefcase,the briefcase
-,Alethea Root,Ryan O'Connor,-,7,Drama,beautiful,beautiful
6.6,Raf Reyntjens,"['Daniel Lambo', 'Raf Reyntjens']","Two enemy soldiers get locked up in a tunnel below the World War I front. Sharing the same fate, they need each other to survive.",20,Drama,tunnelrat,tunnelrat
6.2,Barry L. Caldwell,Mark Garbett,"When Carol looks into a mirror -- any mirror -- she sees images that horrify and repulse her. She's not a Medium, she's not a Ghost Whisperer, she's a frightened young woman on the edge of madness. Will the handsome stranger who offers to help turn out to be her salvation, or her final vision of terror?",16,Drama,reflections,reflections
7.3,Graeme Lynch,"['Mark Lutz', 'Polly Shannon']",-,8,Drama,miranda & gordon,miranda & gordon
7.3,Daphne Lambrinou,Daphne Lambrinou,What do you do when following your dream means closing the door on your past? Melanie must choose between a lifelong love in Greece and a blossoming career in America.,18,Drama,paperboat,paperboat
6.3,Darren J. Butler,"['Darren J. Butler', 'Ryan Sims']",When is enough...enough? Pyper Blevins has been bullied by Natalie Coleman since she was five years old. Her bullying comes to a climax in their senior year of high school when a tragic event alters their lives forever.,30,Drama,a fix,a fix
-,Babak Gray,"['Babak Gray', 'Bashô Matsuo']",-,8,Drama,basho,basho
8.2,Matthew James Clark,Pete Fromm,"Dry rain, or ""Virga"" is a weather related phenomenon that occurs when precipitation evaporates before it hits the ground. It is often visually striking and looks like a torn drape hanging from a cloud giving the appearance that it is raining somewhere in the distance. Adapted from Pete Form's Award winning collection ""Dry Rain Stories"", Dry Rain takes place over the c... Leer todo",23,Drama,dry rain,dry rain
7.4,Maurice Chauvet,Maurice Chauvet,A guy tries to weasel out of his late fees at the local video store only to discover the video store's database has access to intimate details of his past - and his future.,9,Drama,three-fifty,three-fifty
-,Elvert Bañares,Elvert Bañares,"The explorations of personal spaces and the passing of time are subjected to a visual meditation in ""Quaresma"". During the holy week, the lives of two men are slowly intertwining as each of their spaces gets entangled, leading to a climactic Black Saturday. The ""union"" (or survival - depending on how you see it) happens on Easter Sunday when resurrection comes to form... Leer todo",23,Drama,quaresma,quaresma
-,Diana Rudychenko,Diana Rudychenko,A young idle Japanese boy gets a platonic crush on a European model he accidentally sees in the street. He follows her around the city.,15,Drama,street coffee,street coffee
-,Adam Dachis,Adam Dachis,-,4,Drama,the last kiss,the last kiss
-,Adam Dachis,Adam Dachis,-,9,Drama,the daily heap,the daily heap
-,Juan Francisco Pérez Villalba,Juan Francisco Pérez Villalba,"Carlos apparently is in the best moment of his life. But everything changes one day when, arriving at his apartment, he sees that an unknown man enters and leaves his apartment with a weapon.",19,Drama,un hombre desconocido,un hombre desconocido
-,M. Foucault,"['Heterotopia', 'Hérodote']","Until then, say the Persians, there had been on both sides only kidnappings; but since that time the Greeks were utterly wrong in carrying the war to Asia before the Asians had declared it to Europe. Now, if there is any injustice, they add, to abduct women, there is folly in revenge for an abduction, since it is evident that without their consent they would not have ... Leer todo",14,Drama,check - fate,check - fate
-,Paul Glynn,Paul Glynn,"Forced to betray his son's trust, David is brought face to face with the harshness of the natural world, and his own failure to comprehend it.",11,Drama,kitten,kitten
-,Rita Teles,-,-,16,Drama,a visita,a visita
-,Jeffrey Scott Thomas,Jeffrey Scott Thomas,"a Jeffrey Scott Thomas film. A small town Baptist Preacher has an affair with a prostitute that leads him into a dark world of murder, twist and an ending that you will never see coming.",-,Drama,ashes of rose,ashes of rose
-,Ji-na Kang,-,"Four high school girls, preparing a choral piece for their next choir rehearsal, testify about the suicide of identical quadruplets boys.",21,Drama,suicide of quadruplets,suicide of quadruplets
-,Can Fakioglu,Can Fakioglu,A young man's mid-life crisis turns into a lucid-dream.,9,Drama,mind games,mind games
8.1,Bernard Wright,Bernard Wright,A haunting tale of forgiveness and redemption. A Serbian soldier tormented by grief and guilt after witnessing the death of innocent Albanians in Kosovo is forced to revisit his worst nightmare when a beautiful girl conjures a ghost from the past.,11,Drama,inbetween,inbetween
-,Duda Gorter,Duda Gorter,"Journey into Night invites us to share a night in the life of Margot. Sophisticated and independent, she seeks to overcome the memories and ghosts from her past.",21,Drama,journey into night,journey into night
-,Lana Moscow,Lana Moscow,-,17,Drama,stood up.,stood up.
-,Tom Ardavany,Tom Ardavany,"This is a powerful, eery look into the life and deaths of Americans on the front lines of the Iraq war.",34,Drama,check point,check point
6.5,Houman Seyyedi,Ali Talebabadi,-,26,Drama,dandane abi,dandane abi
-,Jacqueline Landau,Jacqueline Landau,"A story about spring, loss and hope.",3,Drama,springflower,springflower
-,Alex George Pickering,"['Alex George Pickering', 'Philip Roth']",A nonprofit USC Graduate short film adaptation of Philip Roth's novel about a father searching for his daughter during the tumultuous 1960s and the dissolution of the seemingly perfect American family.,-,Drama,american pastoral,american pastoral
6.7,Mira Nair,"['Zoya Akhtar', 'Vishal Bhardwaj']",A short movie aiming to spread awareness about awareness from the perspective of people from different economic classes.,12,Drama,migration,migration
-,Cyrus Mirzashafa,Cyrus Mirzashafa,"A day in the life of Jack and his dog as they chase the pavements before them on a summers day, to escape the turmoil that awaits them at home in the form of an abusive father.",-,Drama,one wonderful monday,one wonderful monday
-,Yoav Yeger,Yoav Yeger,"Joel works in an advertising company, trying to sell a client an illusion. In his search for love or just something to watch on TV, Joel ponders on one question the most- are his teeth crumbling or is it he himself.",30,Drama,crumble,crumble
-,Glen Luchford,Julia Jordan,-,37,Drama,dark yellow,dark yellow
-,Martin Hugh Henley,Martin Hugh Henley,"An ageing rock-star returns home from a jail overseas, his glorious comeback a ""mere formality"". His manager, his one remaining friend, knows the cold reality.",18,Drama,the ballad of stiv spangle,the ballad of stiv spangle
-,Asif Anis Khan,Asif Anis Khan,-,-,Drama,khoya paaya (lost and found),khoya paaya (lost and found)
-,Asif Anis Khan,Asif Anis Khan,-,-,Drama,xenophilia,xenophilia
7.4,Yu Yang,Yu Yang,"The king of spades and the king of clubs argue for ownership of a small island when dividing territories, and break up at the negotiating table. So both kingdoms involve each other into a war of land, sea and air.",16,Drama,"da, da ge da xi gua","da, da ge da xi gua"
-,Erik Ruppert,Erik Ruppert,A man finds himself lost among many alternate realities all connected by a mysterious doorway he finds in an alleyway.,5,Drama,doorways,doorways
-,"['Sylvain Lécuyer', 'Lionel Morvan']",Claire Vatant,-,31,Drama,le fil de polynice,le fil de polynice
-,Craig Anthony Newman,-,-,7,Drama,insider outsider,insider outsider
8.4,Henrik Norrthon,Henrik Norrthon,"Young immigrant Ivan works in London as a taxi driver. Just when he thinks he is the most happiest man on earth, he looses everything.",22,Drama,taximan,taximan
-,Ivo Krankowski,Krzysztof Uminski,"Nancy, a city in Eastern France. A winter's night. In his radio show Ernest Lamour plays sad songs as usual, which are followed by even sadder stories from the lives of his listeners. Patrick suffers from insomnia. Anna gets involved in a bitter quarrel with her girlfriend. Tomek hitch-hikes to the town and wanders around the streets, waiting for the dawn. There's als... Leer todo",23,Drama,rue de la source,rue de la source
8.0,Dan Olson,"['D.W. Johnson', 'Dan Olson']","Based on Geoffrey Chaucer's 14th-century short story of the same name, The Pardoner's Tale follows three friends as greed tears them apart.",18,Drama,the pardoner's tale,the pardoner's tale
-,Dang Di Phan,"['Phan Thi Vang Anh', 'Dang Di Phan']","The film explores the relationship of a teenage couple, in which the girl works as a prostitute to help support her family.",20,Drama,khi tôi 20,khi tôi 20
-,Aaron Abdin,"['Aaron Abdin', 'Ali Abdin']",-,-,Drama,hopeless,hopeless
-,Yakub Gokcen,Erkan Firat,-,-,Drama,9 yil sonra,9 yil sonra
-,Jean-Pierre Ybert,"['Neil Gaiman', 'Joyce Mouzon', 'Jean-Pierre Ybert']",Mr Coutou has a plain life until he was contact by an curious agency who propose him to manage a trouble with an irksome and unwanted mammal.,13,Drama,offres spéciales,offres spéciales
-,-,Hannah Wollaston,-,-,Drama,the line,the line
6.8,Bill Purple,"['Howard Kingkade', 'Bill Purple']","A brilliant, misanthropic math genius is inexplicably drawn into an unusual friendship with a laboratory dog.",34,Drama,hole in the paper sky,hole in the paper sky
-,Ivann Willig,Ivann Willig,-,8,Drama,na hora de dizer sim...,na hora de dizer sim...
-,Jakob Gatzka,Jakob Gatzka,-,35,Drama,das rote tuch,das rote tuch
-,Alejandro Cabrera,Alejandro Cabrera,A broken-hearted girl attempts to bury her pain.,-,Drama,stitches,stitches
-,Daniel Lane Baker,Daniel Lane Baker,-,-,Drama,plain jane,plain jane
-,Stefano Anselmi,Stefano Anselmi,"Like every Sunday Alice visits Giulia, her mother, who lives in a psychiatric clinic: we will discover that Giulia is not her mother and that Alice is not a visitor to the clinic.",8,Drama,alice,alice
-,Ivan Solas,Ivan Solas,"She's trying to enjoy a peaceful day at home, but her secret is holding her back.",8,Drama,(home),(home)
-,-,Bryan Mazzarello,Follow the money or follow your dreams? Two rival paparazzi explore the big picture while on the job.,7,Drama,the call,the call
-,"['Helge Balzer', 'Florian Metzner']","['Helge Balzer', 'Florian Metzner']","Outside a party, a minor scuffle turns sour resulting in violence. With blood on his hands and clothes, Debitus founds himself in a surreal and unfamiliar dark place and is unable to regain entrance through the door from where he came, until a voice out of the dark offers him a well to cleanse himself. However, operating the well to draw the water also opens a gate fr... Leer todo",15,Drama,aqua ad lavandum - in brevi,aqua ad lavandum - in brevi
6.2,Reetta Aalto,Kirsikka Saari,-,28,Drama,tyttöjen ilta,tyttöjen ilta
-,Shima Monfared,-,-,3,Drama,down but up,down but up
-,Geoffrey Quan,Geoffrey Quan,-,14,Drama,the other way round,the other way round
9.2,Nouri Bouzid,-,"For 11 years old Tarak, football is his life, he dreams of being part of a big football club in the future, but one night, for returning home late after practice, he gets punished hard by his father.",37,Drama,dharbet jazaa,dharbet jazaa
7.3,Rudi Rosenberg,Rudi Rosenberg,"Jonathan is in love with Julie, the most beautiful girl of his school... However, Julie doesn't even know him. He becomes friend with Charles, Julie's brother. One day, he sneaks in Julie's room to steal her diary. Back home, he finds in the diary a drawn heart, with the quote ""I love Jonathan""... Back to his new friend Charles' home, he realizes that the diary belong... Leer todo",11,Drama,13 ans,13 ans
-,Antoine Renand,Antoine Renand,-,-,Drama,le traitre,le traitre
8.8,Michaël Dacheux,Michaël Dacheux,-,43,Drama,commune présence,commune présence
7.4,Josip Vujcic,Josip Vujcic,"On the same day several interrelated characters try to change their own lives and, in the process, change the lives of others.",42,Drama,gdje pingvini lete,gdje pingvini lete
6.8,"['Marc Hawker', 'Ishbel Whitaker']","['Marc Hawker', 'Ishbel Whitaker']",A performance artist was filmed in the excruciatingly painful interrogation technique of the Stress Position for 6 hours. The film powerfully shows the reality of CIA and US government endorsed interrogation procedures.,3,Drama,waiting for the guards,waiting for the guards
-,Luiz Petuxo,Daniel San,-,-,Drama,a preferida,a preferida
-,James Kanja,James Kanja,"Five-year-old Pamela is deeply affected by her parents' marital problems. One day, at school, her teacher asks the class to draw daddy and mummy.",12,Drama,pamela,pamela
6.7,Marie Tang,Sahag Gureghian,A former runaway returns home for her father's birthday with a mysterious gift that could be the key to unlocking the past she can't remember.,14,Drama,the birthday gift,the birthday gift
-,Douglas Maxwell Myer,Douglas Maxwell Myer,-,4,Drama,living in the country,living in the country
-,P. Tavares,P. Tavares,Clarice is a painter living in the middle of the 20th century while trying to survive an emotional breakdown that is slowly leading her to her doom.,13,Drama,âmago,âmago
-,Allison Hoxie,Allison Hoxie,-,-,Drama,blink,blink
-,-,Wes Barlow,-,-,Drama,reve,reve
-,Miguel Ángel Muñiz,Miguel Ángel Muñiz,-,21,Drama,no es tarde,no es tarde
-,Myriam Papantoniou,-,-,30,Drama,"kaffee, kuchen und heizdecke","kaffee, kuchen und heizdecke"
7.9,Jerome Berglund,Jerome Berglund,"An examination of the social determinants of deviance, and a young girl's transformative journey from a blank slate into something marked for life.",6,Drama,stray,stray
6.4,"['Andrew Okpeaha Mac', 'Lean']","['Andrew Okpeaha Mac', 'Lean']","An Inuit hunter drives his dog team out on the frozen Arctic Ocean in search of seals, but instead, becomes a witness to murder.",15,Drama,sikumi,sikumi
-,Justin R. Durban,Justin R. Durban,A young man with and his new family undergo daily struggles and obstacles in order to succeed in having a better life.,-,Drama,solecism,solecism
6.0,Nick Oceano,Nick Oceano,"A sheltered, sensitive teenager visits his tough, older cousin in Laredo, Texas and learns a hard lesson about what it means to be a man.",15,Drama,el primo,el primo
-,Luis Villegas,-,-,-,Drama,circus no,circus no
-,Bram Schilling,Bram Schilling,Meditation on suicide. A man (Janusz Madej) locked in the rundown apartment considers ending his life. He has a vision of 4 versions of himself which are trying to fight for his life.,10,Drama,10 min.sane,10 min.sane
7.1,Sam Taylor-Johnson,Patrick Marber,Two teenagers are drawn together by the Buzzcocks' single 'Love You More' during the summer of 1978.,15,Drama,love you more,love you more
6.5,Myna Joseph,Myna Joseph,Maggie and her sister form an unusual bond during an encounter with a young man.,15,Drama,man,man
7.8,Xuan Jiang,Xuan Jiang,"Based on a real life event, a young Chinese woman boards a bus with her boyfriend to head home to meet his parents. What was supposed to be a joyful holiday turns unpredictable when a pair of countryside crooks hijack their bus. Traveling through China's dangerous mountain passes, the passengers must decide how much they are willing to sacrifice for their own safety.",20,Drama,august 15th,august 15th
6.2,Benedict Campbell,Benedict Campbell,"Alex has a crush on her brother's friend, Jesse. But Jesse likes Alex's brother, Taylor. Alex knows something is up with her brother. Caught in an awkward position, Taylor takes Alex and Jesse to his favorite spot.",16,Drama,lloyd neck,lloyd neck
8.2,Benjamin M. Piety,Benjamin M. Piety,A visual mix tape highlighting the simultaneous holding on to-and letting go of-lost love. Told through the songs and moments of a simple lazy morning.,14,Drama,sunlit shadows,sunlit shadows
-,Roberto Bentivegna,"['Roberto Bentivegna', 'Eli Kooris']","Angelica, a young Mexican schoolteacher, tries to buy a Green Card by marrying a lonely gentle giant. Will she find the American dream?",12,Drama,el otro lado,el otro lado
7.0,Wing-Yee Wu,Hart Eddy,"Aida and Josef try to communicate past the distance from point A to point B. An exposed space, clearly visible to snipers, prevents them from doing so.",14,Drama,4960,4960
