,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
621,-,Timothy Paul Taylor,Giavanna Harris,-,-,pure aspen street,2016
622,-,Kazhimukan Kelimbetov,-,-,-,wings given by mother,2016
623,-,Mostafa Ghorbanpour,Mostafa Ghorbanpour,-,-,12 days,2016
624,-,Rajib Sharma,Rajib Sharma,-,-,jajabor,2016
625,-,Tran Ha Son,-,"""Wifey, Where Are You?"" tells the story about Nam groom. In the 89th minutes of his wedding. He decided to escape from the wedding and acquire the true love of his life. With the help of Nam's three best friends are Leu, Lung and Lot.",93,vo oi ... em o dau?,2016
626,-,"['Faraz Ahanin', ""Sa'adat Ghazipoor""]",Sa'adat Ghazipoor,-,67,royahaye abie man,2016
627,-,Liz Webb,-,-,45,deliverers,2016
628,-,T. Satish Babu,-,The love story of a college going youngsters who are confronted by situations and family responsibilities.,114,janaki ramudu,2016
629,-,Michal Magliazzo,Michal Magliazzo,"A Brooklyn homesteader and artist, spins a web of home video footage portraying her communities efforts to live consciously and sustainably culminating in a presentation of her very own si-fi film about the mysterious perils of GMOs.",97,why i eat bread,2016
630,6.6,James Gray,"['James Gray', 'David Grann']",-,141,the lost city of z,2016
631,-,Geunwoong Chung,-,"A theatre actor, Sung Hyun, has worked for the same play for the last 10 years without dream nor passion. His old friend Gwang Sik who left the theatre to pursue a film actor's career offers Sung Hyun a chance to play a main character's role in a feature film. It is the film directed by Jin Gun who brought him fame as a movie star. When Sung Hyun decides to take a cha... Leer todo",100,gravity of acting,2016
632,-,Richard Wilson,-,-,90,look back in anger,2016
633,-,Deepak Tiwari,Urvashi Kotian,-,122,aamchya nadi lagu naka,2016
634,-,Roosevelt Jackson,Roosevelt Jackson,-,-,life according to rasheada ii,2016
635,7.2,Patrick Effendy,"['Haqi Achmad', 'Salman Aristo', 'Patrick Effendy']","Iqbal gets bored to be underestimated. To change the situation, he is ready to fight with Ayla Iqbal in the election of student council president.",-,ada cinta di sma,2016
636,-,Antonio de Santos,Antonio de Santos,"INSECTA is a video-art that shows the urban routine and manifests the pain, the fear, the meaningless form of our existence and reveals our sad and strange search of individuality.",67,insecta,2016
637,-,-,-,Reparto principal,99,atm,2016
638,-,"['Massimo Reale', 'Edoardo Siravo']","['Massimo Reale', 'Edoardo Siravo', 'Francesca Romana Massaro']",-,-,cambio destinazione d'uso,2016
639,6.1,Philippa Lowthorpe,"['Andrea Gibb', 'Arthur Ransome']","Four children (the Swallows) on holiday in the Lake District sail on their own to an island and start a war with rival children (the Amazons). In the meantime, a mysterious man on a houseboat accuses them of a crime they did not commit.",96,swallows and amazons,2016
640,-,Alejandro Alvarez,-,-,-,rémora,2016
641,-,Andrew Proctor,William Shakespeare,"The year is 1938 and the world is on the brink of war. During this time, in the city of Venice, a young gentleman named Bassanio desires a guarantor for a loan of three thousand ducats to court the wealthy heiress of Belmont, Portia. He approaches his friend Antonio the merchant to be his guarantor. However, Antonio's recent ventures have left him short of money. Neve... Leer todo",110,the merchant of venice,2016
642,6.3,Alena Demyanenko,"['Dmitriy Tomashpolskiy', 'Alena Demyanenko']","Fanny was at the wrong place at the right time, got involved with the wrong people and got punished for believing in them. This is her story.",110,moya babusya fani kaplan,2016
643,-,-,Akhilesh Kumar Upadhyay,-,-,balam ji jhooth na boli,2016
644,-,Rishi Lamichhane,Samipya Raj Timilsina,-,148,kismat 2,2016
645,7.1,Zoe Qin,-,"Lu Feng and Xiao Chen are two university students who fall madly in love with each other. However, when their families discover their relationship and separate them. Lu Feng's father sends his son to Hong Kong, while Xiao Chen has to face the prejudice and isolation he suffers at university for his sexuality.",70,a round trip to love,2016
646,-,Sam Baxter,Sam Baxter,-,-,dark rainbow part 3,2016
647,7.0,Jeff Dean,Jeff Dean,A post modern avant guard dramedy musical non-musical told nonlinearly.,-,daze: vol. too (sic) - nonsense,2016
648,-,Suman Ghosh,Suman Ghosh,"Middle-class Riju works in banking. He professes to believe that the fundamental values of a family are love and faith, but he secretly dreams of meeting unknown women through a chatroom app recommended by his colleague.",85,mi amor,2016
649,-,"['Temur Butikashvili', 'Fuad Ibragimbekov', 'Eldar Shengelaia']",Rustam Ibragimbekov,-,-,kavkazskoe trio,2016
650,-,Giulio Fusari,Paolo Di Adamello,"The beautiful young Selen finds herself involved in a game where nothing and nobody can come out on top. A bet where ""the key"" is unexpected and with no way out.",82,la notte delle verità,2016
651,8.3,Pratik Mittal,"['Pratik Mittal', 'Pradeep Chauhan']","In a small town in the heart of India, six teenage friends who secretly run ""Friends Private Detective Agency,"" encounter their most challenging case; a murder mystery.",94,chhupam chhaai,2016
652,-,Jinlun Li,-,"The life and struggle of a group of young people in a metropolis. Those young boys and girls have big dreams. After harsh experiences, they have gathered in the metropolis and become an awkward recomposed family They have experienced separation and integration, and also the entanglement of love and hatred.",63,rainbow age,2016
653,4.8,Tingjun Du,-,"Song Chen Yue has been in love with his best friend Su Yi since high school. However, his feelings are not reciprocated since Su Yi is madly in love with a classmate, Bai Yu, but his love for the boy is also an unrequited one. Tired of seeing the person he loves suffering, Chen Yue makes a deal with Bai Yu in order to make him agree to go out with Su Yi, offering him ... Leer todo",58,fanatic love,2016
654,7.9,Tang Shi,-,"Xiao An and Mao Cai live in the same dormitory and meet one another because of their accidentally swapped bed-sheets. They grow closer by meeting frequently, to the point that Mao Cai asks Xiao An to be his little brother. Although what Xiao An feels is way more than brotherly love, he accepts Mao Cai's request. While both of them are trying to figure out their feelin... Leer todo",68,the racoon,2016
655,6.9,Zoe Qin,-,"Five years have passed since Lu Feng and Xiao Chen were separated and this time they meet again in a company as boss and employee. They both still love each other and become lovers, but happiness evades them again. This time, Xian Chen's mother asks her son to marry and have a family before she dies, so he is forced to accept. Meanwhile, Lu Feng fights with his father... Leer todo",58,a round trip to love 2,2016
656,5.8,Jinlun Li,-,"Year 550. The world is submerged in a cold war that has brought misfortune to his inhabitants. Han Man Yi is a sixteen-year-old commoner teenager whose village is attacked and destroyed by enemy soldiers. Hardly managing to escape, Han Man Yi is cornered by a group of soldiers; however, he is saved by General Chen Zi Hua, who attracted by the boy's beauty decides to t... Leer todo",67,han zi gao: the male queen,2016
657,-,Bing Guan,-,"Excellent in his conduct and academic achievement Yun Yize and wild, unruly and mediocre student Ding Chen dislike each other, but because of an accident Yize finds out that Ding Chen's secret identity is actually Ding Chen illustrating the funny anecdotes on youth of life on campus.",87,the brother,2016
658,6.2,Arash Sobhani,-,-,-,parmida,2016
659,-,Khaldoun Aldhalie,Khaldoun Aldhalie,"A unique look at a group of diverse people, and how their paths intertwine as they struggle to piece their lives back together.",74,a portrait asunder,2016
660,-,"['Alejandro Fadel', 'Sheetal Magan', 'Isabelle Mayor']","['Alejandro Fadel', 'Sheetal Magan', 'Isabelle Mayor']","After the Taipei Factory in 2013, the Nordic Factoryin 2014 and the Chile Factory in 2015 the Directors' Fortnight is glad to continue the adventure this coming year with the South Africa Factory. LOKOZA (Zee Ntuli, Isabelle Mayor) In the Durban South Basin, Themba, a boy in his early adolescence, lives with his father near to the local oil refinery. He's secretly in ... Leer todo",67,south africa factory,2016
661,-,"['Su Ci Eswar', 'Elanthirumaran Periasamy']",Elanthirumaran Periasamy,"Sathya ""Ashwin Kumar"" is a bright student in a college proves that minimum participation and partial voting is a curse of democracy and 100% voting will deliver good leaders using his innovation.",96,inaiya thalaimurai,2016
662,-,Wesley Rickert,Wesley Rickert,A post-beat road-trip saga and absurdist adaptation of Shakespeare's Hamlet.,96,the road to elsinore,2016
663,-,Jonathan Cross,Jonathan Cross,-,91,day of salvation,2016
664,8.9,Aleksey Vasin,Svetlana Sazanova,"In a provincial town there lives a girl, with her stepfather and mother who is fighting illness. After being raped by her stepfather, the girl tries to live on and fight with her own past.",96,a different me,2016
665,-,Ramesh Krish,Ramesh Krish,-,153,avan aval,2016
666,-,Amit Ray,-,-,119,agantuk,2016
667,-,Raju Devasandra,-,"A fearless and forthright district collector, who is uncompromising and incorruptible disappears on the eve of his wedding. What will the future hold in store for him?",-,akshathe,2016
668,-,"['Dandara Bacelar', 'Valdir Baptista', 'Antonio Ciambra']","['Dandara Bacelar', 'Valdir Baptista', 'Antonio Ciambra']",15 directors telling 15 tales about Sao Paulo,82,sp zero 15,2016
669,5.9,Matthew Ross,Matthew Ross,"A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.",88,frank & lola,2016
670,6.1,Christian Ditter,"['Abby Kohn', 'Marc Silverstein', 'Dana Fox']",-,110,how to be single,2016
671,6.8,Kim Hyo-jae,-,-,71,what a good secretary wants,2016
672,7.1,Kim Hyo-jae,-,A young woman is a big time business ceo. She been married to a much older man who has a high school teenager. He died from a serious heart attack leaving her to take care of her step son. Then one day she realize they have more in common than she realizes. She tries to fight the feeling but soon gave in when they ended up having sex one night. They soon start to have... Leer todo,83,jeolmeun eomma 4,2016
673,-,V.R.P. Manohar,-,-,-,thigilodu vilaiyaadu,2016
674,-,Bharathi Krishna Kumar,-,-,127,endru thaniyum,2016
675,-,G. Krishnan,-,"The film revolves around Kavitha as she tries to defame the name of a luxurious businessman, who was accused of harassing a woman. After the businessman learns about Kavitha's intentions he decides to play it along, only to get her into trouble.",127,kurangu kaila poo maalai,2016
676,-,Aalvin Amala Prasanna,-,-,-,anbudan anbarasi,2016
677,-,Stanley Jose,-,-,136,andha kuyil needhana,2016
678,-,Subburaj V.M.,-,-,135,enna pidichirukka,2016
679,-,S.N. Ariram,-,"Meenakshi Kadhalan Elangovan is a story about two young lovers who live in an orthodox village. They do not have many things in life, except their love for each other. But there are people in their lives who are not happy with their love for each other. Will they be able to conquer all objections and live happily ever after?",-,meenakshi kadhalan ilangovan,2016
680,-,"['Kathiravan', 'Kathirvan']",-,-,126,kathiravanin kodai mazhai,2016
681,-,C. Azhagappan,-,-,-,guhan,2016
682,-,Venkat G. Swamy,-,"The film is a love story where the lead pair travel from Chennai to Kodaikanal to get married. There, the marriage registrar says that they need to wait for 14 days to register their marriage. What happens in those 14 days forms the rest of the story.",150,kanden kadhal konden,2016
683,-,P.A. Raja Ganeshan,-,Mudhal Thagaval Arikkai is an action story of a police man who has to go through many problems in his life while fighting against criminals.,121,mudhal thagaval arikkai,2016
684,-,Bharathi Raja,-,-,115,pakki payaluga,2016
685,-,L. Madhavan,-,"The film shows how even serious issues can be resolved in a light-hearted manner. Life throws up several challenges and some of them turn out to be insurmountable. Sometimes, in trying to solve these, we cause more problems to crop up. The directpr has presented this idea in a humorous way, and the whole film is loaded with hilarious situations, even though the proble... Leer todo",131,naalu per naalu vidhama pesuvaanga,2016
686,-,P.V. Srinivasan,-,-,108,nijama nizhala,2016
687,-,R. Muthukumar,-,-,-,vennilavin arangetram,2016
688,-,Swamyraaja,-,-,126,yokkiyan varan somba thooki ulla vai,2016
689,-,Pradeep Sundar,-,"The film is based on a true story, where a ten-month-old baby gets lost from Nagerkovil during the tsunami. The child is raised by a judge somewhere else. However, the real parents turn up and claim the child. The emotional trauma that the two undergo forms the crux of the film.",114,irandu manam vendum,2016
690,-,A. Senthi Anandan,-,-,-,kizhakku chandu kadhavu en 108,2016
691,-,J.V. Mohan,-,-,-,adhiran,2016
692,-,R.G. Rajendar,-,-,-,nenjukkulla nee neranjirukka,2016
693,-,Chandra Kannaiyan,-,The film tells the story of the Goddess Kanaka Durga who comes to earth to defeat evil and bring justice to the oppressed.,141,merku mogappair kanaka durga,2016
694,5.9,-,-,"Varman, who is charged with eight assassinations and a rape, is convicted to death. A journalist, though, feels innocent and chooses to explore his past. To know more watch the full movie.",-,vendru varuvaan,2016
695,-,Bhagavathi Bala,-,-,112,thalaiyatti bommai,2016
696,-,"['Yong-hui Paek', 'Kim Chon Ung']",Son Kwang Su,"Korean people couldn't go to school before liberation. President Kim Il Sung shed a bright light to our people with liberation. Heroes of this film were conferred the diplomas of Kim Il Sung University, the first university in our country after liberation. To repay love and consideration of great peerless men of Mt Paektu, they devote hart even their lives of Korean L... Leer todo",86,joreopjeung,2016
697,-,Srijar,-,A school master and his son fight against an industrialist and struggle to close down a factory that is polluting their town.,-,edaal,2016
698,-,N.P.S. Veerapandiyan,-,-,-,aasi,2016
699,-,Gopal Ram,-,-,-,thirumaal perumai,2016
700,-,Aadhavan,-,-,125,andaman,2016
701,-,Aarviyar,-,-,143,anjukku onnu,2016
702,-,S. Sivaraman,-,Sivabalan aka Appu Kutty indulges in job such as ragpicking since his childhood. He believes that one should be sincere and honest in whatever he does.,125,kagitha kappal,2016
703,-,B. Saddam Hussain,-,-,-,kallathoni,2016
704,-,A.R. Rahim,-,-,112,nee enbathu,2016
705,-,Nesam Murali,-,-,111,kollidam,2016
706,-,C.R. Muthupandi,-,-,135,kodambakkam kokila,2016
707,-,Nagarajan,-,-,138,azhahendra sollukku amudha,2016
708,-,M. Thangadurai,-,"Thagadu is a fantasy adventure about a treasure hunt, where Sanam Shetty plays the role of a princess.",108,thagadu,2016
709,-,Sampath Raj,-,-,106,ini avanea,2016
710,-,Dasharath Giri,Madhav Sharma,-,-,kaifiyat,2016
711,-,Laxman Yaara,"['Ram Lakhan Jaiswal', 'Laxman Yaara']",-,-,school teacher,2016
712,-,Rocco Ricciardulli,"['Giulio Baraldi', 'Rocco Ricciardulli']","Gianni, a nightwatchman from Milan, comes home and finds unexpectedly Sandro, an old friend who just came out of prison after eight years of detention, waiting for him on the stairs. Sandro offers him to recover some money that he had hidden before getting arrested, in exchange of a considerable figure. Unfortunately something goes wrong. After giving him the establis... Leer todo",82,suddenly komir,2016
713,-,Anbu Mathi,Anbu Mathi,A childish prank turns into a deadly murder when an intimate selfie of young school students ends up in the hands of the wrong people and threatens the life of the people involved in the selfie.,127,sandikuthirai,2016
714,-,Vaidyanathan Natarajan,Vaidyanathan Natarajan,-,104,megamoottam,2016
715,-,Vijay Shanmugavel Ayyanar,Vijay Shanmugavel Ayyanar,-,95,onbathilirindhu pathu varai,2016
716,-,Kacharla Venkat,-,The first ever zombie comedy in Telugu. It is about a group of people trapped in a zombie epidemic.,-,thanu vachenanta,2016
717,-,Wassudev,Waasudev,-,124,araku road lo,2016
718,-,Pugalmani Kannan,Pugalmani Kannan,It is a thriller comedy that deals with the day Friday the 13th which many believe to be a horrifying one. This movie revolves around the 13 ghosts who try to stop the lead actor's marriage on a Friday the 13th. Watch this movie to find out what the Ghosts want.,-,vellikizhamai 13 am thethi,2016
719,-,Raaju Kumpatla,Raaju Kumpatla,-,134,romance with finance,2016
720,-,Parand Kalyan,-,-,126,nenosta,2016
721,-,"['V. Francis', 'Raj']","['V. Francis', 'Raj']",-,135,ennama kadha vudranunga,2016
722,-,M.V. Sagar,-,-,149,veeri veeri gummadi pandu,2016
723,-,Kaadhal Sugumar,-,-,132,summave aaduvom,2016
724,-,"['Sam J. Chaitanya', 'Nagaram Suneel']",Sam J. Chaitanya,-,119,aavu puli madhyalo prabhas pelli,2016
725,-,R.P. Patnaik,R.P. Patnaik,-,144,manalo okkadu,2016
726,-,G. Murali Prasad,-,-,-,ammayi aaruguru,2016
727,4.6,Kris Kertenian,Kris Kertenian,"After his son is murdered and the law is of no assistance, a father hires a contract killer to avenge his son, but as dark secrets from the past return, no one can be trusted, and the body count rises.",92,last stop,2016
728,-,A.D. Rathinam,-,-,-,naanaage naanillai,2016
729,-,Vinod Kumar,"['Ravi Nagadinni', 'Santhosh Nagathiyalli', 'Likhit Surya']","The movie revolves around two youngsters trying to build their careers. however, due to unfortunate circumstances, they make a plan to steal election money being transported from Bellary to Benagaluru .the story is based on true events and whether they succeed or not forms the plot of the film.",136,lifu super,2016
730,-,Vajra Vijay Pran,-,"This youthful romantic drama traces the trials and triumphs in the life of a sincere man, who falls in love but is forced by circumstances to face the agony of separation and loss. Will he succeed in uniting with his beloved? How will his future unfold?",144,ishtartha,2016
731,-,A. Venugopal,"['Madesh Muthappa', 'Shi', 'Ja', 'A. Venugopal']",Two youngsters meet at the railway tracks where they plan to commit suicide. Their lives change when they meet someone who gives them new-found hope.,-,thale bachkolli powder hakkolli,2016
732,-,Seetharam Bhat,Nagendra Kanakapura,Dynamic is the big screen directorial debut of Seetharam Bhat. The film is about a man who has committed murder and what happens when he falls in love.,153,dynamic,2016
733,6.3,Mark Maine,"['Mark Maine', 'Mike Terrell']","A sequel to Music High, Fearless is a teenage beach bathing suit Musical-Comedy, filled with plenty of gorgeous gals and guys on the beach re-imagined from movies of the past Beach Party (1963) and Bikini Beach (1964) and Blue Crush (2002).",88,fearless,2016
734,-,Nithish Karingula,Harsha Narra,"It is a story revolving around three characters, Aakash, Sarayu and Vishwa. It starts with how Aakash meets Vishwa and convinces him to love Sarayu. How Aakash changes the lives of Sarayu and Vishwa is the story line.",55,aakasamantha prema,2016
735,7.3,Rita Osei,"['Alex Ferguson', 'Rita Osei', 'Jenny Wilkes']","Tasha Robson, 16, has run away from home! While she rides the waves aboard the large ferry heading from South Shields, England to Scandinavia in search of her unknown father, ""The Viking"" all is less than calm in the Robson household.",95,bliss!,2016
736,-,Shashikumar Pm Talaguppa,Shashikumar Pm Talaguppa,Goddess Sigandooru Chowdeshwari protects her devotees and helps them battle several troubles whenever they fervently pray to her.,113,siganduru chowdeshwari mahime,2016
737,-,Jaya Gaja Venkatesh,Jaya Gaja Venkatesh,"When a couple whose marriage is in turmoil, find themselves blackmailed by a trigger-happy young man, their lives become embroiled in a web of deception, lives in danger. What will the future hold in store for all of them?",130,aham,2016
738,-,M. Ranganath,M. Ranganath,"'Ramabai' is based on the life story of Ramabai, the first wife of Indian social reformer and politician B.R. Ambedkar.",117,ramabai,2016
739,-,Sharat Khadri,Sharat Khadri,"An ad film director meets a woman in Chikmagalur when he is there on a location hunt. He falls in love with both her and her writing. He convinces her to write a book, which ends up being published in his name. What happens then?",122,mareyalaare,2016
740,-,Rajesh Murthy,Rajesh Murthy,"Red revolves around a married couple and a mysterious stranger. It is a story of love, passion and a grisly murder.",105,red (kannada),2016
741,5.4,Nagendra Karanik,Nagendra Karanik,Rohan is a young man with a strong political background and his life is turned upside down when he catches a glimpse into the future. The woman with whom he has fallen in love will betray him and end his life.,110,u the end a,2016
742,-,Dheeraj Surya,Dheeraj Surya,-,130,prakruthiya madilu banavasi,2016
743,-,Prakash Kabettu,Prakash Kabettu,"A 400-year-old island mysteriously disappears and two friends set out to investigate this phenomenon. However, they uncover shocking truths about the disappearance when they consult some socialites.",157,400,2016
744,-,Ravindranath Sirivara,-,-,124,koudi,2016
745,-,Sanjeev Megoti,"['Sanjeev Megoti', 'Sandur Venkatesh']","Fast-paced and fiery, this action drama follows the fluctuating fortunes in the life of Dandu, a fearless and forthright young man, who never hesitates to fight for justice. Faced with crime, corruption and exploitation, he joins a group of warriors.",-,dandu,2016
746,-,Nanda Kameshwara Reddy,Nanda Kameshwara Reddy,"'Mahaveera Maachideva' describes the life events of Veera Sharana Machideva also known as Veera Ganacheeri Madivala Machideva, the legendary warrior and freedom fighter of the 12th century.",138,mahaveera machideva,2016
747,-,Sarathi,Sarathi,-,122,apsare,2016
748,-,K.N. Krishnamurthy Rao,K.N. Krishnamurthy Rao,"Evocative and provocative, this romantic musical traces the twists and turns in the love story of a young couple, and examines the terrible evil of violence against women in Indian society.",136,chadurida karmoda,2016
749,-,Lakshmi Dinesh,Lakshmi Dinesh,"This evocative romantic drama traces the twists and turns in the life of an impulsive man, who always lets his emotions rule over his mind. When he falls madly in love, his life becomes filled with complexity and chaos. How will his love story unfold? What will the future hold in store for him?",-,half mentlu,2016
750,-,Shiva Prabhu,Shiva Prabhu,-,-,kala bhairava,2016
751,9.0,Hamsa Vijeth,Hamsa Vijeth,Based on the success and life journey of visually impaired musician Pandit Puttaraj Gawai renowned for his ability to play many instruments and popular renditions of devotional music.,142,shivayogi sri puttayyajja,2016
752,-,Veeresh Buradi,-,-,140,nanilde nee irtheeya,2016
753,-,Vittal Bhatt,"['Vittal Bhatt', 'Anantha Padmanabha']",-,127,preethi kithabu,2016
754,-,Y. Krishnam Raju,Y. Krishnam Raju,-,135,cbi sathya,2016
755,-,Ravirathnam Karamala,Ravirathnam Karamala,-,133,madhura swapna,2016
756,-,Raviraj,Raviraj,"Fast-paced and fiery, this multi-layered crime drama follows the fluctuating fortunes in the life of a fearless and forthright man, who stands up against injustice, exploitation and corruption, regardless of the personal price he must pay. What will the future hold in store for him?",153,bheeshma,2016
757,-,B.S. Sanjay,-,"This sensual romantic drama follows the fluctuating fortunes in the life of a loving couple, who go on their honeymoon together, but face circumstances that could affect their relationship. What will the future hold in store for them?",-,byadagi mirchi,2016
758,-,Alwin,Alwin,-,144,raj bahaddur,2016
759,-,Wesley,-,"Seven enthusiastic film-makers aspire to make a feature film and head to shoot at a bungalow, which happens to be haunted.",158,matthe shhh,2016
760,-,R. Raghuraj,R. Raghuraj,A hard working man who tries to save money for his disabled sister learns that she accidentally becomes a witness to a crime committed by his boss.,142,supari surya,2016
761,-,Harish Raj,Ilakiya,This is a devotional film about a priest who turns corrupt and it is left to Lord Satyanarayana to descend to Earth to teach him a lesson.,90,sri sathyanarayana,2016
762,4.2,Saeed Assadi,-,-,-,the actor,2016
763,9.4,Ravi Basrur,Ravi Basrur,"A bold young man is faced with several difficult circumstances since childhood, and as a consequence, he adopts a life of violence and crime. Given the right incentive and opportunity, can he reform himself and become a productive and law-abiding member of society?",116,bilindar,2016
764,-,M. Lohith Raj,M. Lohith Raj,-,107,mangaata,2016
765,-,Shivakumar Kadoor,Shivakumar Kadoor,"A group of people, including young women travel towards Mysore. On the way, frightening circumstances draw them into a dangerous forest, where a mysterious and dark force attacks them. Can they escape to safety?",-,dress code,2016
766,-,Vinod J. Raj,Vinod J. Raj,"Set in 1945 when India was caught up in World War II, two woman find themselves fighting their own battles to protect their identity and culture against the reign of the British.",122,yashogathe,2016
767,-,Swaroop Swara,Swaroop Swara,"This youthful tale traces the twists and turns in the life of one ambitious youngster, who passionately works towards the fulfilment of his goal, highlighting his friendship with two others and how everyone benefits from his determined efforts.",132,brahma vishnu maheshwara,2016
768,-,M.G. Raj,Rajesh Ramanath,A group of friends are unexpectedly drawn into a forest by a ghost which is on a revenge rampage.,119,sakkath risk,2016
769,-,Deva Raj,Deva Raj,-,114,lehya ajji lehya,2016
770,-,-,-,"The word Thandava suggests the dance of lord Shiva (Rudra Thandava), the dance of destruction. The film tells us the story of how a common man balances the evil and the good that his family members and he are facing. About how the protagonist faces his hurdles and survives. With a well composed background score and songs by Sathish Aaryan of Pade Pade fame, Thandava i... Leer todo",101,thandava,2016
771,-,Shivu Holalu,Shivu Holalu,"Set against the backdrop of a tribal community, this fast-based tale traces the twists and turns in the life of a brave young man, who must face many difficulties in order to prove his valour and extraordinary ability. How will he face the challenges in his path?",-,birth,2016
772,-,V. Manju,V. Manju,-,116,raktha shasana,2016
773,5.6,Jeeva,B.A. Madhu,A petty thief falls in love with a beautiful student from a wealthy family. Can he ever convince her and her family that he is the best man to be her husband?,119,bhujanga,2016
774,-,Ghanshyam .P.,Ghanshyam .P.,"Beat is a psychological thriller based on a true romantic love story between Bharath and Thanu. The two characters have contradicting personalities. While one is a soft spoken girl with a timid nature, the other is a tough guy who has fallen for her innocence. Over the years the two develop an interesting relationship and a loving bond. As the movie unfolds, an unfore... Leer todo",-,beat,2016
775,-,K. Shashidhar,Keshava Chandra,"Evocative and eloquent, this family-oriented romantic drama follows Gauri, an innocent cinema-crazy woman who gets married and must adapt to her life as the wife of a man she knows very little about. Will she have a happy life?",116,jothegathi,2016
776,-,Vishal Raaj,Vishal Raaj,A gripping tale that carefully documents the history of the Indian National Flag. The film features mind blowing performances by a set of veteran actors and brings life to an untold story about the Indian National Flag and unmatched patriotism.,137,july 22 1947,2016
777,-,Gali Lucky,Gali Lucky,"Krishna, an aspiring director, courts his lady love through letters while she too wishes to stay away from the reach of technology. In contrast, another couple uses technology to express their love.",125,mathu kathe,2016
778,-,Nagaraj Arehole,Nagaraj Arehole,This socially relevant saga traces the trials in the life a young boy who is reputed to be a notorious prankster at school. What events force him to run away and embark on a journey of self-discovery and who is responsible for his suffering?,110,haaro hakki,2016
779,-,S. Badarinatha,S. Badarinatha,"A freedom fighter and nationalist escapes prison and seek refuge in the house of a kind woman, who happens to be the wife of the police officer, from whom they must escape at any cost. What will the future hold in store for them?",106,1944,2016
780,-,Rajgopi,Rajgopi,"A conman is hired by a group of fraudsters to find a person with exclusive knowledge about how to amass a great fortune, but ends up finding love, his conscience and much more during the journey.",165,deal raja,2016
781,-,Aman Kannadiga,Aman Kannadiga,-,138,naada rakshaka,2016
782,-,A. Madhu,A. Madhu,"Priya is a happy-go lucky student, who enjoys her life, until a classmate of hers falls in love with her with such an obsessive intensity that her life changes completely. What will the future hold in store for her?",125,jil jil,2016
783,-,Ananth Rayappa,Ananth Rayappa,"Outraged by rampant corruption amidst elected officers in the Indian government, a revolutionary wave of change emerges, raising awareness amongst citizens to vote responsibly and fight for a corruption-free India. Will the movement succeed?",142,jagruthi,2016
784,-,K. Sharath,D.B.C. Shekar,-,114,seetha nadhi,2016
785,9.6,Bharath Nanda,Bharath Nanda,"An excited family visits a bungalow they wish to purchase, but find themselves imprisoned within its doors for a night and attacked by dark forces. Can they escape unscathed?",115,dieyana house,2016
786,-,K.M. Raghu,K.M. Raghu,"The movie follows several villagers as they go through various exploits and troubles, such as a series of mysterious deaths and an affair.",115,tharle village,2016
787,-,Devraj Kumar,Devraj Kumar,"After a haunted forest becomes well-known for the mysterious deaths that take place within, a curious journalist convincees her friends to investigate into the true cause of the crime. Can they expose the truth and escape the forest alive ?",110,danger zone,2016
788,5.8,Pawan Wadeyar,Pawan Wadeyar,"Nataraja is a thief who falls for Sahana at first sight, but she is unlucky for everyone who is close to her. Sanju proposes to her even though he knows about her luck. She accepts, and as expected, he is hurt in a car crash. His father decides to kill her to regain his son's health as proposed by his Guruji. Nataraja and Sahana meet again. Nataraja is scared of her b... Leer todo",115,nataraja service,2016
789,4.4,Preetham Gubbi,Preetham Gubbi,"Motocross racers Munna and Charan are arch enemies and keep competing against each other. However, situations take a drastic turn when Munna falls in love with Varalakshmi, Charan's sister.",137,naanu mattu varalakshmi,2016
790,-,Harshavardhan,Harshavardhan,-,93,nh 37,2016
791,-,Harshita Chitralaya Srinvas,-,-,-,mandyada hudugaru,2016
792,-,Himayath Khan,"['Himayath Khan', 'Shi', 'Ja']","A man reunites with his parents after 18 years and moves in with them. He falls in love with his new neighbour and gets friendly with a painter, but when he becomes witness to a crime, his life radically changes. How will his future unfold?",-,just aakasmika,2016
793,-,T. Yugandhar,-,-,161,nh7,2016
794,-,Satish Pradhan,Satish Pradhan,"After Madha falls in love with Manasi, he finds out that she is in love with someone else. He helps her reunite with her lover and deal with her father's thugs who come in search of her.",134,madha mathu manasi,2016
795,-,Yashwanth Kumar,Yashwanth Kumar,"Yuvasamrat a youthful entertainer starring Kiran Nandakumar and Snizhana in the lead with Dr. Bharathi Vishnuvardhana in a special role.Yuvasamrat it is not just a love story, along with that it is a story of social responsibility. The movie revolves around the hero Kiran who is a straightforward, brave and a bold young man who is on a mission to find and finish the p... Leer todo",114,yuva samrat,2016
796,-,Mahesh Thejas,Mahesh Thejas,-,131,mareyadiru endendu,2016
797,-,L.M. Gowda,Manjunath .M.N. Halli,-,108,leela,2016
798,-,Yashas,Yashas,"Kishen is married to Kaajal who suspects him of having affairs. Pooja is the wife of philanderer Prem. Sanjana and Sunny are engaged. Kishen has an affair with Bobby who is introduced as his wife at Sanjana's wedding and as Sunny's wife to Kaajal. When the three couples meet, it all gets very confused.",160,no entry,2016
799,-,Ashok Nittur,-,"Through the lives of youngsters belonging to a theatre group, who begin to face terrible opposition for political parties seeking domination over free and creative thought in the country, this socially relevant saga explores the great value of ancient Indian heritage, culture and the rights of artists.",-,avalucky,2016
