,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
203,-,Ragomadhesh,Ragomadhesh,-,-,pokkiri mannan,2015
204,-,K.S. Muthu Manoharan,-,-,145,marappaachi,2015
205,-,S.P. Gnanamozhi,S.P. Gnanamozhi,"The story is about a group of youngsters who leave their native place for Chennai in the hope of getting a break in the film industry. In Chennai, they rent a house whose owner is very supportive of them. A film production manager recommends them to various film companies. One fine day, all of them get a chance in a big-budget film. But unfortunately, a difference of ... Leer todo",147,thiraipada nagaram,2015
206,-,Sukumar,-,-,-,thiruttu vcd,2015
207,-,V.N. Premkumar,V.N. Premkumar,"Manoj, a police officer in Ooty, learns of gang activity in the city. Along with his friend and four police officers, Manoj begins his mission to take down the gang, but justice comes at a heavy price.",116,kathirvel kaaka,2015
208,-,R. Vishwa,R. Vishwa,-,142,sillunu oru payanam,2015
209,-,R. Rajasekar,R. Rajasekar,"Krishik and Shruti decide to take a journey together to show their parents, who want them to get married, that they are incompatible. But, the adventures they have on this trip bring them together.",126,jippaa jimikki,2015
210,-,N. Rajeshkumar,N. Rajeshkumar,"A journey throughout Chidamabara Krishnan, whose friends call him 'Chikki', takes a sudden train journey after seeing his dream girl. A romantic journey from Chennai to Nagerkoil is the only time available to win her heart. Can 12 hours of a train journey be enough to win the heart of his dream girl?",109,chikkiku chikkikichu,2015
211,-,K.R. Manimuthu,-,-,135,apoorva mahaan,2015
212,-,Ram Lakshman,Ram Lakshman,"This movie portrays the innocence and purity of women, stimulating a thought about how people's destinies are tangled and its implications on the society we live in.",135,venmegam,2015
213,2.5,Mohammad Banki,-,-,101,dou doost,2015
214,-,Spyros Amoiropoulos,Sotiris Zikos,-,80,stin kouzina,2015
215,-,"['Iro Donta', 'Natalia Stratou']","['Iro Donta', 'Natalia Stratou']",-,100,tabula rasa,2015
216,-,-,-,Ver la información de la producción en IMDbPro,-,daimon o suteta otoko,2015
217,-,.K. Sharath,K. Sharath,-,-,om sharanam ayyappa,2015
218,-,Beechi,M.D. Kowshik,-,103,nigooda rahasya,2015
219,-,Kathir Subbiah,Kathir Subbiah,"Spiced with intense action and charged emotion, this youthful romantic drama depicts the coming-of-age experiences of a young man, as he attempts to express his love and win the heart of his beloved.",123,nan love track,2015
220,7.9,Ryan Dunlap,"['Dustin Ballard', 'Ryan Dunlap']","When his wife is killed, Oliver's world turns monochrome from Achromatopsia - the inability to see color. In comes Rachel, a femme fatale offering hope in return for a deadly favor, plunging Oliver into a world of crime run by Gavin Calhoun, dodging the murderous Jamison & uncovering secrets left by his late father-in-law, Jonathon Cole in the hopes of answering a hau... Leer todo",105,greyscale,2015
221,-,Sajan Johny,Benny Esthaac,-,109,juzt married,2015
222,-,Caner Canerik,Caner Canerik,"With encouragement from her friends and her teacher, 9-year-old Beser wants to go to school and be a teacher despite the fact that she does not speak Turkish. Her father rejects her request because she shares the work load in the house and her grandmother says no because she thinks Beser will be assimilated and lose her origins. While the school discussion is continui... Leer todo",97,vilika kowu,2015
223,3.9,Carey Scott,"['Kevin Downes', 'Carey Scott', 'Harold Uhl']",Two men embark on a trip to the Vietnam Veterans Memorial guided by the letters their fathers wrote while serving in the war.,96,faith of our fathers,2015
224,-,D. Shivalinga,D. Shivalinga,-,122,mr. premi,2015
225,-,G. Sudhakar Shetty,V. Ananda Priya,-,141,prema pallakki,2015
226,-,Syed Ramish Rizvi,-,This social drama highlights the miseries men go through just because of the politics women play in their lives.,-,saas bahu,2015
227,-,Sathyamithra,-,"Shukla pledges his house to help his friend Nakula but hides the truth from his brother, Vinayaka. Hilarity ensues when the duo and their girlfriends endeavour to hide the truth from Vinayaka.",142,ondu chance kodi,2015
228,-,R. Gurudath,R. Gurudath,-,145,khaidi,2015
229,-,T.K. Dayanand,T.K. Dayanand,"Hanumanthu, an innocent boy, falls in love with Pavani, who is never afraid to speak her mind. When she gets into trouble with a local mafia leader, Hanumanthu sets out to save her.",139,benki patna,2015
230,-,Manju Sagar,Manju Sagar,-,139,mutthina maleyali,2015
231,-,Mohamed Ziaulla,Mohamed Ziaulla,-,122,fashion,2015
232,-,Nagashekar,-,-,-,q,2015
233,7.7,S. Narayan,S. Narayan,Daksha is an action thriller starring Duniya Vijay in the role of a commando. The whole movie has been shot in a single take of 2 hours 22 minutes and is about a terrorist attack.,142,daksha,2015
234,-,T.S. Satyajith,T.S. Satyajith,-,-,hingyake,2015
235,-,Kolar Seena,Kolar Seena,"The story revolves around three characters - Santhosh (Harish Kumar), Nandini (Deepa) and Rudra (Lokesh). Nandini is engaged to Rudra but she's in love with another boy, Rahul (Bullet Prakash). When Santhosh, a videographer, comes to the engagement function, she pours her heart out to him, seeking his help in escaping from the venue. How Santhosh helps bring the loveb... Leer todo",-,just maduveli,2015
236,6.2,Yogi G. Raj,Vijay Kumar Konda,"Raj (Ganesh) is portrayed as a carefree guy who believes that everyone has the right to make their own decisions. At his friend Sadhu's (Sadhu Kokila) wedding reception, he sees Priva (Nandini Rai) and falls for her. He asks Sadhu's wife to learn more about Priya. Sadhu's wife gives Priya's number to her husband and asks him to pass it to Raj. A miscommunication betwe... Leer todo",151,khushi khushiyagi,2015
237,-,Gali Lucky,Gali Lucky,-,150,raincoat,2015
238,-,Karan Kumar,Karan Kumar,Flop is the story of three irresponsible youngsters who fall in love with the same girl. Chaos ensues as the girl is not what she seems to be.,131,flop,2015
239,-,S. Mohan,S. Mohan,-,-,male nilluvavarege,2015
240,-,Om Prakash Rao,Om Prakash Rao,"Katte is a raw, off-beat and funny love story.",143,katte,2015
241,-,Kumar Govind,-,"A honcho wants an employee to marry his sister but the architect chooses to tie the knot with someone else. To take revenge, he gets the newly-weds transferred to Bangkok and harasses the man, without revealing his identity.",-,master mind,2015
242,-,S. Mahendar,-,-,-,mahakali,2015
243,-,S. Abhi Hanakere,S. Abhi Hanakere,"When a young woman from an upper caste family falls in love with a boy from a lower-caste background, violent objections erupt from her family members, who are willing to go to any lengths to tear the couple apart. How will their futures unfold?",136,aarambha,2015
244,-,Yatish .B.S.,Yatish .B.S.,-,142,prana koduve gelathi,2015
245,-,K. Ramnarayan,-,-,122,paipoti,2015
246,-,Kodulu Ramakrishna,J.M. Prahlad,"A talented teenager, who is exceptional in sports works hard to achieve her goals, but when her strenuous training schedule causes her to falter in her studies, will she be forced to give up on her dreams?",106,aata paata,2015
247,-,Uday Prem,-,-,111,kaldogbitte,2015
248,-,K. Eshwarappa,K. Eshwarappa,-,140,paataragitthi,2015
249,-,Shashank Raj,Anantha Padmanabha,"Goolihatti is the story of five rugged individuals and has revenge, love, sacrifice, tantrums with one heroine.",156,goolihatti,2015
250,-,Sairam Shanthakumar,Sairam Shanthakumar,"Lord Ayyappa will be always with you when you believe in him, Group of Ayyappa devotees lost their hopes in life and prays him to guide them in good light. How do they travel to Shabri male forms the rest of the story.",92,shabarimale yatre,2015
251,-,Manju Mithra,-,"Geetha lives with her mother and helps her in their bangle shop. Geetha is happy with her life, until she meets Veera and realizes that life is not as simple as it seems.",162,geetha bangle store,2015
252,-,Shankar,Shankar,-,145,cigarette,2015
253,-,Ram Narayanan,-,-,-,billa,2015
254,-,Deepak Thimaya,Vinayaka Bhat,"Krishna is a small-town boy who falls in love with Rukmini, the heiress of a big estate. Rukmini, a Sonu Nigam fan, wants to marry someone who charms her with his singing. Krishna goes to Bengaluru to learn music, where Meera helps him.",160,neene bari neene,2015
255,-,-,-,"This Animated drama film conveys the philosophy and life messages of the great saint Sri Sai Baba, and highlights the outstanding miracles he created to guide his devotee's.",90,shirdi sri saibaba,2015
256,-,Santhosh Kumar,-,The film revolves a around two love stories- one depicting the positive aspect of a love story and the other depicting the negative shade of a love story. There are uncertainties and unforeseen occurrences and what happens to those two couples forms the crux of the story.,137,dove,2015
257,-,Peenya Nagaraj,-,-,122,namakharam,2015
258,-,Mandya Nagaraj,Mandya Nagaraj,"This suspenseful thriller delves into the socially relevant subject of the exploitation of women in society, highlighting sexual commoditisation, violence and crimes against the feminine gender. Will the culprits be brought to justice?",109,aa rathri,2015
259,-,Nagaraj Khandagal,Nagaraj Khandagal,"Can anyone be a victim of demonic possession? Experience this horror flick, which is a portal to hell. The story is about a family, who has relocated from the city to a new place and are currently accommodated in a 400 year old house, which is rumored to be the most haunted house in the realm. After settling in, the family is trapped in the house, but it comes as no s... Leer todo",98,shh eccharike,2015
260,-,Bhadravathi Ramakrishna,-,-,-,madam helida kathe,2015
261,-,Om Sai Prakash,Om Sai Prakash,"A spiritual drama film focuses on the life teaching of Shirdi Sai Baba, and the many circumstances he creates in order to guide, protect and teach his followers.",164,shree sai,2015
262,-,Vishruth Naik,-,"Ring Master features three youngsters who are living together. On New Year's Eve, they decide to invite an entertainer home for some fun. The rest of the story is about the crazy events that follow.",118,ring master,2015
263,-,Prakash,-,-,145,drohi,2015
264,-,Vijay Surana,Vijay Surana,-,112,kanchana,2015
265,-,Adithya Chikkanna,Adithya Chikkanna,-,147,thippaji circle,2015
266,-,Vinod Kumar,Harsha,"After a mysterious disappearance, an investigation is made to find the whereabouts of Aadhya, sparking a complex sequence of events that lead to crime, violence and danger. Will the mystery be resolved?",110,aadhya,2015
267,-,T.K. Urs,-,"Baa Nale Baa is a horror movie being shot in Uttara Karnataka Hubli, Dharawad and Bidar surroundings. Baa Nale Baa is written on the front doors of several huts in rural villages and villagers believe that it keeps ghost away since Baa Nale Baa literally translates to, come tomorrow.",108,baa naale baa,2015
268,-,Venkateshwara Reddy .E.,Surya Sharma,-,-,gowdrudugru,2015
269,-,Om Sai Prakash,-,-,153,mana mechhida bangaru,2015
270,-,V. Bavaji,V. Bavaji,"This offbeat love story explores the love between a Western woman and an Indian woman, highlighting the struggles they face as their relationship is considered strictly taboo in Indian society. What will the future hold in store for them?",128,141,2015
271,-,Anand .G.K.,Anand .G.K.,-,131,titlu beka,2015
272,-,Krishnendra Pandith,Krishnendra Pandith,-,134,pandith bhagyavidhatha,2015
273,-,K.S.R.,K.S.R.,-,131,pattabhisheka,2015
274,-,Durga .P.S.,Durga .P.S.,-,-,flop director,2015
275,-,Chandrashekar Shrivastav,Chandrashekar Shrivastav,"Fast-paced and fiery, this contemporary crime drama follows the fluctuating fortunes of a fearless man, who is forced to emerge as a hero to fight villainous forces in society. Can he defeat his powerful enemies single-handedly?",141,7,2015
276,-,L.N. Mukundaraj,L.N. Mukundaraj,A socially relevant drama delves into the struggles of common folk against the bias and exploitation of a corrupt system.,-,kaada haadiya hoogalu,2015
277,-,Ashraf,Mysskin,"Following a futile attempt to save a dying woman from a hit-and-run accident, a man starts experiencing paranormal activities. On realising that the spirit of the dead woman has returned to find out the truth about her untimely demise, he sets out to unravel the mystery in a bid to give her the closure she deserves.",118,rakshasi,2015
278,-,Savitha Bernard,Police Bernard,-,99,maanitha,2015
279,-,Chandra Mahesh,Sriram Choudary,Four youths from a village arrive at the time of terrorists also barge inside the city. It is a 'Red Alert' time they are locked. How will the students escape this situation alive forms the story of 'Red Alert'.,-,red alert,2015
280,-,Arunesh,-,-,134,mane thumba bari jamba,2015
281,9.2,Raed Hanna,"['Mousa Al', 'Naber', 'Nancy Al', 'Naber']",When the time comes to make a comparison between our value from a people's point of view and our value from God's viewpoint.,62,gharamat alfaqr,2015
282,-,Manish Joshi,Rajesh Kushte,"Dabba Aise Paise portrays the fight to keep a small Marathi school going. Nana Chaudhary who is the Head Master, struggles to save the dilapidated school, but loses the battle. Having seen his loss, his daughter, who is a teacher in an English medium school, resigns from her job and starts teaching in the Marathi school. Her joining the school rejuvenates the fight to... Leer todo",128,dabba ais pais,2015
283,-,Ramvijay Waman Parab,Pravin Shantaram,-,136,saangati,2015
284,-,Devendra Dodke,Devendra Belankar,-,116,te don diwas,2015
285,-,Sachin Shinde,-,-,-,guntha mantri,2015
286,-,Jagannath Khandwe,-,-,122,thakracha tukya,2015
287,-,Vijay Devkar,-,Mungla is a Marathi film based on the current sever water shortage and drought situation in Maharashtra. The film tries to address the problem and offer possible solutions.,-,mungla,2015
288,-,Dinesh Deolekar,Dinesh Deolekar,The current scenario of the corrupt education system with Blackboard. The story traces a common man's struggle to educate his granddaughter. Will he be successful in this fight? Will he be able to bring change to the education system? Will he be able to educate his granddaughter with his limited resources? Blackboard is all about the commercialization of the archaic e... Leer todo,124,blackboard,2015
289,-,Sanjay Soorkar,Sanjay Surkar,-,116,laathi,2015
290,8.1,Pradeep Mistry,Ketan Pendse,"A group of friends go to an isolated house in the middle of the night. Certain incidents that happen in the house make them feel like they aren't the only ones in the house. Scared and confused, the bunch of youth try to escape from the house. Watch the movie to find out what happens next.",77,ek thriller night,2015
291,-,Sunil Waikar,Sunil Waikar,"Dagdabai Mhatre, the owner of a chawl in Mumbai, is taken for a ride by the residents who take undue advantage of her simple and kind nature by not paying rent on time.",140,dagadabaichi chaal,2015
