puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,7.6,Collin Levin,"['Nicolai Dorian', 'Collin Levin', 'Nicholas Tuttle']","A young jazz guitarist, Jazzen Goodman, dreams of becoming a jazz legend. He hires his best friend Dylan to film him on his journey through the jazz world.",93,Comedia,in a silent way,tt10079448
,-,Eric Edwards,Eric Edwards,-,45,Comedia,what men don't know about women,tt10085194
,6.2,Kelly Oxford,Kelly Oxford,-,94,Comedia,pink skies ahead,tt10095308
,5.6,Jun Geng,"['Jun Geng', 'Bing Liu']",-,118,Comedia,manchurian tiger,tt10097312
,5.8,"['Thomas Ancora', 'Grégory Beghin']",Thomas Ancora,"Simon, Mehdi and Fred, 3 childhood friends are invited to the funeral of Juan, a former school mate, who has a last wish: he wants the boys to start a ""Losers Revolution"" and seek revenge on their high school bullies.",89,Comedia,losers revolution,tt10100678
-,7.2,Gabriela Ivette Sandoval,Roberto Andrade Ceron,Mariano is a screenwriter who graduated from school six years ago and hasn't written a single script. Conflict begins when his cousin brings home a girlfriend who Mariano falls deeply in love with.,91,Comedia,"ok, está bien...",tt10101246
,6.4,Marian Crisan,"['Gabriel Andronache', 'Marian Crisan']","A high-profile politician running for the EU Parliament meets a tractor driver, teaming up during the election campaign in a small Romanian town.",93,Comedia,berliner,tt10102402
,6.4,Addison Binek,"['Stephen Albers', 'Addison Binek', 'Greg De', 'Liso']",A killer gorilla escapes from the Detroit Zoo and goes on a murdering spree.,64,Comedia,psycho ape!,tt10104502
93,6.8,Christos Nikou,"['Christos Nikou', 'Stavros Raptis']",-,91,Comedia,apples,tt10110614
,7.3,Eduardo M. Clorio,"['Paco Arriagada', 'Karla Coronado', 'Idalia Damián Azcoitia']",-,97,Comedia,conversaciones,tt10106082
83,7.4,Alejandro Montoya Marín,Alejandro Montoya Marín,"Set in the days leading up to the year 2000, friends Kelly and Miguel - along with the rest of the world - find themselves facing mounting pressures and the harsh realities of their futures.",90,Comedia,millennium bugs,tt10111180
,6.4,Ruben Alves,"['Élodie Namer', 'Ruben Alves', 'Cécilia Rouaud']",-,107,Comedia,miss,tt10123698
90,7.1,Rocko Zevenbergen,Rocko Zevenbergen,"After a moment of total teenage angst, a young punk finds himself at odds with a psychedelic monster of his own creation.",107,Comedia,i need you dead!,tt10122486
84,5.7,Josh Ruben,Josh Ruben,-,104,Comedia,scare me,tt10126434
,4.1,Leslie Thomas,Leslie Thomas,An ensemble relationship comedy about a young couple whose marriage is in crisis. Their therapist prescribes a weekend of total honesty - the same weekend they're going to the country with close friends for a blowout good time.,90,Comedia,honesty weekend,tt10131028
,-,Mustafa Ozgun,Mustafa Ozgun,-,-,Comedia,le voleur rose: pink thief,tt10136110
,5.4,Mélissa Drigeard,"['Mélissa Drigeard', 'Vincent Juillet']",-,101,Comedia,tout nous sourit,tt10143308
,6.3,Marvick Eduardo Núñez Aguilera,"['Charbel Harp CalderoníAcán Coen', 'Andrew Foley']",-,89,Comedia,la liga de los 5,tt10149080
-,6.4,Bettina Oberli,"['Cooky Ziesche', 'Bettina Oberli', 'Thomas Ritter']","Wanda, a Polish woman, takes care of 70-year-old Joseph in his family villa on the lake. She is always there for him and also helps his wife Elsa. The work is poorly paid, but Wanda needs the money for her family.",111,Comedia,"wanda, mein wunder",tt10152722
,4.7,Petter Holmsen,Karsten Fullu,"Everything that can go wrong goes wrong when care free ski bums, frustrated cabin owners, skiing Danes and partying youngsters team up on a Norwegian mountain resort with a very absent hotel manager.",87,Comedia,fjols til fjells,tt10157810
54,5.9,Ryan Murphy,"['Bob Martin', 'Chad Beguelin', 'Matthew Sklar']",-,130,Comedia,the prom,tt10161886
80,-,Samantha Nolte,"['Bobby Mc', 'Gruther']","After being gone for eleven years, a burnt out hardcore vocalist returns to his small, New Jersey hometown, in the wake of his father's death during the holidays.",-,Comedia,fair haven,tt10166648
,4.8,Stefano Mordini,"['Filippo Bologna', 'Riccardo Scamarcio', 'Stefano Mordini']","From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships.",88,Comedia,gli infedeli,tt10168672
,6.7,Albert Dupontel,"['Albert Dupontel', 'Marcia Romano', 'Xavier Nemo']",-,87,Comedia,adieu les cons,tt10196398
,-,"['Dáire Mc', 'Nab']","['Dáire Mc', 'Nab']",-,98,Comedia,the last roll,tt10199854
,5.1,Andrew Burdette,Andrew Burdette,-,65,Comedia,bruh.mp4,tt10204998
,-,Juanjo Martínez,Juanjo Martínez,A man travels between parallel universes through his consciousness.,-,Comedia,el universo en que te amé,tt10225420
,-,Juanjo Martínez,Juanjo Martínez,A group of police officers close to being fired will try to solve the murder of a young model.,-,Comedia,unidad 23,tt10225726
-,5.8,Shambhu Purushothaman,Shambhu Purushothaman,"Christians believe that marriages are made in heaven. It is a satirical take on the belief, which is reinforced through marriage rituals, about the Christian marriage and the reality of it as seen around us.",117,Comedia,paapam cheyyathavar kalleriyatte,tt10229794
91,6.8,"['Sudhir Mishra', 'Sachin Krishn']","['Niren Bhatt', 'Manu Joseph', 'Abhijeet Khuman']",-,114,Comedia,serious men,tt10230414
,5.6,Tommy Walton,Jody Thompson,-,82,Comedia,still today,tt10230492
,3.9,Pascal Bourdiaux,"['Julien Leimdorfer', 'Gaël Leforestier', 'Mathias Gavarry']","Back-to-school. For troublemaker Toto, it's the best place for fooling around. But when a sculpture collapses during the opening of a museum, Toto is immediately blamed, and now he has to prove his innocence.",84,Comedia,les blagues de toto,tt10233406
-,4.8,Dennis Dugan,"['Eileen Conn', 'Dennis Dugan', 'Larry Miller']",-,96,Comedia,"love, weddings & other disasters",tt10235718
,4.3,Abhimanyu Mukherjee,Abhimanyu Mukherjee,A grocery store in a north Kolkata neighbourhood stands in the way of developers looking to build a mall there. The film follows a group as they seek to save the shop from being razed.,128,Comedia,hullor,tt10244472
,-,Magdolna Cecília Eröss,Mario LagóMiron Manega,-,-,Comedia,the perfect mistress iv: heartbreaker,tt10247640
,5.4,Ludovic Bernard,"['Ariel Winograd', 'Mariano Vera', 'Juan Vera']",-,104,Comedia,10 jours sans maman,tt10251538
,6.5,Wolfgang Groos,Robert Löhr,Three frustrated pensioners volunteer themselves as Grand-Godparents to three stressed children.,104,Comedia,enkel für anfänger,tt10252330
,5.3,Vincent Masciale,"['Luke Barnett', 'Vincent Masciale', 'Tanner Thomason']",-,92,Comedia,faith ba$ed,tt10260692
83,5.9,Chris Baugh,"['Chris Baugh', 'Brendan Mullin']",-,88,Comedia,boys from county hell,tt10262380
100,2.4,Alex R. Wagner,Julia St. Pierre,"A costumer designer is sent to the Catskills for an interactive theatre piece set in the 1920s. When she arrives things seem dark, strange and off. She soon realizes she is part of a student film.",77,Comedia,light from the tower,tt10264340
,-,Giovanni Petrizzo,Giovanni Petrizzo,Film making in South Italy with local actor. The Movie is a tribute to italian director Vittorio De Sica,85,Comedia,the teacher + margherita,tt10265730
,-,Alex Molico,"['Mario LagóMiron Manega', 'Christopher Pulha']",-,-,Comedia,sex spirits,tt10265766
,-,Lindsay Gonzalez,Lindsay Gonzalez,"On workplace orders to undergo psychiatric evaluation a demon clown revisits her past move to the big city. Painful memories of her pursuit to become a fairy reignite buried desires, sending her on paths that may result in the disappointment of her life coach.",-,Comedia,big feat,tt10268752
,6.6,Tiago Durão,"['Tiago Durão', 'Antonio Rodrigues', 'André Tavares']","A kaleidoscope of several intertwined stories about people struggling to resist their vulnerabilities, in search of love, dignity, forgiveness and the great beauty of life in chaotic New York City.",-,Comedia,tales from the rabbit hole: a curious kitsch novel,tt10268654
,5.4,Alberto Rizzi,"['Marco Pettenello', 'Alberto Rizzi', 'Valentina Zanella']","Orlando, a former musician whose private life has been devastated by an earthquake, decides to get a second chance with help of his former manager and motivated by love for Chiara.",95,Comedia,si muore solo da vivi,tt10268922
0,6.2,Laura Terruso,Alison Peck,-,93,Comedia,work it,tt10276470
,4.0,Hakan Gürtop,Feridun Hocalar,-,100,Comedia,bizim semtin çocuklari,tt10278294
,-,"['Sebastian Alexandre', 'Claudia Bonsangue', 'Giorgio Picinni Leopardi']","['Sebastian Alexandre', 'Paolo Bianchini', 'Claudia Bonsangue']","""Frammenti"" is the first Italian film made by the students of an artistic high school, the ""Donato Bramante"" in Rome at the ""Tufello"", the same place where they shot ""Ladri di biciclette"". The film deals with six very compelling different stories born from the pupils' mind.",78,Comedia,frammenti,tt10283474
65,5.9,Azazel Jacobs,"['Patrick De', 'Witt']",-,113,Comedia,french exit,tt10279362
0,4.2,David Dhawan,"['Rumi Jaffery', 'Farhad Samji']",-,134,Comedia,coolie no. 1,tt10280276
-,7.0,Sydney Sibilia,"['Francesca Manieri', 'Sydney Sibilia']",-,117,Comedia,l'incredibile storia dell'isola delle rose,tt10287954
,-,Kate Davis,Kate Davis,"Former rodeo queen, Callie, goes on a wild ride when she attends the funeral of a Native American man -- on an Indian reservation. His widow and sister take her on a harrowing journey. Callie experiences modern-day Indian life, and death, and confronts her life's choices and regr... Leer todo",-,Comedia,cowgirls and indians,tt10288480
,7.7,Thomas Vinterberg,"['Thomas Vinterberg', 'Tobias Lindholm']",-,117,Comedia,druk,tt10288566
74,4.7,Robert Schwartzman,Zac Stanford,-,81,Comedia,the argument,tt10307856
77,5.5,Brea Grant,Brea Grant,-,86,Comedia,12 hour shift,tt10309552
,5.8,Hitesh Kewalya,Hitesh Kewalya,-,117,Comedia,shubh mangal zyada saavdhan,tt10309906
44,5.9,"['Eshom Nelms', 'Ian Nelms']","['Ian Nelms', 'Eshom Nelms']",-,100,Comedia,fatman,tt10310140
,3.9,Balázs Lóth,"['Ákos Inotay', 'Mark Kis-Szabo', 'Balázs Lóth']","After their friend dies in an accident, Marcell, the rich but burnt-out architect and the rest of his loser childhood buddies decide to team up for the last time to fulfill their friend's last wish by smuggling his crappy painting into the most prestigious art auction of Budapest... Leer todo",104,Comedia,pesti balhé,tt10319486
,5.0,Anna Mastro,"['Alex Litvak', 'Andrew Green', 'Austin Winsberg']",-,99,Comedia,secret society of second-born royals,tt10324122
,-,Neilson Black,Neilson Black,A British foreigner moves to Paris to work in a cafe and become a Parisian. But realizes he isn't welcome when he gets there. So he starts a support group to fight for his right to stay and save the cafe from closing.,-,Comedia,café mirage,tt10326882
,4.7,Brad Johnson,Sally Meyer,-,87,Comedia,the christmas project 2,tt10328320
,6.0,"['Bruno Garotti', 'Jessica Blue', 'Anita Barbosa']","['Bruno Garotti', 'Sylvio Gonçalves']",-,104,Comedia,ricos de amor,tt10329566
73,6.3,"['Shoojit Sircar', 'Kuran Dhillon']",Juhi Chaturvedi,"Two scheming men get caught up in a game of one upmanship, each one attracting other members to their clan and each one with an agenda of his own.",124,Comedia,gulabo sitabo,tt10333912
27,5.4,Edward Hall,"['Nick Moorcroft', 'Meg Leonard', 'Piers Ashworth']",-,99,Comedia,blithe spirit,tt10334148
,6.1,Daniel Cohen,"['Daniel Cohen', 'Olivier Dazat']",-,104,Comedia,le bonheur des uns...,tt10334410
,-,"['Jasmine Chiong', 'Kwanza Nicole Gooden', 'Emma Shalaway']","['Jasmine Chiong', 'Natalie Kabenjian', 'Brittney King']",-,-,Comedia,los angeless,tt10333778
,-,Alex Michael,Alex Michael,"'Four beer, four laps, for the helluva it!' 'More than a Mile' is a documentary following the lives of a runner and his friend on their 6 month journey towards the Beer Mile World Classic.",88,Comedia,more than a mile,tt10340688
71,4.3,Paul Murphy,David Brechin-Smith,-,86,Comedia,lowdown dirty criminals,tt10338808
,5.6,Rolando Ravello,"['Fabio Bonifacci', 'Manuel Burque', 'Josep Gatell']",Three fathers try to hinder the love affairs of their respective daughters.,96,Comedia,è per il tuo bene,tt10342250
,-,Tyler Wieseler,"['Tyler Wieseler', 'Daniel L. Wolff']",Four societal misfits contemplate life just days before their beloved video store closes.,-,Comedia,thank you for renting,tt10343376
,4.9,O. Corbin Saleken,O. Corbin Saleken,A 12-year-old boy investigates the disappearance of a child in his neighbourhood.,81,Comedia,the dummy factor,tt10346366
,5.8,Douglas Attal,"['Douglas Attal', 'Melisa Godet', 'Charlotte Sanson']",-,97,Comedia,comment je suis devenu super-héros,tt10345590
,6.7,István Nyíri Kovács,"['Gábor Kertai', 'István Nyíri Kovács']",-,-,Comedia,boszorkányház,tt10345858
,3.9,Andres Feddersen,"['Loretto Bernal', 'Andres Feddersen']",Mujeres Arriba is a romantic comedy that tells the journey of three friends who are looking for a more entertaining and fiery sexuality with their respective partners.,100,Comedia,mujeres arriba,tt10349240
,2.5,"['Raghava Lawrence', 'Balakrishnan Thevar']","['Farhad Samji', 'Raghava Lawrence', 'Sparsh Khetarpal']",-,141,Comedia,laxmii,tt10350922
,6.1,Monica Zanetti,Monica Zanetti,-,82,Comedia,ellie & abbie (& ellie's dead aunt),tt10353866
60,5.7,Simon Verhoeven,Simon Verhoeven,-,111,Comedia,nightlife,tt10358022
,5.4,"['Hugo Benamozig', 'David Caviglioli']","['Hugo Benamozig', 'David Caviglioli']",-,91,Comedia,terrible jungle,tt10366254
,9.4,-,Ritesh Shetty,-,-,Comedia,vyavastha,tt10367454
,6.0,Jean-Patrick Benes,"['Jean-Patrick Benes', 'Martin Douaire', 'Allan Mauduit']",-,100,Comedia,le sens de la famille,tt10366428
,-,-,-,-,-,Comedia,as night and day,tt10366284
,4.1,Giuliana Gamba,"['Giuliana Gamba', 'Francesco Ranieri Martinotti']","Irma, Eugenia, Miranda and Rina are four different women, each with their character, their weaknesses and their eccentricities, but linked by a deep and lasting knowledge over time, united and marked by their indispensable games. cards.",90,Comedia,burraco fatale,tt10368460
,6.0,Laura Murphy,"['Jeremy Hall', 'Shira Hoffman', 'Jay Kogen']",An east coast small town mayor makes a run for Senate. The progressive candidate makes an inspired run but dies before the election and his two aides attempt to put up a ruse that he's still alive.,-,Comedia,keep hope alive,tt10368540
,6.1,Pierre Coré,"['Vincent Cuvellier', 'Benoît Robin', 'Stéphane Kazandjian']",-,89,Comedia,l'aventure des marguerite,tt10369344
,3.3,Jean-Pierre Mocky,-,-,76,Comedia,tous flics!,tt10372626
,6.6,Quentin Dupieux,Quentin Dupieux,-,77,Comedia,mandibules,tt10375106
,5.0,Johan Nijenhuis,"['Maarten Lebens', 'Anne-Louise Verboon']","When charismatic stripper Jorrit is single again, his best friend Bas convinces him to open a strip club in Miami. But they could use some extra hands and so their friend Thijs also flies to Miami, together with new stripper and fellow construction worker Boris. But before the st... Leer todo",115,Comedia,onze jongens in miami,tt10375272
,5.4,Stefan C. Schaefer,"['Stefan C. Schaefer', 'Jonathan Stern']","An ex-surf pro is forced to take a job at a beachfront hotel teaching obnoxious tourists how to surf. Soon he's the tennis pro, the yoga instructor, the handyman--he might even be the key to saving this family-run, Hawaiian-owned hotel.",95,Comedia,aloha surf hotel,tt10380744
,4.6,Nathan Rumler,Nathan Rumler,-,63,Comedia,amityville vibrator,tt10384472
,-,Li Chenpeng,-,"In order to help her daughter realize her music dream, a single poor father pretended to be a rich father. After many setbacks, she finally realized her dream and found her lost self.",100,Comedia,dimmi io chi sono,tt10389078
,4.5,"['Logan Garrity', 'Kevin Greenwood']","['Logan Garrity', 'Kevin Greenwood']",It's summer. It's Saturday. Let's try to have a fun time for once!,62,Comedia,pool party '15,tt10388676
95,5.5,Sujata Day,Sujata Day,-,91,Comedia,definition please,tt10395748
,4.8,Josie Rourke,"['Catherine Tate', 'Brett Goldstein']",-,95,Comedia,nan: the movie,tt10398318
,4.0,Ondrej Trojan,Petr JarchovskýEvita Nausová,"A comedy about what one summer storm, one city ordinance, a set of golf clubs, rock and roll and one very angry daughter can do.",110,Comedia,bourák,tt10404324
,5.8,Checco Zalone,"['Checco Zalone', 'Paolo Virzì']","Pierfrancesco ""Checco"" Zalone, a failed entrepreneur, seeks a new life as a waiter on a holiday village in Africa, but the appearance of ISIS forces him to travel again.",90,Comedia,tolo tolo,tt10413566
,4.8,Yuvaraj Subramani,Yuvaraj Subramani,This is about a life struggle of a man who's trying to become a policeman as his family members wish and forced him to become police and save their village.,123,Comedia,taana,tt10415510
,6.1,William Nicholas Clay,"['Stephen T. Canada', 'William Nicholas Clay']","Chandler's past and present collide during a wild late-night odyssey, giving him a chance to confront old mistakes and set things right.",103,Comedia,party hard,tt10414756
,6.6,Milind Lele,Hemant Edlabadkar,Two playschool friends Bachchan and Gokhale meet almost after 70 years for a birthday party.,-,Comedia,ab aani cd,tt10419042
,4.2,Alfonso Sánchez,"['Jorge Lara', 'Fernando Pérez']",-,95,Comedia,superagente makey,tt10419566
,6.4,"['John Wax', 'Jean-Pascal Zadi']","['Kamel Guemra', 'Jean-Pascal Zadi']",A politically-incorrect comedy about the role of black people in French society.,90,Comedia,tout simplement noir,tt10426916
,-,Matthew Winstead,Matthew Winstead,"After finding out that he is dying, a man who has distanced himself from his family reaches out to his siblings to go on a road trip together.",73,Comedia,i'm not really here,tt10428424
,-,Anna Rezan,"['Nikos Ellinikakis', 'Bianca Nikolarizi', 'Anna Rezan']",-,-,Comedia,celebrating life,tt10432538
,7.0,Joe Badon,Joe Badon,"Anne Hutchinson's troubled relationship with her missing sister is under alien tribunal. Meanwhile, her new roommate's mysterious illness causes her to go on a cannibalistic killing spree.",121,Comedia,sister tempest,tt10432140
,6.5,Eva Dans,Eva Dans,"Carmen Vidal is a private detective addicted to pizza, beer and marijuana who fights against a criminal Senator to avenge the death of her colleague, in a modern film noir about self-improvement.",70,Comedia,carmen vidal mujer detective,tt10433624
,5.8,Morgan O'Callaghan,"['Jonny Brookes', ""Morgan O'Callaghan""]","Detective Harvey Price (George Everett-Button) has been transferred over to a new unit, where he is to befriend his new and intelligent partner Alexander Boston (Jonny Brookes), together, both Alex and Harvey must put their differences to the side so they can tackle a new threat,... Leer todo",64,Comedia,the arsonist,tt10436798
,5.6,Caner Özyurtlu,"['Meliksah Altuntas', 'Berrak TüzünataçCaner Özyurtlu']",A group of old friends get together to be with their beloved aunt/grandmother who took care of them when they were kids for her last days. And things get complicated.,121,Comedia,biz böyleyiz,tt10441806
,5.7,Bill Benz,"['Carrie Brownstein', 'St. Vincent']",-,91,Comedia,the nowhere inn,tt10441822
,5.8,Martin Provost,"['Martin Provost', 'Séverine Werba']",-,109,Comedia,la bonne épouse,tt10441958
,3.9,Taneli Mustonen,"['Atle Antonsen', 'Arild Fröhlich', 'Aleksi Hyvärinen']","A couple inherits an old mansion and start renovating it, but nothing goes according to plan.",89,Comedia,se mieletön remppa,tt10449466
,6.0,Craig Freimond,"['Craig Freimond', 'Riaad Moosa']","""New Material"", is the much anticipated return of Cassim trying to figure out family, love, kids and comedy.",95,Comedia,new material,tt10449564
,7.3,Cate Jones,Cate Jones,Three eccentric siblings return to their childhood home to reconnect but end up digging up the past of their parents' mysterious disappearances.,-,Comedia,she's the eldest,tt10452184
,6.3,Oleg Novkovic,Milena Markovic,A middle aged rocker tries to get away from the mundane reality of his family by reliving his high old times.,92,Comedia,ziv covek,tt10455028
,6.7,Anusorn Soisa-Ngim,Anusorn Soisa-Ngim,"Present Still Perfect is the sequel to its first chapter when ""Toey"" fall in love with ""Oat"", the cool guy who was about to get married. That journey had been hurting ""Toey"" and caused him so many questions. Four years later, he accidentally met Oat at the airport. All the pains ... Leer todo",114,Comedia,present still perfect,tt10456640
,-,-,-,-,-,Comedia,horizon: here,tt10462734
,-,Ajay Lohan,Ajay Lohan,Romeo Idiot Desi Juliet is modern time ROM-com.,-,Comedia,romeo idiot desi juliet,tt10461376
-,5.1,Ryan David Green,"['Ryan David Green', 'Lincoln Grubbs']","The town of Manitou Springs Colorado turns to the help of crypto zoologist Mountain Mike to save them from the likes of the evil Canadian bigfoot the ""Samsquanch.""",89,Comedia,samsquanch county,tt10461512
,8.1,Addison Binek,"['Stephen Albers', 'Andrew Barber', 'Addison Binek']",Addison and his friends Corny (a talking popcorn box) and Reelie (a talking film reel) are at it again. This time watching and riffing on Troma's Poultrygeist: Night of the Chicken Dead.,-,Comedia,tromasterpiece theatre: poultrygeist,tt10463126
,6.6,Batan Silva,Pablo Cruz,A man having a midlife crisis gets touched by a kid who has a terminal disease. Together they help each other and have an adventure to find the meaning of life again.,93,Comedia,la nave,tt10466302
40,3.1,Marcus Flemmings,Marcus Flemmings,"Young black man Fred struggles to find freedom in modern Britain. Set against the backdrop of Brexit and its impending doom! Interwoven with this is a LGBTQ tale of a love triangle of three matriarchal characters - both stories dealing with slavery, gentrification, art, love, rac... Leer todo",112,Comedia,palindrome,tt10464930
77,6.0,"['Ludovic Boukherma', 'Zoran Boukherma']","['Ludovic Boukherma', 'Zoran Boukherma']",-,88,Comedia,teddy,tt10469804
,5.6,Cem Yilmaz,Cem Yilmaz,"In the second part of Karakomik Filmler's sequel, Emanet is about an amateur dancer who dreams of fame. He tries to realise it by demonstrating his skills on TV, in a talent show.",-,Comedia,karakomik filmler: emanet,tt10472102
,-,Rosario Scandura,Rosario Scandura,"The Lion Rock is a movie rich with nostalgia, sweetness, drama and comedy. The main character Saro, is a 10 year old boy who lives in a small fishing village named Santa Maria La Scala in Sicily (Italy). Saro has a secret friend, a sea-rock. It is here where Saro ventures at nigh... Leer todo",97,Comedia,the lion rock,tt10481968
88,6.6,Michael Winterbottom,-,Actors Rob Brydon and Steve Coogan travel from Troy to Ithaca following in the footsteps of the Odysseus.,103,Comedia,the trip to greece,tt10482504
,4.0,Ryann Liebl,Ryann Liebl,-,116,Comedia,mags and julie go on a road trip.,tt10479726
-,5.6,Alberto Ferrari,"['Gianluca Ansanelli', 'Alberto Ferrari', 'Cristiano Malacrino']",Four friends in their 40's are summoned to Lisbon for Amalia's funeral. She's left them an unexpected legacy: a child conceived with one of them during an Erasmus study program in Portugal 20 years ago. They embark on a daring and exciting journey in search of the mystery offspri... Leer todo,107,Comedia,un figlio di nome erasmus,tt10481184
89,5.6,Yavor Petkov,Yavor Petkov,-,106,Comedia,danny. legend. god.,tt10484276
76,7.1,Steve Markle,"['Steve Markle', 'Susan Schafer', 'Stephanie Quilligan']",A heartbroken documentary filmmaker focuses his camera on interesting women with hopes of finding enlightenment and love.,74,Comedia,shoot to marry,tt10487428
,7.1,Clément Chevalier,"['Emmanuel Cavallo', 'Clément Chevalier']","The story of a friends posse who decide to have some good time and make some urban exploration inside a former industrial site. They don't know they enter inside Sam Orgasme's lair, a strange bird loving and satanist man who seems to control nuclear pigeons, these pigeons in ques... Leer todo",51,Comedia,scream birds - attack of nuclear pigeons,tt10489608
,6.7,Massimo Venier,"['Davide Lantieri', 'Michele Pellegrini', 'Massimo Venier']",-,110,Comedia,odio l'estate,tt10492998
,5.2,Selahattin Sancakli,Baris Basar,"Günfer, who has big dreams in her small town, turns her life upside down with successive disasters. Günfer loses her father, whom she calls ""my hero"", from cancer. Without getting over the shock of this sudden death, this time because of her uncle's gambling debt, the mafia buste... Leer todo",105,Comedia,nasipse olur,tt10497568
24,7.3,John Henry Westhead,John Henry Westhead,-,84,Comedia,a safe place,tt10497656
,2.6,Dan Grin,Anatol Ardin,-,72,Comedia,scary bride,tt10498022
-,5.0,Benjamin Verrall,Benjamin Verrall,"Four individuals looking for answers but asking all the wrong questions. INCIDENTAL CHARACTERS celebrates the magic of moments and the influence we have on each other, often without knowing it.",107,Comedia,incidental characters,tt10509018
,-,Karee Von,Karee Von,"A modern day Cinderella story of an aging actress getting her big break after 30 years of bad auditions and undesirable parts, but can she hide the truth about her real identity?",-,Comedia,becoming lola,tt10515020
37,6.1,Luke Greenfield,"['Ali Le', 'Roi', 'Eduardo Cisneros', 'Jason Shuman']",-,96,Comedia,half brothers,tt10515926
38,5.0,Aziz Jindani,"['Jesse Janson', 'Aziz Jindani', 'Kamran Khimani']","When the ruler of Azad City suddenly renounces the throne, a down-on-his-luck donkey wins the nation's first election, and is crowned The Donkey King.",98,Comedia,the donkey king,tt10518240
,7.5,Rajesh Krishnan,"['Kapil Sawant', 'Rajesh Krishnan']","Nandan Kumar comes across a suitcase and discovers it is full of cash. He takes the suitcase and soon finds himself being chased by a notorious gangster, an honest cop and a minister, who want the suitcase at any cost.",132,Comedia,lootcase,tt10515526
,5.7,Matthias Tiefenbacher,"['Christian Jeltsch', 'Andreas Schneppe']","In a bus, a dead man lies next to a dummy bomb, who died from an overdose of insulin. Germeringer junior can quickly identify the perpetrator: a prostitute at Munich's Ostbahnhof. But the murderer's motives remain a mystery.",90,Comedia,schwarzach 23 und das mörderische ich,tt10520822
,-,-,-,-,-,Comedia,my father the film maker,tt10525224
100,6.4,Jonathan Wysocki,Jonathan Wysocki,-,91,Comedia,dramarama,tt10534030
,4.6,Fabio del Greco,"['Massimiliano Perrotta', 'Fabio del Greco']",An old and sick man finds a smartphone: inside there are videos that tell the life of a woman.,87,Comedia,la donna dello smartphone,tt10536144
29,4.8,Jaime Eliezer Karas,"['Larry Postel', 'Zach Lewis', 'Jim Mahoney']",-,101,Comedia,the main event,tt10540242
10,5.7,Puneet Khanna,"['Sumit Arora', 'Navjot Gulati']",-,125,Comedia,ginny weds sunny,tt10543680
,-,"['Jaume Fargas', 'Roser Texidó']",Roser Texidó,"Sandra, after a dubious tarot session, begins a desperate search to find her Prince Charming with a French accent.",-,Comedia,c'est toi,tt10544990
