,puntuacion_imdb , direccion , guion , argumento , duracion , titulo, anio
344,-,Kaare Andrews,"['Christopher Donaldson', 'Steve Skroce']",When Duke's little sister is killed he hunts down those responsible.,8,shaolin kawasaki,2003
345,8.5,Jordi ClaráDani Morell,Jordi ClaráDani Morell,-,15,los sustitutos,2003
346,-,"['Jane Beaumont Hall', 'Petra Luna']","['Jane Beaumont Hall', 'Petra Luna']","Is it a typical love triangle story: George, Martha, and the Pugs? Or a political story: George and Martha and The Gang of Three (Pugs)? Or a tragedy: Oedipus Pugs? Or none of the above? Our trilogy, in the style of Jacques Tati, has the non-feminist George struggling for his ""rightful"" place in the family only to find he ranks after the pugs in Martha's heart. He tak... Leer todo",11,the mission,2003
347,4.8,Graig F. Weich,Graig F. Weich,"""When I grow up, I wish I could be a superhero""... Be careful what you wish for... for that is now the reality that haunts one human who has been chosen to unlock the missing link to a power he has no control over, which will expose the mystery of our existence & our purpose. Then a new Hero will be born to fight genetically altered humans. What if Mythology was not m... Leer todo",-,ravedactyl: project evolution,2003
348,-,Vanessa Claire Pleña,Vanessa Claire Pleña,-,-,the chemist,2003
349,6.4,"['Raul Allikivi', 'Kaaren Kaer', 'Andres Korberg']","['Raul Allikivi', 'Kaaren Kaer', 'Andres Korberg']","Kaljo has a dream. Lembitu is in debt. Endel has got plans. Igor doesn't give a shit. Ülo has got a mother-in-law. It is a reason for a outrageous, yet perfect casino heist for them. Everything goes smoothly, until one of them tries to kill his friends after nightfall. From there on, things turn to bizarre...",-,tõprad,2003
350,6.9,James Bobin,Sacha Baron Cohen,This is a short film made by the people who make Ali G. They used it as a pilot for Ali G to try and sell to some Hollywood producers he had had meetings with on Ali G in da USAiii. It was later released on the series 1 DVD for Ali G in da USAiii. Ali G plays the character of James Bond as he gets into a series of pointless gun battles and sex scenes.,8,spyz,2003
351,6.2,Sam Friedlander,"['Matt Di', 'Nicola', 'Sam Friedlander']",-,-,slow potion,2003
352,-,Tolga Dilsiz,Tolga Dilsiz,-,-,imbissness,2003
353,1.0,Lee Cipolla,-,-,-,wanna woo,2003
354,-,Jeffrey Williams,"['Al Chan', 'Albert Allen Chan', 'Jeffrey Williams']","Mox is an unstoppable hitman who finds himself at the mercy of an unbeatable enemy - the surreal bureaucracy that employs him. One part black satire, one part Kafka-esque drama, CITY HALL is an engagingly bleak look at the modern workplace.",13,city hall,2003
355,8.7,Keita Nakada,-,-,18,lotta,2003
356,6.1,Bill Heath,-,Heart of Darkness of The Surfing World,26,pororoca: surfing the amazon,2003
357,6.4,Chris Chen,-,A fan film of the video game character Max Payne. Showing Payne stopping a deal between two gangs.,4,max payne: hero,2003
358,-,Nick Kougioulis,Nick Kougioulis,-,-,reaction,2003
359,6.6,Michael Nakache,Michael Nakache,"When two small-time thugs fans of JC Van Damme kidnap the daughter of a rich businessman start doubting about the identity of their victim, trouble unfolds, especially when she turns out to be a sneaky little brat.",21,méprise et conséquences,2003
360,-,Quoc Bao Tran,Quoc Bao Tran,"Carmen witnesses a kidnapping and seeks comfort from her less-than-willing boyfriend Kai. When the kidnappers find out, Kai must prove his worth as he and his friends are drawn into danger at a warehouse.",26,carmen's virtue,2003
361,6.2,Alexi Tan,-,-,13,shuang dao,2003
362,-,Andrès Garcia,Andrès Garcia,-,16,clepsidra,2003
363,-,"['Alex Girvan', 'Paul Jackson']","['Alex Girvan', 'Paul Jackson']","International superhero Paladin ""Choccy"" Whitehead must prevent a batch of chocolate bars from being stolen by the evil Baron von Sille and his dimwitted henchmen.",5,choccy whitehead,2003
364,4.0,Hercli Bundi,-,-,-,der code,2003
365,7.0,Matthew Alson Thornbury,Matthew Alson Thornbury,"The typical comic book fare: an evil scientist wants the diamonds, the beautiful reporter gets into trouble and the superhero dies.",8,the death of hero-man,2003
366,-,Marc Trottier,Stefan Pommepuy,-,10,the job,2003
367,-,Dave Lewis,Jean-Paul Ouellette,-,-,the messenger,2003
368,-,Carlos del Caz,Carlos del Caz,-,25,zero,2003
369,-,Andrea Girolami,Lorenzo De Luca,-,-,orme rosse,2003
370,-,Andelko Jurin,Tim Maricic,"Facing his first amateur boxing fight, John ""Rocky"" Robinson will sink or swim.",7,john 'rocky' robinson: roll with the punches,2003
371,-,Marco Lutz,-,-,40,kingsize,2003
372,6.3,Alan Lau,"['Warren Graff', 'Alan Lau', 'Rhode Montijo']","In this animated short by the creators of Happy Tree Friends Buddhist Monkey, a monkey who is very peaceful and relaxed, is meditating in the garden when all of the sudden he get's attacked by three green ninjas who damage the beautiful plants in his garden, including one flower that he loved the most, which causes him to get angry and show his amazing martial arts sk... Leer todo",3,buddhist monkey,2003
373,-,Marius Fietzek Winter,"['Andreas Abb', 'Marius Fietzek Winter', 'Nicolas Maierhöfer']",-,-,rooftopping,2003
374,6.9,Fernando Severo,"['Edson Bueno', 'Fernando Severo']","1930's. On a small countryside town, five boys have this goal of watching the last chapter of a serial film named ""Haroldo, the Lightning-Man"", of which they are anxious to see for weeks. But a series of problems and obstacles comes their way.",27,paisagem de meninos,2003
375,-,Jasmine Love,-,-,-,choices- life gone wrong,2003
376,-,"['Ilya Bazhko', 'Sergey Ludchik']",Ilya Bazhko,"A parody of the Terminator franchise made by teens in the post-apocalyptic landscapes of panel-block microraion Kuntsevschina, Minsk.",41,tyrmenatr 4,2003
377,7.4,"['Joe Carnahan', 'John Frankenheimer', 'Alejandro G. Iñárritu']","['Joe Carnahan', 'David Carter', 'David Fincher']",-,64,the hire,2003
378,7.9,Kristopher Dolphin,Kristopher Dolphin,"A man tries to escape from a mysterious woman, who has evil intentions for him.",3,runnin',2003
379,-,Karen A. Oliver,Karen A. Oliver,Mirror Image is about a vigilante known as Red Hawk who seems to be going after the FBI's most wanted criminals and serving their own kind of justice. The Police are baffled as these murders as the vigilante always seems to be a step ahead.,16,mirror image,2003
380,-,Jimmy Tetrov,-,-,-,in heaven not in hell,2003
381,-,David Acuff,Christopher Cunningham,"Parker Shaw used to be the best reporter the News and Observer had, but now her writing would not stand out in the classifieds. She is given one last chance.",28,byline,2003
382,-,Stephen Patrick Walker,Stephen Patrick Walker,"After a skirmish in virginia, two Civil war soldiers are left for dead. As they journey to safety, they find the Confederate Soldier is taken prisoner, the Federal soldier must decide to save his friend or reveal the secret that could end both their lives.",22,removal of innocence,2003
383,-,Brandon Scullion,Brandon Scullion,It was supposed to be the first part of an EPIC where there are people who are half human and half demon.,3,distorting equilibrium,2003
384,-,Rick Mowat,Rick Mowat,"A dedicated dog walker is fired and begins a campaign of pranks on his clients apartments which ends in a manhole cover, bruising his ego as well as other delicate parts.",14,manhattan's best friend,2003
385,-,Michael Field,Michael Field,-,8,the hero,2003
386,-,Steve Lee,Steve Lee,A New Jersey Park Ranger becomes an unlikely POW after stumbling across a disorientated German NATO pilot whose plane crashed while flying post 9/11 missions over America. Both are forced to re-examine their place in the world. Inspired by actual events.,19,smart bomb,2003
387,-,Maso Lin,-,"Imagined all the icons on the windows system desktop are living creatures, when people are not around, these icons will quarrel or fight with each other as human beings do, it will be a very interesting situation. At first it was only a fight between two major instant communication software ""ICQ"" and ""MSN"", then it turned out to be a war.",1,icon's story,2003
388,8.7,Tony Severio,"['Tony Severio', 'Dale Vaughn']",A Star Wars fan film about a spy trying to escape the Empire.,15,spy wars,2003
389,-,"['Galen Mc', 'Griff']","['Galen Mc', 'Griff']",A small time crook who victimizes people becomes a victim to a furry little surprise himself.,12,a bat story,2003
390,-,Lasha Dardagany,"['Lasha Dardagany', 'Jacob Tsurtaveli']","After completing his first sale Georgian arms dealer Peter 'Pero' convinces Vaska Pirtakhia, the eldest son of a family of Rugby club owner, to become his partner. But his fiancee and even his younger brother Juba confronts the morality of his work.",20,dirty hands,2003
391,-,John Barnhardt,John Barnhardt,"The simple life of the fifteen-year-old Jacob is suddenly complicated by a sultry next-door neighbor, a jealous neighborhood bully, and the decision of a lifetime; to fight or not to fight.",26,cadillac in the sky,2003
392,5.8,Sabu,-,A robot with human intelligence escapes from a military testing unit and wreaks havoc in a shopping mall.,17,a1012k,2003
393,-,Joseph J. Greenberg,Joseph J. Greenberg,A young girl discovers the women in her family all have telekinetic powers but also finds that the gift comes with a horrible price.,20,darker suggestion,2003
394,-,Otu Tetteh,-,-,15,dess or alaif,2003
395,-,Ian E. Busch,Ian E. Busch,A man unable to sleep hears a noise in his house and goes to investigate.,5,the intruder,2003
396,-,Shawn C. Gunn,Shawn C. Gunn,-,10,blak star,2003
397,-,Marcia Woske,Marcia Woske,"Tells the story of a woman dying from cancer and facing the approaching death, her self, and the universe through the entries of an abandoned journal.",29,an unexamined death is not worth dying,2003
398,-,Drazen Stader,Drazen Stader,-,15,made in china,2003
399,6.6,"['Edu Grau', 'David Rosales']","['Edu Grau', 'David Rosales']",Alex Logan is betrayed and seeks revenge.,20,knights of honor,2003
400,-,Daniel Gontijo,Daniel Gontijo,-,-,"luz, câmeras e ação",2003
401,-,"['Andrien Vermulen', 'Manos Schetto']",Manos Schetto,-,-,angeldust,2003
402,9.2,Max Bartoli,"['Max Bartoli', 'Lucio Maurino']",-,15,the pawn,2003
403,-,Matija Munjiza Petrovic,Matija Munjiza Petrovic,-,30,s'a me briga s'o ga nema taxi,2003
404,-,Yael Shulman,-,A girl multiplies to the beat of the music.,-,clones,2003
405,4.0,Otis Johnson,Otis Johnson,"When Kabuki kidnaps a young woman, only the Silent Razor can save her.",-,the silent razor,2003
406,-,Patricio Cervantez,-,-,-,madre selva,2003
407,-,John Placencia,John Placencia,A hit man is hired to cash in on a contract. Things become complicated when he realizes the target is a former lover. A unexpected twist occurs once an unlikely visitor appears.,-,the disciple of death,2003
408,-,Flavio Servetto,Flavio Servetto,-,-,sentir la camiseta,2003
409,-,"['Jason Forbes', 'F. Chong Rutherford']",F. Chong Rutherford,-,10,showdown: imperial 3 delight,2003
410,-,Tim Scanlon,Tim Scanlon,-,-,mahoney's adventure,2003
411,-,Adam Pollina,Adam Pollina,-,-,romp,2003
412,-,Michael Davies Jr.,Michael Davies Jr.,The Other Man And The Girl is nothing more than a science experiment. Do the laws of physics apply to human interpersonal relationships?,6,t.a.g.,2003
413,-,Zachary Strobel,Zachary Strobel,-,7,the speed machine,2003
414,-,Andreas Holmgren,Andreas Holmgren,The birdwatcher Ture contacts his old friend the silent ninja to get help with an evil man who will destroy the woods.,23,silent ninja: quiet death,2003
415,-,James Ponsoldt,James Ponsoldt,"Mix a father, his daughter, a stroller, movie tickets, a subway door, and extremely bad timing for one heck of a race through New York City.",1,rush tickets,2003
416,-,Tipu Sultan,Tipu Sultan,"The Best Dreamers is a light romantic tale (20 minutes) of six Philosophy students at a London University. Three girls and three guys who take the day off lectures to enjoy a beautiful summer day in Mile End Park (East London). Along the way they learn more about each other than planned and discover that apart from being thinkers, they're lovers, fighters and dreamers... Leer todo",-,the best dreamers,2003
417,-,Aaron Tyson,"['Phillip Dage', 'Daniel Hurwitz-Goodman', 'Aaron Tyson']","Before the age of Twilight, there was Vampires vs Slayers: a 30 minute horror fantasy film directed by a young (12 year-old) Aaron Tyson. A jailed vampire (Phillip Dage) escapes from prison and eludes the captivity of investigators (Daniel Hurwitz-Goodman & Morgan Walker). A Detective, Vilius Kalanauskas and accomplished vampire slayer (Aaron Tyson) join forces to sto... Leer todo",-,vampires vs slayers,2003
418,-,Keil Troisi,Keil Troisi,"An adolescent boy descends into a virtual-reality video game that becomes increasingly unstable as it blurs the line between catharsis and excess in this low-budget, teen-produced parody of media culture.",33,pointless violence,2003
419,-,Jay Simon,Jay Simon,-,-,wheel of fortune,2003
420,-,Richard Krause,-,-,-,reserve17,2003
421,3.1,"['Sat Johal', 'Tony Jopia', 'John Payne']","['John Payne', 'Tony Clarke', 'Ross Simpson']","Quirky Zom-Com, set on an English farm, where an unfortunate accident leads to the beginning of the end of civilization.",11,zombie harvest,2003
422,-,James Huang,"['James Huang', 'Muni Shinobu', 'Chin Yu']",-,24,wu guei,2003
423,6.5,Sharat Raju,Sharat Raju,"Stranded in the middle of the desert on their way to the Grand Canyon, a Sikh American family has only one hope - the remote highway and the occasional car that drives by. The father Anant, clad in his traditional turban, sticks out his thumb as a car approaches, hoping someone will stop and help. When car after car fails to stop, Ranjit, the teenage son, says no one ... Leer todo",25,american made,2003
424,-,Jayson Wallace,Jayson Wallace,This short film is a black comedy about a couple of bumbling hitman that just can't get it right.,14,corndogs,2003
425,-,Jay Eberhard,-,What happens when you let the voices in your head out to play? 127.0.0.1 explores the depths of the mind of a stressed out computer geek (Jay Eberhard) and his wigger friend 2-cent (Daniel Cooper) as they explore how a malfunctioning computer REALLY works... or is it all just a bad trip? Could it be that a computer is where two dimensional Flatlanders call home? Is a ... Leer todo,18,127.0.0.1,2003
426,7.2,Marco Kalantari,Reinhard Koller-Astleithner,-,11,dreynschlag,2003
427,-,Wade Taves,Wade Taves,-,5,coquitlam vice,2003
428,-,Cláudio Jordão,-,-,6,super-caricas,2003
429,-,Estelle Artus,Estelle Artus,Play Again is a video art piece intended to be screened in art galleries and museums - not film festivals.,-,play again,2003
430,-,-,-,The music video for Arey Diwano Mujhe Pechano by DJ Aqeel,-,arey diwano... don,2003
431,-,-,-,Reparto principal,-,dildar,2003
432,-,Raphaello,Raphaello,-,4,mortal kombat domination,2003
433,-,Jeff L'Heureux,Jeff L'Heureux,Kung Fu master Liu Chen must face the murderer of his family in a brutal fight to the death.,20,warrior's destiny,2003
434,-,Oscar Pérez,Oscar Pérez,-,-,acción inmediata,2003
435,-,Jono Decker,Jono Decker,"Public pranks and free-running martial arts abound in this student film, shot on location at Brigham Young University.",9,mullet mania's mischievous moments,2003
436,-,Oliver Theess,Oliver Theess,-,-,no fear,2003
437,1.1,Alex Wesley,Alex Wesley,-,18,guts outside,2003
438,-,"['Kubulla', 'Robo', 'Cop']","['Kubulla', 'John Schulian', 'Rob Tapert']",Varia has asked Xena and Gabrielle for her help. For Alti which is Xena's enemy; bothers Varia and her holy tribe. So Xena and Gabrielle go off on their next adventure: to defeat Alti.,35,xena warrior princess: forwards & backwards,2003
439,-,Eric Jacobus,Eric Jacobus,-,6,escapee,2003
440,-,Eric Jacobus,Eric Jacobus,-,10,assassin,2003
441,-,Eric Jacobus,Eric Jacobus,-,14,teamwork 2,2003
442,-,Alan Winston,Alan Winston,A 'generic Hollywood action film' featuring a generic antagonist and protagonist racing towards a MacGuffin is interrupted by The Fonz and a talking frog.,4,hollywood action film,2003
443,-,Reynir Lyngdal,Reynir Lyngdal,-,5,burst,2003
444,7.0,Denice Shakarian Halicki,"['Denice Shakarian Halicki', 'H.B. Halicki']","An unfinished sequel to Gone in 60 Seconds. Mandrian Pace is employed by a band of thieves to steal a secret car from a warehouse, but the police are determined not to let him retrieve it.",31,gone in 60 seconds 2,2003
445,-,Marc Outbreak,Marc Outbreak,"Goofy brings his little brother along to a backyard wrestling arena, after Joey's neck is broken from a move gone awry. . Goofy's running for assistance but struggles not to goof up along way, hilarity ensues.",5,forest of insanity,2003
446,-,Shane Ryan-Reid,Shane Ryan-Reid,-,-,the little guy kicks ass,2003
447,-,Gregory Paul Jackson,Gregory Paul Jackson,"The eternal battle between good and evil takes place on a subway train in Marseille, France, amongst a schizophrenic homeless man, a street preacher and a yo-yo salesman. But which is good and which is evil, and at what price does one triumph over the other?",13,jesus ridin' shotgun,2003
448,-,Fraser Keddie,-,-,-,the runner,2003
449,-,Ryan Bane,"['Ryan Bane', 'Trey Simmons']","Produced for Nashville's first-ever 48 Hour Film Project, Broken Hero follows Luke, a troubled young man who recently gained special powers, and a group of ruthless agents from the O.C.A.A. who wish to bring him under their control.",-,broken hero,2003
450,-,Eric Galler,"['Eric Galler', 'Arthur Landon']",-,-,radio silence,2003
451,-,Anthony St. Martin,Anthony St. Martin,"Paranoia, public surveillance, political action, personal tragedy, and a steady stream of agitative propaganda - It's July, 2001 and Walter Riley suspects that life in the American Homeland just ain't what it used to be - and there's no turning back.",29,homeland,2003
452,-,Michael Lazar,Michael Lazar,-,-,mind's eye,2003
453,-,David Flanagan,David Flanagan,A man must jump through many hurdles to make the pitch of his lifetime.,19,the pitch,2003
454,-,Goopy Rossi,-,Spongebob fights a horde of Patrick clones in a parody of Matrix Reloaded (2003).,-,spongebob (re-hydrated),2003
455,-,Erik Lundstedt,Erik Lundstedt,A mysterious German man wants an item. Together with Hans the boss and two people in black hats are trying to outsmart the police. Will they get the money?,21,bullet time,2003
456,-,"['Fredrick Karlsson', 'Kristoffer Ränkedal', 'Martin Rönnlund']",-,"Two hunted men enter a forest with zombies, a gas masked ninja, and the military.",15,bad bullet reloaded,2003
457,-,"['Axel Ricke', 'Henning Ricke']","['Axel Ricke', 'Henning Ricke']",A spoof trailer released before Matrix Revolutions.,4,matrix xp,2003
458,6.9,Helmut Kobler,Jon Clarke,"Radius tells the story of a military ship shot down behind enemy lines. A massive ""CraterMaker"" warhead has gone active on the downed ship, giving the pilot and her crew 30 minutes to escape the blast. Meanwhile, an entity named Diamone, divided itself into twins to try to stop the bomb and stop the crew.",33,radius,2004
459,-,Joseph Lazare,"['Joseph Lazare', 'Walter Scott']",A group of young people vie to protect the Earth from a nasty-minded alien toddler.,24,might of the starchaser,2004
460,-,David Dawoodi,David Dawoodi,-,10,kaos,2004
461,7.2,Vito Trabucco,Mark Terry,Three American soldiers survive a barrage of gunfire while fighting in Vietnam and try to make their way out of the swamp.,15,night demons,2004
462,-,Nathan Gotsch,Nathan Gotsch,"The Runaround is an action comedy centered around two childhood friends who are facing eviction from the apartment they share unless they can come up with $1,500 in four days. A chance encounter with an old acquaintance leads to the opportunity for a big score, but they'll have to wade into the unfamiliar territory of their city's murky criminal underworld.",32,the runaround,2004
463,4.6,Aaron Morgan,"['Aaron Morgan', 'Eric Vespe']","A man in a bloody shirt enters his apartment. He's Vesser. His phone rings; his friend Sam invites him to join them for dinner the next night to meet a woman newly hired at a local museum. Vesser accepts and at a restaurant the four enjoy conversation. She's Angela, the museum's new night cataloger; she describes a new artifact, an English head crusher. Vesser perks u... Leer todo",13,blind,2004
464,6.2,Jay Co,Jay Co,"Mr. White, an operative for an unseen Russian, double-crosses Mr. Noir on a rooftop parking lot, stealing a computer file from him and stepping into the elevator to descend. Noir races to the elevator in time to enter as it starts its descent. He engages White in a furious battle of skilled martial arts within the elevator's confined space. On the third floor, waiting... Leer todo",-,versus,2004
465,5.7,James J.D. Taylor,"['John J. Cornetta', 'Rachel Stamper', 'Scott Stamper']","In the near future overpopulation threatens the survival of the human race. In order to save mankind, the Population Control Agency (PCA) is created. PCA agents are granted the authority to reduce the population in high-density areas by eliminating the dregs of society. In other words, they have a license to kill very annoying people. In this dark comedy Agent Mike Br... Leer todo",20,just asking for it,2004
466,8.7,Rob O'Malley,Rob O'Malley,-,16,on the run,2004
467,8.6,Ford Austin,"['Ford Austin', 'Scott Ingalls']","When three government soldiers are sent on a reconnaissance mission to capture a rogue extra terrestrial, the alien uses his space weapon to probe them like there is no tomorrow.",-,revenge of cerebral print,2004
468,-,Jeff Centauri,Jeff Centauri,"Jeff Centauri spoofs Martial arts action star ""SAMMO HUNG"" in this hilarious martial arts skit.",-,gung ho,2004
469,4.4,Tony Laudati,Tony Laudati,A young heroine battles evil forces in a performance staged for a Chinese mobster.,5,"chicks with sticks, part 3",2004
470,-,"['Bill Corless', 'T. David Franklin']",Bill Corless,-,-,hawaiian treasure,2004
471,7.2,Alexander Woo,"['Matt Peters', 'Alexander Woo', 'Dan Blank']","A high-ranking Nazi general has occupied a legendary volcano in South America. Convinced that his motives are more than leisurely, the U.S. sends Rex Steele, Nazi smasher extraordinaire, to uncover and foil the Nazi's evil plans.",11,rex steele: nazi smasher,2004
472,7.0,David Harb,David Harb,A rough and tough bounty hunter enlists in beauty school and all havoc ensues.,14,cut and run,2004
473,8.0,Kent Sanderson,Kent Sanderson,Captain Valedor and his compatriots invade the treacherous Spider Queen's fortress in this 14th chapter of an otherwise non-existent serial. Will they be able to stop her and her monstrous spider warrior before the peaceful planet of Tranquilia is doomed?,4,captain valedor versus the spider queen,2004
474,7.9,Antonio Negret,Antonio Negret,"A kidnap hostage in Colombia lives twelve minutes of fear as his family, a man in charge of delivering the ransom money, and a special ops team all rush to save him before it is too late.",12,darkness minus twelve,2004
475,7.2,Emily Amadhia Albee,-,A masterless Samurai seeks retribution for the slaying of the Royal family and his own murder.,23,"kaze, ghost warrior",2004
476,9.9,Diesel Pfingsten,Justin Latona,A group of eight hitmen compete for mobster of the year award each year.,12,the hitter awards,2004
477,6.7,Dominic Antonio Cerniglio,"['Dominic Antonio Cerniglio', 'Matthew Rimmer']","In a place out of time, in the furthermost reaches of the kingdom, a lone soldier rides to a mysterious meeting. His fate takes an unexpected turn when he enters a deserted tavern and stumbles upon an altercation between two men, forever changing the destiny of all their lives.",25,duel,2004
478,7.5,Wyatt Cagle,Gordon S. Williams,"Prominent athlete, B.J. Stone is stalked by a mysterious woman after the untimely death of investigative reporter, Jennifer Nguyen in Gemini. The project if the directorial debut of emerging filmmaker C. Wyatt Cagle and is the fourth film produced by G Sharp Productions. The ensemble cast for Gemini includes Calily Bien, Mitchell Lance Adams, D. Wesson, Jeremy James D... Leer todo",21,gemini,2004
479,6.8,Sandy Collora,"['Sandy Collora', 'Bob Kane', 'Joe Shuster']","Fan made trailer for a Batman/Superman team up. Despite their differences, the two heroes join forces to take down Lex Luthor and Two-Face.",4,world's finest,2004
480,-,"['Michael Mc', 'Namara']","['Brendan Mc', 'Namara', 'Alex Scarlis']",-,11,even if it's wrong,2004
481,8.6,Ryan Foss,Ryan Foss,"What happens when three armed roommates realize there is only one waffle left in the house? Armageddon, Quantum Petshop style!",11,bullets over breakfast,2004
482,6.9,David Lee Hefner,David Lee Hefner,"In 1661 France, a frustrated female artist meets a younger swordsman, who adds more color to her lifestyle.",20,an occurrence at black canyon,2004
483,8.8,Tom Portanova,B.A. Karhu,-,6,rage against the machine,2004
484,5.6,Ross Sarginson,Samuel O. Norman,Jenny has just duped an unsuspecting convent of Nuns and is eager to escape the country with her new fortune. She pushes her car to the limit but soon finds herself broken down in the middle of nowhere with a plane to catch. Hitching a ride proves harder than she imagined...,10,handle with care,2004
485,-,Matteo Prezioso,Matteo Prezioso,"Two wise guys, one green bag. One mysterious lady, a way too noisy off license employee",3,the green bag factor,2004
486,-,Andrew Lewis Von Main III,"['Chad Brokaw', 'Gregory Hoyt', 'Steffen Schlachtenhaufen']","Originally conceived by the three stars as an audition submission for a major upcoming WWII feature, Rough and Rugged begins as a WWII newsreel, briefly documenting the lives of three strange small town American men before they enlist and head overseas to fight. In the second half we see them confronted by the horrible reality of warfare.",7,rough and rugged,2004
487,5.5,JP Sarro,"['Melissa Connor', 'JP Sarro', 'Tim Sheridan']",When Anya's sister is killed by a ruthless terrorist organization she vows revenge.,25,the romeo division,2004
488,8.0,Tyler Jones,Tyler Jones,-,12,getaway ben,2004
489,-,John Vechey,-,Clown vs. Mime finds two eternal blood enemies locked in a battle to the death. A mean-spirited mime interrupts a serene summer day in the park when he picks a fight with a struggling clown. The confrontation turns into a magical battle between good and evil.,4,clown vs. mime,2004
490,-,"['Jeff Mc', 'Donald']","['Jeff Mc', 'Donald']","A martial arts/fantasy short in which the hero, Timpay, is sent on a quest to prove himself and must face three sets of opponents that appear to him in a magical, dream-like environment.",13,dream of the lizard,2004
491,8.6,Frank H. Woodward,Frank H. Woodward,"A man escapes death. A woman sparks when she should be bleeding. A drunken spill uncovers a conspiracy. Flesh is too weak to last and people are now being upgraded to androids. Max Faber is the first to find out the truth. By design, he may be the last. BODY ELECTRIC is a celebration of android stories told in a still image filmmaking style inspired by La Jetee.",12,body electric,2004
492,7.9,Gulliver Parascandolo,"['Harris Cohen', 'John Walker', 'Aaron Matthew Kaiser']",A radio show host is thrust into a world of video games and must fight to survive.,8,three lives,2004
493,-,Bob Daniher,Bob Daniher,"'The Crusaders' introduces crime fighting's new strange bedfellows. Secret agents extraordinaire, Danny Steele and punk rock Ms. Julie Nyte are dispatched to a New Jersey restaurant to intercept a secret microfilm. Can they snatch the film from it's couriers before it's too late? Or better yet, can they do it without Ms. Nyte making a mess?",-,the crusaders,2004
494,-,Matthew Chung,Matthew Chung,Gamers Circle is a martial arts spectacle. Starting from a no weapons hand to hand challenge .. these mystic fighters challenge each other to the end.,5,gamers circle,2004
495,7.3,John Fiorella,"['John Fiorella', 'Bob Kane', 'Jerry Robinson']","After the tragic murder of Batman at the hands of his foes, his ward Dick Grayson (AKA: Robin) seeks to avenge the death of his mentor, despite attempts by Superman, Wonder Woman and others to stop him.",6,grayson,2004
496,5.6,Theophilus Jamal,"['Theophilus Jamal', 'Maceo Morgan']","It is a time of great excitement for the citizens of Gotham. A Hollywood film crew has come to their city to film a scene on 'The Amstutz', an unfinished 'road to nowhere'. On the last night of filming, under a full moon, during a bizzare meteor shower, a reporter from 'Vital News', who after days of chasing the story has yet to turn up even a single picture from the ... Leer todo",25,"gotham, il",2004
497,6.8,"['Eirik Aure', 'Petter Holmern Halvorsen']",Janne Widmark,-,7,immortal brother,2004
498,-,Kenneth Horstmann,"['Kenneth Horstmann', 'Andrew Pope']",-,-,transmission,2004
499,-,Jordan Ross,Jordan Ross,"Three guys. Seven grand in cash. 48 hours to get it. When gambling and the abduction of a helpless animal doesn't quite work, they decide to rob the most dreaded institution the American government has to offer -- the DMV!",10,three blind mice,2004
500,-,Jordan Ross,Jordan Ross,Soccer players take to the streets of New York City. Creating their own sidelines and goalposts!,1,soho soccer,2004
501,-,"['Everardo Gout', 'Leopoldo Gout']","['Everardo Gout', 'Leopoldo Gout', 'Anilú Pardo']",-,6,tae-chi-do,2004
502,6.5,Rich Ho,"['Rich Ho', 'Katharine Chong']","After decades of watching aliens wreak havoc in America, ""The Alien Invasion"" brings the absurd battle to the comical side of Singapore. After seven thousand earth years, they have returned to harvest their newly grown planet of slaves. Discover how a glitch in alien technology allowed a small university, in a small country, to help save the world. Featuring Singapore... Leer todo",18,the alien invasion,2004
503,7.5,Paul Nguyen,Darryl Shaw,"In the future, a ban on unapproved births due to overpopulation is enforced by a group of Birth Control agents. When the wife of one of these agents becomes pregnant, the couple go on the run to save their unborn child.",30,birth control,2004
504,5.3,Daniel Hogg,Daniel Hogg,"The Pen of Fury has been stolen again, this time by the Nefarious Feng. Xing's star pupil Jie, armed with only his wits and the Pen of Enlightenment, must recover the pen at all costs.",9,2 pen 2 furious,2004
505,-,Tony Laudati,Tony Laudati,"""CHICKS WITH STICKS"" is a martial arts film now in development by White Gazelle Productions, LLC. In conjunction with the movie, we are now offering a live, Kung Fu show featuring sexy female martial artists.",5,chicks with sticks: live in las vegas,2004
506,8.5,David M. Gutiérrez,David M. Gutiérrez,A man just out of prison takes revenge on his brother's killers with a little help from a woman he's never met.,32,connected,2004
507,6.6,Gregory Storm,Gregory Storm,-,-,breach,2004
508,7.3,William Bligh,Richard Davey,-,4,running on empty,2004
509,6.6,"['Alfonso García', 'Fernando J. Martínez', 'Alberto Murcia']","['Alfonso García', 'Fernando J. Martínez', 'Alberto Murcia']","After five years of imprisonment, an ex-gang-member is released. He was considered guilty of the killing of his girlfriend. Now he wants to take revenge over Alex, his former best friend, and the actual killer of his fiancée. But he has to face a lot of obstacles until meet Alex again.",25,ritmo & furia,2004
510,-,Mauro Bravo,"['Lucas Bravo', 'Mauricio Bravo']",-,17,no me toques,2004
511,6.7,Arnault Labaronne,Arnault Labaronne,"Ted hangs out on the river banks where he lives his homosexuality in secret. One night his brother's gang shows up for some gay bashing. Shocked by the violence of his brother, Ted decides to confront him...",11,du même sang,2004
512,5.4,Dani de la Torre,Dani de la Torre,-,-,lobos,2004
513,8.6,Will Bigham,Will Bigham,-,15,moondance,2004
