puntuacion_imdb,direccion,guion,argumento,genero,duracion,titulo,anio
-,Curtis Everitt,Curtis Everitt,"Brody is a masked vigilante who is coming to terms with the death of his best friend Fish. In his grieving, he dates Lola, is consulted by Milo, and assists the Candyman in protecting a valuable briefcase.",45,Accion,the almosts: year 1,2020
5.6,Song Liu,Yuenian Su,"Mercenaries sent to rescue scientists from the Island of Death, step into a biochemical crisis stemming from a quickly breeding swarm of killer bees.",-,Accion,killer bee invasion,2020
8.3,Zeng Xiaoyu,-,-,63,Accion,the wrath of erlang shen,2020
3.7,-,-,"Revolving around a college romance, Utraan tells the story of students whose lives turn upside down after a certain incident. Vijay gets into a series of life-threatening troubles because of his love with Nandini.",143,Accion,utraan,2020
5.7,"['Sean Kenealy', 'Eric Silvera']","['Sean Kenealy', 'Eric Silvera']","Sean and Eric are just two bumbling screenwriters drafting the ""next big action flick"", utterly oblivious to the insanity that awaits when the government intercepts their script, believing it to be a veritable terrorist plot.",79,Accion,in action,2020
5.4,"['Yulong Guo', 'Shuai Yang']",Xinyu Chou,"In the late Yuan Dynasty, a mysterious group named Xiuluomu claimed that they had the Baji Black Box, the most valuable treasure in the martial arts world. They invited top martial artists to attend the martial arts assembly, but Xiuluomu secretly made a poison with which they tu... Leer todo",87,Accion,zhang sanfeng 2 taiji tian shi,2020
-,Lucien Favre,-,-,90,Accion,bundesliga 26. matchday borussia dortmund vs fc schalke 04,2020
-,Channel Choi,-,-,96,Accion,tiger killer,2020
2.1,Ram Gopal Varma,-,"Mia Malkova and her boyfriend try to do things out of the blue and enter a desert even after there is a no-entry board written on it. In this situation, scary things and some crazy people start troubling them. The couple runs for their life and reaches a small town only to know t... Leer todo",52,Accion,climax,2020
-,Osamu Suzuki,-,"Takashi Habuki aspired to become a dancer, but he kept failing auditions. He gave up on that dream. To think carefully about his life, Takashi decides to visit Kibo Temple, which is located deep in the mountain. A rule exists, that when nightfall comes, people should not visit th... Leer todo",98,Accion,hachioji zombies,2020
7.9,Anu Prasad,Chalamaji,"A desperate filmmaker Aravind, who just broke up with his girl kidnaps a film producer to narrate a film story, as he doesn't have any choice. How he able to convince him to make the film and escape from getting arrested by police makes up the rest.",87,Accion,raju gari kidnap,2020
-,Jian Yang,-,"1900. Cheng Maohua, the successor of the Eight Diagrams School, was invited to Dagu Forts to teach martial arts to the soldiers who confronted the Allied forces of the Eight-Nations Alliance.",90,Accion,the dark battle of bagua palm,2020
7.3,Branden Bierbaum,Branden Bierbaum,"An aging mobster hosts a underground fight club for the city's most dangerous criminals. However, one of the fighters may have personal motive for participating in the bloody affair.",-,Accion,the gents,2020
7.2,Anna Rezan,Anna Rezan,-,-,Accion,like a summer night,2020
-,Mike Masif,-,-,-,Accion,movie the acount offical film,2020
5.4,"['Haolin Song', 'Liqi Yi']","['Duo-Duo', 'Huiyan Li', 'Jianan Ran']","Fox spirit Bai gets a quest for immortality in human world where he befriends the innocent scholar Wang. They ally to fight mythic creatures and evil spirits on their journey. Yet, to finish Bai's quest, he must sacrifice Wang after all.",125,Accion,soul snatcher,2020
-,Zain Van Wyk,Zain Van Wyk,-,85,Accion,doctor who the reasoning: a new era/paradox audio crossover-the paradoxal dilemma,2020
-,Owen Fink,"['Landon Hofer', 'Sam Robocker']","Two young smart/mischievous minded boys enter the same restaurant one day at the same time not knowing each other. Soon ""Gunner King"" ends up going to the bathroom after a couple Sodas only to realize a pool table in the back, so he gets to playing with it then Rambo Meh'Up pops ... Leer todo",-,Accion,the two mischievous boys,2020
3.3,Ryan Staples Scott,"['Aaron Mirtes', 'Ryan Staples Scott']",-,88,Accion,robot riot,2020
3.4,Riccardo Avitabile,Enrico Torino,-,65,Accion,bronx80146 - nuova squadra catturandi,2020
8.4,"['Masashi Koizuka', 'Tetsurô Araki']","['Hajime Isayama', 'Shika Ogura', 'Yasuko Kobayashi']",-,122,Accion,shingeki no kyojin: chronicle,2020
3.9,Bud Banister,BC Fourteen,"When Oddball, head of the Canine Intelligence Agency (CIA), learns of a villain named Sharposki and his elaborate plot to detonate a nuclear warhead to destroy the CIA and the whole galaxy with it, he has no choice but to call in Agent 00K9 to solve the case. Action, adventure, a... Leer todo",70,Accion,00k9,2020
5.2,Denis Kryuchkov,"['Denis Kryuchkov', 'Olga Loyanich', 'Robert Orr']","Nikita, a former Russian Spetsnaz operative, is hired to neutralize the large private security force at a local factory so that his shady employer can extort the business from the factory owner. But Nikita and his group of highly trained fighters get more than they bargained for ... Leer todo",103,Accion,russkiy reyd,2020
6.3,Jiaoshou Qin,"['Dong Jing', 'Zhao Minglei']","Li Zhuifeng, a famous general of Shenzhou, and some soldiers in Beipo City are surrounded by Shaman's 100,000 troops. The leader of Shaman intentionally releases the envoy of Gandang City. Huang Zizai, Vice General of Gandang City, understands what Shaman plans. To save Li Zhuife... Leer todo",115,Accion,ba bai biao bing ben bei po,2020
-,Li Jianfeng,Xuyang Cai,"Gao Shang, an ordinary ambulance driver with a dream of racing since he was a child, drives his own car and accidentally gets involved in a drag racing dispute, which changes his life completely. In front of a fork in life, to choose stable life or the dream? Gao Shang is at a lo... Leer todo",91,Accion,kuai jin zhe,2020
5.5,Gabriel Soriano,"['Cassandra Salazar', 'Gabriel Soriano']","Penélope an eleven-year-old girl the daughter of a drug-trafficking mother and a violent stepfather is taken to live with Martin (Hugo Catálan), her biological father, after her mother is sentenced to eight years in prison, Martín who has never seen her before agrees to take cust... Leer todo",86,Accion,penélope,2020
5.3,Zhongwei Qiu,"['Yufeng Jiao', 'Mo Xiang Tong Xiu']","When the Nie family of Qinghe faces a crisis, Mingjue and his younger brother Huaisang join hands to surpass every obstacle. However, the brothers are constantly at odds with Mingjue accusing Huaisang of being cowardly, and Huaisang complaining Mingjue arrogant and cruel. Despite... Leer todo",90,Accion,luan po,2020
5.8,Trinh Dinh Le Minh,-,Invisible Evidence follows a blind girl on her journey to solve a case in which she happens to be a witness,100,Accion,bang chung vo hinh,2020
-,Jesse van Olderen,Jesse van Olderen,-,-,Accion,youtubekids 6: road trip trough time,2020
2.8,Bernardo Arellano,Bernardo Arellano,-,81,Accion,fuego negro,2020
-,"['Chris Effan', 'Paul Dean']",Chris Effan,-,-,Accion,night of the mask,2020
6.2,Xuandi Liu,Zouzhao Cui,"Thousands of years ago, the cruel Simo tribe made a crystal coffin out of meteorites outside, trying to use its mysterious power to expand its power. Unexpectedly, the rebellion inside the door detonated the mysterious power of the crystal coffin. The ancient country was razed to... Leer todo",-,Accion,wu long zhen guan chuan,2020
-,Timothy Turner,"['Roane Borger', 'Logan Mcgovern', 'Timothy Turner']","All the three Blanket Man films will be remastered and edited together as one complete film, with all the main characters coming back like never before",-,Accion,blanket man (remastered),2020
6.7,Cheol-ha Lee,Sung-Hyun Shin,-,100,Accion,okay madam,2020
-,Alvin Gray,Steve Exeter,-,-,Accion,severus: the black caesar - septimius meets julia,2020
-,Alvin Gray,Steve Exeter,-,-,Accion,severus: the black caesar - septimius speech,2020
5.1,John Lyde,Brittany Wiscombe,-,103,Accion,scarlett,2020
6.6,Liu Bayin,Liu Bayin,"A thousand-year-old demon shrimp infiltrates the palace to take revenge on the emperor, but he is stopped by Creepy Master Le Wu Yi, who is highly capable of hunting him down, and the battle to save the people begins.",73,Accion,gu jian qu tan zhi yan huo zhi luan,2020
-,Adam Canuck Zimmerman,"['Jessica Lee', 'Adam Canuck Zimmerman']","The crew of Starship Patrol November, a group of bored under-achievers, have to track down and rescue three hundred earthlings who were kidnapped on their watch.",140,Accion,starship patrol,2020
1.9,Brett Kelly,"['Trevor Payer', 'Brett Kelly']","After becoming injected with a formula derived from an alien spaceship, a laboratory gorilla escapes from his containment and befriends two young boys. The alien formula causes the gorilla to grow to gargantuan size and rampage throughout the city and the boys must find a way to ... Leer todo",72,Accion,konga tnt,2020
-,Bernabé Melendrez,Bernabé Melendrez,-,-,Accion,los tres contra el destino,2020
7.6,Tolin Eddy,Tolin Eddy,"When a deadly outbreak spreads across an isolated island, the survivors, who have lost everything, must find a way to escape the virus filled island while survival on the island becomes threatened and while a dark secret unravels.",83,Accion,the shoreline,2020
-,-,-,Ver la información de la producción en IMDbPro,-,Accion,getafe cf vs real betis balompié,2020
5.2,-,-,Reparto principal,99,Accion,manchester city vs liverpool fc,2020
3.3,Anshuman Pratyush,"['Rohit Dey', 'Soumya Nandy', 'Rohit Soumya']",The movie is about a team of ATS officers fighting against terrorists in various situations. Danger comes when the terrorists attack in a Hotel.,116,Accion,sos kolkata,2020
6.4,Mani Karthi,Mani Karthi,One of the crime scene turns out to be intriguing for the cop Mathivaanan which links to the series of previous murders with same pattern in the town. Further probing leads him into psychological distress before he gets his eyes on the devil for the intelligent battle. Thadayam d... Leer todo,150,Accion,thadayam mudhal adhyayam,2020
-,Bernabé Melendrez,Bernabé Melendrez,-,-,Accion,vuelven los tres contra el destino,2020
-,-,-,Ver la información de la producción en IMDbPro,-,Accion,laliga 20. matchday real betis balompié vs real sociedad,2020
-,-,-,Ver la información de la producción en IMDbPro,96,Accion,merseyside derby everton fc vs liverpool fc,2020
-,Ronechia Poole-Daley,Ronechia Poole-Daley,"A young man struggles to navigate through street life in a world where humans are represented in animal form. With giant shoes to fill he is expected to uphold the legacy of his father, he will be tested.",99,Accion,jungle streetlife,2020
-,Hemanth Seervi,Hemanth Seervi,-,-,Accion,vachan(rajasthani),2020
5.4,"['Kevin Ko', 'Peter Tsi']","['Angie Chai', 'Giddens Ko', 'Giddens Ko']","EJ has a crush on Hsin-Hsin. He decides to train as a boxer in order to show his braveness and prove his love, but Hsin-Hsin is already in love with a superhero. When Hsin-Hsin gets kidnapped, EJ must risk his life to save his dream girl.",102,Accion,da pen ti,2020
-,K. Muralikrishna,K. Muralikrishna,The Journey of Bali rescuing slum people from a dangerous Diamond mines which is occupied serious killers.,-,Accion,bali,2020
5.8,Joey So,"['Wilbert Awdry', 'Britt Allcroft', 'Paul Larson']","There are plans for new inventions to be built on Sodor. As a result, Thomas and his friends fear that they'll be replaced. When 2 crooks tried to steal the plans for the inventions, they have a chance to prove that they are still worthy.",45,Accion,thomas & friends: marvelous machinery,2020
6.0,"['Phan Anh', 'Ken Dinh']",-,"The film revolves around the story of Phi - a retired martial artist, longing for a peaceful life with a beautiful wife named Lanh.",86,Accion,dinh mu suong,2020
4.5,Raghavendra Varma Indukuri,"['K. Raghavendra Rao', 'Akshay Poolla']",A tale of twisted love with sparks of Sci-Fi and a deadly plot of vengeance. A young engineer battling his comedic misfortune gets entangled in an epic revenge story between his God Father and the Mad Scientist chasing a powerful formula,136,Accion,bombhaat,2020
5.1,Takafumi Hatano,"['Takehiko Hata', 'Masahiro Yamaura']","It is Xmas, the time for shopping, consumerism, gifts, late gifts and of course silly hats. This is no time for a call into a television station with an ultimatum about a bomb in a major population centre like Tokyo. In fact, a video is uploaded demanding a conversation with the ... Leer todo",99,Accion,silent tokyo,2020
6.5,Tao Hai,Tao Hai,"The Nine-Tail Fox Demon enters the Shang palace by invitation of the son-in-law who admires him. Their top commander is given the task to banish the demon, until he discovers it has linked to the soul of an innocent girl.",-,Accion,alluring woman,2020
3.8,"['Sean Mc', 'Namara']","['Scott Bindley', 'John Requa', 'Glenn Ficarra']",-,84,Accion,cats & dogs 3: paws unite,2020
6.0,Roy Hin Yeung Chow,"['Roy Hin Yeung Chow', 'Chi-Long To', 'Xiao Wen']",-,-,Accion,knock out,2020
7.8,Ziwei Han,-,"Nalan Rongruo leads the snake out of the cave for the three demons of Jiangbei who captured the captive woman, but at a critical moment, he was interfered with by Gui Zhongming, who was suffering from soul-exclusion, and the plan failed.",82,Accion,seven love flowers in the heavenly mountain under the seven swords,2020
5.6,Frankie Chung,-,"Sun Wukong, who became the ""Fighting Buddha"", was bewitched by the spirits and the Longevity Monk met his doom.",71,Accion,the tears of the great sage,2020
2.1,Ebram Nashaat,Hossam Mousa,"As Mansour and Harby meet in the same prison cell, unresolved conflicts gradually ensue between the two as each tries to stand his ground, quite literally.",115,Accion,zinzanah 7,2020
-,-,-,Ver la información de la producción en IMDbPro,-,Accion,chelsea vs watford,2020
-,-,-,Ver la información de la producción en IMDbPro,150,Accion,chelsea vs arsenal,2020
-,-,-,Ver la información de la producción en IMDbPro,-,Accion,newcastle united vs chelsea,2020
4.9,"['Lee Westwick', 'Gezim Gojnovci', 'Swaylee Loughnane']","['Swaylee Loughnane', 'Lee Westwick']","After pulling off a $4,000,000 heist in New York, the team heist team travel to London, England to steal something worth more than it's weight in gold.",90,Accion,bank on us 2,2020
-,-,-,Ver la información de la producción en IMDbPro,-,Accion,chelsea vs burnley,2020
5.8,Francis Nam,Shuang Guo,"Any who were close to the girl have died in tragic ways, is this because of her ill fate or is this the work of ill intent? Detective Dee shall solve the mystery with his wits.",85,Accion,detective dee: solitary skies killer,2020
5.6,Zhe Zhang,"['Li Rou', 'Fengping Zhou']","In 1161, Wanyan Liang, emperor of the Jurchen Jin Dynasty, planned to invade the Southern Song Dynasty. Owing to the harsh recruitment policy and the Jin's cruelty, people in the Central Plain found it hard to live on. Xin Qiji, aged 21, rose up in arms with villagers to fight ag... Leer todo",110,Accion,xin qiji 1162,2020
6.8,Won-Chan Hong,Won-Chan Hong,-,108,Accion,daman akeseo guhasoseo,2020
6.8,Park Hoon-jung,Park Hoon-jung,-,131,Accion,nagwonui bam,2020
8.1,Lixing Wang,Wu Ying,"The Swat team suddenly receives a bomb notice. In Kangcheng, a bomb crisis is sweeping across the city quietly. The Swat leader Liang Chenghu takes the order at this critical moment. After leading his team to solve a series of terrorist attacks, they find out that the truth isn't... Leer todo",90,Accion,te jing shi ming zhi quan cheng wei ji,2020
-,Wenhua Xue,Wang Shaowei,"Zhou Yang and Xiao Ke become self-condemned and dispirited because of the tragic death of their comrades-in-arms during the campaign to clean up the dark forces on the border. However, in the end they join forces again to fight against the criminals.",75,Accion,mie lang xing dong,2020
5.6,Ammith Rao,Ammith Rao,"It is an action thriller that revolves around a gangster and how he overcomes his opponents to emerge as the topmost gangster in the mafia scenario. The movie brims with action sequences, car chases, shootouts and faceoffs between the gangster and his opponents. He singlehandedly... Leer todo",-,Accion,hawala rise of a gangster,2020
6.6,Chen Juli,-,"Su Can, Principal Graduate in Martial Arts, accidentally loses his memory in the fight against the opium seller, the Tianmen Sect, and becomes a homeless beggar called SuQiEr. Jinzhi and her daughter Guo take him in. Because the prepared opium paste is found, Guo is captured by t... Leer todo",83,Accion,crazy beggar suqier,2020
-,Chen Sun,"['Jian Pan', 'Chen Sun']","In the Qing Dynasty, magistrates in Linjiang County were killed by pythons. Imperial guards Su Qi Er and Tie Qiao investigate, join Beggar's Gang to hide identities. They find locals worship python gods while people suffer.",73,Accion,master so dragon subduing palms 2,2020
5.5,Yilin Dai,Yuan Chun,"Sun Wukong creates a tremendous uproar in the heavenly palace, and Tianpeng fought with him to a draw. Later on, Sun Wukong gets prisoned under the Five Finger Mountain and Tianpeng takes the order to kill him for preventing future troubles. Tianpeng met Bao'er, a monster hunter ... Leer todo",101,Accion,da tian peng,2020
7.8,Jorge Luis Villacorta Santamato,Jorge Luis Villacorta Santamato,"When it is the time to shape reality, the spy world calls The Pro Bono Spy Hunter.",92,Accion,"theoretically, a paranoid conspiratorial phone call",2020
4.9,"['Daphne Bonner', 'Tyler Bonner']","['Daphne Bonner', 'Tyler Bonner']","In 2061, two ex agents and ex lovers reunite for one last mission: aliens landing on Earth. Haunted by a dark past, Chuck Lawson and Serena Fox are on it, discovering tech billionaire Dr. Tyrimpson is working on more than just computers.",85,Accion,chuck lawson and the night of the invaders,2020
4.5,Zhaosheng Huang,"['Kun Huang', 'Zhaosheng Huang']","The Tiger Security Team of the Storm Security Company is responsible for security and rescue work. Luo Xinglie is punished for accidentally injuring a hostage during a rescue mission. He gets reduced to a security officer and gets no reward for the mission. At this time, the Tige... Leer todo",85,Accion,sniper: tiger unit,2020
4.6,Hongzhi Liu,Li Nan,"People in Hujiazhuang Village focus less and less on the Spring Festival. The lion dance boy Luo Chuan dreams of carrying forward lion dance culture and skills but often causes great turmoil wherever he goes. He's considered as a ""dangerous element"" by the villagers and the head ... Leer todo",77,Accion,nian shou,2020
3.5,Patryk Vega,"['Grzegorz Barlog', 'Olaf Olszewski', 'Patryk Vega']","Based on a true story about a 2nd generation cop who has designs on becoming a detective but his goals descend into bribery, corruption and addiction.",105,Accion,petla,2020
7.9,Wu Jiao-Guang,-,-,-,Accion,the holy beasts,2020
-,Jiang Shaodong,Zhao Yida,"To get the evidence of Prince of Xiangyang's rebellion, Chinchilla Bai Yutang heedlessly ventures into SKY-Scraping Tower and suffers a serious injury and hides himself in Jianghu. Bai Yutan receives the news that there is the magic herb for treating internal injury in Tanzhou, s... Leer todo",75,Accion,jin mao shu zhi nie pan chong sheng,2020
-,Rodney Jackson,Tavares M. Wilson,Grieving mother Naomi Harper sets off on a destructive path to find out what happened to her son.,76,Accion,restless,2020
-,Wu Di,-,Ye Celeng stays with King of Heng after escaping from death when her whole sect gets murdered. She's looking for her folks who survived it and waiting for the chance to kill King of Heng to revenge her master at the same time. It's said that Gushan Sword Manual is hidden in Yunla... Leer todo,67,Accion,jian wang chao zhi gu shan jian cang,2020
6.9,Jin Lijun,-,"A young blacksmith Lü Sansi comes across a swordsman Baili Wuyou who he admires very much, and helps Bali Wuyou escort He Qingying, a running dog for the Western Depot. But He Qingying tells him another version of the story. She is actually persecuted by the Western Depot and Bai... Leer todo",84,Accion,da mo jiang hu,2020
5.4,"['Yulong Guo', 'Shuai Yang']",Xinyu Chou,"In the late Yuan Dynasty, a mysterious group named Xiuluomu claimed that they had the Baji Black Box, the most valuable treasure in the martial arts world. They invited top martial artists to attend the martial arts assembly, but Xiuluomu secretly made a poison with which they tu... Leer todo",87,Accion,tai chi hero,2020
5.7,Chen Cheng,"['Chen Cheng', 'Maoqian Guo']","During the Northern Wei Dynasty, the Rouran army invaded the border, and the country called up military residents to go out to battle. To perform the duty for her father, Hua Mulan disguised herself as a man and came to battlefield.",90,Accion,matchless mulan,2020
-,Pharoah Powell,Pharoah Powell,-,-,Accion,all the love,2020
4.3,Yuhai Wei,"['Guang Cheng', 'Ge Wu']","Tianya and his sister are ordered by General Feng Peichuan to embark on a treasure hunt to find the Golden Moon Gem to cure the plague in Heishui Town, but General Feng Peichuan has other motives for finding this treasure.",90,Accion,sha hai zhu long,2020
4.1,Peyman Ghassemkhani,Peyman Ghassemkhani,"A revolutionary group led by Dr. Madani and under the supervision of Donald Trump will send the secret agent Farbod to a mission in Iran as a film crew. There, Pejman Jamshidi and Sam Derakhshani are selected as actors in the Secret Army movie. Farbod tries to carry out the missi... Leer todo",108,Accion,khoob bad jelf 2,2020
-,Chris Randell,Chris Randell,Scrolls of Auristria follows a few characters on their journey facing different personalities and life choices which eventually bring them together. Their differences bind them together to defeat a greater threat than themselves.,84,Accion,scrolls of auristria,2020
-,Steve Nguyen,-,-,91,Accion,errand boys,2020
6.3,Hei Zi,Xinyu Chou,"When Huo Yuanjia was young and aggressive, he thought martial arts were the most important. When helping Nong Jinsun, a progressive youth escort the reformists, he gradually understood that what really mattered was to help the country and the people. To get a foothold in Tianjin,... Leer todo",97,Accion,fearless kungfu king,2020
-,Sifeng Zhang,"['Chunjie Han', 'Yao Wang']","At the end of the Spring and Autumn Period, the five warlords struggled for hegemony, bringing the people in misery. The king of the State of Wu was so cruel that he didn't hesitate a second to kill for the swords. Master Ou Yezi refused to help him, so he concealed his identity ... Leer todo",91,Accion,spirit of two swords,2020
5.9,Chengshu Pu,"['Jianfeng Lin', 'Minming Ni']","Hu Bayi goes to Gulan County with Wang and Gold Tooth to make purchases and they meet Shirley Yang. The four get into a ghost grave without finding anything, and almost get killed by a demon spider. After coming out, Hu Bayi and Wang get red spots too. Shirley Yang shows them her... Leer todo",72,Accion,dragon labyrinth,2020
-,Wu Di,-,"Under the rule of King Heng, the masses have no means to live. People of lofty ideals form an alliance and take a ""Belt Oath"" to overthrow King Heng and bring peace to the people. King of Heng asks a martial arts master Marquis Wei to find the ""Belt Oath"" and kill everyone on tha... Leer todo",70,Accion,jian wang chao zhi jiu jing chang sheng,2020
6.3,Sung Jin Ahn,"['J.M. De', 'Matteis']",-,87,Accion,deathstroke knights & dragons: the movie,2020
5.4,Felix Binder,Marc O. Seng,-,92,Accion,freaks: you're one of us,2020
-,Rafa Sanchez,"['Luis B. Carranco', 'Angie Chavez']","A pro-wrestler who is traumatized from years of childhood abuse, finds himself raising his children on his own and struggling with debt. His plot to defraud the cartels underground fighting operations turn sour as places his son in danger.",-,Accion,angel negro,2020
-,Belinda M. Wilson,Belinda M. Wilson,"In 2051 earth has become a wasteland. Can these astronauts overcome their own prejudices, meteor strikes and slithering aliens to take scientist who has developed a miracle formula to grow food, to an unknown planet to save earth?",149,Accion,the peacemakers,2020
2.7,Jared Cohn,"['Mark Atkins', 'Andrea Ruth']",-,87,Accion,shark season,2020
5.1,Ashley Hays Wright,"['Ashley Hays Wright', 'David Owen Wright', 'Scout Wright']",-,66,Accion,christmas zombies,2020
7.9,Raymelle A. Adams,Raymelle A. Adams,-,55,Accion,the hacker,2020
-,Kent Flaagan,Kent Flaagan,"Irish brothers Mickey and Shawn Finn new to America are out to ply their trade as grifters and swindle some unfortunate victims out of their money. But when the Italian mafia and Russian mob get involved, did the two Finn's hook a fish too big to catch.",-,Accion,two finns on a fish,2020
-,-,-,Ver la información de la producción en IMDbPro,101,Accion,juventus vs lyon,2020
-,-,-,Ver la información de la producción en IMDbPro,96,Accion,rb leipzig vs paris saint-germain,2020
-,-,-,Ver la información de la producción en IMDbPro,94,Accion,manchester city vs real madrid,2020
-,-,-,Ver la información de la producción en IMDbPro,92,Accion,barcelona vs bayern munich,2020
-,-,-,Ver la información de la producción en IMDbPro,95,Accion,manchester city vs lyon,2020
-,-,-,Ver la información de la producción en IMDbPro,102,Accion,rb leipzig vs atletico madrid,2020
-,-,-,Ver la información de la producción en IMDbPro,98,Accion,atalanta vs paris saint-germain,2020
8.2,Prakash Satam,"['Bahaish Kapoor', 'Yash Thakur']","Little Singham's biggest enemy, the demon Kaal, is back and badder than ever -- but this time, will he succeed in destroying the world's best kid cop.",69,Accion,little singham: kaal ka badla,2020
2.6,Christopher Forbes,Christopher Forbes,-,81,Accion,the burning of atlanta,2020
-,Dheran,Dheran,-,-,Accion,sathyaraj in emergency,2020
2.3,Brendan Petrizzo,Jeremy M. Inman,-,88,Accion,monster hunters,2020
3.1,David Edgemon,David Edgemon,"WHO COULD'VE DONE THIS TERRIBLE MURDER? That's the question asked by Horatio that kicks off on the outset on this movie, How's Doves' Cry. In this movie (motion picture), it is a doggie dog world. That why When Detective Horatio Farmer (Katia Atkinson) finds her friend innocent D... Leer todo",-,Accion,how's doves' cry,2020
-,Cha,Cha,-,116,Accion,the official kobruh fandub,2020
-,James Snider,BC Fourteen,"Boil the Wee Dragon hatched at the North Pole and was raised by Santa himself. Fast forward to the present day and Boil can't seem to fit in with the other dragons of the Wee Kingdom. Consumed by his desire to be in the same town as Santa Claus, Boil unwittingly becomes the targe... Leer todo",70,Accion,a dragon christmas,2020
-,Daniel Lambo,Daniel Lambo,"Two kids from Brussels try to get everyone on their bikes. Nilou is tired of being stuck in a traffic jam every day on the way to school. Together with her friend Tuur, she invents a game that aims to make Brussels a real cycling city.",-,Accion,cyclomax,2020
5.5,"['Hu Guan', 'Frant Gwo', 'Yang Lu']","['Hu Guan', 'Rui Ge', 'Ningyu Zhao']",-,122,Accion,jin gang chuan,2020
7.1,Eric Rafael Ibarra,"['Pete Bollinger', 'Joe A. Castro Jr.Eric Rafael Ibarra']","It is a crazy tale of zombie absurdity where only true Cholos turn and SoCal's legal system is a little TOO lenient. With fast paced action, gore galore, and classic cholo cameos, this is an adventure you won't want to miss.",100,Accion,cholo zombies,2020
-,James Rayfield,Sheila Cowley,"Disconnection, re-connection - and finding new ways to connect. With a nod to Covid and the lifeline of Zoom, seventeen artists come together, while staying almost separately apart, to collaboratively create this avant-garde short film. The creative lifeline that fuels our souls ... Leer todo",-,Accion,"three dancers, three visual artists, two filmmakers and one piano player",2020
6.2,Qiao Tan,-,-,-,Accion,great god monkey 1,2020
6.2,Qiao Tan,-,-,-,Accion,great god monkey 3,2020
5.8,Sang-hoon Choi,-,"Seongjoon is training with his mentor Jinsu in order to win a Taebaekwon contest. The night before the final round of the competition, Seoungjoon returns to find Jinsu who has suddenly disappeared. Seoungjoon meets Bomi by chance there and they unexpectedly get married. He opens ... Leer todo",104,Accion,tae-baeg-gwon,2020
5.8,Gary Andrews,Lucinda Whiteley,Henry isn't well and goes out.,61,Accion,horrid henry's gross day out,2020
-,Samtu Palouki,Samtu Palouki,"Two drug dealers decide to make a deal, but one of them becomes disloyal by hiring a hitman to kill the other. Unfortunately for him, the hitman spices things up, trick both of them and get away with the prize, none of them knowing what's going on until the last second.",-,Accion,the deal: bernipk (thehatboy),2020
4.4,Inna Evlannikova,"['Mike Disa', 'Artyom Milovanov', 'Olga Nikiforova']","When a mysterious and dangerous whirlpool appears in the tropics of the Atlantic Ocean, astronauts Belka and Strelka are sent to investigate. With the help of their good friends, Belka and Strelka must once again act heroically and complete a daring mission to save the planet alo... Leer todo",80,Accion,space dogs: tropical adventure,2020
-,Bruceshaline,Bruceshaline,"Producer : Lee Bolt Director : Bruce Chaline Bolt (Hero) is the grandson of a Military Officer, he lives in a forest with his grandmother. He works as a ledgeman in a quarry, One day he accidently bumps into Ashwini and Bruce (Both Hackers) who are in trouble on his way to the AT... Leer todo",-,Accion,ganathan,2020
6.1,Johnny Chae,"['Chae Yeojoon', 'Lim Yeong-ju']","Today is righteous Chae-young's first day of her transferred school after beaten a bully to nothing. Despite the dad's warning, she saves her classmate Jong-gu from bullies again. Fascinated by her, Jong-gu asks how to be strong like her.",112,Accion,justice high,2020
-,-,-,Ver la información de la producción en IMDbPro,93,Accion,netherlands vs poland,2020
3.9,Damian Chapa,-,-,85,Accion,latin hitman,2020
6.8,Hirofumi Ogura,"['Akane Shimizu', 'Yûko Kakihara']","Alcohol, smoking, and stress - in the body subjected to these irritants, the cells responsible for maintaining life seem to fight a war that never ends. Due to a severe shortage of workers, Red Blood Cell AA2153 has to quickly learn to deliver oxygen and collect carbon dioxide, e... Leer todo",115,Accion,"hataraku saibo!! saikyo no teki, futatabi. karada no naka wa cho osawagi!",2020
-,Praveen Rana,Praveen Rana,"Anan is a Malayalam drama movie, directed by Praveen Rana. The cast of Anan includes Indrans,Manikandan Achari.",-,Accion,anan,2020
6.0,"['Simon Mc', 'Quoid']","['Greg Russo', 'Dave Callaham', 'Oren Uziel']",-,110,Accion,mortal kombat,2021
5.8,Stefano Sollima,"['Taylor Sheridan', 'Will Staples', 'Tom Clancy']",-,109,Accion,without remorse,2021
-,Jonás Cuarón,"['Jonás Cuarón', 'Glenn Gers', 'Ozzy Inguanzo']",-,-,Accion,z,2021
6.6,Jaume Collet-Serra,"['Michael Green', 'Glenn Ficarra', 'John Requa']",-,127,Accion,jungle cruise,2021
5.8,Zack Snyder,"['Zack Snyder', 'Shay Hatten', 'Joby Harold']",-,148,Accion,army of the dead,2021
3.6,Randy Kent,Davy Williams,"A desperate actor becomes a vampire and uses his new powers to land a movie role and the girl, but then must choose between life and the undead.",80,Accion,chinese speaking vampires,2021
5.5,Randolph Zaini,Randolph Zaini,"After his son witnesses a brutal murder by a notorious crime boss, a deaf Indonesian gangster is thrust into the fight of his life when he takes on his dangerous former allies, including a sociopath assassin, in order to protect his child.",92,Accion,preman,2021
-,-,Kate Queen,"A young deputy in a small desert town struggles to prove himself while a wild, maniacal killer brutally murders select townsfolk.",-,Accion,badlander,2021
