,puntuacion_imdb , direccion , guion , argumento , duracion , titulo, anio
1169,3.4,Hèctor Hernández Vicens,"['Mark Tonderai', 'Lars Jacobson', 'George A. Romero']",-,90,day of the dead: bloodline,2017
1170,3.1,Jason Pagnoni,Michel Grey,"On their 2010 tour, an International Pop Star and band mates mysteriously disappear. As past and present merge, they find themselves searching for answers and fighting for more than just their own lives when a concealed industry is revealed.",102,days of power,2017
1171,-,Lucie Groene,Lucie Groene,Did America destroy its chance to be at the forefront of the new automotive world?,-,it's all about the karma,2017
1172,2.8,"['Bob Schultz', 'Robert Conway']","['Robert Conway', 'Bob Schultz']","When Kirby Lane's SUV breaks down in the middle of the desert, she must overcome the dehydration, coyotes, and lurking undead to find her way home.",76,breakdown lane,2017
1173,6.3,"['Adolfo J. Kolmerer', 'William James']",Arend Remmers,-,121,schneeflöckchen,2017
1174,5.8,Stephen Stix Josey,Stephen Stix Josey,"When Attorney Lee makes a decision to defend the killer of his one time best friend Jeremiah Matthews SR and years later Mathews Jr., Attorney Lee finds himself in a fight for his life after allowing the killer to be sentenced.. Now the killer is trying to end his life. At the end of the day will Justice be served? What side of the Law is Attorney Lee really on?",83,the hills,2017
1175,4.2,Drew Hall,Drew Hall,A detective must fight for the redemption of his soul when he finds himself trapped in a mysterious hospital that serves as a gateway between heaven and hell.,100,convergence,2017
1176,6.8,Wayne Slaten,Syed Afser,The CIA and a rogue assassin attempt to expose the source behind a corporate global intelligence ring inciting war for profit.,96,osprey,2017
1177,5.9,Adam Randall,"['Kevin Brooks', 'Joe Barton', 'Mark Denton']",-,90,iboy,2017
1178,7.2,Thomas S. Nicol,"['Brian Bowman', 'Leroy Kendrick', 'James Turner']","Three brothers Mitch, San, and Dee along with childhood friend Carl are all looking for fortune, fame and an escape from the poverty stricken world they live in. The three brothers use cocaine as their vehicle of escape. Middle brother San has dreams of becoming a huge rapper. He shares this dream with his educated, completely legal friend Carl Finley who is San's man... Leer todo",105,the game done changed,2017
1179,-,Raed Abbas,"['Raed Abbas', 'Bader Al-Hussainan']",A group of friends celebrate the arrival of their childhood friend who has been abroad for several years. Instead of having fun they face a mystery. They get killed in mysterious conditions. The director has a little surprising twist at the end of the movie,75,cut: unforgettable night,2017
1180,3.2,Fred Grant,"['Will Dove', 'Morgan Drake', 'Fred Grant']",A young man embarks on a journey to find three magical stones in order to stop an evil threat from consuming the world.,83,dekiru: the three stones,2017
1181,8.7,Julian Calvo Vieira,"['Christine Darlow', 'Julian Calvo Vieira']","After Solar Storms unleash hell on earth, families and friends strive to stay together and help save lives and restore society in the midst of what looks and feels like the End of the World.",-,apocalypse: hope for life,2017
1182,5.0,Robert Kirbyson,"['Josh Burnell', 'John Hennigan', 'Franco Movsesian']",-,86,boone: the bounty hunter,2017
1183,4.0,Nathan Gabaeff,Nathan Gabaeff,"When Jimmy finds a mysterious package in the trunk of his latest boost, he is thrust into a violent underworld of criminals, and a race against the clock to save a little girl's life.",95,boost,2017
1184,4.9,Richard Parry,"['Richard Parry', 'Tom Williams']","Only two kinds of people step off a cliff: those who want to die and those who want to live. J.C. is a B.A.S.E. jumper, a global playboy who lives his life quite literally on the edge, pursuing man's greatest dream - to fly. When a jump goes wrong, that dream is violently shattered. Haunted by the event, J.C. is drawn to his best friend's lover, ASH (Julie Dray), as h... Leer todo",83,base,2017
1185,7.6,"['David Hinojosa', 'Daniel Fuentez']",Daniel Fuentez,"The human life and the struggles it presents, test a group of life long companions. Broken trust, and a serial rapist leads to suffering and heartache for many in its wake. In this violent tale of normal America, no one is safe.",97,the violent states of america,2017
1186,6.0,"['Kevin Losani', 'Michael J. Widger']","['Kevin Losani', 'Michael J. Widger']",A clumsy police officer must save the town from the forces of evil before it's too late.,56,officer pigsley,2017
1187,5.0,"['Assen Blatechki', 'Katerina Goranova']",Alexey Kozhuharov,"After 15 years in prison a talented racing driver and mechanic returns to life to fulfill his last promise to his dead beloved - to bring back Luce, the car bearing her name, and to dispense justice.",110,benzin,2017
1188,6.4,Cédric Jimenez,"['Laurent Binet', 'David Farr', 'Audrey Diwan']",-,-,hhhh,2017
1189,3.3,Dan Tondowski,Dan Tondowski,A group of teenagers suffer a terrible accident during a joy ride and get trapped at the bottom of a ravine.,95,accident,2017
1190,8.1,James Mangold,"['James Mangold', 'Scott Frank', 'Michael Green']",-,137,logan,2017
1191,4.7,Ben Browder,"['Barry Wernick', 'James R. Hallam']",-,100,bad kids of crestview academy,2017
1192,3.2,Brent Ryan Green,Jeff Goldberg,-,93,the veil,2017
1193,5.2,Michael Bay,"['Art Marcum', 'Matt Holloway', 'Ken Nolan']",-,154,transformers: the last knight,2017
1194,3.8,Ben Lettieri,"['Ben Lettieri', 'Jack Lee', 'Bruce Thomas']","Martial arts fuelled adventure as Ben Silver aka The Liberator has only a few hours to retrieve a priceless stolen antique and return it undamaged to his mysterious female client, reformed cat burglar, Melinda Page.",89,the liberator,2017
1195,6.7,Rahul Dholakia,"['Rahul Dholakia', 'Harit Mehta', 'Niraj Shukla']",-,143,raees,2017
1196,-,Norvell Ji'Floyd,"[""Norvell Ji'Floyd"", 'Josh Kidd']",Stacy Hills is murdered by crime lord Javier cortex Its up to Special Cops. A unique Task Force to bring Javier down. But Beware Javier Has Diplomatic Immunity.,91,special cops,2017
1197,4.4,Jamie Marshall,"['Jamie Marshall', 'Matthew L. Schaffer']",An under-appreciated intern entrusted with a million-dollar necklace races to find out which of his money-hungry roommates betrayed him as he battles a desperate criminal duo bent on stealing.,94,dirty lies,2017
1198,7.4,Matt Reeves,"['Mark Bomback', 'Matt Reeves', 'Rick Jaffa']",-,140,war for the planet of the apes,2017
1199,4.8,"['Norman Gregory Mc', 'Guire']","['Norman Gregory Mc', 'Guire']",A young charismatic preacher and his hot Latina girlfriend travel Route 66 scamming the small churches along the way only to find that the bogus healing powers he portrays become real. The healing powers serve as a blessing and a curse.,98,the lucky man,2017
1200,7.9,Taika Waititi,"['Eric Pearson', 'Craig Kyle', 'Christopher L. Yost']",-,130,thor: ragnarok,2017
1201,-,Jeremy Andrew Davis,Jeremy Andrew Davis,"While fighting to rescue a teenage girl, the world's deadliest hit-man is confronted with a new rival; a younger, genetically engineered clone of himself.",54,contract: redemption,2017
1202,7.1,Gabriel Soriano,Gabriel Soriano,"Mac a faded boxer and former contender for the world champion title is now a door to door salesman, He makes just enough money to raise his little daughter Sofia, A young filmmaker challenge him to make a come back and fight for the title.",-,12 rounds,2017
1203,5.9,Brendan Muldowney,Jamie Hannigan,-,96,pilgrimage,2017
1204,7.1,Doug Liman,Gary Spinelli,-,115,american made,2017
1205,4.8,Simon West,"['Duncan Falconer', 'Warren Davis II']",-,94,stratton,2017
1206,3.8,David Marek,"['David Marek', 'Matthew Von Dayton']","In the eleventh hour, one man's last attempt to preserve humanity may be what separates a desperate group of survivors from becoming the very monsters they are trying to escape.",85,thaw of the dead,2017
1207,-,Ron Yuan,Ron Yuan,-,-,unspoken: diary of an assassin,2017
1208,6.4,Thomas Napper,Johnny Harris,-,91,jawbone,2017
1209,8.1,Allyn Camp,Antoine Mizel,"Two teens, both dealing with a harsh home life, find solace in friendship. Lisa is a timid soul, sulking in the loss of her loving mother. Jenny is a tough girl from the streets of Los Angeles, dealing with the death of her father. When Lisa moves to LA, she meets Jenny and the two develop an unlikely bond. One thing they do have in common is perpetual abuse at home f... Leer todo",90,broken angels,2017
1210,2.3,Patrick Durham,"['Patrick Durham', 'Jonathan Sachar']",Callan (Brian Austin Green) returns to the scene with his team in order to oppose the return of the evil Gunnar (Vinnie Jones); his path crosses again with Frank Nitti (Tom Sizemore) detective under the city of Los Angeles.,98,cross wars,2017
1211,6.0,Bumpy,"['Baljeet Singh Marwah', 'Ishita Moitra']","A comic-caper, that tells the story of 3 morons trying to rob a bank who pick the worst day possible when everything that can go wrong, goes wrong and how they're inadvertently caught in the crossfire.",-,bank chor,2017
1212,-,Leonardo Corbucci,"['Jin Kelley', 'Antonio Martinez']","Daniel is a humble guy. Daniel is in the beginning stages of a relationship with his girlfriend Rosie. Rosie wants Daniel to learn to fight until she realizes that not only does he know how to fight, but is an accomplished martial artist with a dark past. Through this journey Rosie learns from Daniel that winning isn't always everything. He is a spiritual being indeed... Leer todo",140,the art of fighting,2017
1213,2.9,Chris Le,Chris Le,Its the year 2045. War on drugs in Mexico has escalated as a ruthless drug Cartel use robots to enforce their operations.,90,juarez 2045,2017
1214,3.8,Brandon Slagle,Robert Thompson,Two Southern California College Students plot their escape after being kidnapped by a human trafficking ring while on Spring Break in Mexico.,83,california dreaming,2017
1215,4.0,Rob Gordon Bralver,Rob Gordon Bralver,"In a reality TV show created by the U.S. government about spies, audiences go on fake undercover missions, but fact cannot be easily distinguished from fiction.",85,espionage tonight,2017
1216,5.1,"['Joe Mc', 'Reynolds']","['Joe Mc', 'Reynolds']","Narrowly escaping death at the hands of a notorious serial killer, Jessa Dixon awakens from a coma to learn her father committed suicide. Unconvinced, she investigates the suspicious suicide and uncovers a dark corporate conspiracy involving the police and the psychotic killer that almost took her life.",-,inhumanity,2017
1217,-,-,Vaughn Bullard,R15 (R-Naught 15): A mathematical term estimating how many can be infected by an individual carrying a contagion. Above R1 can cause an epidemic - especially if there is no cure.,-,r-naught 15,2017
1218,-,Tito Londole,Tito Londole,"After working as a hired gun for 20 years, John Mongali decides to quit and live a quiet life to keep his daughter Jordan safe, but years later an unexpected guest Black Panther brings trouble in John's life. In order to handle everything John must go back to his old life.",108,unexpected guests,2017
1219,3.6,Leon Lai,Succeed Be,There are secrets hidden behind an auction of whopping priced red wine.,90,qiang hóng,2017
1220,6.9,Javier Mujica,"['Ernesto Ceballos', 'Keith Levizon', 'Javier Mujica']",-,97,the 86,2017
1221,2.8,Robert Dyke,"['Robert Dyke', 'Tex Ragsdale']",A long forgotten ancient spacecraft discovered on Earth. Investigations carried out by Scout transport her to the moon whereupon she meets the impressive machines preserving the wisdom of that long lost civilization.,85,moontrap: target earth,2017
1222,4.2,Jeff Reyes,"['A.K. Waters', 'Charles Roy', 'Kerry Patton']","Deep in the Bible Belt, Navy Seals go undercover to save a town from the Demons from Hell who are stealing souls.",85,navy seals v demons,2017
1223,5.9,Dean Israelite,"['John Gatins', 'Matt Sazama', 'Burk Sharpless']",-,124,power rangers,2017
1224,5.3,Joe Miale,"['Joe Miale', 'Rowan Athale']",-,87,revolt,2017
1225,4.9,Toby Russell,Lawrence Riggins,"When an American cop witnesses his mentor's murder in a trade deal gone wrong, he finds himself on the wrong side of the law in Thailand. But despite the bounty on his head and pressure to leave the country, he teams up with an ex-military mercenary out to settle a score of his own to bring the killers to justice. Their quest for vengeance brings them face-to-face wit... Leer todo",88,death fighter,2017
1226,6.2,Tripp Tiffany,"['Amar Feratovic', 'Tripp Tiffany']","As a dinosaur apocalypse begins in a small town, a (heartbroken) Paleontologist and a (weird) Nazi descendant join forces with a (slightly distressed) War Veteran to find his daughter.",71,thugs vs. dinosaurs,2017
1227,6.8,Blademil Grullon,"['Max J. Gabriel', 'Blademil Grullon', 'Marco Molinet']",The cultural divide between Haitians and Dominicans has crossed the Caribbean and is spilling all over the streets of Miami.,80,a miami love story,2017
1228,6.9,Jon Mark Nail,"['Joseph Baum', 'Dan Cava', 'Mari Mann']","SAIGON 1973. A young man's heart is breaking as he discovers his childhood love, the girl he grew up with, raped and murdered. He makes a fateful resolve to avenge her loss, thereby igniting a forty-year odyssey of revenge and death, which ends a continent away in a final climactic confrontation.",90,eyes of the roshi,2017
1229,6.7,Jordan Vogt-Roberts,"['Dan Gilroy', 'Max Borenstein', 'Derek Connolly']",-,118,kong: skull island,2017
1230,5.2,Carl Jackson,"['Carl Jackson', 'Joseph Polk']",Christians go to Las Vegas to win souls for Jesus but when they arrive they quickly realize they are tempted.,88,the jesus freak,2017
1231,8.0,Steve Rahaman,"['Steve Rahaman', 'Erik Wegner']","In a world with only one rule, the crime boss of Queens, Alphonse Trapani, discovers that there is a snitch in his house that has been helping dirty cops to put the heat on his family, and all the crime families in New York.",108,snitches,2017
1232,6.0,Brian Reed Garvin,Brian Reed Garvin,"Centurion A.D. is a Super Natural Action thriller set in current day Los Angeles. Kim Harris (Katherine Randolph) while working as a nurse, witnesses Archer Stone (Brian Reed Garvin) enter one hospital room after another. When he exits the patients rooms, they are miraculously healed. Kim is now driven to find this man and discover who he is and how it's possible that... Leer todo",102,centurion a.d.,2017
1233,6.7,"['Greg Mc', 'Lean']","['Yossi Ghinsberg', 'Justin Monjo']",-,115,jungle,2017
1234,-,"['Gordon Chan', 'Ronald Cheng']","['Gordon Chan', 'Ronald Cheng']","Jau is transported back to the Qing Dynasty to rewrite his unsuccessful life via time machine. He sets off on his treasure hunting adventure in South China Seas as the legendary notorious pirate, Cheung Po Tsai.",-,shen mi bao zang,2017
1235,-,Taavi Peelo,Taavi Peelo,"Nastja's father Constantine thought he has found the cure to save people from sickness and death but everything has a price in this world. It was a curse that turns people into who they are not - monsters, as we all know vampires. After Constantine realised the truth about the cure he decided to destroy it but he was betrayed by his apprentice Bastian. Blinded by the ... Leer todo",-,angel of death,2017
1236,3.0,Nas Vitae,Nas Vitae,-,91,road,2017
1237,4.5,Paul Jarrett,Bob Farkas,A fame obsessed average Joe escapes a mental institution with a band of misfits for one last desperate attempt to be famous.,78,crazy famous,2017
1238,7.6,Joseph Kosinski,"['Sean Flynn', 'Ken Nolan', 'Eric Warren Singer']",-,134,only the brave,2017
1239,5.8,Matthew Holmes,Matthew Holmes,-,139,the legend of ben hall,2017
1240,7.6,Jack Davis,Jack Davis,"With bankruptcy threatening the family auto repair business, a retired car chopper picks up one last job to provide for his family.",83,the chop,2017
1241,4.1,James Mark,James Mark,A troubled high school student discovers the truth behind his hidden abilities.,77,kill order,2017
1242,5.2,David Hyde,"['David Hyde', 'Stephen Kunc']","When a sleazy producer is found murdered on the set of his latest film, a band of misfit assassins must ransack his expansive suburban seventies bungalow in order to put the pieces of the puzzle together and clear their names of the crime.",84,stegman is dead,2017
1243,4.6,Jesse Haaja,"['Jesse Haaja', 'Pekka Lehtosaari', 'Miika J. Norvanto']",-,105,rendel,2017
1244,8.0,Damian Perkins,"['Douglas Gibson', 'Damian Perkins']","God's Speed is the thrilling, emotional and sometime tragic journey of a young man's upbringing into the realm of understanding and ultimately, redemption!",90,god's speed,2017
1245,-,Tommy Merlin,"['Charlotte Lee', 'Tommy Merlin']",-,-,blood ties,2017
1246,7.5,Edgar Wright,Edgar Wright,-,113,baby driver,2017
1247,5.0,David Sousa Moreau,David Sousa Moreau,-,101,reevolution,2017
1248,5.2,Erik Canuel,Jeff Schechter,-,94,undercover grandpa,2017
1249,7.6,James Gunn,"['James Gunn', 'Dan Abnett', 'Andy Lanning']",-,136,guardians of the galaxy vol. 2,2017
1250,4.2,Jeff Sinasac,Jeff Sinasac,"After a worldwide apocalypse, a group of friends battle against an army of mutated vampire creatures while traveling across country to safety.",104,red spring,2017
1251,4.1,Simon West,"['Mark Haskell Smith', 'Toby Davies']",-,92,gun shy,2017
1252,-,Nathan Hughes,Michael .C. Angell,"it's been 7 months since the outbreak, Joel and Jade now must survive the new cruel world. But it becomes more dangerous for them when they discover that they are been hunted, now they must fight for their survival.",-,last humans,2017
1253,4.3,Euros Jones-Evans,Catrin Collier,"An amnesiac man is found running blood stained and half naked through the Brecon Beacons. Hunted by the police and military, is he a homicidal terrorist or innocent pawn?",90,by any name,2017
1254,6.4,Hassan Rana,Hassan Rana,"The film ""explores what happens in the lives of those involved, including the militants and how all of them are affected at a personal level because of the ongoing operation""",158,yalghaar,2017
1255,6.8,"['Mark Noyce', 'Ben Shockley']","['Mark Noyce', 'Ben Shockley']","A serial killer has the city in a murderous grip of fear. Assigned to the case are SAXON and STEEL, and although they have an unhealthy obsession with cop shows of the 70's they also have a reputation for 'coming down hard on the bad boys'.",84,the blazing cannons,2017
1256,6.7,"['S Krishna', 'Rudresh M. Gowda']","['S Krishna', 'Siri', 'Udhay Pottipadu']",A fearless commando arrives home at the news of his brother's suicide until he starts to deeply investigate the reason behind his mysterious demise.,141,hebbuli,2017
1257,4.5,Mykel Shannon Jenkins,Mykel Shannon Jenkins,"In a modern-day Romeo and Juliet, Mikey James, a street hustler raised on the streets with his two brothers, goes to work for the Fasano family as he desperately tries to find a way out of his hustling lifestyle.",100,the gods,2017
1258,7.3,Bong Joon Ho,"['Bong Joon Ho', 'Jon Ronson']",-,-,okja,2017
1259,3.5,Jacob Cooney,"['Jacob Cooney', 'Bill Hanstock', 'Tyler W. Konney']",A woman and her best friend go on a crime spree to rob her husband and escape her marriage.,90,the assault,2017
1260,-,Teodoro Naranjo,"['Teodoro Naranjo', 'Edwin Quinones', 'Benjamin N. Redic II']",Chinaman Wu-Ping is the story of a martial artist raised near a Chinese monastery.The sacred Yodi manuscripts are stolen and Wu-Ping is sent to retrieve them. Will he be victorious over the legion of enemies he will face?,95,chinaman wu-ping: stranger out of canton,2017
1261,3.7,R. Ellis Frazier,Benjamin Budd,-,-,rumble,2017
1262,4.3,Martin Christopher Bode,"['Marco Theiss', 'Mike Leeder']",-,93,ultimate justice,2017
1263,5.0,Eric England,"['Eric England', 'Graham Denman']","A wealthy young man is conned into staging a fake kidnapping in order to be a hero and win the affection of a girl he's madly in love with. But when one of the hired kidnappers is accidentally killed during the charade, he's forced to actually save her life while not revealing that it's been a ruse all along.",87,get the girl,2017
1264,-,Edna Albano,"['Edna Albano', 'Tulsi Albano']",In a world where the past does not exist in a city that oppresses its subject who completely block out the past...the only hope is to unleash the ancient book.,90,subterranean,2017
1265,7.4,Tomonori Sudô,"['Kinoko Nasu', 'Jalen K. Cassell', 'Akira Hiyama']",Movie adaptation of the third route of Fate/Stay Night.,-,gekijouban fate/stay night: heaven's feel - i. presage flower,2017
1266,5.0,"['Sean La', 'Follette']","['Sean La', 'Follette']","This year for her birthday, Elizabeth received a pair of pink pistols and a reason to use them.",79,pink heat,2017
1267,6.8,Jean-Stéphane Sauvaire,"['Billy Moore', 'Jonathan Hirschbein', 'Nick Saltrese']",-,116,a prayer before dawn,2017
1268,5.4,Mitchell Altieri,"['Ken Arnold', 'Dan De Luca', 'Jamie Nash']","Three inept night watchmen, aided by a young rookie and a fearless tabloid journalist, fight an epic battle for their lives against a horde of hungry vampires.",80,the night watchmen,2017
1269,-,Neill Fleeman,Neill Fleeman,"When an engineer from an aircraft salvage company is sent to a remote Texas airfield to prepare a group of derelict airliners to be cut up for scrap, he finds one aircraft in surprisingly good condition. While unraveling the identity of this mysterious 'Blackbird' he soon attracts the attention of powerful people intent on keeping a deadly secret.",58,blackbird bye bye,2017
1270,8.6,Darla Rae,"['Karen Hemmerle', 'John Tschirhart']","U.S.-born John Tschirhart was a Frenchman to his core, wanting nothing more than a life in France with his beloved Malou and best friend Jacques. But when Germany invaded France in 1940, Americans were ordered to repatriate to the U.S., and John was sent to live with his relatives in Texas. There, he learned English and worked at the local soda fountain, becoming Amer... Leer todo",-,the french american,2017
1271,5.5,Steven Quale,"['Richard Wenk', 'Luc Besson']",-,106,renegades,2017
1272,7.3,"['Chris Mc', 'Kay']","['Seth Grahame-Smith', 'Chris Mc', 'Kenna', 'Erik Sommers']",-,104,the lego batman movie,2017
1273,6.5,"['Aaron Mc', 'Cann', 'Dominic Pearce']","['Aaron Mc', 'Cann', 'Dominic Pearce']",-,87,top knot detective,2017
1274,6.4,"['Anurag Basu', 'Shubzz']","['Anurag Basu', 'Amitabh Bhattacharya', 'Debatma Mandal']",-,161,jagga jasoos,2017
1275,4.0,Bailey Kobe,Bailey Kobe,"In an unsteady relationship, a husband tries to impress his pregnant wife with a ""babymoon"" vacation to the most exotic, Instagram-worthy country on the planet, which unbeknownst to him, is undergoing a political revolution.",99,the babymoon,2017
1276,4.6,Adam R. Steigert,"['Janeen Avery', 'Christopher Burns Jr.Mark Mendola']","Greg Vincent is a struggling, alcoholic writer who has suffered a terrible loss in his life and is looking for inspiration for his next story. During this difficult time, he encounters a strange being from out of this world. Could this possible be the basis for the perfect story which could jump start not only his career but also his life?",93,star [space traveling alien reject],2017
1277,6.1,Vaughn Christion,Vaughn Christion,"After a long, work-related separation, two young martial artists go on a much needed romantic date, but their night turns deadly when they must contend with a junior monk who is bent on revenge for the death of his steroid-dealing brother.",86,the yaku and the undefeated,2017
1278,-,Andrew Gordon,Andrew Gordon,"When a terminal illness turns a young fighter's world upside down over night, he hides it from his loved ones. Determined not to go down without a fight, he issues one final challenge to the local fighter that he's never been able to beat.",97,memories of michael,2017
1279,3.4,Matt Mitchell,Matt Mitchell,"The year is 1955. NATO and the Allied Forces have been conducting secret, occult experiments in a bid to win the Arms Race. Now, they have finally succeeded but what the Army has unleashed threatens to tear our world apart. One woman must lead the only survivors past horrors that the military has no way to control - and fight to close what should never have been opene... Leer todo",105,the rizen,2017
1280,2.8,Elena Altman,"['Elena Altman', 'Arlynne Ramos', 'Athyn Ritter']","An Epidemic has overwhelmed the nation and Andrew, a family man, suspects that his wife Julie might have it. His mission is to escape with his daughter before she gets infected, but his gangster brother poses a problem.",56,white devil,2017
1281,6.2,Doug Liman,Dwain Worrell,-,88,the wall,2017
1282,5.2,Stanley Tong,Stanley Tong,-,107,gong fu yu jia,2017
1283,4.6,Christopher-Lee dos Santos,Christopher-Lee dos Santos,"Broken Darkness follows the exciting story of Sam (Sean Cameron Michael, Black Sails), a broken man who after the world ends from a massive Meteor shower and the death of his son, is forced to survive underground. He and his trusted friend Troy (Brandon Auret, Elysium, Chappie) along with a young female Rose (Suraya Santos), are thrust on a journey that takes them int... Leer todo",118,broken darkness,2017
1284,2.1,Jeff Leroy,"['Ted Chalmers', 'Keith Parker']",-,85,aliens vs. titanic,2017
1285,3.8,Jacob Cooney,Eric Weinstock,"A retired MMA world champion gets caught up in an underground fight club called the ""Blood Circus"" and must fight to survive and save his family.",87,blood circus,2017
1286,-,David Von Roehm,"['Rick Borgia', 'Vinny Cuevas']",FBI agent Jane Montesco is thrown into a field assignment to bring down the deadliest man in the Mob.,-,tatalia,2017
1287,4.3,Marko Mäkilaakso,"['Trent Haaga', 'Marko Mäkilaakso', 'Hank Woon Jr.']",-,90,it came from the desert,2017
1288,4.5,Sarann,Sarann,"Written, directed and produced by Saran, the movie features Vinay in dual lead roles, accompanied by three newcomers: Samuthrika, Swasthika and Kesha Khambhati. It focuses on a large scale money laundering and hawala money transaction.",158,aayirathil iruvar,2017
1289,6.4,Joe Lynch,Matias Caruso,-,86,mayhem,2017
1290,-,"['Rafael Marin', 'Angel Ferreira', 'Domingo Ramos']",Rafael Marin,"Born in poverty in a small town in Venezuela, a young man chooses a criminal life. And years later he emigrates to New York City, where he keeps pursuing his gangster career.",-,un delincuente en nueva york,2017
1291,7.5,"['Danny Darren', 'Paul J. Lane']",Danny Darren,"Haunted by the chemical attacks that claimed the lives of his family, a Kurdish sniper . Flees his homeland in search of a better life in the United Kingdom . But is caught up in a terrorist plot.",-,16/03,2017
1292,5.1,Ryan Blazic,Ryan Blazic,"An egocentric businessman awakens deep in the woods to find he has been abducted by a subversive group of bloodthirsty vampires disguised and living among us. He must not only escape their clutches, but save his beloved girlfriend before time, the truth, and his kidnappers catch up with him.",96,monsters among men,2017
1293,4.1,Rob Taylor,"['Nic Costa', 'Rob Taylor']","In a madcap future era, the world's greatest secret agent struggles to rescue his young son from the clutches of his infamous former mentor.",97,neil stryker and the tyrant of time,2017
1294,5.4,Jason Flemyng,Danny King,-,94,eat locals,2017
1295,6.3,Jared Moshe,Jared Moshe,-,111,the ballad of lefty brown,2017
1296,7.4,Chad Stahelski,Derek Kolstad,-,122,john wick: chapter 2,2017
1297,-,Still Open,"['Sydney D. Gould', 'Kathy Krantz']",-,-,hijack at malacca,2017
1298,-,Zachery Rice,Zachery Rice,"Jasper Faux, a member of an elite organization called ""Kaizen"", is exiled and left for dead. Instead of revenge, Jasper sets out to find the truth.",-,kaizen,2017
1299,5.6,Derral Reynolds,K. Maston,"""Sometimes a man's greatest downfall is himself.""",-,downfall,2017
1300,4.2,Ara Paiaya,Adam Davidson,"When the violence of a drug war becomes all too personal, a troubled Special Forces veteran seeks bloody revenge against criminals.",84,instant death,2017
1301,3.7,"['Kerry Carlock', 'Nicholas Lund-Ulrich']","['Kerry Carlock', 'Nicholas Lund-Ulrich', 'Nick Rufca']","During her first night on the job, a rookie EMT and her partner pick up a wounded superhero and are pulled into his mission to save Los Angeles from a sinister organization.",84,armstrong,2017
1302,4.5,"['Ché Baker', 'Dallas Bland']","['Ché Baker', 'Dallas Bland', 'Sarah Mason']","The film is set in a post-apocalyptic world in which civilisation has crumbled. A massive electromagnetic pulse has killed all children on the planet with the exception of Molly (Billie Rutherford), the daughter of Jake Slater (Jake Ryan).",115,blue world order,2017
1303,4.2,Mathieu Ratthe,Mathieu Ratthe,"In Gracefield, three couples are spending a long weekend in a luxurious cabin when suddenly an uninvited guest in the form of a meteorite, comes crashing the party...",89,the gracefield incident,2017
1304,3.6,"['Benny Tjandra', 'Doug Tochioka']",Doug Tochioka,"A group of mercenaries hired as contract killers are hunted down by the Mafia, the Yakuza, the Russian Mob, and the Tongs all at once.",98,syndicate smasher,2017
1305,4.2,David Tittone,"['David Tittone', 'David Torre']","After losing a major fight, a professional MMA fighter returns home from Vegas, where he reunites with various individuals from his past - including a father/son duo who recruit him to engage in their daring bank heists.",105,top coat cash,2017
1306,3.2,Thomas J. Churchill,"['Thomas J. Churchill', 'AJ Perez']",-,97,check point,2017
1307,3.6,Reese Eveneshen,Reese Eveneshen,Set in the near future where Rhett Murphy and his estranged sister Jean are forced to flee from a militant police state after witnessing the dark secrets of a nefarious corporation.,101,defective,2017
1308,4.5,Victor Mathieu,"['Corbin Billings', 'Shariya Lynn', 'Victor Mathieu']",-,99,the monster project,2017
1309,5.2,John Woo,"['Jukô Nishimura', 'John Woo']",-,106,zhui bu,2017
1310,5.6,Bade Hj. Azmi,"['Zainal Fikri', 'Bade Hj. Azmi', 'Asmira Suhadis']","A film based on true story of Sergeant Kanang Anak Langkau, an iban warrior and the nation's most decorated war hero, who fought bravely during communist insurgency.",106,kanang anak langkau the iban warrior,2017
1311,3.4,"['Ashlee Jensen', 'Terrance M. Young']","['Ashlee Jensen', 'Terrance M. Young']","Aided by an ex-military officer, a young woman becomes an unwitting fugitive after discovering that her son's catatonic state may be at the heart of a global conspiracy.",95,project eden,2017
1312,2.8,"['Jim De', 'Vault']","['Jim De', 'Vault', 'Roberto Mercado']","The disappearance of a masked luchador's ex-girlfriend leads him, and a local police detective, to hunt down a mentally disturbed, deformed kidnapper.",75,azteq vs the prowler,2017
1313,3.9,Chuck Walker,Chuck Walker,"Ex-boxer Danny""Boy"" Jackson only left the room for a second, and came back to find his son gone. He quickly finds that human traffickers have taken him to be sold in the Middle East. With only hours left, and the clock ticking, Danny ""Boy"" Jackson comes out of retirement.",84,bordercross,2017
1314,3.7,John Stockwell,Matt Savelloni,-,93,armed response,2017
1315,3.9,Alex Merkin,"['Tyler W. Konney', 'Jesse Mittelstadt', 'Richard Switzer']",-,88,altitude,2017
1316,5.7,Seth Larney,"['Yasmin Yaacob', 'Chi-Ren Choong', 'Ramlee Awang Murshid']","Tombiruo is a troubled young man, deformed, dutiful and burdened with powers that do not bend to his will. The tragic death of his father causes Tombiruo to seek revenge and punish those responsible.",115,tombiruo,2017
1317,6.0,Mac Jay,"['Mac Jay', 'Franco Rossi']","After Mac Daddy decides to quit being an international ladies man, two of his best pupils (Diego and Damon), whom have been trained by him in the arts of seduction, decide to take over. Damon and Diego take their game to Vegas to become international ladies men. But Damon ends up hitting on the wrong woman, and both Damon and Diego get involved with the most dangerous... Leer todo",100,mac daddy's vegas adventure,2017
